Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate fwd zone pass_Total,total accurate long balls_Total,total accurate pass_Total,total aerial won_Total,total attempt_Total,total attempts ibox_Total,total duels won_Total,total effective clearance_Total,total interception_Total,total mins played,total ontarget attempt_Total,total touches in opposition box_Total,total was fouled_Total,total won tackle_Total,total assists_Total,total att assist_Total,total attempts obox_Total,total blocked scoring att_Total,total contest_Total,total dribbles attempted_Total,total goals_Total,total won contest_Total,total accurate cross_Total,total big chances saved_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate fwd zone pass_p90,total accurate long balls_p90,total accurate pass_p90,total aerial won_p90,total attempt_p90,total attempts ibox_p90,total duels won_p90,total effective clearance_p90,total interception_p90,total ontarget attempt_p90,total touches in opposition box_p90,total was fouled_p90,total won tackle_p90,total assists_p90,total att assist_p90,total attempts obox_p90,total blocked scoring att_p90,total contest_p90,total dribbles attempted_p90,total goals_p90,total won contest_p90,total accurate cross_p90,total big chances saved_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate fwd zone pass_TotalPR,total accurate long balls_TotalPR,total accurate pass_TotalPR,total aerial won_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total duels won_TotalPR,total effective clearance_TotalPR,total interception_TotalPR,total ontarget attempt_TotalPR,total touches in opposition box_TotalPR,total was fouled_TotalPR,total won tackle_TotalPR,total assists_TotalPR,total att assist_TotalPR,total attempts obox_TotalPR,total blocked scoring att_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total goals_TotalPR,total won contest_TotalPR,total accurate cross_TotalPR,total big chances saved_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate fwd zone pass_p90PR,total accurate long balls_p90PR,total accurate pass_p90PR,total aerial won_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total duels won_p90PR,total effective clearance_p90PR,total interception_p90PR,total ontarget attempt_p90PR,total touches in opposition box_p90PR,total was fouled_p90PR,total won tackle_p90PR,total assists_p90PR,total att assist_p90PR,total attempts obox_p90PR,total blocked scoring att_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total goals_p90PR,total won contest_p90PR,total accurate cross_p90PR,total big chances saved_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Troyes,3unkqo2g6ag99gd5ynz1j7vse,es8xeko9cu9hvx5smdxiqan84,H. Picard,Hugo Picard,23,Midfielder,France,Midfielder,24.0,74.0,3.0,86.0,0.0,3.0,1.0,7.0,1.0,3.0,316.0,0.0,7.0,2.0,4.0,0.0,12.0,2.0,2.0,4.0,4.0,0.0,0.0,12.0,0.0,84.31,75.0,46.15,0.0,0.0,33.33,0.0,80.0,0.2261274424474509,1.0405716104266671,1.0,20.0,0.5969215399999999,5.0,2.0,12.0,0.74102997,32.0,6.835443037974684,21.075949367088608,0.8544303797468354,24.49367088607595,0.0,0.8544303797468354,0.2848101265822785,1.993670886075949,0.2848101265822785,0.8544303797468354,0.0,1.993670886075949,0.569620253164557,1.139240506329114,0.0,3.4177215189873418,0.569620253164557,0.569620253164557,1.139240506329114,1.139240506329114,0.0,0.0,3.4177215189873418,0.0,84.31,75.0,46.15,0.0,0.0,33.33,0.0,80.0,0.0644033855071853,0.2963653320835444,0.2848101265822785,5.69620253164557,0.1700092993670885,1.4240506329113924,0.569620253164557,3.4177215189873418,0.211052839556962,9.113924050632912,LM/LCM,12,38,31,38,25,12,38,25,12,62,12,50,31,62,31,100,38,75,56,50,44,12,100,56,38,75,75,12,12,25,25,88,12,100,31,100,100,81,12,38,62,38,12,50,38,38,25,25,25,25,12,50,12,50,25,75,31,100,38,62,62,62,44,12,100,56,38,75,75,12,12,25,25,88,25,100,38,100,100,75,12,38,62,38,Ligue 1
Lorient,70nn27vgkt6l48lvv5e66q7ww,1cmhl6aqp9yml3peme245rb4k,M. Koné,Mamadou Koné,19,Attacker,Côte d'Ivoire,Striker,6.0,23.0,0.0,29.0,4.0,8.0,8.0,14.0,0.0,2.0,249.0,6.0,14.0,5.0,1.0,0.0,4.0,0.0,1.0,8.0,8.0,1.0,1.0,0.0,0.0,72.5,0.0,0.0,12.5,75.0,34.15,44.44,25.0,1.2940048581838235,0.2961495991197124,1.0,5.0,0.15332894,3.0,2.0,2.0,0.0922414699999999,7.0,2.1686746987951806,8.313253012048193,0.0,10.481927710843374,1.4457831325301205,2.891566265060241,2.891566265060241,5.0602409638554215,0.0,0.7228915662650602,2.1686746987951806,5.0602409638554215,1.8072289156626504,0.3614457831325301,0.0,1.4457831325301205,0.0,0.3614457831325301,2.891566265060241,2.891566265060241,0.3614457831325301,0.3614457831325301,0.0,0.0,72.5,0.0,0.0,12.5,75.0,34.15,44.44,25.0,0.4677125993435507,0.1070420237782093,0.3614457831325301,1.8072289156626504,0.0554200987951807,1.0843373493975903,0.7228915662650602,0.7228915662650602,0.0333402903614457,2.5301204819277108,ST,4,13,4,4,39,37,65,50,17,78,78,20,61,39,33,48,13,28,76,74,46,28,39,52,26,4,39,17,100,17,48,30,74,43,26,65,65,78,26,17,13,9,4,39,4,9,57,65,83,65,17,83,91,39,74,48,33,74,13,39,87,78,70,39,39,52,26,4,39,17,100,17,48,30,91,61,30,74,65,78,39,22,22,9,Ligue 1
Lorient,70nn27vgkt6l48lvv5e66q7ww,2zvbw080n4yro1phgv39ri3qi,T. Le Bris,Théo Le Bris,23,Midfielder,France,Midfielder,33.0,31.0,1.0,64.0,0.0,4.0,2.0,16.0,10.0,7.0,273.0,1.0,8.0,2.0,5.0,0.0,2.0,2.0,2.0,6.0,7.0,0.0,5.0,0.0,0.0,76.19,16.67,0.0,83.33,25.0,57.14,0.0,55.56,0.328226597889157,0.0517429288703514,2.0,4.0,0.09069257,2.0,3.0,3.0,0.10664079,23.0,10.87912087912088,10.21978021978022,0.3296703296703296,21.0989010989011,0.0,1.3186813186813189,0.6593406593406593,5.274725274725275,3.296703296703297,2.307692307692308,0.3296703296703296,2.6373626373626373,0.6593406593406593,1.6483516483516485,0.0,0.6593406593406593,0.6593406593406593,0.6593406593406593,1.978021978021978,2.307692307692308,0.0,1.6483516483516485,0.0,0.0,76.19,16.67,0.0,83.33,25.0,57.14,0.0,55.56,0.1082065707326891,0.0170581084187971,0.6593406593406593,1.3186813186813189,0.0298986494505494,0.6593406593406593,0.989010989010989,0.989010989010989,0.0351563043956043,7.582417582417583,RM/RCM,40,10,15,10,20,50,50,50,80,95,60,30,25,75,35,10,75,60,30,40,35,70,15,55,10,10,15,100,75,100,20,60,50,10,80,10,10,20,15,10,10,20,30,10,10,10,20,70,50,70,90,90,70,50,30,90,35,20,80,60,40,50,35,80,15,55,10,10,15,100,75,100,20,60,70,10,80,20,20,20,10,10,10,20,Ligue 1
Lorient,70nn27vgkt6l48lvv5e66q7ww,3rzjr8wdopfb1xj0d7sq0vrpw,G. Bernardeau,Gabin Bernardeau,20,Midfielder,France,Midfielder,34.0,34.0,2.0,62.0,3.0,5.0,3.0,19.0,4.0,1.0,333.0,1.0,14.0,8.0,4.0,0.0,3.0,2.0,2.0,7.0,7.0,0.0,3.0,6.0,0.0,63.27,33.33,42.86,42.86,20.0,50.0,37.5,80.0,0.465954661517519,0.4404639322254929,0.0,4.0,0.1293311099999999,4.0,5.0,5.0,0.4585279499999999,22.0,9.18918918918919,9.18918918918919,0.5405405405405405,16.756756756756754,0.8108108108108107,1.351351351351351,0.8108108108108107,5.135135135135135,1.081081081081081,0.2702702702702702,0.2702702702702702,3.783783783783784,2.162162162162162,1.081081081081081,0.0,0.8108108108108107,0.5405405405405405,0.5405405405405405,1.891891891891892,1.891891891891892,0.0,0.8108108108108107,1.6216216216216215,0.0,63.27,33.33,42.86,42.86,20.0,50.0,37.5,80.0,0.1259336923020321,0.1190443060068899,0.0,1.081081081081081,0.034954354054054,1.081081081081081,1.351351351351351,1.351351351351351,0.1239264729729729,5.945945945945946,CM/AM,29,4,15,4,79,60,65,73,73,19,38,81,88,62,27,21,56,67,58,56,35,50,92,50,4,12,92,42,33,75,56,83,54,46,15,8,21,52,12,8,50,4,21,8,12,8,88,58,62,79,75,21,33,71,92,58,27,21,58,79,50,50,35,50,92,50,4,12,92,42,33,75,56,83,50,42,15,4,21,54,8,8,42,8,Ligue 1
Lorient,70nn27vgkt6l48lvv5e66q7ww,5c2zuz7f53hvqn5be1k2nddsk,A. Kouassi,Arsène Kouassi,22,Defender,Burkina Faso,Defender,77.0,92.0,1.0,166.0,3.0,1.0,0.0,18.0,7.0,4.0,450.0,0.0,9.0,7.0,2.0,1.0,8.0,1.0,0.0,12.0,12.0,0.0,4.0,3.0,0.0,82.18,12.5,27.27,33.33,0.0,50.0,75.0,50.0,0.0396821938144846,0.7854469438195961,1.0,12.0,0.30183701,4.0,6.0,13.0,0.5682174300000001,60.0,15.4,18.4,0.2,33.2,0.6,0.2,0.0,3.6,1.4,0.8,0.0,1.8,1.4,0.4,0.2,1.6,0.2,0.0,2.4,2.4,0.0,0.8,0.6,0.0,82.18,12.5,27.27,33.33,0.0,50.0,75.0,50.0,0.0079364387628969,0.1570893887639192,0.2,2.4,0.060367402,0.8,1.2,2.6,0.113643486,12.0,LB/LCB,46,92,8,67,54,46,27,65,40,27,35,83,83,33,94,100,71,44,100,98,44,75,75,46,46,4,62,25,35,38,88,46,29,100,71,96,92,60,19,42,71,38,29,75,4,33,46,31,27,38,17,12,35,71,75,27,90,100,60,44,92,81,44,50,65,46,46,4,62,25,35,38,88,46,29,92,56,92,83,46,12,21,50,25,Ligue 1
Lorient,70nn27vgkt6l48lvv5e66q7ww,5wsz3usdkj01snq28pzpiwb2s,A. Avom,Arthur Avom,21,Midfielder,Cameroon,Midfielder,116.0,112.0,18.0,227.0,1.0,4.0,0.0,16.0,2.0,9.0,314.0,0.0,2.0,4.0,3.0,0.0,3.0,4.0,1.0,3.0,6.0,0.0,1.0,1.0,0.0,87.64,62.07,25.0,33.33,0.0,61.54,33.33,30.0,0.2576631994733357,0.2597110326122945,3.0,6.0,0.15378389,4.0,21.0,36.0,1.1788368500000004,136.0,33.2484076433121,32.101910828025474,5.159235668789809,65.06369426751593,0.286624203821656,1.1464968152866242,0.0,4.585987261146497,0.5732484076433121,2.579617834394905,0.0,0.5732484076433121,1.1464968152866242,0.8598726114649682,0.0,0.8598726114649682,1.1464968152866242,0.286624203821656,0.8598726114649682,1.7197452229299364,0.0,0.286624203821656,0.286624203821656,0.0,87.64,62.07,25.0,33.33,0.0,61.54,33.33,30.0,0.0738525094031854,0.074439467946199,0.8598726114649682,1.7197452229299364,0.0440781850318471,1.1464968152866242,6.019108280254777,10.318471337579618,0.3378831735668791,38.98089171974522,DM/CM,67,70,82,70,33,41,18,45,12,94,20,35,53,33,38,36,74,52,41,68,42,26,61,50,33,27,59,30,20,85,50,15,39,52,68,56,64,73,71,92,94,79,85,82,88,82,39,58,18,61,9,97,20,36,68,42,38,45,83,64,52,76,42,32,67,50,33,27,59,30,20,85,50,15,52,55,82,67,67,83,82,94,100,82,Ligue 1
Lorient,70nn27vgkt6l48lvv5e66q7ww,60no437awq8i5th7nlffh3dn9,J. Makengo,Jean-Victor Makengo,28,Midfielder,France,Midfielder,78.0,76.0,7.0,154.0,7.0,7.0,5.0,32.0,4.0,1.0,418.0,2.0,13.0,16.0,6.0,0.0,3.0,2.0,1.0,12.0,13.0,1.0,4.0,0.0,0.0,88.0,77.78,0.0,33.33,28.57,56.14,58.33,100.0,0.7778598767822449,0.2462059921359418,3.0,9.0,0.23803785,4.0,13.0,14.0,0.4509211099999999,53.0,16.79425837320574,16.363636363636363,1.507177033492823,33.1578947368421,1.507177033492823,1.507177033492823,1.076555023923445,6.889952153110047,0.8612440191387559,0.2153110047846889,0.4306220095693779,2.799043062200957,3.444976076555024,1.2918660287081338,0.0,0.6459330143540669,0.4306220095693779,0.2153110047846889,2.583732057416268,2.799043062200957,0.2153110047846889,0.8612440191387559,0.0,0.0,88.0,77.78,0.0,33.33,28.57,56.14,58.33,100.0,0.1674817916516795,0.0530108595508008,0.6459330143540669,1.9377990430622007,0.051252168660287,0.8612440191387559,2.799043062200957,3.014354066985646,0.0970882772727272,11.411483253588516,CM/AM,83,54,71,75,96,85,88,96,73,19,71,73,100,83,27,21,56,38,94,96,81,65,15,50,83,92,15,31,50,88,92,96,92,17,77,54,54,52,73,52,46,48,75,25,58,38,96,71,75,96,67,17,62,42,100,71,27,12,42,29,75,71,75,58,15,50,83,92,15,31,50,88,92,96,79,12,62,38,38,38,46,29,25,25,Ligue 1
Lorient,70nn27vgkt6l48lvv5e66q7ww,996i59930r3kd4xk48x9fsp2h,M. Talbi,Montassar Talbi,28,Defender,Tunisia,Defender,213.0,70.0,11.0,283.0,15.0,3.0,3.0,23.0,36.0,5.0,450.0,2.0,8.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,91.88,47.83,0.0,0.0,66.67,69.7,62.5,50.0,0.3797257126423757,0.0,0.0,3.0,0.05867334,0.0,16.0,14.0,0.4724275499999999,190.0,42.6,14.0,2.2,56.6,3.0,0.6,0.6,4.6,7.2,1.0,0.4,1.6,0.4,0.6,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,91.88,47.83,0.0,0.0,66.67,69.7,62.5,50.0,0.0759451425284751,0.0,0.0,0.6,0.011734668,0.0,3.2,2.8,0.0944855099999999,38.0,CB,79,54,62,71,96,71,79,92,92,46,94,96,58,38,46,56,38,38,29,65,46,35,46,40,75,50,46,35,94,62,46,31,75,27,40,73,67,25,73,71,83,79,58,46,48,50,81,58,73,65,88,33,92,88,50,29,46,46,38,38,29,56,46,35,46,40,75,50,46,35,94,62,46,31,67,27,40,62,58,25,67,67,79,71,Ligue 1
Lorient,70nn27vgkt6l48lvv5e66q7ww,ax69g2ukn2tsaz71n0waf58q2,N. Cadiou,Noah Cadiou,27,Midfielder,Guadeloupe,Midfielder,143.0,109.0,23.0,252.0,6.0,8.0,3.0,22.0,5.0,4.0,444.0,0.0,5.0,5.0,6.0,0.0,4.0,5.0,1.0,8.0,8.0,0.0,4.0,0.0,0.0,82.08,62.16,0.0,50.0,0.0,52.38,46.15,85.71,0.6322789717872724,0.2612617289298237,5.0,13.0,0.26066847,4.0,17.0,20.0,0.4735772499999999,125.0,28.986486486486484,22.0945945945946,4.662162162162162,51.08108108108108,1.2162162162162162,1.6216216216216215,0.6081081081081081,4.45945945945946,1.0135135135135134,0.8108108108108107,0.0,1.0135135135135134,1.0135135135135134,1.2162162162162162,0.0,0.8108108108108107,1.0135135135135134,0.2027027027027027,1.6216216216216215,1.6216216216216215,0.0,0.8108108108108107,0.0,0.0,82.08,62.16,0.0,50.0,0.0,52.38,46.15,85.71,0.128164656443366,0.0529584585668561,1.0135135135135134,2.635135135135135,0.0528382033783783,0.8108108108108107,3.4459459459459456,4.0540540540540535,0.0959953885135134,25.337837837837835,DM/CM,79,65,89,79,82,83,79,79,39,32,20,59,74,64,38,53,85,52,79,77,42,82,24,50,12,30,24,52,20,61,61,85,79,55,92,92,85,73,58,73,61,70,73,55,82,61,76,79,73,58,33,15,20,58,52,55,38,39,76,42,73,70,42,73,24,50,12,30,24,52,20,61,61,85,70,42,94,88,88,67,45,55,45,58,Ligue 1
Lorient,70nn27vgkt6l48lvv5e66q7ww,csye3q50ciculdiggvcefx8x6,N. Adjei,Nathaniel Adjei,24,Defender,Ghana,Defender,206.0,82.0,9.0,287.0,10.0,0.0,0.0,27.0,22.0,12.0,435.0,0.0,0.0,6.0,5.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,3.0,1.0,1.0,94.1,75.0,100.0,100.0,0.0,69.23,55.56,62.5,0.0,0.139005903944904,0.0,4.0,0.0944190999999999,6.0,17.0,26.0,0.5246590099999999,158.0,42.62068965517242,16.96551724137931,1.862068965517241,59.37931034482759,2.0689655172413794,0.0,0.0,5.586206896551724,4.551724137931035,2.4827586206896552,0.0,0.0,1.2413793103448276,1.0344827586206895,0.0,0.2068965517241379,0.0,0.0,0.6206896551724138,0.6206896551724138,0.0,0.6206896551724138,0.2068965517241379,0.2068965517241379,94.1,75.0,100.0,100.0,0.0,69.23,55.56,62.5,0.0,0.0287598421954973,0.0,0.8275862068965518,0.0195349862068965,1.2413793103448276,3.517241379310345,5.379310344827586,0.1085501399999999,32.689655172413794,LB/LCB,100,75,75,100,96,15,27,92,92,96,35,8,75,67,44,27,29,44,29,27,44,58,31,96,96,100,98,96,35,92,65,69,12,42,27,40,33,92,77,96,58,100,100,54,71,100,96,15,27,71,88,92,35,8,67,58,44,21,29,44,17,17,44,42,25,96,96,100,98,96,35,92,65,69,12,25,27,17,17,75,58,83,33,100,Ligue 1
Lorient,70nn27vgkt6l48lvv5e66q7ww,dqrtbk6lsscer7078jro6z3hm,D. Sylla,Dembo Sylla,23,Defender,Guinea,Defender,119.0,93.0,12.0,212.0,12.0,0.0,0.0,29.0,17.0,13.0,432.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,1.0,0.0,0.0,88.33,54.55,0.0,33.33,0.0,63.04,66.67,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.791666666666668,19.375,2.5,44.16666666666667,2.5,0.0,0.0,6.041666666666667,3.541666666666667,2.708333333333333,0.0,0.0,1.6666666666666667,0.625,0.0,0.0,0.0,0.0,0.625,0.8333333333333334,0.0,0.2083333333333333,0.0,0.0,88.33,54.55,0.0,33.33,0.0,63.04,66.67,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB/RCB,81,67,69,76,93,12,17,86,79,100,29,7,93,38,45,10,26,19,45,52,36,38,19,48,81,76,19,40,29,88,90,24,10,10,26,7,7,10,5,5,5,5,67,67,71,67,95,12,17,81,76,100,29,7,90,29,45,10,26,19,33,43,36,38,19,48,81,76,19,40,29,88,90,24,10,10,26,7,7,10,5,5,5,5,Ligue 1
Le Havre,23pqcgxu1tip265hbe01kszbt,1anl1jfwm7l4p3y0tmyvueiuh,A. Seko,Ayumu Seko,26,Defender,Japan,Defender,145.0,85.0,21.0,229.0,6.0,5.0,2.0,14.0,23.0,8.0,450.0,0.0,4.0,2.0,3.0,0.0,6.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,88.42,60.0,100.0,100.0,0.0,50.0,66.67,60.0,0.3811508211547345,0.5175547571354173,2.0,3.0,0.06279657,2.0,24.0,27.0,0.5841766399999999,128.0,29.0,17.0,4.2,45.8,1.2,1.0,0.4,2.8,4.6,1.6,0.0,0.8,0.4,0.6,0.0,1.2,0.6,0.4,0.2,0.2,0.0,0.2,0.2,0.0,88.42,60.0,100.0,100.0,0.0,50.0,66.67,60.0,0.0762301642309468,0.1035109514270834,0.4,0.6,0.0125593139999999,0.4,4.8,5.4,0.1168353279999999,25.6,CB,38,75,96,42,27,96,60,25,54,88,40,62,58,38,46,100,100,96,69,65,46,79,96,40,17,85,100,92,40,21,54,44,79,100,98,73,75,85,96,94,96,46,12,67,92,21,17,88,54,15,42,71,40,62,50,29,46,100,96,94,62,56,46,73,92,40,17,85,100,92,40,21,54,44,71,100,96,62,62,79,83,83,83,29,Ligue 1
Le Havre,23pqcgxu1tip265hbe01kszbt,31j3z9eqoxl2qlgncgdiz1zpw,E. Jelert,Elias Jelert,23,Defender,Denmark,Defender,50.0,48.0,6.0,96.0,0.0,0.0,0.0,5.0,7.0,2.0,279.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0,4.0,0.0,1.0,2.0,1.0,84.96,46.15,11.76,33.33,0.0,25.0,0.0,50.0,0.0,0.1477309609047956,0.0,5.0,0.11139085,1.0,5.0,8.0,0.1677390999999999,37.0,16.129032258064516,15.483870967741934,1.935483870967741,30.96774193548387,0.0,0.0,0.0,1.6129032258064515,2.258064516129032,0.6451612903225806,0.0,0.3225806451612903,0.0,0.6451612903225806,0.0,0.6451612903225806,0.0,0.0,0.9677419354838708,1.2903225806451613,0.0,0.3225806451612903,0.6451612903225806,0.3225806451612903,84.96,46.15,11.76,33.33,0.0,25.0,0.0,50.0,0.0,0.0476551486789663,0.0,1.6129032258064515,0.0359325322580645,0.3225806451612903,1.6129032258064515,2.5806451612903225,0.0541093870967741,11.935483870967742,RB/RCB,14,29,43,14,7,12,17,10,31,17,29,17,10,24,45,40,26,19,45,52,36,38,48,98,43,48,43,40,29,10,14,55,10,38,26,52,52,24,19,24,14,19,24,38,62,29,7,12,17,10,33,29,29,19,10,38,45,38,26,19,52,62,36,48,57,100,43,48,43,40,29,10,14,55,10,43,26,52,57,29,19,24,19,14,Ligue 1
Le Havre,23pqcgxu1tip265hbe01kszbt,45lcfmo0varfc325n562ul2j8,A. Richardson,Amir Richardson,24,Midfielder,Morocco,Midfielder,82.0,95.0,10.0,175.0,9.0,9.0,3.0,29.0,12.0,8.0,442.0,3.0,7.0,7.0,7.0,0.0,10.0,6.0,1.0,11.0,12.0,0.0,3.0,2.0,0.0,84.13,62.5,100.0,27.27,33.33,48.33,52.94,70.0,0.7492798235112894,0.5664188130465175,6.0,10.0,0.22995937,5.0,15.0,20.0,0.5651172499999998,95.0,16.696832579185518,19.34389140271493,2.0361990950226243,35.633484162895925,1.832579185520362,1.832579185520362,0.6108597285067873,5.90497737556561,2.443438914027149,1.6289592760180995,0.6108597285067873,1.425339366515837,1.425339366515837,1.425339366515837,0.0,2.0361990950226243,1.2217194570135743,0.2036199095022624,2.239819004524887,2.443438914027149,0.0,0.6108597285067873,0.4072398190045249,0.0,84.13,62.5,100.0,27.27,33.33,48.33,52.94,70.0,0.1525682898552399,0.1153341474529108,1.2217194570135743,2.0361990950226243,0.0468243061085972,1.0180995475113122,3.0542986425339365,4.072398190045249,0.1150691233031673,19.34389140271493,DM/CM,42,48,53,45,95,88,79,88,85,82,82,77,86,76,38,92,91,52,97,98,42,70,80,50,15,39,95,18,55,42,76,61,91,85,100,76,79,86,41,73,73,52,21,42,45,30,91,88,76,76,76,76,73,73,82,73,38,88,88,45,91,91,42,58,82,50,15,39,95,18,55,42,76,61,76,79,100,73,76,73,36,58,67,42,Ligue 1
Le Havre,23pqcgxu1tip265hbe01kszbt,4y1je8y7jioje2r96vf8zutxw,J. Mwanga,Junior Mwanga,23,Midfielder,France,Midfielder,57.0,25.0,5.0,82.0,0.0,0.0,0.0,7.0,9.0,4.0,245.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.11,71.43,0.0,0.0,0.0,36.84,0.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.93877551020408,9.183673469387754,1.836734693877551,30.12244897959184,0.0,0.0,0.0,2.571428571428571,3.3061224489795915,1.469387755102041,0.0,0.0,0.3673469387755101,1.469387755102041,0.0,0.3673469387755101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.11,71.43,0.0,0.0,0.0,36.84,0.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DM/CM,18,3,20,3,12,5,18,8,73,32,20,5,14,47,38,17,6,15,3,3,42,8,24,50,55,59,24,8,20,14,17,52,5,11,9,3,3,8,3,3,3,3,39,3,36,9,12,5,18,24,91,61,20,5,18,76,38,18,6,15,3,3,42,8,24,50,55,59,24,8,20,14,17,52,5,11,9,3,3,8,3,3,3,3,Ligue 1
Le Havre,23pqcgxu1tip265hbe01kszbt,5qpyf80if6m1o5vkwf1yt034l,M. Samatta,Mbwana Samatta,33,Attacker,Tanzania,Striker,24.0,48.0,7.0,70.0,19.0,20.0,15.0,30.0,4.0,2.0,428.0,9.0,30.0,4.0,3.0,0.0,2.0,5.0,5.0,9.0,9.0,2.0,2.0,2.0,0.0,70.0,77.78,66.67,22.22,45.0,54.55,70.37,50.0,2.0506074090698383,0.2477045724886925,6.0,8.0,0.18965889,3.0,6.0,7.0,0.36785511,31.0,5.046728971962617,10.093457943925234,1.47196261682243,14.719626168224298,3.9953271028037385,4.205607476635514,3.154205607476636,6.308411214953271,0.8411214953271028,0.4205607476635514,1.892523364485981,6.308411214953271,0.8411214953271028,0.6308411214953271,0.0,0.4205607476635514,1.0514018691588785,1.0514018691588785,1.892523364485981,1.892523364485981,0.4205607476635514,0.4205607476635514,0.4205607476635514,0.0,70.0,77.78,66.67,22.22,45.0,54.55,70.37,50.0,0.4312024925614146,0.0520874101027624,1.2616822429906542,1.6822429906542056,0.0398815422897196,0.6308411214953271,1.2616822429906542,1.47196261682243,0.0773527100467289,6.518691588785047,LW,71,64,79,57,100,100,100,100,86,54,100,93,36,68,25,18,82,93,57,54,100,29,71,54,11,71,93,14,79,86,93,36,100,21,82,43,29,43,71,61,50,71,29,29,79,21,100,86,93,100,71,43,93,79,29,50,25,14,71,86,36,29,100,14,57,54,11,71,93,14,79,86,93,36,93,21,71,21,21,36,57,36,43,43,Ligue 1
