Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate fwd zone pass_Total,total accurate long balls_Total,total accurate pass_Total,total aerial won_Total,total attempt_Total,total attempts ibox_Total,total duels won_Total,total effective clearance_Total,total interception_Total,total mins played,total ontarget attempt_Total,total touches in opposition box_Total,total was fouled_Total,total won tackle_Total,total assists_Total,total att assist_Total,total attempts obox_Total,total blocked scoring att_Total,total contest_Total,total dribbles attempted_Total,total goals_Total,total won contest_Total,total accurate cross_Total,total big chances saved_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate fwd zone pass_p90,total accurate long balls_p90,total accurate pass_p90,total aerial won_p90,total attempt_p90,total attempts ibox_p90,total duels won_p90,total effective clearance_p90,total interception_p90,total ontarget attempt_p90,total touches in opposition box_p90,total was fouled_p90,total won tackle_p90,total assists_p90,total att assist_p90,total attempts obox_p90,total blocked scoring att_p90,total contest_p90,total dribbles attempted_p90,total goals_p90,total won contest_p90,total accurate cross_p90,total big chances saved_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate fwd zone pass_TotalPR,total accurate long balls_TotalPR,total accurate pass_TotalPR,total aerial won_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total duels won_TotalPR,total effective clearance_TotalPR,total interception_TotalPR,total ontarget attempt_TotalPR,total touches in opposition box_TotalPR,total was fouled_TotalPR,total won tackle_TotalPR,total assists_TotalPR,total att assist_TotalPR,total attempts obox_TotalPR,total blocked scoring att_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total goals_TotalPR,total won contest_TotalPR,total accurate cross_TotalPR,total big chances saved_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate fwd zone pass_p90PR,total accurate long balls_p90PR,total accurate pass_p90PR,total aerial won_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total duels won_p90PR,total effective clearance_p90PR,total interception_p90PR,total ontarget attempt_p90PR,total touches in opposition box_p90PR,total was fouled_p90PR,total won tackle_p90PR,total assists_p90PR,total att assist_p90PR,total attempts obox_p90PR,total blocked scoring att_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total goals_p90PR,total won contest_p90PR,total accurate cross_p90PR,total big chances saved_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Strasbourg,71ajatxnuhc5cnm3xvgdky49w,6xtgpb1avbypyk8cql8znph5g,G. Antwi,Genesis Antwi,19,Defender,Sweden,Defender,106.0,56.0,7.0,159.0,4.0,1.0,0.0,18.0,13.0,6.0,439.0,0.0,6.0,1.0,9.0,0.0,0.0,1.0,1.0,5.0,5.0,0.0,3.0,3.0,0.0,87.85,41.18,30.0,60.0,0.0,54.55,50.0,90.0,0.0661746714418684,0.0,1.0,2.0,0.03996962,1.0,10.0,8.0,0.2402025000000001,72.0,21.73120728929385,11.480637813211844,1.4350797266514803,32.59681093394077,0.8200455580865603,0.20501138952164,0.0,3.6902050113895215,2.665148063781321,1.2300683371298404,0.0,1.2300683371298404,0.20501138952164,1.8451025056947608,0.0,0.0,0.20501138952164,0.20501138952164,1.0250569476082003,1.0250569476082003,0.0,0.6150341685649202,0.6150341685649202,0.0,87.85,41.18,30.0,60.0,0.0,54.55,50.0,90.0,0.0135665613434354,0.0,0.20501138952164,0.4100227790432801,0.0081942273348519,0.20501138952164,2.0501138952164006,1.6400911161731206,0.0492442482915717,14.760820045558086,RB/RCB,76,38,55,52,69,31,17,62,62,71,29,64,29,95,45,10,55,57,62,62,36,71,57,48,71,33,67,71,29,48,69,95,29,10,60,24,24,24,50,24,24,48,57,14,48,33,62,24,17,38,48,62,29,62,19,90,45,10,52,52,57,48,36,67,52,48,71,33,67,71,29,48,69,95,24,10,52,29,29,19,33,14,10,38,Ligue 1
Strasbourg,71ajatxnuhc5cnm3xvgdky49w,7bba28af7hqhh7ruo91x2mk9g,I. Doukouré,Ismaël Doukouré,23,Defender,France,Defender,121.0,26.0,3.0,147.0,7.0,1.0,1.0,14.0,11.0,3.0,250.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,89.63,23.08,0.0,50.0,0.0,70.0,87.5,75.0,0.1163779145936813,0.0,0.0,1.0,0.01870347,0.0,4.0,2.0,0.1415522899999999,91.0,43.56,9.36,1.08,52.92,2.52,0.36,0.36,5.04,3.96,1.08,0.0,0.36,1.08,1.08,0.0,0.0,0.0,0.0,0.72,0.72,0.0,0.36,0.0,0.0,89.63,23.08,0.0,50.0,0.0,70.0,87.5,75.0,0.0418960492537252,0.0,0.0,0.36,0.0067332492,0.0,1.44,0.72,0.0509588243999999,32.76,CB,29,4,6,10,40,35,44,25,8,17,40,23,77,38,46,19,38,38,90,88,46,79,46,40,21,15,46,73,40,67,96,67,38,27,40,40,33,25,17,17,17,23,71,8,17,38,71,38,46,79,21,42,40,29,96,71,46,19,38,38,96,92,46,88,46,40,21,15,46,73,40,67,96,67,38,27,40,46,46,25,21,21,33,54,Ligue 1
Strasbourg,71ajatxnuhc5cnm3xvgdky49w,7midzsc4xu11dxhw22s9b5e6s,P. Diop,Pape Diop,23,Midfielder,Senegal,Midfielder,139.0,77.0,10.0,216.0,0.0,5.0,1.0,18.0,9.0,5.0,314.0,0.0,1.0,4.0,8.0,0.0,4.0,4.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,90.38,62.5,0.0,100.0,0.0,66.67,0.0,61.54,0.2997835932402503,0.2627034812789297,2.0,5.0,0.10308768,4.0,18.0,11.0,0.23977226,96.0,39.84076433121019,22.07006369426752,2.8662420382165603,61.910828025477706,0.0,1.4331210191082802,0.286624203821656,5.159235668789809,2.579617834394905,1.4331210191082802,0.0,0.286624203821656,1.1464968152866242,2.2929936305732483,0.0,1.1464968152866242,1.1464968152866242,0.5732484076433121,0.286624203821656,0.286624203821656,0.0,0.286624203821656,0.0,0.0,90.38,62.5,0.0,100.0,0.0,66.67,0.0,61.54,0.0859252337312819,0.0752971761627505,0.5732484076433121,1.4331210191082802,0.0295474242038216,1.1464968152866242,5.159235668789809,3.1528662420382165,0.0687245331210191,27.515923566878985,DM/CM,76,35,53,64,12,61,47,62,73,50,20,18,53,88,38,53,74,85,12,12,42,26,24,50,61,39,24,89,20,94,17,36,45,58,52,48,42,73,64,29,18,55,94,52,61,79,12,67,55,67,82,58,20,18,68,82,38,61,83,88,15,15,42,32,24,50,61,39,24,89,20,94,17,36,55,58,58,55,45,83,73,27,24,64,Ligue 1
Strasbourg,71ajatxnuhc5cnm3xvgdky49w,ezzowlbde1lnuydv9zapzy8es,Jacobo Ortega,Jacobo Ortega,20,Attacker,Spain,Striker,9.0,27.0,2.0,35.0,8.0,6.0,5.0,13.0,2.0,0.0,302.0,4.0,18.0,2.0,2.0,1.0,4.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,0.0,61.4,66.67,33.33,25.0,66.67,35.14,66.67,100.0,0.6060130594088304,0.3693764977539768,2.0,5.0,0.20495726,0.0,2.0,0.0,0.28511056,14.0,2.6821192052980134,8.04635761589404,0.5960264900662251,10.43046357615894,2.3841059602649004,1.7880794701986755,1.490066225165563,3.874172185430464,0.5960264900662251,0.0,1.1920529801324502,5.364238410596027,0.5960264900662251,0.5960264900662251,0.2980132450331125,1.1920529801324502,0.2980132450331125,0.2980132450331125,1.1920529801324502,1.490066225165563,0.2980132450331125,0.2980132450331125,0.2980132450331125,0.0,61.4,66.67,33.33,25.0,66.67,35.14,66.67,100.0,0.18059991836687,0.1100790887346288,0.5960264900662251,1.490066225165563,0.0610799781456953,0.0,0.5960264900662251,0.0,0.0849667231788079,4.172185430463576,ST,13,37,46,22,76,13,15,41,54,17,43,46,22,61,78,48,35,28,41,50,46,28,80,52,9,30,85,30,91,26,100,87,9,65,46,65,78,20,26,7,70,30,13,26,43,4,78,13,13,35,52,17,39,52,17,65,87,52,30,17,48,57,43,26,78,52,9,30,85,30,91,26,100,87,9,70,52,65,74,20,22,7,78,22,Ligue 1
Lens,3xedluek08t2ka7oypwuullcn,36ylt0kjn7t0vajmelu4mbazu,A. Sima,Abdallah Sima,25,Attacker,Senegal,Striker,28.0,35.0,2.0,60.0,7.0,9.0,9.0,20.0,3.0,4.0,384.0,3.0,27.0,7.0,3.0,1.0,5.0,0.0,2.0,5.0,5.0,1.0,3.0,3.0,0.0,72.29,66.67,75.0,60.0,33.33,43.48,38.89,75.0,1.0802465733038067,0.4551393117123386,2.0,5.0,0.14959159,1.0,3.0,2.0,0.3534613799999998,21.0,6.5625,8.203125,0.46875,14.0625,1.640625,2.109375,2.109375,4.6875,0.703125,0.9375,0.703125,6.328125,1.640625,0.703125,0.234375,1.171875,0.0,0.46875,1.171875,1.171875,0.234375,0.703125,0.703125,0.0,72.29,66.67,75.0,60.0,33.33,43.48,38.89,75.0,0.2531827906180797,0.1066732761825793,0.46875,1.171875,0.03506052890625,0.234375,0.703125,0.46875,0.0828425109374999,4.921875,ST,72,57,46,59,67,50,72,65,70,96,28,89,83,74,78,67,13,59,57,50,46,61,96,52,22,30,100,70,30,52,39,57,48,74,46,65,61,46,43,17,83,61,57,35,39,48,70,22,39,52,61,96,17,74,65,74,83,48,13,61,43,43,35,57,91,52,22,30,100,70,30,52,39,57,26,57,43,48,48,39,30,13,74,57,Ligue 1
Lens,3xedluek08t2ka7oypwuullcn,4rlw04tze791jwt623h5ikg5x,R. Aguilar,Ruben Aguilar,33,Defender,France,Defender,70.0,76.0,2.0,140.0,3.0,1.0,1.0,13.0,4.0,8.0,278.0,0.0,4.0,1.0,2.0,1.0,6.0,0.0,1.0,4.0,4.0,0.0,1.0,6.0,0.0,92.72,40.0,54.55,25.0,0.0,46.43,0.0,25.0,0.0834029625291625,0.5417645230030983,0.0,9.0,0.24751379,7.0,9.0,20.0,1.07180057,82.0,22.66187050359712,24.60431654676259,0.6474820143884892,45.32374100719424,0.9712230215827338,0.3237410071942446,0.3237410071942446,4.2086330935251794,1.2949640287769784,2.5899280575539567,0.0,1.2949640287769784,0.3237410071942446,0.6474820143884892,0.3237410071942446,1.9424460431654675,0.0,0.3237410071942446,1.2949640287769784,1.2949640287769784,0.0,0.3237410071942446,1.9424460431654675,0.0,92.72,40.0,54.55,25.0,0.0,46.43,0.0,25.0,0.0270009590921749,0.1753913923391325,0.0,2.913669064748201,0.0801303636690647,2.2661870503597124,2.913669064748201,6.474820143884892,0.3469857960431654,26.546762589928058,RB/RCB,29,52,12,38,50,31,43,19,14,86,29,50,29,24,93,86,26,57,57,52,36,38,81,48,95,26,100,29,29,24,14,14,33,81,26,71,71,88,40,69,95,74,62,90,10,71,76,33,48,57,14,95,29,67,38,43,95,95,26,71,67,67,36,52,95,48,95,26,100,29,29,24,14,14,38,86,26,86,86,95,57,90,100,76,Ligue 1
Lens,3xedluek08t2ka7oypwuullcn,5fuphn1nsmp0e3i3qshhdeyac,K. Antonio,Kyllian Antonio,18,Defender,France,Defender,116.0,45.0,4.0,160.0,1.0,2.0,0.0,17.0,8.0,3.0,270.0,0.0,0.0,7.0,4.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,89.89,36.36,50.0,0.0,0.0,62.96,12.5,44.44,0.1349594131846586,0.0816093698979683,0.0,2.0,0.04347372,2.0,5.0,6.0,0.24637362,103.0,38.66666666666666,15.0,1.3333333333333333,53.333333333333336,0.3333333333333333,0.6666666666666666,0.0,5.666666666666667,2.6666666666666665,1.0,0.0,0.0,2.333333333333333,1.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,89.89,36.36,50.0,0.0,0.0,62.96,12.5,44.44,0.0449864710615528,0.0272031232993227,0.0,0.6666666666666666,0.01449124,0.6666666666666666,1.6666666666666667,2.0,0.08212454,34.333333333333336,CB,21,25,12,25,4,50,21,48,4,17,40,8,100,58,46,56,96,96,69,65,46,35,96,40,29,29,94,35,40,54,8,25,42,62,40,52,54,85,21,29,42,38,38,56,25,42,4,71,21,88,8,33,40,8,100,92,46,69,100,100,77,77,46,35,96,40,29,29,94,35,40,54,8,25,42,71,40,75,71,92,25,40,67,58,Ligue 1
Lens,3xedluek08t2ka7oypwuullcn,8ijrlhafx325b0bd78jc8duz8,I. Ganiou,Ismaëlo Ganiou,21,Defender,France,Defender,98.0,66.0,7.0,163.0,5.0,3.0,3.0,13.0,12.0,5.0,259.0,2.0,5.0,2.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,90.56,50.0,50.0,0.0,66.67,72.22,55.56,83.33,0.4587317615774079,0.1781999390712905,0.0,3.0,0.06344442,2.0,17.0,17.0,0.48432774,126.0,34.054054054054056,22.93436293436293,2.4324324324324325,56.64092664092664,1.7374517374517375,1.0424710424710424,1.0424710424710424,4.517374517374518,4.1698841698841695,1.7374517374517375,0.694980694980695,1.7374517374517375,0.694980694980695,1.7374517374517375,0.0,0.3474903474903475,0.0,0.3474903474903475,0.0,0.0,0.3474903474903475,0.0,0.3474903474903475,0.0,90.56,50.0,50.0,0.0,66.67,72.22,55.56,83.33,0.1594048592353927,0.0619227587506414,0.0,1.0424710424710424,0.0220463235521235,0.694980694980695,5.907335907335908,5.907335907335908,0.1682992146718146,43.78378378378378,CB,8,50,42,29,17,71,79,15,15,46,94,79,58,77,46,56,38,81,29,25,94,35,96,40,42,58,94,35,94,83,35,83,83,83,40,73,79,85,79,83,88,42,25,88,62,54,46,92,92,54,25,79,96,96,71,96,46,75,38,88,29,25,96,35,100,40,42,58,94,35,94,83,35,83,96,96,40,92,92,96,92,88,96,88,Ligue 1
Lens,3xedluek08t2ka7oypwuullcn,8shwa0k28rt5duyrhuqza1hhx,F. Thauvin,Florian Thauvin,33,Attacker,France,Striker,64.0,109.0,15.0,160.0,4.0,16.0,12.0,18.0,1.0,3.0,450.0,9.0,32.0,6.0,1.0,2.0,14.0,4.0,3.0,16.0,19.0,3.0,6.0,13.0,0.0,77.67,57.69,26.53,37.5,56.25,40.91,80.0,50.0,1.119468787708415,1.765668680548698,6.0,16.0,0.7237484299999998,2.0,22.0,22.0,1.27912824,81.0,12.8,21.8,3.0,32.0,0.8,3.2,2.4,3.6,0.2,0.6,1.8,6.4,1.2,0.2,0.4,2.8,0.8,0.6,3.2,3.8,0.6,1.2,2.6,0.0,77.67,57.69,26.53,37.5,56.25,40.91,80.0,50.0,0.223893757541683,0.3531337361097396,1.2,3.2,0.1447496859999999,0.4,4.4,4.4,0.2558256479999999,16.2,RW,83,83,100,83,92,92,100,50,33,75,100,100,67,50,100,100,75,50,83,83,92,67,100,50,17,50,83,33,100,17,100,58,67,100,75,33,83,17,83,67,83,83,83,67,83,67,67,50,50,33,33,67,100,67,50,50,83,83,50,50,50,67,83,50,100,50,17,50,83,33,100,17,100,58,50,100,50,33,50,17,67,67,67,67,Ligue 1
Lens,3xedluek08t2ka7oypwuullcn,b1o88fddlthw3ph7w8bcgskd0,S. Sagnan,Souleymane Sagnan,21,Defender,Mali,Defender,95.0,48.0,7.0,142.0,5.0,1.0,0.0,18.0,13.0,5.0,246.0,1.0,0.0,1.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,89.87,50.0,50.0,100.0,100.0,75.0,83.33,63.64,0.0899204927070766,0.0,0.0,6.0,0.13434386,4.0,12.0,9.0,0.3050113,84.0,34.75609756097561,17.5609756097561,2.5609756097560976,51.95121951219512,1.829268292682927,0.3658536585365853,0.0,6.585365853658536,4.7560975609756095,1.829268292682927,0.3658536585365853,0.0,0.3658536585365853,2.5609756097560976,0.0,0.0,0.3658536585365853,0.0,0.3658536585365853,0.3658536585365853,0.0,0.3658536585365853,0.3658536585365853,0.0,89.87,50.0,50.0,100.0,100.0,75.0,83.33,63.64,0.0328977412342963,0.0,0.0,2.1951219512195124,0.0491501926829268,1.4634146341463414,4.390243902439025,3.292682926829268,0.1115895,30.73170731707317,LB/LCB,73,25,69,50,73,46,27,65,60,50,79,8,17,90,44,8,71,44,6,6,44,23,31,46,92,75,83,96,94,96,100,75,54,8,27,67,58,60,50,23,21,67,92,58,75,88,88,54,27,96,92,75,88,8,12,100,44,8,79,44,8,8,44,25,33,46,92,75,83,96,94,96,100,75,62,8,27,83,67,88,92,38,42,92,Ligue 1
Lens,3xedluek08t2ka7oypwuullcn,d7xmdbhg68ygcowv6pdofgvyt,M. Udol,Matthieu Udol,30,Defender,France,Defender,95.0,62.0,6.0,155.0,13.0,6.0,6.0,26.0,7.0,5.0,384.0,2.0,13.0,4.0,6.0,0.0,6.0,0.0,1.0,3.0,3.0,1.0,1.0,2.0,0.0,80.73,37.5,20.0,33.33,33.33,65.0,76.47,75.0,0.854191124199116,0.5114765591940426,0.0,4.0,0.1031585399999999,5.0,11.0,14.0,0.56924758,80.0,22.265625,14.53125,1.40625,36.328125,3.046875,1.40625,1.40625,6.09375,1.640625,1.171875,0.46875,3.046875,0.9375,1.40625,0.0,1.40625,0.0,0.234375,0.703125,0.703125,0.234375,0.234375,0.46875,0.0,80.73,37.5,20.0,33.33,33.33,65.0,76.47,75.0,0.2002010447341678,0.1198773185611037,0.0,0.9375,0.0241777828124999,1.171875,2.578125,3.28125,0.1334174015625,18.75,LB/LCB,73,48,60,54,100,100,100,88,40,50,94,100,56,83,44,96,29,92,29,27,94,23,54,46,33,42,38,25,73,88,96,83,100,88,27,40,42,77,44,52,75,58,71,29,58,46,100,100,100,88,33,33,96,100,46,75,44,96,29,88,25,25,96,17,54,46,33,42,38,25,73,88,96,83,100,75,27,25,33,62,25,33,62,54,Ligue 1
Lens,3xedluek08t2ka7oypwuullcn,i5s78vnnpjbs05skodkpk9hw,Y. Titraoui,Yacine Titraoui,23,Midfielder,Algeria,Midfielder,75.0,77.0,10.0,152.0,1.0,1.0,0.0,16.0,2.0,4.0,240.0,0.0,0.0,5.0,7.0,0.0,0.0,1.0,1.0,4.0,4.0,0.0,1.0,0.0,0.0,89.41,66.67,0.0,25.0,0.0,59.26,50.0,77.78,0.051068203631118,0.0,1.0,3.0,0.07847979,2.0,8.0,9.0,0.2709699999999999,83.0,28.125,28.875,3.75,57.0,0.375,0.375,0.0,6.0,0.75,1.5,0.0,0.0,1.875,2.625,0.0,0.0,0.375,0.375,1.5,1.5,0.0,0.375,0.0,0.0,89.41,66.67,0.0,25.0,0.0,59.26,50.0,77.78,0.0191505763616692,0.0,0.375,1.125,0.0294299212499999,0.75,3.0,3.375,0.1016137499999999,31.125,DM/CM,36,35,53,33,33,14,18,45,12,32,20,5,74,76,38,8,23,52,55,52,42,26,24,50,42,48,24,15,20,79,67,76,12,11,30,23,27,38,15,14,24,42,67,79,73,73,42,18,18,80,18,64,20,5,85,91,38,8,33,70,70,67,42,36,24,50,42,48,24,15,20,79,67,76,12,11,39,36,42,61,32,39,48,79,Ligue 1
Lens,3xedluek08t2ka7oypwuullcn,jyh107tl6vv8bd1pgautj46h,M. Skóraś,Michal Skóras,26,Attacker,Poland,Striker,40.0,74.0,2.0,110.0,1.0,1.0,0.0,14.0,10.0,7.0,273.0,0.0,5.0,9.0,2.0,1.0,7.0,1.0,0.0,3.0,3.0,0.0,1.0,4.0,0.0,85.27,33.33,30.77,33.33,0.0,53.85,50.0,66.67,0.0432834364130162,0.8231560087069054,1.0,11.0,0.31002373,4.0,7.0,9.0,0.97105223,44.0,13.186813186813188,24.3956043956044,0.6593406593406593,36.26373626373626,0.3296703296703296,0.3296703296703296,0.0,4.615384615384616,3.296703296703297,2.307692307692308,0.0,1.6483516483516485,2.967032967032967,0.6593406593406593,0.3296703296703296,2.307692307692308,0.3296703296703296,0.0,0.989010989010989,0.989010989010989,0.0,0.3296703296703296,1.3186813186813189,0.0,85.27,33.33,30.77,33.33,0.0,53.85,50.0,66.67,0.0142692647515438,0.2713701127605182,0.3296703296703296,3.6263736263736255,0.1022056252747252,1.3186813186813189,2.307692307692308,2.967032967032967,0.3201271087912088,14.505494505494504,LW,93,75,54,86,39,11,7,43,100,100,7,7,96,54,75,79,21,14,11,11,32,11,93,54,86,25,71,29,7,79,68,71,7,93,25,68,50,61,79,75,93,86,100,86,50,93,43,7,7,64,100,100,7,7,100,57,86,86,21,14,7,7,32,7,93,54,86,25,71,29,7,79,68,71,7,93,21,64,64,64,86,79,100,93,Ligue 1
Lens,3xedluek08t2ka7oypwuullcn,rktyecx75c47pgwyt4vm3i7d,M. Cuisance,Michaël Cuisance,27,Midfielder,France,Midfielder,70.0,60.0,7.0,130.0,0.0,5.0,4.0,10.0,3.0,4.0,307.0,2.0,7.0,1.0,3.0,0.0,3.0,1.0,2.0,10.0,10.0,0.0,3.0,0.0,0.0,90.91,77.78,0.0,30.0,40.0,30.3,0.0,50.0,0.5595695715046098,0.202717703611416,0.0,4.0,0.1366773499999999,2.0,17.0,11.0,0.20249258,61.0,20.52117263843648,17.58957654723127,2.052117263843648,38.11074918566776,0.0,1.4657980456026058,1.1726384364820848,2.931596091205212,0.8794788273615636,1.1726384364820848,0.5863192182410424,2.052117263843648,0.2931596091205212,0.8794788273615636,0.0,0.8794788273615636,0.2931596091205212,0.5863192182410424,2.931596091205212,2.931596091205212,0.0,0.8794788273615636,0.0,0.0,90.91,77.78,0.0,30.0,40.0,30.3,0.0,50.0,0.1640431968580289,0.0594286427525323,0.0,1.1726384364820848,0.0400682785016286,0.5863192182410424,4.98371335504886,3.224755700325733,0.0593626456026058,17.882736156351793,DM/CM,30,20,35,24,12,61,88,24,21,32,65,77,14,33,38,36,23,85,88,86,42,70,24,50,67,86,24,21,65,6,17,24,73,42,9,36,58,38,58,29,12,24,36,30,48,45,12,70,91,33,24,45,70,88,15,45,38,48,24,94,100,97,42,82,24,50,67,86,24,21,65,6,17,24,91,48,9,42,64,39,67,30,15,39,Ligue 1
Brest,3adj8hkws0z1al232bg2h6tk0,2ds26ub6ho0baamsjcmh7mmfo,B. Locko,Bradley Locko,24,Defender,France,Defender,94.0,71.0,17.0,161.0,6.0,0.0,0.0,35.0,15.0,10.0,448.0,0.0,0.0,10.0,12.0,0.0,4.0,0.0,0.0,7.0,7.0,0.0,5.0,4.0,0.0,78.92,43.59,23.53,71.43,0.0,76.09,75.0,80.0,0.0,0.3998379559569782,0.0,8.0,0.17451399,5.0,20.0,25.0,0.70802047,82.0,18.88392857142857,14.263392857142858,3.415178571428571,32.34375,1.2053571428571428,0.0,0.0,7.03125,3.013392857142857,2.008928571428571,0.0,0.0,2.008928571428571,2.4107142857142856,0.0,0.8035714285714286,0.0,0.0,1.40625,1.40625,0.0,1.0044642857142856,0.8035714285714286,0.0,78.92,43.59,23.53,71.43,0.0,76.09,75.0,80.0,0.0,0.0803245893663572,0.0,1.6071428571428572,0.0350586140625,1.0044642857142856,4.017857142857142,5.022321428571429,0.1422362551339285,16.473214285714285,LB/LCB,67,60,83,58,85,15,27,100,67,92,35,8,96,100,44,73,29,44,71,69,44,90,90,46,21,58,52,83,35,100,88,88,12,71,27,79,71,77,92,92,79,62,46,25,79,29,75,15,27,100,54,83,35,8,92,96,44,50,29,44,54,54,44,75,83,46,21,58,52,83,35,100,88,88,12,62,27,58,58,58,83,75,71,42,Ligue 1
Brest,3adj8hkws0z1al232bg2h6tk0,5lfki1zoxd4l96hjbr2rw3d2h,H. Magnetti,Hugo Magnetti,28,Midfielder,France,Midfielder,66.0,48.0,4.0,113.0,0.0,3.0,2.0,18.0,2.0,8.0,270.0,1.0,3.0,4.0,7.0,1.0,3.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,91.13,44.44,50.0,100.0,33.33,66.67,0.0,58.33,0.1580143212854954,0.2505819324276837,1.0,2.0,0.04797389,1.0,9.0,10.0,0.3934517299999999,48.0,22.0,16.0,1.3333333333333333,37.66666666666666,0.0,1.0,0.6666666666666666,6.0,0.6666666666666666,2.6666666666666665,0.3333333333333333,1.0,1.3333333333333333,2.333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.0,91.13,44.44,50.0,100.0,33.33,66.67,0.0,58.33,0.0526714404284984,0.0835273108092278,0.3333333333333333,0.6666666666666666,0.0159912966666666,0.3333333333333333,3.0,3.333333333333333,0.1311505766666666,16.0,DM/CM,26,9,11,18,12,32,65,62,12,82,47,42,53,76,86,36,23,15,26,24,42,50,61,50,73,9,80,89,55,94,17,30,30,48,30,15,18,23,23,20,52,14,48,12,18,42,12,45,79,80,15,100,52,50,76,85,97,53,27,15,39,39,42,64,73,50,73,9,80,89,55,94,17,30,36,64,33,18,21,27,32,36,76,21,Ligue 1
Brest,3adj8hkws0z1al232bg2h6tk0,65b7kc7djr4vmbk55wumup72s,R. Le Guen,Raphaël Le Guen,20,Defender,France,Defender,157.0,57.0,16.0,214.0,21.0,9.0,8.0,27.0,35.0,4.0,450.0,0.0,10.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.7,53.33,0.0,0.0,0.0,77.14,75.0,40.0,0.9537377898319356,0.2074058571747225,1.0,2.0,0.04087117,1.0,9.0,13.0,0.3080542899999999,137.0,31.4,11.4,3.2,42.8,4.2,1.8,1.6,5.4,7.0,0.8,0.0,2.0,0.2,0.4,0.0,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.7,53.33,0.0,0.0,0.0,77.14,75.0,40.0,0.1907475579663871,0.0414811714349445,0.2,0.4,0.0081742339999999,0.2,1.8,2.6,0.0616108579999999,27.4,CB,46,33,88,38,100,100,100,100,88,31,40,100,29,21,46,96,83,38,29,25,46,35,46,40,8,62,46,35,40,96,77,17,100,88,85,52,50,60,40,67,54,54,17,21,88,17,92,100,100,83,83,17,40,100,25,21,46,96,79,38,29,25,46,35,46,40,8,62,46,35,40,96,77,17,100,83,83,50,50,54,31,62,46,33,Ligue 1
