Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate cross_Total,total accurate fwd zone pass_Total,total accurate long balls_Total,total accurate pass_Total,total aerial won_Total,total att assist_Total,total attempt_Total,total attempts ibox_Total,total attempts obox_Total,total blocked scoring att_Total,total contest_Total,total dribbles attempted_Total,total duels won_Total,total effective clearance_Total,total goals_Total,total mins played,total ontarget attempt_Total,total touches in opposition box_Total,total was fouled_Total,total won contest_Total,total won tackle_Total,total assists_Total,total interception_Total,total big chances saved_Total,total direct setpiece goals_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate cross_p90,total accurate fwd zone pass_p90,total accurate long balls_p90,total accurate pass_p90,total aerial won_p90,total att assist_p90,total attempt_p90,total attempts ibox_p90,total attempts obox_p90,total blocked scoring att_p90,total contest_p90,total dribbles attempted_p90,total duels won_p90,total effective clearance_p90,total goals_p90,total ontarget attempt_p90,total touches in opposition box_p90,total was fouled_p90,total won contest_p90,total won tackle_p90,total assists_p90,total interception_p90,total big chances saved_p90,total direct setpiece goals_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate cross_TotalPR,total accurate fwd zone pass_TotalPR,total accurate long balls_TotalPR,total accurate pass_TotalPR,total aerial won_TotalPR,total att assist_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total attempts obox_TotalPR,total blocked scoring att_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total duels won_TotalPR,total effective clearance_TotalPR,total goals_TotalPR,total ontarget attempt_TotalPR,total touches in opposition box_TotalPR,total was fouled_TotalPR,total won contest_TotalPR,total won tackle_TotalPR,total assists_TotalPR,total interception_TotalPR,total big chances saved_TotalPR,total direct setpiece goals_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate cross_p90PR,total accurate fwd zone pass_p90PR,total accurate long balls_p90PR,total accurate pass_p90PR,total aerial won_p90PR,total att assist_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total attempts obox_p90PR,total blocked scoring att_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total duels won_p90PR,total effective clearance_p90PR,total goals_p90PR,total ontarget attempt_p90PR,total touches in opposition box_p90PR,total was fouled_p90PR,total won contest_p90PR,total won tackle_p90PR,total assists_p90PR,total interception_p90PR,total big chances saved_p90PR,total direct setpiece goals_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Dundee United,4qdzzur2cuuridyb0jso8mksi,2mcmtd938ghenrhl2j6wt15ux,M. Merghem,Mehdi Merghem,29.0,Attacker,Algeria,Striker,29.0,3.0,49.0,8.0,75.0,3.0,6.0,7.0,2.0,5.0,3.0,7.0,7.0,9.0,1.0,0.0,217.0,0.0,9.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,84.27,66.67,20.0,57.14,0.0,39.13,75.0,0.0,0.3794512311985244,0.5049295711866827,5.0,9.0,0.2146961,3.0,9.0,10.0,0.5617457100000001,39.0,12.027649769585254,1.2442396313364057,20.32258064516129,3.317972350230415,31.10599078341014,1.2442396313364057,2.4884792626728114,2.903225806451613,0.8294930875576038,2.0737327188940093,1.2442396313364057,2.903225806451613,2.903225806451613,3.7327188940092166,0.4147465437788019,0.0,0.0,3.7327188940092166,0.8294930875576038,1.6589861751152075,0.0,0.8294930875576038,0.0,0.0,0.0,84.27,66.67,20.0,57.14,0.0,39.13,75.0,0.0,0.157376086672199,0.2094177945013891,2.0737327188940093,3.7327188940092166,0.089044465437788,1.2442396313364057,3.7327188940092166,4.147465437788019,0.2329820917050691,16.175115207373274,RW,57,29,14,71,43,57,36,14,14,86,43,29,29,14,29,29,14,14,14,29,14,86,14,57,57,86,79,57,100,14,14,93,14,14,14,50,29,14,50,86,57,57,71,100,57,57,100,100,86,71,57,14,100,100,43,43,14,57,29,14,14,14,86,14,100,14,57,57,86,79,57,100,14,14,93,14,29,71,100,71,57,71,100,71,71,100,Premiership
Dundee United,4qdzzur2cuuridyb0jso8mksi,2mlp8fydf5qodhl88jhylnk2y,D. Tait,Dylan Tait,24.0,Midfielder,Scotland,Midfielder,140.0,3.0,143.0,29.0,280.0,5.0,11.0,10.0,5.0,5.0,3.0,4.0,5.0,36.0,10.0,0.0,520.0,3.0,9.0,16.0,1.0,11.0,0.0,11.0,0.0,0.0,79.55,46.03,50.0,25.0,30.0,46.75,55.56,78.57,0.7079866169015905,0.9752452446306676,4.0,11.0,0.25070273,6.0,35.0,38.0,1.11536777,123.0,24.23076923076923,0.5192307692307693,24.75,5.019230769230769,48.46153846153846,0.8653846153846154,1.903846153846154,1.7307692307692308,0.8653846153846154,0.8653846153846154,0.5192307692307693,0.6923076923076923,0.8653846153846154,6.230769230769231,1.7307692307692308,0.0,0.5192307692307693,1.5576923076923077,2.769230769230769,0.173076923076923,1.903846153846154,0.0,1.903846153846154,0.0,0.0,79.55,46.03,50.0,25.0,30.0,46.75,55.56,78.57,0.1225361452329675,0.168792446186077,0.6923076923076923,1.903846153846154,0.0433908571153846,1.0384615384615383,6.057692307692308,6.576923076923077,0.1930444217307692,21.28846153846154,DM/CM,74,96,78,100,74,46,100,100,93,83,85,31,37,80,72,41,89,81,96,22,83,46,94,50,52,22,52,91,20,67,37,61,87,81,100,83,74,78,78,85,94,100,74,70,96,70,100,67,37,93,89,78,78,74,26,30,70,52,41,78,70,96,11,63,46,96,50,52,22,52,91,20,67,37,61,87,70,96,78,70,74,74,74,96,85,48,Premiership
Dundee United,4qdzzur2cuuridyb0jso8mksi,2wvwvhtzwgg975e5b0xqphbmc,D. Bennie,Daniel Bennie,20.0,Attacker,Australia,Striker,21.0,1.0,57.0,3.0,77.0,11.0,10.0,15.0,10.0,5.0,5.0,12.0,12.0,26.0,7.0,0.0,391.0,4.0,27.0,4.0,5.0,5.0,1.0,0.0,0.0,0.0,70.0,60.0,14.29,41.67,26.67,42.62,55.0,83.33,1.470330369394449,0.812209920915885,6.0,5.0,0.15340935,4.0,4.0,13.0,0.4783285299999999,39.0,4.833759590792839,0.2301790281329923,13.120204603580564,0.690537084398977,17.72378516624041,2.531969309462916,2.301790281329924,3.452685421994885,2.301790281329924,1.1508951406649617,1.1508951406649617,2.762148337595908,2.762148337595908,5.984654731457801,1.6112531969309465,0.0,0.9207161125319694,6.214833759590793,0.9207161125319694,1.1508951406649617,1.1508951406649617,0.2301790281329923,0.0,0.0,0.0,70.0,60.0,14.29,41.67,26.67,42.62,55.0,83.33,0.3384392154616379,0.1869536902363929,1.381074168797954,1.1508951406649617,0.035311615089514,0.9207161125319694,0.9207161125319694,2.9923273657289005,0.1101011961636828,8.976982097186701,LW,44,33,33,50,33,100,67,89,72,89,83,56,56,67,89,33,67,72,22,50,67,83,11,56,56,17,78,33,33,67,33,100,100,78,67,67,33,33,28,33,56,33,56,56,33,33,44,33,100,89,89,78,89,89,44,44,33,78,33,67,67,22,44,67,89,11,56,56,17,78,33,33,67,33,100,100,78,67,67,11,11,22,33,67,33,56,Premiership
Dundee United,4qdzzur2cuuridyb0jso8mksi,33kmvqsctqwkosi4o2lumxap6,B. Esselink,Bert Esselink,27.0,Defender,Netherlands,Defender,224.0,0.0,99.0,22.0,323.0,26.0,2.0,5.0,4.0,1.0,1.0,3.0,3.0,41.0,52.0,0.0,602.0,1.0,10.0,5.0,3.0,3.0,0.0,8.0,0.0,0.0,88.74,55.0,0.0,100.0,20.0,57.75,54.17,42.86,0.5619401296262088,0.0886115908784176,0.0,1.0,0.01689528,0.0,22.0,34.0,0.6154747900000003,232.0,33.48837209302325,0.0,14.800664451827242,3.2890365448504983,48.2890365448505,3.88704318936877,0.2990033222591362,0.7475083056478405,0.5980066445182725,0.1495016611295681,0.1495016611295681,0.4485049833887043,0.4485049833887043,6.129568106312292,7.774086378737541,0.0,0.1495016611295681,1.495016611295681,0.7475083056478405,0.4485049833887043,0.4485049833887043,0.0,1.196013289036545,0.0,0.0,88.74,55.0,0.0,100.0,20.0,57.75,54.17,42.86,0.084010982834483,0.0132475800316571,0.0,0.1495016611295681,0.0025258724252491,0.0,3.2890365448504983,5.083056478405315,0.0920145034883721,34.6843853820598,CB,52,50,69,81,60,81,64,81,79,90,74,83,81,81,90,40,64,83,74,88,38,45,69,45,52,57,95,50,83,60,24,19,17,76,48,43,26,26,21,76,90,71,71,43,50,62,62,48,62,57,76,71,90,67,81,81,67,86,40,67,81,67,90,29,45,62,45,52,57,95,50,83,60,24,19,17,71,48,43,24,24,21,67,81,52,62,Premiership
Dundee United,4qdzzur2cuuridyb0jso8mksi,4i81y9jhkouk3zmd03gjp1gx5,W. Ferry,Will Ferry,25.0,Midfielder,Republic of Ireland,Midfielder,67.0,4.0,60.0,18.0,123.0,5.0,9.0,3.0,2.0,1.0,1.0,9.0,10.0,31.0,24.0,1.0,441.0,1.0,7.0,7.0,5.0,10.0,1.0,10.0,0.0,0.0,71.51,39.13,16.67,55.56,33.33,62.0,71.43,71.43,0.1427963070105148,0.8858556455603231,2.0,7.0,0.17461814,3.0,16.0,21.0,0.7308900299999999,56.0,13.673469387755102,0.8163265306122448,12.244897959183673,3.6734693877551017,25.10204081632653,1.020408163265306,1.8367346938775508,0.6122448979591836,0.4081632653061224,0.2040816326530612,0.2040816326530612,1.8367346938775508,2.0408163265306123,6.326530612244897,4.897959183673469,0.2040816326530612,0.2040816326530612,1.4285714285714284,1.4285714285714284,1.020408163265306,2.0408163265306123,0.2040816326530612,2.0408163265306123,0.0,0.0,71.51,39.13,16.67,55.56,33.33,62.0,71.43,71.43,0.0291421034715336,0.1807868664408822,0.4081632653061224,1.4285714285714284,0.0356363551020408,0.6122448979591836,3.265306122448979,4.285714285714286,0.1491612306122448,11.428571428571429,LM/LCM,100,75,50,100,75,100,88,38,38,38,50,75,75,100,100,75,25,38,100,50,100,88,100,62,62,25,50,75,50,75,100,100,100,25,100,50,50,50,50,75,50,75,75,75,75,50,100,50,75,75,25,25,25,50,50,50,75,100,50,25,25,100,50,75,75,100,62,62,25,50,75,50,75,100,100,100,25,75,50,50,50,50,75,50,75,50,Premiership
Dundee United,4qdzzur2cuuridyb0jso8mksi,5vdl6vrqi5zfv3ur364yzv85w,E. Agyei,Emmanuel Agyei,21.0,Midfielder,Ghana,Midfielder,36.0,0.0,32.0,2.0,68.0,7.0,2.0,4.0,3.0,1.0,2.0,5.0,5.0,28.0,7.0,1.0,239.0,1.0,6.0,6.0,2.0,9.0,0.0,5.0,0.0,0.0,75.56,28.57,0.0,40.0,25.0,59.57,50.0,69.23,0.3467404304801811,0.1478459425538952,0.0,0.0,0.0,1.0,1.0,4.0,0.06142294,36.0,13.556485355648537,0.0,12.050209205020922,0.7531380753138076,25.606694560669457,2.6359832635983267,0.7531380753138076,1.5062761506276152,1.1297071129707112,0.3765690376569038,0.7531380753138076,1.882845188284519,1.882845188284519,10.543933054393309,2.6359832635983267,0.3765690376569038,0.3765690376569038,2.2594142259414225,2.2594142259414225,0.7531380753138076,3.389121338912134,0.0,1.882845188284519,0.0,0.0,75.56,28.57,0.0,40.0,25.0,59.57,50.0,69.23,0.1305717102226623,0.0556742043089981,0.0,0.0,0.0,0.3765690376569038,0.3765690376569038,1.5062761506276152,0.0231299774058577,13.556485355648537,DM/CM,11,30,7,7,7,67,13,39,67,20,67,41,37,69,39,91,54,63,50,44,67,46,50,50,52,15,15,30,50,61,89,48,63,41,19,15,6,6,22,4,6,4,7,15,30,15,19,11,93,48,85,93,33,93,81,74,100,96,100,74,89,85,81,100,46,93,50,52,15,15,30,50,61,89,48,63,74,44,15,6,6,30,4,4,4,19,Premiership
Dundee United,4qdzzur2cuuridyb0jso8mksi,683w7bqk233kdcznry98ld23t,Panutche Camará,Panutche Amadu Pereira Camará,29.0,Midfielder,Guinea-Bissau,Midfielder,91.0,3.0,99.0,10.0,187.0,3.0,8.0,2.0,1.0,1.0,1.0,7.0,7.0,22.0,3.0,0.0,364.0,0.0,5.0,4.0,6.0,8.0,0.0,3.0,0.0,0.0,91.22,83.33,100.0,85.71,0.0,47.83,30.0,88.89,0.1766095604713374,0.7295789737937536,2.0,13.0,0.32138316,6.0,13.0,18.0,0.92561015,99.0,22.5,0.7417582417582418,24.47802197802197,2.4725274725274726,46.23626373626374,0.7417582417582418,1.978021978021978,0.4945054945054945,0.2472527472527472,0.2472527472527472,0.2472527472527472,1.7307692307692308,1.7307692307692308,5.43956043956044,0.7417582417582418,0.0,0.0,1.2362637362637363,0.989010989010989,1.4835164835164836,1.978021978021978,0.0,0.7417582417582418,0.0,0.0,91.22,83.33,100.0,85.71,0.0,47.83,30.0,88.89,0.0436671990176383,0.1803904056083456,0.4945054945054945,3.2142857142857144,0.0794628692307692,1.4835164835164836,3.2142857142857144,4.450549450549451,0.2288596524725274,24.47802197802197,DM/CM,48,96,61,56,44,26,96,9,28,20,37,63,59,39,15,41,19,48,30,93,59,46,20,50,52,85,100,100,96,19,48,19,93,15,96,50,83,85,78,39,44,93,52,59,100,67,70,63,33,96,7,37,11,44,74,70,59,19,41,19,52,33,96,70,46,33,50,52,85,100,100,96,19,48,19,93,19,100,59,96,96,85,33,44,96,70,Premiership
Dundee United,4qdzzur2cuuridyb0jso8mksi,84isfq4ix06ebaf7a7jcvd9wq,J. Rawlins,Joshua Rawlins,22.0,Defender,Australia,Defender,65.0,1.0,76.0,7.0,140.0,3.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,17.0,26.0,0.0,540.0,0.0,6.0,4.0,1.0,6.0,0.0,4.0,1.0,0.0,74.87,36.84,16.67,50.0,0.0,65.38,50.0,66.67,0.078526863510233,0.2578274004311796,0.0,3.0,0.0816482799999999,1.0,12.0,13.0,0.52302361,59.0,10.833333333333334,0.1666666666666666,12.666666666666666,1.1666666666666667,23.33333333333333,0.5,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.0,0.1666666666666666,0.3333333333333333,0.3333333333333333,2.833333333333333,4.333333333333333,0.0,0.0,1.0,0.6666666666666666,0.1666666666666666,1.0,0.0,0.6666666666666666,0.1666666666666666,0.0,74.87,36.84,16.67,50.0,0.0,65.38,50.0,66.67,0.0130878105850388,0.0429712334051965,0.0,0.5,0.0136080466666666,0.1666666666666666,2.0,2.1666666666666665,0.0871706016666666,9.833333333333334,RB/RCB,40,33,50,30,43,20,37,20,33,23,50,23,20,17,80,53,27,40,53,23,47,43,47,87,53,27,50,33,43,27,87,50,63,20,47,23,23,27,20,27,27,47,27,13,40,33,33,13,13,27,13,20,23,40,13,13,7,73,53,27,23,40,20,43,43,40,80,53,27,50,33,43,27,87,50,63,13,47,23,20,20,20,20,20,47,13,Premiership
Dundee United,4qdzzur2cuuridyb0jso8mksi,906itj33c7nzyzhkvxswvaxas,L. Rose,Lachlan Rose,27.0,Attacker,Australia,Striker,6.0,0.0,16.0,0.0,22.0,6.0,3.0,11.0,9.0,2.0,5.0,3.0,3.0,7.0,1.0,1.0,261.0,3.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,64.71,0.0,0.0,0.0,27.27,18.92,24.0,0.0,1.361171579582058,0.2243751887700656,2.0,1.0,0.02385149,2.0,0.0,1.0,0.0251717499999999,7.0,2.0689655172413794,0.0,5.517241379310345,0.0,7.586206896551724,2.0689655172413794,1.0344827586206895,3.793103448275862,3.103448275862069,0.6896551724137931,1.7241379310344829,1.0344827586206895,1.0344827586206895,2.413793103448276,0.3448275862068966,0.3448275862068966,1.0344827586206895,5.862068965517242,0.3448275862068966,0.0,0.0,0.0,0.0,0.0,0.0,64.71,0.0,0.0,0.0,27.27,18.92,24.0,0.0,0.4693695102007096,0.0773707547482984,0.6896551724137931,0.3448275862068966,0.0082246517241379,0.6896551724137931,0.0,0.3448275862068966,0.0086799137931034,2.413793103448276,ST,5,29,11,15,6,68,35,59,65,58,91,24,23,6,23,47,42,42,9,11,11,36,20,50,52,15,15,29,11,33,3,36,11,64,30,56,17,9,56,6,15,9,12,12,29,15,15,6,70,39,88,79,76,94,33,33,12,27,61,61,73,9,11,11,36,20,50,52,15,15,29,11,33,3,36,11,91,36,61,21,12,70,6,12,9,18,Premiership
Dundee United,4qdzzur2cuuridyb0jso8mksi,c3hzkxxmd1p7v7fn6ctxbngiy,J. Randall,Jesse Randall,24.0,Attacker,New Zealand,Striker,27.0,12.0,59.0,3.0,74.0,3.0,14.0,14.0,12.0,2.0,5.0,17.0,17.0,19.0,5.0,2.0,429.0,5.0,30.0,6.0,5.0,2.0,2.0,3.0,0.0,0.0,73.27,33.33,27.91,29.41,35.71,40.43,42.86,40.0,1.5249006942015062,1.7535358576578224,3.0,13.0,0.39049002,3.0,4.0,7.0,1.26503799,28.0,5.664335664335664,2.517482517482517,12.377622377622378,0.6293706293706294,15.524475524475523,0.6293706293706294,2.937062937062937,2.937062937062937,2.517482517482517,0.4195804195804196,1.048951048951049,3.5664335664335667,3.5664335664335667,3.986013986013986,1.048951048951049,0.4195804195804196,1.048951048951049,6.293706293706294,1.2587412587412588,1.048951048951049,0.4195804195804196,0.4195804195804196,0.6293706293706294,0.0,0.0,73.27,33.33,27.91,29.41,35.71,40.43,42.86,40.0,0.3199092365457705,0.36787465545269,0.6293706293706294,2.7272727272727275,0.0819209832167832,0.6293706293706294,0.8391608391608392,1.4685314685314683,0.2653925853146853,5.874125874125874,RW,29,100,43,29,29,57,100,86,86,21,79,71,64,36,86,100,86,93,50,43,43,86,79,57,57,14,29,100,14,71,29,57,29,86,100,14,50,57,50,29,29,86,43,29,100,29,29,29,43,100,71,100,29,43,71,71,29,86,100,86,71,57,29,43,86,86,57,57,14,29,100,14,71,29,57,29,86,100,14,43,29,43,29,29,86,29,Premiership
Dundee United,4qdzzur2cuuridyb0jso8mksi,dibzzrnilocouody8wf130fmc,M. Forbes,Michael Forbes,22.0,Defender,Northern Ireland,Defender,251.0,0.0,74.0,24.0,325.0,45.0,3.0,7.0,7.0,0.0,0.0,0.0,0.0,61.0,51.0,1.0,630.0,1.0,16.0,8.0,0.0,7.0,0.0,10.0,0.0,0.0,84.64,44.44,0.0,0.0,14.29,69.32,66.18,77.78,0.8250398474915043,0.2866174902176303,0.0,2.0,0.06479232,3.0,13.0,19.0,0.7734300999999997,195.0,35.857142857142854,0.0,10.571428571428571,3.4285714285714284,46.42857142857143,6.428571428571429,0.4285714285714285,1.0,1.0,0.0,0.0,0.0,0.0,8.714285714285714,7.285714285714286,0.1428571428571428,0.1428571428571428,2.2857142857142856,1.1428571428571428,0.0,1.0,0.0,1.4285714285714286,0.0,0.0,84.64,44.44,0.0,0.0,14.29,69.32,66.18,77.78,0.1178628353559291,0.0409453557453757,0.0,0.2857142857142857,0.0092560457142857,0.4285714285714285,1.8571428571428568,2.7142857142857144,0.1104900142857142,27.857142857142858,CB,67,50,48,86,67,100,83,98,98,43,31,24,21,100,83,90,64,100,95,26,86,45,83,45,52,33,45,50,26,52,67,43,64,95,90,43,40,57,76,36,52,90,48,52,50,19,71,38,100,74,88,90,43,31,24,21,95,60,83,52,95,81,26,71,45,71,45,52,33,45,50,26,52,67,43,64,86,81,43,38,48,67,19,31,76,33,Premiership
Dundee United,4qdzzur2cuuridyb0jso8mksi,v9xcxlic45xllm9t5gvxf1ii,Z. Sapsford,Zachary Sapsford,24.0,Midfielder,Australia,Midfielder,14.0,2.0,41.0,0.0,53.0,4.0,8.0,8.0,8.0,0.0,1.0,7.0,7.0,13.0,1.0,1.0,352.0,2.0,25.0,3.0,3.0,1.0,0.0,4.0,0.0,0.0,62.35,0.0,40.0,42.86,25.0,27.66,21.05,33.33,0.7111921969132887,0.6824626308736045,2.0,6.0,0.23579121,2.0,6.0,6.0,0.66817655,19.0,3.5795454545454546,0.5113636363636364,10.482954545454543,0.0,13.551136363636363,1.0227272727272727,2.0454545454545454,2.0454545454545454,2.0454545454545454,0.0,0.2556818181818182,1.7897727272727273,1.7897727272727273,3.3238636363636367,0.2556818181818182,0.2556818181818182,0.5113636363636364,6.392045454545455,0.7670454545454546,0.7670454545454546,0.2556818181818182,0.0,1.0227272727272727,0.0,0.0,62.35,0.0,40.0,42.86,25.0,27.66,21.05,33.33,0.1818389139835113,0.1744932863029102,0.5113636363636364,1.5340909090909092,0.0602875252840909,0.5113636363636364,1.5340909090909092,1.5340909090909092,0.1708405951704545,4.857954545454546,CM/AM,10,53,27,7,13,67,77,73,93,13,37,57,53,47,7,73,70,93,50,60,7,37,90,53,53,7,7,87,40,50,7,33,13,73,73,47,60,73,43,33,27,80,10,7,53,7,7,7,60,80,73,93,13,33,60,60,33,7,73,73,100,47,53,7,37,93,53,53,7,7,87,40,50,7,33,13,80,60,47,67,80,40,33,13,73,7,Premiership
Dundee United,4qdzzur2cuuridyb0jso8mksi,ybglaa5fqm2xpubff28qra50,K. Ciubotaru,Kevin Ciubotaru,22.0,Defender,Romania,Defender,24.0,3.0,21.0,1.0,42.0,0.0,0.0,5.0,2.0,3.0,0.0,5.0,6.0,15.0,10.0,1.0,206.0,4.0,4.0,3.0,0.0,6.0,0.0,2.0,0.0,0.0,72.41,20.0,37.5,0.0,80.0,51.72,0.0,50.0,0.410170064083091,0.0,3.0,2.0,0.1321734199999999,1.0,2.0,3.0,0.134152,24.0,10.485436893203884,1.3106796116504855,9.1747572815534,0.4368932038834952,18.3495145631068,0.0,0.0,2.184466019417476,0.8737864077669903,1.3106796116504855,0.0,2.184466019417476,2.621359223300971,6.553398058252427,4.368932038834951,0.4368932038834952,1.7475728155339807,1.7475728155339807,1.3106796116504855,0.0,2.621359223300971,0.0,0.8737864077669903,0.0,0.0,72.41,20.0,37.5,0.0,80.0,51.72,0.0,50.0,0.1792005134343601,0.0,1.3106796116504855,0.8737864077669903,0.0577456689320387,0.4368932038834952,0.8737864077669903,1.3106796116504855,0.0586100970873786,10.485436893203884,LB/LCB,6,53,6,6,6,6,9,68,47,91,26,56,56,29,18,85,94,38,47,12,76,44,18,50,50,12,18,88,12,100,29,6,44,71,9,88,35,53,26,12,12,12,12,12,76,18,6,6,6,9,100,76,100,26,88,94,88,71,100,100,47,82,12,94,44,53,50,50,12,18,88,12,100,29,6,44,94,9,100,41,76,41,12,12,18,12,Premiership
Falkirk,1pq8av8ecx28pshgtpkdj36nt,1xfip5eeswsdq2xc6t370w3kk,F. Barbrook,Finley Barbrook,21.0,Midfielder,England,Midfielder,114.0,0.0,99.0,9.0,213.0,1.0,4.0,7.0,3.0,4.0,4.0,9.0,9.0,24.0,8.0,0.0,506.0,1.0,6.0,6.0,3.0,11.0,0.0,6.0,0.0,0.0,86.23,45.0,0.0,33.33,14.29,43.64,20.0,78.57,0.6095570014100962,0.3355468812663666,2.0,4.0,0.09993733,5.0,16.0,11.0,0.4738727599999999,85.0,20.276679841897234,0.0,17.608695652173914,1.6007905138339922,37.88537549407115,0.1778656126482213,0.7114624505928854,1.2450592885375495,0.5335968379446641,0.7114624505928854,0.7114624505928854,1.6007905138339922,1.6007905138339922,4.2687747035573125,1.4229249011857708,0.0,0.1778656126482213,1.067193675889328,1.067193675889328,0.5335968379446641,1.956521739130435,0.0,1.067193675889328,0.0,0.0,86.23,45.0,0.0,33.33,14.29,43.64,20.0,78.57,0.1084192294998194,0.0596822516086422,0.3557312252964427,0.7114624505928854,0.0177754144268774,0.8893280632411068,2.845849802371541,1.956521739130435,0.0842856687747035,15.118577075098816,DM/CM,63,30,61,46,67,11,50,72,67,72,96,80,76,44,50,41,54,63,50,65,83,46,61,50,52,63,48,30,35,44,22,11,87,78,70,50,39,33,65,52,17,37,41,48,30,37,41,41,11,41,59,56,63,85,70,67,22,44,41,52,41,37,59,67,46,44,50,52,63,48,30,35,44,22,11,87,63,59,44,26,30,67,30,19,30,30,Premiership
Falkirk,1pq8av8ecx28pshgtpkdj36nt,29esjzxfxu8drcog8en5ytkdm,E. Ross,Ethan Ross,25.0,Attacker,Scotland,Striker,28.0,2.0,44.0,4.0,70.0,0.0,6.0,10.0,4.0,6.0,4.0,18.0,18.0,38.0,6.0,1.0,480.0,3.0,17.0,19.0,9.0,5.0,0.0,3.0,0.0,0.0,83.33,80.0,16.67,50.0,30.0,54.29,0.0,50.0,0.939240168433533,0.4587008597654413,7.0,11.0,0.26062884,3.0,5.0,6.0,0.3626541299999999,22.0,5.25,0.375,8.25,0.75,13.125,0.0,1.125,1.875,0.75,1.125,0.75,3.375,3.375,7.125,1.125,0.1875,0.5625,3.1875,3.5625,1.6875,0.9375,0.0,0.5625,0.0,0.0,83.33,80.0,16.67,50.0,30.0,54.29,0.0,50.0,0.1761075315812874,0.0860064112060202,1.3125,2.0625,0.0488679074999999,0.5625,0.9375,1.125,0.0679976493749999,4.125,ST,82,82,70,83,73,5,67,52,15,92,80,94,91,97,79,47,42,42,97,95,89,36,83,50,52,85,94,70,70,42,97,5,42,42,64,92,89,79,73,61,59,70,61,58,79,45,73,48,5,42,27,6,88,61,94,94,88,73,36,24,18,97,94,82,36,76,50,52,85,94,70,70,42,97,5,42,18,45,85,88,70,67,48,45,61,52,Premiership
