Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate fwd zone pass_Total,total accurate long balls_Total,total accurate pass_Total,total att assist_Total,total big chances saved_Total,total contest_Total,total dribbles attempted_Total,total duels won_Total,total effective clearance_Total,total mins played,total won contest_Total,total aerial won_Total,total assists_Total,total attempt_Total,total attempts ibox_Total,total attempts obox_Total,total blocked scoring att_Total,total goals_Total,total interception_Total,total ontarget attempt_Total,total touches in opposition box_Total,total was fouled_Total,total accurate cross_Total,total won tackle_Total,total direct setpiece goals_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate fwd zone pass_p90,total accurate long balls_p90,total accurate pass_p90,total att assist_p90,total big chances saved_p90,total contest_p90,total dribbles attempted_p90,total duels won_p90,total effective clearance_p90,total won contest_p90,total aerial won_p90,total assists_p90,total attempt_p90,total attempts ibox_p90,total attempts obox_p90,total blocked scoring att_p90,total goals_p90,total interception_p90,total ontarget attempt_p90,total touches in opposition box_p90,total was fouled_p90,total accurate cross_p90,total won tackle_p90,total direct setpiece goals_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate fwd zone pass_TotalPR,total accurate long balls_TotalPR,total accurate pass_TotalPR,total att assist_TotalPR,total big chances saved_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total duels won_TotalPR,total effective clearance_TotalPR,total won contest_TotalPR,total aerial won_TotalPR,total assists_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total attempts obox_TotalPR,total blocked scoring att_TotalPR,total goals_TotalPR,total interception_TotalPR,total ontarget attempt_TotalPR,total touches in opposition box_TotalPR,total was fouled_TotalPR,total accurate cross_TotalPR,total won tackle_TotalPR,total direct setpiece goals_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate fwd zone pass_p90PR,total accurate long balls_p90PR,total accurate pass_p90PR,total att assist_p90PR,total big chances saved_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total duels won_p90PR,total effective clearance_p90PR,total won contest_p90PR,total aerial won_p90PR,total assists_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total attempts obox_p90PR,total blocked scoring att_p90PR,total goals_p90PR,total interception_p90PR,total ontarget attempt_p90PR,total touches in opposition box_p90PR,total was fouled_p90PR,total accurate cross_p90PR,total won tackle_p90PR,total direct setpiece goals_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Bayer 04 Leverkusen,7ad69ngbpjuyzv96drf8d9sn2,9x0s8mzjc9ey0q812sn3poums,I. Maza,Ibrahim Maza,20,Midfielder,Algeria,Midfielder,35.0,92.0,6.0,122.0,13.0,0.0,16.0,16.0,19.0,4.0,360.0,9.0,2.0,1.0,17.0,10.0,7.0,4.0,1.0,2.0,2.0,36.0,4.0,5.0,3.0,0.0,72.62,54.55,35.71,56.25,11.76,39.58,40.0,75.0,1.5578419240168877,1.1564682806755815,9.0,18.0,0.70349544,8.0,18.0,16.0,1.3226134399999998,68.0,8.75,23.0,1.5,30.5,3.25,0.0,4.0,4.0,4.75,1.0,2.25,0.5,0.25,4.25,2.5,1.75,1.0,0.25,0.5,0.5,9.0,1.0,1.25,0.75,0.0,72.62,54.55,35.71,56.25,11.76,39.58,40.0,75.0,0.3894604810042219,0.2891170701688954,2.25,4.5,0.17587386,2.0,4.5,4.0,0.3306533599999999,17.0,CM/AM,48,74,76,70,94,52,100,98,85,61,100,41,74,100,100,100,91,69,46,52,100,61,85,63,50,15,67,63,67,30,19,41,59,100,89,100,96,96,93,81,70,100,74,41,63,70,63,94,52,89,89,70,50,100,39,67,100,96,96,81,59,39,46,100,48,85,52,50,15,67,63,67,30,19,41,59,100,85,100,93,89,93,78,56,93,67,Bundesliga
Bayer 04 Leverkusen,7ad69ngbpjuyzv96drf8d9sn2,9ydkbbygq6uocors9kcdnzbop,M. Diaby,Moussa Diaby,27,Attacker,France,Striker,15.0,44.0,3.0,59.0,4.0,0.0,10.0,11.0,8.0,1.0,202.0,5.0,1.0,0.0,9.0,6.0,3.0,3.0,0.0,1.0,1.0,20.0,1.0,0.0,1.0,0.0,84.29,60.0,0.0,50.0,11.11,50.0,0.0,100.0,0.7406634550273112,0.3928877788974591,3.0,14.0,0.49155499,5.0,6.0,10.0,0.451926,23.0,6.683168316831683,19.603960396039604,1.3366336633663367,26.287128712871286,1.7821782178217822,0.0,4.455445544554456,4.900990099009901,3.5643564356435644,0.4455445544554455,2.227722772277228,0.4455445544554455,0.0,4.00990099009901,2.6732673267326734,1.3366336633663367,1.3366336633663367,0.0,0.4455445544554455,0.4455445544554455,8.910891089108912,0.4455445544554455,0.0,0.4455445544554455,0.0,84.29,60.0,0.0,50.0,11.11,50.0,0.0,100.0,0.3299985690715743,0.175049010399858,1.3366336633663367,6.237623762376238,0.219009649009901,2.227722772277228,2.6732673267326734,4.455445544554456,0.2013531683168316,10.247524752475249,RW,50,75,62,75,62,62,50,50,50,38,88,50,38,75,75,88,88,25,62,38,100,50,38,50,62,100,50,38,100,25,100,25,88,75,50,100,100,100,100,88,88,75,75,100,100,75,100,75,62,75,75,50,50,100,75,38,100,75,100,100,25,75,50,100,50,38,50,62,100,50,38,100,25,100,25,88,75,100,100,100,100,100,100,100,75,100,Bundesliga
Bayer 04 Leverkusen,7ad69ngbpjuyzv96drf8d9sn2,br7zigajqee6fms35zhm1sb8p,F. Medina,Facundo Medina,27,Defender,Argentina,Defender,142.0,100.0,9.0,242.0,0.0,0.0,1.0,1.0,9.0,7.0,281.0,1.0,4.0,0.0,2.0,2.0,0.0,0.0,1.0,4.0,2.0,5.0,3.0,0.0,1.0,0.0,93.08,56.25,0.0,100.0,100.0,45.0,50.0,100.0,0.289095835794757,0.0,0.0,9.0,0.18781768,4.0,23.0,18.0,0.4905966399999996,156.0,45.480427046263344,32.02846975088968,2.882562277580071,77.50889679715303,0.0,0.0,0.3202846975088968,0.3202846975088968,2.882562277580071,2.2419928825622777,0.3202846975088968,1.2811387900355873,0.0,0.6405693950177936,0.6405693950177936,0.0,0.0,0.3202846975088968,1.2811387900355873,0.6405693950177936,1.601423487544484,0.9608540925266904,0.0,0.3202846975088968,0.0,93.08,56.25,0.0,100.0,100.0,45.0,50.0,100.0,0.0925929723186054,0.0,0.0,2.882562277580071,0.0601551288256227,1.2811387900355873,7.366548042704626,5.765124555160142,0.157130596441281,49.9644128113879,CB,72,83,43,83,13,48,55,55,8,7,65,13,42,47,62,38,25,92,30,92,58,72,45,13,50,97,77,45,88,98,20,25,90,63,20,38,82,80,87,80,70,80,80,100,90,67,93,13,48,63,63,13,7,80,20,42,50,67,38,25,97,47,100,63,83,45,23,50,97,77,45,88,98,20,25,90,70,20,38,90,87,93,90,80,93,93,Bundesliga
Bayer 04 Leverkusen,7ad69ngbpjuyzv96drf8d9sn2,c0ewvrtk657uw4t5rlv87mq51,P. Schick,Patrik Schick,30,Attacker,Czechia,Striker,8.0,28.0,2.0,36.0,4.0,0.0,4.0,4.0,11.0,8.0,261.0,2.0,4.0,1.0,17.0,15.0,2.0,2.0,4.0,0.0,7.0,28.0,4.0,0.0,0.0,0.0,80.0,100.0,0.0,50.0,41.18,45.83,36.36,0.0,2.029950930989768,0.3177048977319595,4.0,1.0,0.02855202,0.0,0.0,3.0,0.05895077,14.0,2.7586206896551726,9.655172413793103,0.6896551724137931,12.413793103448276,1.3793103448275863,0.0,1.3793103448275863,1.3793103448275863,3.793103448275862,2.7586206896551726,0.6896551724137931,1.3793103448275863,0.3448275862068966,5.862068965517242,5.172413793103448,0.6896551724137931,0.6896551724137931,1.3793103448275863,0.0,2.413793103448276,9.655172413793103,1.3793103448275863,0.0,0.0,0.0,80.0,100.0,0.0,50.0,41.18,45.83,36.36,0.0,0.6999830796516441,0.1095534130110205,1.3793103448275863,0.3448275862068966,0.009845524137931,0.0,0.0,1.0344827586206895,0.0203278517241379,4.827586206896552,ST,14,43,57,38,60,52,57,55,45,95,55,48,81,100,98,64,50,95,26,83,95,74,45,26,52,90,90,45,50,48,76,57,26,100,67,86,24,24,17,5,33,10,40,14,52,62,38,67,52,62,57,48,95,52,52,90,100,100,71,48,100,26,90,100,76,45,26,52,90,90,45,50,48,76,57,26,100,71,90,24,24,17,5,33,10,38,Bundesliga
Bayer 04 Leverkusen,7ad69ngbpjuyzv96drf8d9sn2,c1s9pmfkytw0du5ril4kv9i0a,E. Fernández,Equi Fernández,24,Midfielder,Argentina,Midfielder,73.0,103.0,6.0,176.0,4.0,0.0,5.0,5.0,20.0,4.0,274.0,2.0,1.0,0.0,5.0,3.0,2.0,2.0,1.0,3.0,1.0,8.0,6.0,0.0,7.0,0.0,93.62,66.67,0.0,40.0,20.0,58.82,50.0,63.64,0.5505262408632763,0.423714956498909,1.0,6.0,0.11533561,1.0,27.0,16.0,0.4979163699999998,107.0,23.978102189781023,33.83211678832117,1.9708029197080288,57.81021897810219,1.3138686131386863,0.0,1.6423357664233578,1.6423357664233578,6.569343065693431,1.3138686131386863,0.6569343065693432,0.3284671532846716,0.0,1.6423357664233578,0.9854014598540146,0.6569343065693432,0.6569343065693432,0.3284671532846716,0.9854014598540146,0.3284671532846716,2.6277372262773726,1.9708029197080288,0.0,2.2992700729927007,0.0,93.62,66.67,0.0,40.0,20.0,58.82,50.0,63.64,0.1808297871448717,0.1391764455653351,0.3284671532846716,1.9708029197080288,0.0378839594890511,0.3284671532846716,8.868613138686133,5.255474452554745,0.1635491726277371,35.14598540145985,DM/CM,71,90,69,86,74,50,90,90,86,31,83,29,43,74,69,69,81,88,29,60,79,90,29,93,52,95,79,29,57,48,86,64,76,86,81,57,67,57,33,100,86,71,90,90,95,76,100,71,50,86,86,95,19,81,33,43,86,71,71,81,90,29,62,86,95,29,100,52,95,79,29,57,48,86,64,76,86,76,62,76,62,43,100,86,81,100,Bundesliga
Bayer 04 Leverkusen,7ad69ngbpjuyzv96drf8d9sn2,c4hif6j7tldh0w7oeq8v9pcve,J. Quansah,Jarell Quansah,23,Defender,England,Defender,80.0,55.0,8.0,131.0,6.0,0.0,1.0,1.0,3.0,6.0,278.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,4.0,1.0,0.0,89.73,57.14,40.0,0.0,0.0,20.0,0.0,50.0,0.2241509045563807,0.7239866925956053,0.0,9.0,0.22637419,1.0,5.0,10.0,0.80952523,62.0,25.899280575539567,17.805755395683452,2.5899280575539567,42.41007194244604,1.9424460431654675,0.0,0.3237410071942446,0.3237410071942446,0.9712230215827338,1.9424460431654675,0.0,0.0,0.3237410071942446,0.6474820143884892,0.6474820143884892,0.0,0.0,0.0,0.3237410071942446,0.0,2.5899280575539567,0.3237410071942446,1.2949640287769784,0.3237410071942446,0.0,89.73,57.14,40.0,0.0,0.0,20.0,0.0,50.0,0.0725668396045836,0.2343841810561312,0.0,2.913669064748201,0.0732866082733812,0.3237410071942446,1.618705035971223,3.237410071942446,0.2620765133093525,20.071942446043163,RB/RCB,81,52,71,67,71,52,24,21,5,31,12,12,79,48,62,29,31,45,10,26,74,17,74,7,52,95,95,67,12,26,5,14,24,52,71,29,98,100,33,31,64,76,71,86,67,76,71,81,52,29,29,5,33,12,12,90,52,62,29,31,45,10,26,81,19,76,10,52,95,95,67,12,26,5,14,24,62,81,29,95,100,38,33,62,81,67,Bundesliga
Bayer 04 Leverkusen,7ad69ngbpjuyzv96drf8d9sn2,d7pzcnoztn30xoj5b2sr9slt6,Miguel Gutiérrez,Miguel Gutiérrez,25,Defender,Spain,Defender,74.0,120.0,5.0,188.0,10.0,0.0,3.0,3.0,12.0,3.0,353.0,1.0,1.0,3.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,12.0,3.0,6.0,4.0,0.0,89.1,45.45,23.08,33.33,50.0,57.14,50.0,57.14,0.2765891196506456,1.1632455485367506,2.0,28.0,0.7662875699999999,6.0,9.0,19.0,1.2830075200000004,81.0,18.86685552407932,30.59490084985836,1.274787535410765,47.93201133144476,2.54957507082153,0.0,0.764872521246459,0.764872521246459,3.059490084985836,0.764872521246459,0.254957507082153,0.254957507082153,0.764872521246459,1.019830028328612,0.509915014164306,0.509915014164306,0.509915014164306,0.254957507082153,0.509915014164306,0.509915014164306,3.059490084985836,0.764872521246459,1.529745042492918,1.019830028328612,0.0,89.1,45.45,23.08,33.33,50.0,57.14,50.0,57.14,0.0705184724321759,0.2965781851793415,0.509915014164306,7.138810198300283,0.1953707685552407,1.529745042492918,2.294617563739377,4.8441926345609065,0.3271123988668556,20.651558073654392,LB/LCB,65,85,65,90,85,50,42,38,28,8,48,10,100,78,65,78,80,90,18,88,92,60,90,52,52,80,68,72,60,78,48,45,40,60,90,85,100,100,98,38,80,100,70,60,85,60,75,80,50,40,35,20,5,50,10,95,60,65,80,75,80,5,85,90,55,85,45,52,80,68,72,60,78,48,45,40,60,80,85,100,95,95,40,75,100,65,Bundesliga
Bayer 04 Leverkusen,7ad69ngbpjuyzv96drf8d9sn2,djha3ac2mfhyb7oia64hq2nd,E. Tapsoba,Edmond Tapsoba,27,Defender,Burkina Faso,Defender,168.0,87.0,10.0,255.0,1.0,0.0,2.0,2.0,17.0,19.0,360.0,1.0,8.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0,4.0,2.0,0.0,5.0,0.0,90.11,50.0,0.0,50.0,0.0,68.0,66.67,83.33,0.1131963477834851,0.1143664707811867,0.0,7.0,0.14658863,3.0,22.0,16.0,0.4171020399999998,179.0,42.0,21.75,2.5,63.75,0.25,0.0,0.5,0.5,4.25,4.75,0.25,2.0,0.25,0.25,0.25,0.0,0.25,0.0,1.0,0.0,1.0,0.5,0.0,1.25,0.0,90.11,50.0,0.0,50.0,0.0,68.0,66.67,83.33,0.0282990869458712,0.0285916176952966,0.0,1.75,0.0366471575,0.75,5.5,4.0,0.1042755099999999,44.75,CB,93,77,53,87,50,48,75,75,43,30,65,37,90,27,40,38,67,42,30,33,50,47,45,77,50,72,65,45,55,33,87,72,73,30,70,38,77,73,80,77,63,63,90,90,70,48,83,38,48,75,75,40,28,58,35,88,23,35,38,58,42,23,33,43,43,45,73,50,72,65,45,55,33,87,72,73,30,60,38,77,73,77,77,58,60,87,Bundesliga
Borussia M'gladbach,go76xxm0xyfgqt1h6tcrtimm,43eq31reskwn9veb3vickralm,J. Scally,Joe Scally,23,Defender,USA,Defender,48.0,36.0,0.0,84.0,1.0,0.0,6.0,6.0,18.0,9.0,257.0,2.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,7.0,7.0,0.0,5.0,0.0,87.5,0.0,0.0,33.33,33.33,66.67,0.0,55.56,0.3049794488723696,0.1561064250942231,2.0,4.0,0.13615078,0.0,2.0,5.0,0.31284363,36.0,16.80933852140078,12.607003891050583,0.0,29.41634241245136,0.3501945525291828,0.0,2.1011673151750974,2.1011673151750974,6.303501945525292,3.151750972762646,0.7003891050583657,0.0,0.0,1.050583657587549,0.7003891050583657,0.3501945525291828,0.0,0.3501945525291828,0.3501945525291828,0.3501945525291828,2.45136186770428,2.45136186770428,0.0,1.7509727626459144,0.0,87.5,0.0,0.0,33.33,33.33,66.67,0.0,55.56,0.1068021416284562,0.0546676196828018,0.7003891050583657,1.4007782101167314,0.0476792614785992,0.0,0.7003891050583657,1.7509727626459144,0.1095561350194552,12.607003891050583,RB/RCB,38,26,5,24,26,52,71,71,57,52,52,12,33,67,62,67,31,90,10,67,64,100,17,60,52,81,5,17,33,62,86,14,33,76,33,90,55,76,12,14,26,33,36,52,38,5,48,29,52,81,81,86,67,62,12,33,67,67,76,31,90,14,76,76,100,17,67,52,81,5,17,33,62,86,14,33,81,43,95,76,81,12,14,29,48,48,Bundesliga
Borussia M'gladbach,go76xxm0xyfgqt1h6tcrtimm,70tsvrcmklvp4ecdhxlugf8ix,K. Itakura,Ko Itakura,29,Defender,Japan,Defender,116.0,38.0,4.0,152.0,1.0,0.0,0.0,0.0,9.0,15.0,354.0,0.0,4.0,0.0,5.0,5.0,0.0,2.0,0.0,5.0,2.0,5.0,3.0,2.0,1.0,0.0,88.37,23.53,100.0,0.0,40.0,40.91,44.44,50.0,0.6972435260656757,0.121065548606663,0.0,4.0,0.08664806,3.0,5.0,6.0,0.4577189699999997,94.0,29.491525423728817,9.661016949152543,1.0169491525423728,38.64406779661017,0.2542372881355932,0.0,0.0,0.0,2.288135593220339,3.8135593220338975,0.0,1.0169491525423728,0.0,1.2711864406779665,1.2711864406779665,0.0,0.5084745762711864,0.0,1.2711864406779665,0.5084745762711864,1.2711864406779665,0.7627118644067797,0.5084745762711864,0.2542372881355932,0.0,88.37,23.53,100.0,0.0,40.0,40.91,44.44,50.0,0.1772653032370362,0.0307793767644058,0.0,1.0169491525423728,0.0220291677966101,0.7627118644067797,1.2711864406779665,1.5254237288135597,0.1163692296610168,23.898305084745765,CB,43,27,17,23,50,48,22,22,8,20,23,13,42,87,87,38,93,42,52,92,58,72,97,13,50,53,7,98,23,88,10,17,18,90,73,38,68,67,80,25,33,77,37,27,17,10,17,53,48,22,22,3,20,23,7,42,87,87,38,90,42,43,90,57,70,93,13,50,53,7,98,23,88,10,17,18,90,70,38,67,63,80,27,33,70,33,Bundesliga
Borussia M'gladbach,go76xxm0xyfgqt1h6tcrtimm,7hugqbtot3c8fmxtfqld9l15g,H. Bolin,Hugo Bolin,23,Midfielder,Sweden,Midfielder,21.0,48.0,3.0,68.0,5.0,0.0,4.0,5.0,15.0,4.0,309.0,2.0,1.0,0.0,12.0,8.0,4.0,6.0,2.0,2.0,5.0,19.0,6.0,1.0,3.0,0.0,80.95,50.0,33.33,50.0,41.67,65.22,50.0,50.0,1.185289496313194,0.5044695867304975,4.0,7.0,0.19387212,1.0,8.0,13.0,0.61840898,34.0,6.116504854368932,13.980582524271846,0.8737864077669903,19.80582524271845,1.4563106796116505,0.0,1.1650485436893203,1.4563106796116505,4.368932038834951,1.1650485436893203,0.5825242718446603,0.2912621359223301,0.0,3.4951456310679614,2.330097087378641,1.1650485436893203,1.7475728155339807,0.5825242718446603,0.5825242718446603,1.4563106796116505,5.533980582524272,1.7475728155339807,0.2912621359223301,0.8737864077669903,0.0,80.95,50.0,33.33,50.0,41.67,65.22,50.0,50.0,0.3452299503824836,0.1469328893389798,1.1650485436893203,2.0388349514563107,0.0564676077669903,0.2912621359223301,2.330097087378641,3.7864077669902914,0.1801191203883495,9.902912621359224,CM/AM,17,26,46,24,37,52,54,61,56,61,50,26,33,96,94,81,100,89,46,96,93,83,33,63,50,48,57,54,52,67,93,59,35,93,44,89,31,37,11,35,61,70,28,11,19,52,15,30,52,59,59,63,59,52,33,33,93,93,81,100,89,52,100,89,85,33,63,50,48,57,54,52,67,93,59,35,96,41,93,30,48,15,33,48,67,22,Bundesliga
Borussia M'gladbach,go76xxm0xyfgqt1h6tcrtimm,7xc0qldxpidl07vij2wgu1sk5,K. Diks,Kevin Diks,29,Defender,Indonesia,Defender,131.0,67.0,8.0,198.0,1.0,0.0,0.0,0.0,17.0,19.0,360.0,0.0,10.0,0.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,7.0,3.0,0.0,2.0,0.0,88.0,34.78,0.0,0.0,0.0,70.83,66.67,50.0,0.1291454405893443,0.1254658224157122,1.0,3.0,0.05802549,2.0,13.0,12.0,0.40164505,126.0,32.75,16.75,2.0,49.5,0.25,0.0,0.0,0.0,4.25,4.75,0.0,2.5,0.0,0.75,0.5,0.25,0.25,0.0,0.25,0.0,1.75,0.75,0.0,0.5,0.0,88.0,34.78,0.0,0.0,0.0,70.83,66.67,50.0,0.032286360147336,0.031366455603928,0.25,0.75,0.0145063725,0.5,3.25,3.0,0.1004112625,31.5,CB,50,50,40,57,50,48,22,22,43,30,23,47,42,65,62,82,67,42,7,33,72,72,45,35,50,50,27,45,23,33,93,72,18,40,77,83,58,53,67,60,50,60,63,50,47,37,47,38,48,22,22,40,28,23,45,42,57,57,80,58,42,5,33,68,63,45,30,50,50,27,45,23,33,93,72,18,37,77,80,55,53,62,50,47,57,60,Bundesliga
Borussia M'gladbach,go76xxm0xyfgqt1h6tcrtimm,7zbu2y3nlj4dyhe1qdj15g3xl,P. Sander,Philipp Sander,28,Midfielder,Germany,Midfielder,108.0,80.0,13.0,186.0,3.0,0.0,3.0,3.0,20.0,10.0,360.0,1.0,6.0,0.0,6.0,3.0,3.0,3.0,0.0,6.0,0.0,5.0,1.0,2.0,8.0,0.0,84.93,52.0,33.33,33.33,0.0,40.82,42.86,66.67,0.4442182753196392,0.3430657858362664,2.0,7.0,0.19169529,2.0,21.0,19.0,0.6194158000000002,89.0,27.0,20.0,3.25,46.5,0.75,0.0,0.75,0.75,5.0,2.5,0.25,1.5,0.0,1.5,0.75,0.75,0.75,0.0,1.5,0.0,1.25,0.25,0.5,2.0,0.0,84.93,52.0,33.33,33.33,0.0,40.82,42.86,66.67,0.1110545688299098,0.0857664464590666,0.5,1.75,0.0479238225,0.5,5.25,4.75,0.15485395,22.25,DM/CM,100,71,100,95,62,50,67,67,86,69,57,93,43,88,69,90,93,40,67,24,57,17,86,100,52,33,52,67,50,24,14,57,86,67,71,86,81,86,57,83,93,86,71,100,52,100,81,60,50,62,62,62,62,43,83,43,81,64,81,86,40,52,24,52,14,76,95,52,33,52,67,50,24,14,57,86,67,67,81,67,76,52,76,76,76,62,Bundesliga
Borussia M'gladbach,go76xxm0xyfgqt1h6tcrtimm,aopmwx748flafzpj58w2afwlx,T. Kleindienst,Tim Kleindienst,31,Attacker,Germany,Striker,15.0,13.0,5.0,28.0,2.0,0.0,2.0,2.0,15.0,5.0,219.0,1.0,10.0,0.0,6.0,6.0,0.0,2.0,0.0,0.0,1.0,13.0,1.0,0.0,0.0,0.0,65.12,100.0,0.0,50.0,16.67,41.67,45.45,0.0,0.6207451276456308,0.0769636601505481,0.0,1.0,0.01689528,0.0,6.0,4.0,0.09134473,10.0,6.164383561643836,5.342465753424658,2.054794520547945,11.506849315068497,0.8219178082191781,0.0,0.8219178082191781,0.8219178082191781,6.164383561643836,2.054794520547945,0.4109589041095891,4.109589041095891,0.0,2.4657534246575343,2.4657534246575343,0.0,0.8219178082191781,0.0,0.0,0.4109589041095891,5.342465753424658,0.4109589041095891,0.0,0.0,0.0,65.12,100.0,0.0,50.0,16.67,41.67,45.45,0.0,0.2551007373886154,0.0316289014317321,0.0,0.4109589041095891,0.0069432657534246,0.0,2.4657534246575343,1.6438356164383563,0.0375389301369863,4.109589041095891,ST,55,14,88,21,21,52,19,17,74,86,33,79,36,31,40,12,50,19,26,12,50,17,45,26,52,24,90,45,50,10,67,74,26,19,10,7,24,19,17,83,52,24,17,71,19,100,33,19,52,24,24,86,90,33,90,36,29,52,12,57,19,26,14,52,19,45,26,52,24,90,45,50,10,67,74,26,24,10,7,29,19,17,95,67,29,29,Bundesliga
Borussia M'gladbach,go76xxm0xyfgqt1h6tcrtimm,b5ovydnz8s9gf0nkwofutr7ys,L. Ullrich,Lukas Ullrich,22,Defender,Germany,Defender,23.0,29.0,1.0,51.0,3.0,0.0,3.0,4.0,15.0,5.0,235.0,1.0,4.0,2.0,4.0,3.0,1.0,3.0,0.0,6.0,0.0,7.0,3.0,1.0,3.0,0.0,72.86,10.0,20.0,33.33,0.0,51.72,57.14,42.86,0.3680167595474968,0.211232081711985,1.0,2.0,0.0452365,1.0,3.0,4.0,0.69095302,26.0,8.808510638297872,11.106382978723405,0.3829787234042553,19.53191489361702,1.1489361702127658,0.0,1.1489361702127658,1.5319148936170213,5.74468085106383,1.9148936170212765,0.3829787234042553,1.5319148936170213,0.7659574468085106,1.5319148936170213,1.1489361702127658,0.3829787234042553,1.1489361702127658,0.0,2.297872340425532,0.0,2.680851063829788,1.1489361702127658,0.3829787234042553,1.1489361702127658,0.0,72.86,10.0,20.0,33.33,0.0,51.72,57.14,42.86,0.1409425887628711,0.0808973929960793,0.3829787234042553,0.7659574468085106,0.0173246170212765,0.3829787234042553,1.1489361702127658,1.5319148936170213,0.2646203055319149,9.95744680851064,LB/LCB,10,15,8,15,62,50,42,60,38,18,48,52,90,78,82,52,98,40,72,22,70,60,45,38,52,25,10,60,60,22,30,62,25,70,35,60,25,35,20,8,12,75,15,15,25,10,15,75,50,60,75,60,25,65,75,100,100,95,70,100,40,90,22,80,70,60,50,52,25,10,60,60,22,30,62,25,80,65,75,45,40,25,10,15,85,25,Bundesliga
Borussia M'gladbach,go76xxm0xyfgqt1h6tcrtimm,e0hk5aepnpo7cne006zwahfx1,F. Honorat,Franck Honorat,30,Midfielder,France,Midfielder,22.0,49.0,3.0,63.0,11.0,0.0,5.0,5.0,8.0,3.0,238.0,2.0,3.0,2.0,4.0,0.0,4.0,1.0,0.0,1.0,2.0,5.0,1.0,8.0,2.0,0.0,78.75,50.0,30.77,40.0,50.0,47.06,50.0,100.0,0.2510746661850338,1.3266393967544845,3.0,5.0,0.19190773,0.0,3.0,8.0,0.8171296199999997,31.0,8.319327731092438,18.529411764705884,1.134453781512605,23.823529411764707,4.159663865546219,0.0,1.8907563025210083,1.8907563025210083,3.0252100840336134,1.134453781512605,0.7563025210084033,1.134453781512605,0.7563025210084033,1.512605042016807,0.0,1.512605042016807,0.3781512605042016,0.0,0.3781512605042016,0.7563025210084033,1.8907563025210083,0.3781512605042016,3.0252100840336134,0.7563025210084033,0.0,78.75,50.0,30.77,40.0,50.0,47.06,50.0,100.0,0.0949442014985422,0.5016703601172421,1.134453781512605,1.8907563025210083,0.07257015,0.0,1.134453781512605,3.0252100840336134,0.3089985957983192,11.722689075630251,RM/RCM,38,69,50,56,100,56,44,44,12,50,38,56,100,56,19,88,56,44,38,88,38,25,88,44,56,75,62,38,38,81,38,88,94,50,100,88,62,62,25,31,50,88,50,50,75,50,75,100,56,50,50,12,50,38,62,100,75,19,88,62,44,50,88,50,38,88,50,56,75,62,38,38,81,38,88,94,62,100,88,62,62,25,38,75,88,50,Bundesliga
