Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate fwd zone pass_Total,total accurate long balls_Total,total accurate pass_Total,total att assist_Total,total big chances saved_Total,total contest_Total,total dribbles attempted_Total,total duels won_Total,total effective clearance_Total,total mins played,total won contest_Total,total aerial won_Total,total assists_Total,total attempt_Total,total attempts ibox_Total,total attempts obox_Total,total blocked scoring att_Total,total goals_Total,total interception_Total,total ontarget attempt_Total,total touches in opposition box_Total,total was fouled_Total,total accurate cross_Total,total won tackle_Total,total direct setpiece goals_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate fwd zone pass_p90,total accurate long balls_p90,total accurate pass_p90,total att assist_p90,total big chances saved_p90,total contest_p90,total dribbles attempted_p90,total duels won_p90,total effective clearance_p90,total won contest_p90,total aerial won_p90,total assists_p90,total attempt_p90,total attempts ibox_p90,total attempts obox_p90,total blocked scoring att_p90,total goals_p90,total interception_p90,total ontarget attempt_p90,total touches in opposition box_p90,total was fouled_p90,total accurate cross_p90,total won tackle_p90,total direct setpiece goals_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate fwd zone pass_TotalPR,total accurate long balls_TotalPR,total accurate pass_TotalPR,total att assist_TotalPR,total big chances saved_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total duels won_TotalPR,total effective clearance_TotalPR,total won contest_TotalPR,total aerial won_TotalPR,total assists_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total attempts obox_TotalPR,total blocked scoring att_TotalPR,total goals_TotalPR,total interception_TotalPR,total ontarget attempt_TotalPR,total touches in opposition box_TotalPR,total was fouled_TotalPR,total accurate cross_TotalPR,total won tackle_TotalPR,total direct setpiece goals_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate fwd zone pass_p90PR,total accurate long balls_p90PR,total accurate pass_p90PR,total att assist_p90PR,total big chances saved_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total duels won_p90PR,total effective clearance_p90PR,total won contest_p90PR,total aerial won_p90PR,total assists_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total attempts obox_p90PR,total blocked scoring att_p90PR,total goals_p90PR,total interception_p90PR,total ontarget attempt_p90PR,total touches in opposition box_p90PR,total was fouled_p90PR,total accurate cross_p90PR,total won tackle_p90PR,total direct setpiece goals_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Schalke 04,cz4a6wmzx2obyisadhgaccx7b,2qkesslfmzmgt7igvgosixg8a,A. Aouchiche,Adil Aouchiche,24,Midfielder,Algeria,Midfielder,25.0,48.0,4.0,69.0,9.0,0.0,6.0,6.0,13.0,5.0,329.0,3.0,5.0,0.0,10.0,5.0,5.0,2.0,1.0,7.0,5.0,10.0,2.0,4.0,2.0,0.0,73.4,44.44,26.67,50.0,50.0,40.62,45.45,66.67,0.9959066125641796,1.1288660363827183,2.0,4.0,0.1341577,2.0,10.0,11.0,0.72086295,36.0,6.838905775075988,13.130699088145898,1.094224924012158,18.87537993920973,2.462006079027356,0.0,1.6413373860182372,1.6413373860182372,3.556231003039514,1.3677811550151977,0.8206686930091186,1.3677811550151977,0.0,2.7355623100303954,1.3677811550151977,1.3677811550151977,0.547112462006079,0.2735562310030395,1.9148936170212767,1.3677811550151977,2.7355623100303954,0.547112462006079,1.094224924012158,0.547112462006079,0.0,73.4,44.44,26.67,50.0,50.0,40.62,45.45,66.67,0.2724364593640613,0.3088083382201965,0.547112462006079,1.094224924012158,0.0366996747720364,0.547112462006079,2.7355623100303954,3.009118541033435,0.1971965516717325,9.848024316109424,CM/AM,28,26,59,30,85,52,70,69,48,76,67,78,33,93,72,89,54,69,98,96,56,19,76,44,50,19,48,44,52,74,22,48,46,85,85,65,19,26,22,46,48,74,35,19,11,56,11,81,52,67,67,41,78,63,67,33,85,70,85,52,70,93,93,56,11,78,48,50,19,48,44,52,74,22,48,46,85,89,63,19,19,19,41,41,78,19,Bundesliga
Schalke 04,cz4a6wmzx2obyisadhgaccx7b,3ujlvpg5xlbtexe2h2oy5qcx5,N. Katić,Nikola Katic,29,Defender,Bosnia and Herzegovina,Defender,64.0,32.0,4.0,94.0,2.0,0.0,1.0,1.0,37.0,54.0,346.0,0.0,25.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,12.0,2.0,2.0,7.0,0.0,75.81,33.33,100.0,0.0,0.0,71.15,73.53,70.0,0.1191896863753546,0.1263406236299608,0.0,4.0,0.32631812,0.0,4.0,5.0,0.15827863,62.0,16.647398843930635,8.323699421965317,1.0404624277456649,24.45086705202312,0.5202312138728323,0.0,0.2601156069364161,0.2601156069364161,9.624277456647398,14.046242774566474,0.0,6.502890173410404,0.0,0.2601156069364161,0.2601156069364161,0.0,0.0,0.0,1.0404624277456649,0.0,3.121387283236994,0.5202312138728323,0.5202312138728323,1.8208092485549128,0.0,75.81,33.33,100.0,0.0,0.0,71.15,73.53,70.0,0.0310030976120864,0.0328631679962325,0.0,1.0404624277456649,0.0848804358381502,0.0,1.0404624277456649,1.300578034682081,0.0411707419075144,16.1271676300578,CB,10,10,17,3,82,48,55,55,100,100,23,98,42,27,40,38,25,42,30,33,93,47,97,97,50,3,23,98,23,33,97,90,53,33,80,38,68,97,22,20,27,20,20,7,10,13,3,83,48,53,53,100,100,23,100,42,33,47,38,25,42,30,33,93,57,97,97,50,3,23,98,23,33,97,90,53,33,83,38,70,97,22,20,30,20,20,Bundesliga
Schalke 04,cz4a6wmzx2obyisadhgaccx7b,4octqavtgpv5u1rnpss898nah,M. Sylla,Moussa Sylla,26,Attacker,Mali,Striker,11.0,8.0,1.0,19.0,2.0,0.0,3.0,3.0,9.0,1.0,208.0,1.0,3.0,0.0,5.0,4.0,1.0,1.0,0.0,0.0,2.0,9.0,3.0,0.0,0.0,0.0,55.88,100.0,0.0,33.33,40.0,32.14,18.75,0.0,0.7680686697704209,0.1686148805758467,2.0,0.0,0.0,0.0,1.0,2.0,0.02787192,7.0,4.759615384615385,3.4615384615384617,0.4326923076923077,8.221153846153847,0.8653846153846154,0.0,1.2980769230769231,1.2980769230769231,3.8942307692307696,0.4326923076923077,0.4326923076923077,1.2980769230769231,0.0,2.1634615384615388,1.7307692307692308,0.4326923076923077,0.4326923076923077,0.0,0.0,0.8653846153846154,3.8942307692307696,1.2980769230769231,0.0,0.0,0.0,55.88,100.0,0.0,33.33,40.0,32.14,18.75,0.0,0.3323374051891244,0.0729583617876259,0.8653846153846154,0.0,0.0,0.0,0.4326923076923077,0.8653846153846154,0.0120599653846153,3.028846153846154,ST,36,5,43,5,21,52,40,38,26,24,33,31,36,21,24,38,24,19,26,31,24,52,45,26,52,5,90,45,26,43,33,19,26,38,29,67,10,10,17,12,17,5,5,52,5,43,10,33,52,55,50,52,33,43,36,36,24,24,48,29,19,26,43,43,69,45,26,52,5,90,45,26,43,33,19,26,43,38,71,10,10,17,14,21,5,5,Bundesliga
Schalke 04,cz4a6wmzx2obyisadhgaccx7b,4xybfmps23nlo5trvgstoftux,T. Becker,Timo Becker,29,Defender,Germany,Defender,59.0,36.0,10.0,94.0,0.0,0.0,0.0,1.0,26.0,28.0,332.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,12.0,0.0,71.21,35.71,100.0,0.0,0.0,68.42,80.0,92.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.993975903614457,9.759036144578312,2.710843373493976,25.48192771084337,0.0,0.0,0.0,0.2710843373493976,7.048192771084337,7.590361445783132,0.0,3.2530120481927707,0.0,0.0,0.0,0.0,0.0,0.0,1.0843373493975903,0.0,0.0,0.2710843373493976,0.2710843373493976,3.2530120481927707,0.0,71.21,35.71,100.0,0.0,0.0,68.42,80.0,92.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB/RCB,50,26,93,43,7,52,10,21,95,95,12,95,33,12,17,29,31,45,55,26,10,17,43,100,52,14,38,98,12,26,95,95,81,12,7,29,10,10,12,7,7,7,7,43,14,81,24,7,52,10,24,95,95,12,95,33,12,17,29,31,45,48,26,10,14,43,100,52,14,38,98,12,26,95,95,81,12,7,29,10,10,12,7,7,7,7,Bundesliga
Schalke 04,cz4a6wmzx2obyisadhgaccx7b,9qow77e16pvlb3860yjpydryt,R. Gosens,Robin Gosens,32,Defender,Germany,Defender,26.0,20.0,2.0,46.0,1.0,0.0,1.0,1.0,16.0,10.0,243.0,0.0,4.0,0.0,4.0,3.0,1.0,0.0,1.0,4.0,1.0,7.0,3.0,0.0,9.0,0.0,63.01,18.18,0.0,0.0,25.0,64.0,57.14,100.0,0.392120537948577,0.0622021629603257,0.0,0.0,0.0,0.0,3.0,3.0,0.1836239399999999,25.0,9.62962962962963,7.4074074074074066,0.7407407407407407,17.037037037037035,0.3703703703703703,0.0,0.3703703703703703,0.3703703703703703,5.925925925925926,3.7037037037037033,0.0,1.4814814814814814,0.0,1.4814814814814814,1.111111111111111,0.3703703703703703,0.0,0.3703703703703703,1.4814814814814814,0.3703703703703703,2.592592592592593,1.111111111111111,0.0,3.333333333333333,0.0,63.01,18.18,0.0,0.0,25.0,64.0,57.14,100.0,0.1452298288698433,0.0230378381334539,0.0,0.0,0.0,0.0,1.111111111111111,1.111111111111111,0.0680088666666666,9.25925925925926,LB/LCB,15,5,20,10,15,50,15,15,45,42,15,52,32,78,82,52,22,90,45,62,70,60,15,88,52,5,15,15,15,52,70,62,98,75,20,22,8,8,8,8,5,5,10,25,5,25,10,20,50,15,15,65,80,15,65,32,95,90,65,22,100,65,80,75,65,15,100,52,5,15,15,15,52,70,62,98,85,20,22,8,8,8,5,5,25,20,Bundesliga
Schalke 04,cz4a6wmzx2obyisadhgaccx7b,em3hp3y4xma6guuplqgpqf7c9,H. Kuruçay,Hasan Kuruçay,29,Defender,Türkiye,Defender,63.0,37.0,13.0,100.0,0.0,1.0,1.0,1.0,24.0,22.0,316.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,14.0,0.0,78.74,50.0,0.0,100.0,0.0,60.0,36.36,77.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.943037974683545,10.537974683544304,3.702531645569621,28.481012658227847,0.0,0.2848101265822785,0.2848101265822785,0.2848101265822785,6.835443037974684,6.265822784810126,0.2848101265822785,1.139240506329114,0.0,0.0,0.0,0.0,0.0,0.0,0.2848101265822785,0.0,0.0,0.2848101265822785,0.0,3.987341772151898,0.0,78.74,50.0,0.0,100.0,0.0,60.0,36.36,77.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CB,7,22,75,7,13,97,55,55,77,43,65,13,42,8,15,38,25,42,7,33,10,28,45,100,50,10,65,45,88,33,53,7,70,8,20,38,17,17,22,8,10,8,8,10,23,80,10,13,97,60,60,73,50,77,10,42,8,15,38,25,42,10,33,10,27,45,100,50,10,65,45,88,33,53,7,70,8,20,38,17,17,22,8,10,8,8,Bundesliga
Schalke 04,cz4a6wmzx2obyisadhgaccx7b,f5lfo1hz7u5bk494w53arcacq,J. Dina Ebimbe,Junior Dina Ebimbe,25,Midfielder,Cameroon,Midfielder,20.0,23.0,1.0,42.0,4.0,0.0,8.0,8.0,26.0,12.0,252.0,4.0,6.0,0.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,6.0,3.0,1.0,6.0,0.0,73.68,16.67,50.0,50.0,33.33,50.98,46.15,46.15,0.2247650366164637,0.3450672839435901,2.0,3.0,0.06660681,0.0,6.0,7.0,0.1838534599999999,20.0,7.142857142857143,8.214285714285715,0.3571428571428571,15.000000000000002,1.4285714285714286,0.0,2.857142857142857,2.857142857142857,9.285714285714286,4.285714285714286,1.4285714285714286,2.142857142857143,0.0,1.0714285714285714,0.7142857142857143,0.3571428571428571,0.0,0.0,0.3571428571428571,0.3571428571428571,2.142857142857143,1.0714285714285714,0.3571428571428571,2.142857142857143,0.0,73.68,16.67,50.0,50.0,33.33,50.98,46.15,46.15,0.0802732273630227,0.1232383156941393,0.7142857142857143,1.0714285714285714,0.0237881464285714,0.0,2.142857142857143,2.5,0.0656619499999999,7.142857142857143,RM/RCM,25,12,25,12,44,56,88,88,100,88,81,94,38,38,50,56,25,44,38,56,56,50,19,75,56,38,12,88,69,62,50,75,25,25,38,69,25,25,25,69,38,25,12,25,25,25,12,50,56,88,88,100,100,88,88,38,38,62,62,25,44,38,62,62,50,25,100,56,38,12,88,69,62,50,75,25,50,38,75,38,25,25,75,38,25,12,Bundesliga
Schalke 04,cz4a6wmzx2obyisadhgaccx7b,w83pbf7srb9c2wkqn01a75lg,S. El-Faouzi,Soufiane El-Faouzi,24,Midfielder,Morocco,Midfielder,56.0,55.0,2.0,110.0,3.0,0.0,11.0,11.0,26.0,5.0,360.0,7.0,2.0,0.0,5.0,2.0,3.0,0.0,0.0,5.0,3.0,5.0,5.0,1.0,5.0,0.0,71.43,16.67,25.0,63.64,60.0,44.83,18.18,41.67,0.3259408869332929,0.3578626187313513,1.0,10.0,0.3221043899999999,6.0,11.0,9.0,0.5747725400000001,52.0,14.0,13.75,0.5,27.5,0.75,0.0,2.75,2.75,6.5,1.25,1.75,0.5,0.0,1.25,0.5,0.75,0.0,0.0,1.25,0.75,1.25,1.25,0.25,1.25,0.0,71.43,16.67,25.0,63.64,60.0,44.83,18.18,41.67,0.0814852217333232,0.0894656546828378,0.25,2.5,0.0805260974999999,1.5,2.75,2.25,0.143693135,13.0,CM/AM,78,46,28,56,17,52,81,80,100,76,94,41,33,35,31,67,9,30,80,72,22,74,33,80,50,11,7,39,70,85,37,22,26,33,26,31,72,78,80,54,35,63,52,78,15,19,44,15,52,78,78,93,67,93,39,33,19,30,54,9,30,74,63,19,67,30,78,50,11,7,39,70,85,37,22,26,26,19,17,56,67,70,44,26,52,41,Bundesliga
Hamburger SV,75xi6hloabmnjn2kzgj1g8h1s,31bs2qi2aa9in77z0iftbkk8a,D. Møller Wolfe,David Møller Wolfe,24,Defender,Norway,Defender,19.0,23.0,3.0,42.0,2.0,0.0,2.0,3.0,4.0,3.0,251.0,0.0,2.0,0.0,4.0,3.0,1.0,3.0,0.0,2.0,1.0,7.0,2.0,0.0,0.0,0.0,68.85,60.0,0.0,0.0,25.0,30.77,66.67,0.0,0.3233282265172216,0.2058660690146926,1.0,2.0,0.03805479,1.0,4.0,4.0,0.22106878,18.0,6.812749003984064,8.247011952191235,1.0756972111553786,15.0597609561753,0.7171314741035857,0.0,0.7171314741035857,1.0756972111553786,1.4342629482071714,1.0756972111553786,0.0,0.7171314741035857,0.0,1.4342629482071714,1.0756972111553786,0.3585657370517928,1.0756972111553786,0.0,0.7171314741035857,0.3585657370517928,2.50996015936255,0.7171314741035857,0.0,0.0,0.0,68.85,60.0,0.0,0.0,25.0,30.77,66.67,0.0,0.1159344238507966,0.0738165187702085,0.3585657370517928,0.7171314741035857,0.0136451438247011,0.3585657370517928,1.4342629482071714,1.4342629482071714,0.0792676900398406,6.454183266932271,LB/LCB,5,10,35,5,35,50,25,38,8,8,15,22,32,78,82,52,98,40,18,62,70,35,15,5,52,15,88,15,15,52,10,88,5,65,30,60,25,28,20,15,12,25,5,5,10,50,5,45,50,30,55,10,10,15,25,32,90,85,60,95,40,25,75,70,45,15,5,52,15,88,15,15,52,10,88,5,65,60,70,30,30,20,15,10,40,5,Bundesliga
Hamburger SV,75xi6hloabmnjn2kzgj1g8h1s,375gnysvjk9bvq02ex1lkmynd,A. Sambi Lokonga,Albert Sambi Lokonga,26,Midfielder,Belgium,Midfielder,65.0,49.0,4.0,113.0,2.0,0.0,2.0,2.0,12.0,4.0,257.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,3.0,0.0,88.28,66.67,50.0,50.0,0.0,54.55,40.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.762645914396888,17.15953307392996,1.4007782101167314,39.57198443579767,0.7003891050583657,0.0,0.7003891050583657,0.7003891050583657,4.202334630350195,1.4007782101167314,0.3501945525291828,0.7003891050583657,0.0,0.3501945525291828,0.3501945525291828,0.0,0.0,0.0,0.0,0.0,0.7003891050583657,1.4007782101167314,0.3501945525291828,1.050583657587549,0.0,88.28,66.67,50.0,50.0,0.0,54.55,40.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DM/CM,52,19,43,29,43,50,52,52,43,31,57,48,43,24,43,17,21,40,7,24,36,67,64,52,52,52,79,83,74,24,64,45,67,10,10,19,7,7,10,7,7,7,7,86,38,52,57,48,50,57,57,52,29,57,52,43,29,52,17,21,40,7,24,33,76,71,57,52,52,79,83,74,24,64,45,67,10,10,19,7,7,10,7,7,7,7,Bundesliga
Hamburger SV,75xi6hloabmnjn2kzgj1g8h1s,6rxd6ltpl30qmksb5fkwrl756,N. Capaldo,Nicolás Capaldo,28,Midfielder,Argentina,Midfielder,48.0,49.0,5.0,94.0,2.0,0.0,2.0,2.0,25.0,14.0,360.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,11.0,1.0,3.0,11.0,3.0,8.0,0.0,70.15,23.81,75.0,0.0,50.0,43.86,13.33,66.67,0.2935617260678315,0.2208087547512788,0.0,4.0,0.11899436,4.0,6.0,9.0,0.3281420499999999,59.0,12.0,12.25,1.25,23.5,0.5,0.0,0.5,0.5,6.25,3.5,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.25,2.75,0.25,0.75,2.75,0.75,2.0,0.0,70.15,23.81,75.0,0.0,50.0,43.86,13.33,66.67,0.0733904315169578,0.0552021886878197,0.0,1.0,0.02974859,1.0,1.5,2.25,0.0820355124999999,14.75,RM/RCM,100,69,94,88,12,56,25,19,88,100,19,38,38,25,50,25,25,88,100,56,19,100,38,100,56,12,38,100,19,81,25,38,50,62,12,25,44,50,75,69,62,38,88,100,38,75,62,12,56,25,12,75,88,19,38,38,25,38,25,25,88,100,38,12,100,38,75,56,12,38,100,19,81,25,38,50,25,12,25,25,50,62,62,25,38,75,Bundesliga
Hamburger SV,75xi6hloabmnjn2kzgj1g8h1s,849wrp9wm8cjyrbshlaukyz56,N. Remberg,Nicolai Remberg,26,Midfielder,Germany,Midfielder,83.0,67.0,2.0,150.0,1.0,0.0,1.0,1.0,12.0,12.0,360.0,0.0,5.0,0.0,3.0,1.0,2.0,0.0,0.0,5.0,1.0,4.0,3.0,0.0,3.0,0.0,90.36,50.0,0.0,0.0,33.33,50.0,55.56,75.0,0.256175574306922,0.056524502041632,1.0,4.0,0.07864404,1.0,17.0,10.0,0.2833814099999999,81.0,20.75,16.75,0.5,37.5,0.25,0.0,0.25,0.25,3.0,3.0,0.0,1.25,0.0,0.75,0.25,0.5,0.0,0.0,1.25,0.25,1.0,0.75,0.0,0.75,0.0,90.36,50.0,0.0,0.0,33.33,50.0,55.56,75.0,0.0640438935767305,0.014131125510408,0.25,1.0,0.01966101,0.25,4.25,2.5,0.0708453524999999,20.25,DM/CM,76,55,21,67,19,50,31,29,43,86,21,83,43,48,43,69,21,40,50,60,48,48,29,52,52,81,40,29,21,67,40,74,100,52,29,57,45,33,33,76,50,62,67,57,33,19,48,12,50,21,19,29,81,21,67,43,38,33,60,21,40,40,50,43,38,29,38,52,81,40,29,21,67,40,74,100,43,24,45,33,29,24,57,45,48,57,Bundesliga
Hamburger SV,75xi6hloabmnjn2kzgj1g8h1s,biuovem90utcyzda58nixtaay,A. Grønbæk,Albert Grønbæk,25,Midfielder,Denmark,Midfielder,32.0,54.0,6.0,82.0,6.0,0.0,11.0,11.0,23.0,1.0,337.0,5.0,1.0,2.0,3.0,0.0,3.0,1.0,0.0,1.0,2.0,5.0,10.0,4.0,6.0,0.0,76.64,60.0,25.0,45.45,66.67,47.92,25.0,85.71,0.1370663567650443,0.8055532720904932,2.0,7.0,0.19568236,7.0,7.0,10.0,0.5391095199999998,36.0,8.5459940652819,14.421364985163205,1.602373887240356,21.899109792284868,1.602373887240356,0.0,2.9376854599406528,2.9376854599406528,6.142433234421365,0.2670623145400593,1.3353115727002969,0.2670623145400593,0.5341246290801187,0.8011869436201781,0.0,0.8011869436201781,0.2670623145400593,0.0,0.2670623145400593,0.5341246290801187,1.3353115727002969,2.6706231454005933,1.0682492581602374,1.602373887240356,0.0,76.64,60.0,25.0,45.45,66.67,47.92,25.0,85.71,0.0366052584832462,0.2151329213298053,0.5341246290801187,1.869436201780416,0.0522593839762611,1.869436201780416,1.869436201780416,2.6706231454005933,0.1439758362017803,9.614243323442135,CM/AM,41,39,76,41,56,52,81,80,94,7,81,26,91,15,9,67,30,30,20,52,22,100,76,89,50,26,70,39,37,94,48,26,72,15,74,65,31,41,89,28,43,56,35,37,22,78,19,41,52,85,81,85,4,81,22,89,15,9,70,30,30,11,56,22,100,74,85,50,26,70,39,37,94,48,26,72,15,67,59,22,44,89,15,37,56,15,Bundesliga
Hamburger SV,75xi6hloabmnjn2kzgj1g8h1s,cxs294yvxtp9qxbgosgdb7ris,Z. El Ouahdi,Zakaria El Ouahdi,24,Defender,Morocco,Defender,34.0,35.0,1.0,69.0,1.0,0.0,5.0,5.0,15.0,8.0,256.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,6.0,0.0,2.0,0.0,78.41,14.29,0.0,60.0,50.0,55.56,0.0,33.33,0.1798337092247849,0.0600954717588773,0.0,5.0,0.10829496,1.0,5.0,3.0,0.1257168199999999,31.0,11.953125,12.3046875,0.3515625,24.2578125,0.3515625,0.0,1.7578125,1.7578125,5.2734375,2.8125,1.0546875,0.0,0.0,0.703125,0.703125,0.0,0.0,0.0,0.703125,0.3515625,0.703125,2.109375,0.0,0.703125,0.0,78.41,14.29,0.0,60.0,50.0,55.56,0.0,33.33,0.0632227883993384,0.0211273142902303,0.0,1.7578125,0.038072446875,0.3515625,1.7578125,1.0546875,0.0441973195312499,10.8984375,RB/RCB,24,17,10,10,26,52,57,57,38,43,76,12,33,48,62,29,31,45,29,67,29,93,17,21,52,38,10,17,69,83,33,14,7,48,19,29,76,67,33,31,17,14,29,29,29,10,14,33,52,67,67,57,57,86,12,33,62,71,29,31,45,38,81,29,95,17,29,52,38,10,17,69,83,33,14,7,48,19,29,81,71,43,43,19,14,29,Bundesliga
Hamburger SV,75xi6hloabmnjn2kzgj1g8h1s,fs5utga62tud5s06xj27qdat,J. Torunarigha,Jordan Torunarigha,29,Defender,Nigeria,Defender,96.0,19.0,7.0,115.0,0.0,0.0,0.0,0.0,13.0,27.0,307.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,82.14,38.89,0.0,0.0,0.0,40.62,58.82,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.143322475570034,5.570032573289902,2.052117263843648,33.71335504885994,0.0,0.0,0.0,0.0,3.811074918566776,7.915309446254072,0.0,2.931596091205212,0.0,0.0,0.0,0.0,0.0,0.0,1.7589576547231272,0.0,0.0,0.0,0.0,0.2931596091205212,0.0,82.14,38.89,0.0,0.0,0.0,40.62,58.82,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CB,22,3,37,13,13,48,22,22,27,62,23,47,42,8,15,38,25,42,70,33,10,12,45,13,50,20,30,45,23,33,7,47,5,8,20,38,17,17,22,8,10,8,8,20,3,40,13,13,48,22,22,33,70,23,60,42,8,15,38,25,42,80,33,10,12,45,20,50,20,30,45,23,33,7,47,5,8,20,38,17,17,22,8,10,8,8,Bundesliga
Hamburger SV,75xi6hloabmnjn2kzgj1g8h1s,otz9c2ifww514ummo10nfoix,P. Daka,Patson Daka,27,Attacker,Zambia,Striker,13.0,19.0,0.0,32.0,4.0,0.0,3.0,3.0,14.0,3.0,208.0,3.0,3.0,0.0,8.0,5.0,3.0,2.0,0.0,1.0,0.0,12.0,3.0,0.0,3.0,0.0,71.11,0.0,0.0,100.0,0.0,56.0,30.0,60.0,0.7183256352208858,0.2248391572262516,3.0,0.0,0.0,1.0,2.0,2.0,0.0770390799999998,12.0,5.625000000000001,8.221153846153847,0.0,13.846153846153848,1.7307692307692308,0.0,1.2980769230769231,1.2980769230769231,6.057692307692308,1.2980769230769231,1.2980769230769231,1.2980769230769231,0.0,3.4615384615384617,2.1634615384615388,1.2980769230769231,0.8653846153846154,0.0,0.4326923076923077,0.0,5.1923076923076925,1.2980769230769231,0.0,1.2980769230769231,0.0,71.11,0.0,0.0,100.0,0.0,56.0,30.0,60.0,0.3108139767782679,0.0972861737998204,1.2980769230769231,0.0,0.0,0.4326923076923077,0.8653846153846154,0.8653846153846154,0.0333342173076922,5.1923076923076925,ST,45,26,19,29,60,52,40,38,62,62,71,31,36,40,31,81,50,19,71,5,40,52,45,98,52,52,19,45,98,5,100,50,62,33,48,79,10,10,48,29,17,19,31,62,29,19,43,81,52,55,50,81,81,81,36,36,62,43,90,67,19,86,5,48,69,45,100,52,52,19,45,98,5,100,50,62,38,62,81,10,10,62,38,21,19,48,Bundesliga
