Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate cross_Total,total accurate fwd zone pass_Total,total accurate long balls_Total,total accurate pass_Total,total aerial won_Total,total att assist_Total,total attempt_Total,total attempts ibox_Total,total attempts obox_Total,total blocked scoring att_Total,total duels won_Total,total interception_Total,total mins played,total touches in opposition box_Total,total was fouled_Total,total won tackle_Total,total effective clearance_Total,total goals_Total,total ontarget attempt_Total,total big chances saved_Total,total contest_Total,total dribbles attempted_Total,total won contest_Total,total assists_Total,total direct setpiece goals_Total,total direct corner goals_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate cross_p90,total accurate fwd zone pass_p90,total accurate long balls_p90,total accurate pass_p90,total aerial won_p90,total att assist_p90,total attempt_p90,total attempts ibox_p90,total attempts obox_p90,total blocked scoring att_p90,total duels won_p90,total interception_p90,total touches in opposition box_p90,total was fouled_p90,total won tackle_p90,total effective clearance_p90,total goals_p90,total ontarget attempt_p90,total big chances saved_p90,total contest_p90,total dribbles attempted_p90,total won contest_p90,total assists_p90,total direct setpiece goals_p90,total direct corner goals_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate cross_TotalPR,total accurate fwd zone pass_TotalPR,total accurate long balls_TotalPR,total accurate pass_TotalPR,total aerial won_TotalPR,total att assist_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total attempts obox_TotalPR,total blocked scoring att_TotalPR,total duels won_TotalPR,total interception_TotalPR,total touches in opposition box_TotalPR,total was fouled_TotalPR,total won tackle_TotalPR,total effective clearance_TotalPR,total goals_TotalPR,total ontarget attempt_TotalPR,total big chances saved_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total won contest_TotalPR,total assists_TotalPR,total direct setpiece goals_TotalPR,total direct corner goals_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate cross_p90PR,total accurate fwd zone pass_p90PR,total accurate long balls_p90PR,total accurate pass_p90PR,total aerial won_p90PR,total att assist_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total attempts obox_p90PR,total blocked scoring att_p90PR,total duels won_p90PR,total interception_p90PR,total touches in opposition box_p90PR,total was fouled_p90PR,total won tackle_p90PR,total effective clearance_p90PR,total goals_p90PR,total ontarget attempt_p90PR,total big chances saved_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total won contest_p90PR,total assists_p90PR,total direct setpiece goals_p90PR,total direct corner goals_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Horsens,a9vw7ikerpr4cuweeeka5aneg,14wqefw9b78oou3ocb1wrojys,J. Tauriainen,Jimi Tauriainen,22.0,Midfielder,Finland,Midfielder,31.0,5.0,37.0,6.0,63.0,2.0,6.0,5.0,0.0,5.0,1.0,16.0,3.0,295.0,3.0,6.0,4.0,2.0,0.0,2.0,0.0,6.0,6.0,2.0,3.0,0.0,0.0,75.9,50.0,35.71,33.33,40.0,37.21,20.0,66.67,0.2643882929025947,0.6489847572347478,2.0,5.0,0.12773753,0.0,9.0,9.0,0.4485210799999999,23.0,9.457627118644067,1.5254237288135597,11.28813559322034,1.8305084745762712,19.220338983050848,0.6101694915254238,1.8305084745762712,1.5254237288135597,0.0,1.5254237288135597,0.3050847457627119,4.88135593220339,0.9152542372881356,0.9152542372881356,1.8305084745762712,1.2203389830508475,0.6101694915254238,0.0,0.6101694915254238,0.0,1.8305084745762712,1.8305084745762712,0.6101694915254238,0.9152542372881356,0.0,0.0,75.9,50.0,35.71,33.33,40.0,37.21,20.0,66.67,0.0806608351228255,0.1979953496648383,0.6101694915254238,1.5254237288135597,0.0389707718644067,0.0,2.745762711864407,2.745762711864407,0.1368369396610169,7.016949152542373,DM/CM,7,91,7,35,7,19,74,59,22,87,56,20,19,37,54,20,7,35,74,48,70,67,63,100,52,52,15,56,81,39,69,4,15,74,48,93,59,52,67,7,22,22,59,6,7,96,15,52,11,37,93,85,22,100,67,52,33,59,81,44,11,35,93,48,89,89,74,100,52,52,15,56,81,39,69,4,15,74,70,93,74,70,74,7,56,48,81,7,Danish Superliga
Horsens,a9vw7ikerpr4cuweeeka5aneg,2gsd0ocro9aqgqn4ql3rg8e8k,M. Kupijbida,Mikkel Kupijbida,18.0,Defender,Denmark,Defender,262.0,0.0,68.0,9.0,330.0,11.0,0.0,0.0,0.0,0.0,0.0,20.0,3.0,623.0,0.0,2.0,4.0,43.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,88.24,24.32,0.0,50.0,0.0,57.14,64.71,66.67,0.0005981850620907,0.0,0.0,2.0,0.0348216,0.0,9.0,6.0,0.27666732,147.0,37.84911717495987,0.0,9.823434991974317,1.3001605136436596,47.67255216693419,1.5890850722311396,0.0,0.0,0.0,0.0,0.0,2.889245585874799,0.4333868378812199,0.0,0.2889245585874799,0.5778491171749599,6.211878009630818,0.0,0.0,0.1444622792937399,0.2889245585874799,0.2889245585874799,0.1444622792937399,0.0,0.0,0.0,88.24,24.32,0.0,50.0,0.0,57.14,64.71,66.67,8.641517750908988e-05,0.0,0.0,0.2889245585874799,0.0050304077046548,0.0,1.3001605136436596,0.8667736757624398,0.0399679916532905,21.235955056179776,CB,79,33,18,30,67,59,8,8,9,32,32,58,23,6,26,39,85,36,24,95,67,67,67,41,52,52,48,9,33,70,24,47,79,58,24,15,33,29,27,20,39,33,27,48,58,33,12,27,39,48,8,8,9,32,32,24,15,6,18,18,73,36,24,91,61,58,64,41,52,52,48,9,33,70,24,47,79,58,24,15,33,30,27,20,30,21,27,45,Danish Superliga
Horsens,a9vw7ikerpr4cuweeeka5aneg,4braldrfw3y7g030lctguuuol,V. Pálsson,Victor Pálsson,35.0,Defender,Iceland,Defender,129.0,5.0,125.0,28.0,249.0,18.0,4.0,4.0,3.0,1.0,2.0,39.0,10.0,719.0,14.0,2.0,12.0,38.0,0.0,0.0,1.0,3.0,3.0,2.0,0.0,0.0,0.0,74.77,44.44,31.25,66.67,0.0,59.09,51.43,70.59,0.3688458050083061,0.221214557295966,0.0,3.0,0.06748893,6.0,31.0,34.0,1.43706943,132.0,16.14742698191933,0.6258692628650904,15.64673157162726,3.5048678720445063,31.168289290681503,2.2531293463143256,0.5006954102920723,0.5006954102920723,0.3755215577190542,0.125173852573018,0.2503477051460361,4.881780250347705,1.2517385257301807,1.7524339360222532,0.2503477051460361,1.502086230876217,4.756606397774687,0.0,0.0,0.125173852573018,0.3755215577190542,0.3755215577190542,0.2503477051460361,0.0,0.0,0.0,74.77,44.44,31.25,66.67,0.0,59.09,51.43,70.59,0.0461698504182858,0.0276902783819707,0.0,0.3755215577190542,0.0084478493741307,0.7510431154381085,3.88038942976356,4.255910987482615,0.1798835169680111,16.522948539638385,RB/RCB,67,88,58,100,67,100,71,50,75,46,75,100,83,92,25,92,92,46,25,96,42,38,58,42,54,54,8,83,75,71,25,67,58,50,58,58,29,33,33,79,83,75,83,75,33,67,33,83,25,92,33,33,42,42,58,50,58,67,17,83,75,46,25,92,25,25,25,42,54,54,8,83,75,71,25,67,58,50,33,42,29,33,33,42,67,67,67,58,Danish Superliga
Horsens,a9vw7ikerpr4cuweeeka5aneg,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,Ole Kolskogen,25.0,Defender,Norway,Defender,307.0,0.0,75.0,10.0,382.0,4.0,2.0,2.0,2.0,0.0,0.0,20.0,7.0,697.0,2.0,2.0,7.0,40.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.79,52.63,0.0,0.0,100.0,46.51,26.67,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.64131994261119,0.0,9.684361549497847,1.291248206599713,49.32568149210904,0.5164992826398852,0.2582496413199426,0.2582496413199426,0.2582496413199426,0.0,0.0,2.582496413199426,0.9038737446197992,0.2582496413199426,0.2582496413199426,0.9038737446197992,5.164992826398852,0.1291248206599713,0.2582496413199426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.79,52.63,0.0,0.0,100.0,46.51,26.67,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CB,88,33,30,38,79,26,48,39,45,32,32,58,62,15,26,82,74,85,85,45,20,18,24,41,52,52,97,65,33,24,97,15,9,27,12,15,33,11,11,20,9,9,9,9,64,33,9,24,42,12,39,21,24,32,32,9,36,15,12,55,45,76,76,45,20,18,24,41,52,52,97,65,33,24,97,15,9,27,12,15,33,11,11,20,9,9,9,9,Danish Superliga
Horsens,a9vw7ikerpr4cuweeeka5aneg,51ymbnikkta369rn3exb1g7bo,A. Moro,Abdul Moro,20.0,Midfielder,Ghana,Midfielder,168.0,0.0,92.0,17.0,260.0,4.0,2.0,1.0,0.0,1.0,0.0,22.0,11.0,432.0,2.0,2.0,8.0,14.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,88.74,58.62,0.0,0.0,100.0,43.14,44.44,50.0,0.1522683867645441,0.1372491530503954,1.0,1.0,0.02385149,1.0,14.0,21.0,0.36704258,124.0,35.0,0.0,19.166666666666668,3.541666666666667,54.16666666666667,0.8333333333333334,0.4166666666666667,0.2083333333333333,0.0,0.2083333333333333,0.0,4.583333333333334,2.291666666666667,0.4166666666666667,0.4166666666666667,1.6666666666666667,2.916666666666667,0.2083333333333333,0.2083333333333333,0.0,0.625,0.625,0.0,0.0,0.0,0.0,88.74,58.62,0.0,0.0,100.0,43.14,44.44,50.0,0.0317225805759466,0.0285935735521657,0.2083333333333333,0.2083333333333333,0.0049690604166666,0.2083333333333333,2.916666666666667,4.375,0.0764672041666666,25.833333333333336,DM/CM,85,28,48,91,70,54,20,19,22,31,20,41,74,24,17,61,80,80,44,48,41,41,13,30,52,52,81,78,28,13,98,22,48,31,26,30,41,6,7,24,50,67,44,78,100,28,56,96,89,59,22,22,22,37,20,41,96,22,22,85,93,85,52,48,37,37,13,30,52,52,81,78,28,13,98,22,48,31,30,30,44,4,4,22,59,81,44,85,Danish Superliga
Horsens,a9vw7ikerpr4cuweeeka5aneg,7353ysa16qgg30b9z5qiagys4,A. Saine,Alagie Saine,23.0,Defender,Gambia,Defender,182.0,1.0,113.0,13.0,294.0,9.0,7.0,6.0,6.0,0.0,0.0,48.0,8.0,720.0,16.0,9.0,13.0,49.0,0.0,2.0,1.0,17.0,17.0,10.0,1.0,0.0,0.0,81.67,35.14,12.5,58.82,33.33,51.06,36.0,65.0,0.7190904538910352,0.6593732453693764,0.0,6.0,0.13919967,4.0,12.0,18.0,0.90389627,112.0,22.75,0.125,14.125,1.625,36.75,1.125,0.875,0.75,0.75,0.0,0.0,6.0,1.0,2.0,1.125,1.625,6.125,0.0,0.25,0.125,2.125,2.125,1.25,0.125,0.0,0.0,81.67,35.14,12.5,58.82,33.33,51.06,36.0,65.0,0.0898863067363794,0.082421655671172,0.0,0.75,0.01739995875,0.5,1.5,2.25,0.11298703375,14.0,LB/LCB,87,33,87,73,93,90,90,87,100,23,27,100,87,93,73,97,100,47,93,97,100,100,100,77,53,53,60,47,33,60,87,40,40,67,93,80,23,50,33,57,53,53,80,93,67,20,33,40,47,60,73,60,87,23,27,87,40,67,60,67,100,47,73,93,100,93,100,60,53,53,60,47,33,60,87,40,40,67,73,67,23,27,27,40,33,27,40,47,Danish Superliga
Horsens,a9vw7ikerpr4cuweeeka5aneg,7hso2bszmf4qal560jhrg2904,Y. Ouorou,Yamirou Ouorou,20.0,Attacker,Benin,Striker,30.0,5.0,51.0,4.0,76.0,1.0,9.0,12.0,7.0,5.0,3.0,18.0,2.0,457.0,19.0,2.0,7.0,5.0,2.0,7.0,0.0,11.0,12.0,6.0,1.0,0.0,0.0,69.09,36.36,27.78,54.55,58.33,37.5,12.5,77.78,0.9569123015968248,1.0803794035254346,5.0,7.0,0.30482024,2.0,5.0,14.0,0.9145729699999998,29.0,5.908096280087528,0.9846827133479212,10.043763676148798,0.7877461706783371,14.967177242888404,0.1969365426695842,1.7724288840262583,2.3632385120350112,1.3785557986870898,0.9846827133479212,0.5908096280087528,3.5448577680525166,0.3938730853391685,3.741794310722101,0.3938730853391685,1.3785557986870898,0.9846827133479212,0.3938730853391685,1.3785557986870898,0.0,2.166301969365427,2.3632385120350112,1.1816192560175056,0.1969365426695842,0.0,0.0,69.09,36.36,27.78,54.55,58.33,37.5,12.5,77.78,0.1884510003144731,0.2127661845017267,0.9846827133479212,1.3785557986870898,0.0600302442013129,0.3938730853391685,0.9846827133479212,2.7571115973741795,0.1801128387308533,5.711159737417943,ST,96,98,80,92,84,16,92,66,56,86,80,48,90,66,12,100,64,74,84,52,80,80,84,80,48,50,36,52,88,68,92,28,16,56,48,100,88,86,88,62,74,94,100,84,84,100,76,84,72,16,84,48,40,76,68,24,80,32,8,96,56,68,76,52,72,68,76,72,48,50,36,52,88,68,92,28,16,56,32,96,84,76,68,44,64,92,100,84,Danish Superliga
Horsens,a9vw7ikerpr4cuweeeka5aneg,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,Adam Herdonsson,22.0,Midfielder,Sweden,Midfielder,108.0,0.0,61.0,4.0,169.0,20.0,2.0,3.0,0.0,3.0,0.0,38.0,11.0,435.0,4.0,7.0,8.0,11.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,77.52,21.05,0.0,0.0,66.67,58.46,71.43,72.73,0.1765870504876484,0.0478805328194468,3.0,5.0,0.11512953,2.0,10.0,11.0,0.2093019899999998,66.0,22.344827586206897,0.0,12.620689655172416,0.8275862068965518,34.96551724137931,4.137931034482759,0.4137931034482759,0.6206896551724138,0.0,0.6206896551724138,0.0,7.862068965517242,2.2758620689655173,0.8275862068965518,1.4482758620689655,1.6551724137931036,2.2758620689655173,0.0,0.4137931034482759,0.0,0.4137931034482759,0.4137931034482759,0.0,0.0,0.0,0.0,77.52,21.05,0.0,0.0,66.67,58.46,71.43,72.73,0.0365352518250307,0.0099063171350579,0.6206896551724138,1.0344827586206895,0.0238199027586206,0.4137931034482759,2.0689655172413794,2.2758620689655173,0.0433038599999999,13.655172413793103,DM/CM,63,28,30,19,48,100,20,46,22,63,20,93,74,50,67,61,63,35,74,48,26,26,13,30,52,52,22,7,28,13,91,85,93,89,33,11,78,52,52,48,28,31,11,41,70,28,22,19,48,100,19,48,22,67,20,96,89,56,59,81,74,35,78,48,22,22,13,30,52,52,22,7,28,13,91,85,93,89,37,15,81,56,56,48,22,37,19,41,Danish Superliga
Horsens,a9vw7ikerpr4cuweeeka5aneg,bcdrn5rkq3ig50nwr1vtbwfmc,K. Ehibhatiomhan,Kelvin Ehibhatiomhan,23.0,Attacker,England,Striker,15.0,0.0,33.0,1.0,48.0,15.0,1.0,16.0,12.0,4.0,2.0,37.0,1.0,525.0,23.0,14.0,3.0,8.0,4.0,11.0,0.0,13.0,14.0,4.0,0.0,0.0,0.0,66.67,100.0,0.0,30.77,68.75,44.05,46.88,75.0,1.6810652152574872,0.1011314436429228,7.0,5.0,0.15998931,3.0,1.0,6.0,0.1371745299999999,10.0,2.571428571428572,0.0,5.6571428571428575,0.1714285714285714,8.22857142857143,2.571428571428572,0.1714285714285714,2.742857142857143,2.0571428571428574,0.6857142857142857,0.3428571428571428,6.342857142857143,0.1714285714285714,3.942857142857143,2.4,0.5142857142857143,1.3714285714285714,0.6857142857142857,1.885714285714286,0.0,2.2285714285714286,2.4,0.6857142857142857,0.0,0.0,0.0,66.67,100.0,0.0,30.77,68.75,44.05,46.88,75.0,0.288182608329855,0.0173368189102153,1.2,0.8571428571428572,0.0274267388571428,0.5142857142857143,0.1714285714285714,1.0285714285714287,0.0235156337142856,1.7142857142857144,ST,58,40,60,46,62,94,12,90,78,80,62,96,66,80,96,68,88,100,100,52,84,86,74,32,48,50,24,92,40,24,100,56,52,50,80,12,94,74,56,86,16,58,52,28,20,40,8,40,8,52,8,60,60,56,44,64,64,36,76,56,68,84,92,52,76,72,56,32,48,50,24,92,40,24,100,56,52,50,56,8,92,36,36,60,12,48,40,8,Danish Superliga
Horsens,a9vw7ikerpr4cuweeeka5aneg,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,Karlo Lusavec,22.0,Midfielder,Croatia,Midfielder,184.0,0.0,125.0,16.0,309.0,3.0,1.0,1.0,0.0,1.0,1.0,19.0,13.0,562.0,0.0,5.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.79,76.19,0.0,0.0,0.0,41.3,42.86,72.73,0.0939121916851022,0.0512785903802559,0.0,5.0,0.0925880499999999,0.0,14.0,14.0,0.3357784199999999,142.0,29.466192170818506,0.0,20.01779359430605,2.5622775800711746,49.48398576512456,0.4804270462633452,0.1601423487544484,0.1601423487544484,0.0,0.1601423487544484,0.1601423487544484,3.0427046263345194,2.0818505338078293,0.0,0.800711743772242,1.2811387900355873,1.7615658362989324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.79,76.19,0.0,0.0,0.0,41.3,42.86,72.73,0.0150393189531302,0.0082118739043114,0.0,0.800711743772242,0.0148272677935942,0.0,2.2419928825622777,2.2419928825622777,0.0537723448398576,22.740213523131672,DM/CM,96,28,67,83,85,39,11,19,22,31,56,33,85,9,43,61,63,35,17,48,6,6,13,30,52,52,100,96,28,13,17,15,44,89,19,15,17,52,33,7,50,44,33,85,89,28,63,78,81,22,15,19,22,26,44,11,74,9,37,56,56,35,17,48,6,6,13,30,52,52,100,96,28,13,17,15,44,89,19,11,17,37,22,7,33,33,22,78,Danish Superliga
Horsens,a9vw7ikerpr4cuweeeka5aneg,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,Jakob Bonde,32.0,Midfielder,Denmark,Midfielder,62.0,0.0,93.0,5.0,155.0,6.0,2.0,8.0,6.0,2.0,2.0,16.0,2.0,344.0,14.0,5.0,1.0,12.0,1.0,3.0,0.0,6.0,6.0,3.0,0.0,0.0,0.0,84.24,55.56,0.0,50.0,37.5,50.0,0.0,50.0,0.8445272961565249,0.1621053343381201,1.0,3.0,0.06732521,4.0,17.0,13.0,0.3433181399999999,67.0,16.22093023255814,0.0,24.33139534883721,1.3081395348837208,40.552325581395344,1.569767441860465,0.5232558139534883,2.093023255813953,1.569767441860465,0.5232558139534883,0.5232558139534883,4.186046511627906,0.5232558139534883,3.6627906976744176,1.3081395348837208,0.2616279069767441,3.13953488372093,0.2616279069767441,0.7848837209302325,0.0,1.569767441860465,1.569767441860465,0.7848837209302325,0.0,0.0,0.0,84.24,55.56,0.0,50.0,37.5,50.0,0.0,50.0,0.2209519088781605,0.0424112793326477,0.2616279069767441,0.7848837209302325,0.0176141537790697,1.0465116279069766,4.447674418604651,3.4011627906976742,0.0898216063953488,17.52906976744186,CM/AM,52,13,35,48,43,78,9,37,65,28,30,22,35,33,43,9,87,52,54,52,39,37,43,30,50,52,74,78,13,63,65,67,7,35,52,9,20,13,4,33,50,26,26,39,78,13,57,48,61,91,9,57,83,35,48,35,43,61,52,9,96,61,65,52,61,57,52,30,50,52,74,78,13,63,65,67,7,35,70,9,26,13,4,43,70,48,17,52,Danish Superliga
Horsens,a9vw7ikerpr4cuweeeka5aneg,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,Julius Madsen,23.0,Midfielder,Denmark,Midfielder,74.0,4.0,117.0,12.0,187.0,3.0,11.0,12.0,5.0,7.0,2.0,23.0,3.0,697.0,12.0,12.0,3.0,13.0,0.0,4.0,0.0,6.0,6.0,2.0,1.0,0.0,0.0,83.48,54.55,20.0,33.33,33.33,34.33,25.0,50.0,0.9384804016359104,0.955004604315552,5.0,6.0,0.14062299,1.0,25.0,17.0,0.85701216,89.0,9.555236728837876,0.5164992826398852,15.107604017216644,1.5494978479196555,24.146341463414632,0.3873744619799139,1.4203730272596844,1.5494978479196555,0.6456241032998565,0.9038737446197992,0.2582496413199426,2.96987087517934,0.3873744619799139,1.5494978479196555,1.5494978479196555,0.3873744619799139,1.678622668579627,0.0,0.5164992826398852,0.0,0.7747489239598279,0.7747489239598279,0.2582496413199426,0.1291248206599713,0.0,0.0,83.48,54.55,20.0,33.33,33.33,34.33,25.0,50.0,0.1211811135541347,0.1233147982616925,0.6456241032998565,0.7747489239598279,0.0181579183644189,0.1291248206599713,3.2281205164992826,2.1951219512195124,0.1106615414634146,11.492109038737446,CM/AM,61,72,48,93,61,46,70,78,41,78,30,59,50,26,87,24,93,20,76,52,39,37,33,72,50,52,61,65,37,30,52,13,15,35,57,70,78,22,22,11,72,50,65,52,39,61,17,61,22,17,35,35,26,65,17,9,30,17,70,13,83,20,52,52,13,13,26,61,50,52,61,65,37,30,52,13,15,35,30,39,52,9,9,9,43,13,30,26,Danish Superliga
Horsens,a9vw7ikerpr4cuweeeka5aneg,uiyol728wan4mxco2foplknp,A. Justinussen,Adrian Justinussen,28.0,Attacker,Faroe Islands,Striker,35.0,0.0,36.0,2.0,71.0,8.0,4.0,10.0,3.0,7.0,0.0,23.0,0.0,400.0,9.0,5.0,5.0,4.0,2.0,3.0,0.0,5.0,5.0,3.0,0.0,1.0,0.0,81.61,100.0,0.0,60.0,30.0,40.35,33.33,71.43,0.5902527127438465,0.2776505783308428,4.0,5.0,0.2131289499999999,3.0,5.0,8.0,0.1654351499999998,32.0,7.875,0.0,8.1,0.4499999999999999,15.975,1.7999999999999998,0.8999999999999999,2.25,0.6749999999999999,1.575,0.0,5.175,0.0,2.025,1.125,1.125,0.8999999999999999,0.4499999999999999,0.6749999999999999,0.0,1.125,1.125,0.6749999999999999,0.0,0.2249999999999999,0.0,81.61,100.0,0.0,60.0,30.0,40.35,33.33,71.43,0.1328068603673654,0.0624713801244396,0.8999999999999999,1.125,0.0479540137499999,0.6749999999999999,1.125,1.7999999999999998,0.0372229087499999,7.199999999999999,ST,100,40,68,70,76,50,50,52,16,96,12,74,28,18,56,88,54,74,50,52,52,48,60,32,98,50,92,92,40,76,32,40,32,44,28,48,78,74,72,86,74,76,60,88,96,40,40,64,80,40,40,36,12,96,12,32,28,4,48,76,48,72,40,52,36,28,48,32,96,50,92,92,40,76,32,40,32,44,20,36,76,60,60,76,72,76,64,88,Danish Superliga
AGF,5rz9enoyknpg8ji78za5b82p0,1ax8roimt2kq507xi3xyutxqs,M. Camara,Mouhammade Camara,19.0,Defender,Mali,Defender,160.0,0.0,84.0,10.0,244.0,12.0,1.0,2.0,1.0,1.0,0.0,19.0,8.0,307.0,7.0,3.0,3.0,30.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,87.77,35.71,0.0,0.0,0.0,52.78,48.0,75.0,0.1208349078951422,0.0942135454166039,1.0,3.0,0.05760273,1.0,15.0,17.0,0.3660453199999999,171.0,46.90553745928339,0.0,24.62540716612378,2.931596091205212,71.53094462540717,3.5179153094462543,0.2931596091205212,0.5863192182410424,0.2931596091205212,0.2931596091205212,0.0,5.570032573289902,2.345276872964169,2.052117263843648,0.8794788273615636,0.8794788273615636,8.794788273615636,0.0,0.0,0.0,0.2931596091205212,0.2931596091205212,0.0,0.0,0.0,0.0,87.77,35.71,0.0,0.0,0.0,52.78,48.0,75.0,0.035423914366654,0.02761960614819,0.2931596091205212,0.8794788273615636,0.0168867938110749,0.2931596091205212,4.397394136807818,4.98371335504886,0.107309702931596,50.13029315960912,CB,42,33,39,38,36,68,29,39,24,74,32,48,70,56,48,26,55,36,24,45,48,47,24,41,52,52,39,27,33,24,24,36,33,80,36,42,79,38,33,44,56,55,42,65,85,33,70,61,85,94,45,55,33,85,32,82,100,73,64,52,100,36,24,45,64,61,24,41,52,52,39,27,33,24,24,36,33,80,36,45,91,52,52,52,76,76,73,97,Danish Superliga
AGF,5rz9enoyknpg8ji78za5b82p0,1sbqjod03ch1xm77et7fzn4lw,J. Bogere,James Bogere,18.0,Attacker,Uganda,Striker,23.0,0.0,31.0,1.0,54.0,2.0,4.0,15.0,12.0,3.0,4.0,13.0,0.0,346.0,18.0,3.0,4.0,3.0,1.0,7.0,0.0,5.0,5.0,3.0,0.0,0.0,0.0,77.14,100.0,0.0,60.0,46.67,37.14,15.38,80.0,1.2999095000050271,0.2695786345760774,2.0,3.0,0.0682155,2.0,3.0,6.0,0.07166159,21.0,5.982658959537572,0.0,8.0635838150289,0.2601156069364161,14.046242774566474,0.5202312138728323,1.0404624277456649,3.9017341040462425,3.121387283236994,0.7803468208092486,1.0404624277456649,3.3815028901734103,0.0,4.682080924855491,0.7803468208092486,1.0404624277456649,0.7803468208092486,0.2601156069364161,1.8208092485549128,0.0,1.300578034682081,1.300578034682081,0.7803468208092486,0.0,0.0,0.0,77.14,100.0,0.0,60.0,46.67,37.14,15.38,80.0,0.3381267485562209,0.0701216101498467,0.5202312138728323,0.7803468208092486,0.017743916184971,0.5202312138728323,0.7803468208092486,1.560693641618497,0.0186402979768786,5.46242774566474,ST,88,40,54,46,68,22,50,82,78,66,96,16,28,60,28,80,42,46,84,52,52,48,60,32,48,50,68,92,40,76,78,20,20,60,68,44,54,34,20,62,60,58,36,68,88,40,36,44,56,20,48,84,88,68,92,20,28,56,16,68,32,40,88,52,48,48,72,32,48,50,68,92,40,76,78,20,20,60,68,44,48,24,16,64,48,72,28,80,Danish Superliga
