Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate fwd zone pass_Total,total accurate pass_Total,total att assist_Total,total mins played,total accurate long balls_Total,total aerial won_Total,total attempt_Total,total attempts ibox_Total,total contest_Total,total dribbles attempted_Total,total duels won_Total,total effective clearance_Total,total interception_Total,total touches in opposition box_Total,total won contest_Total,total won tackle_Total,total accurate cross_Total,total attempts obox_Total,total blocked scoring att_Total,total goals_Total,total ontarget attempt_Total,total was fouled_Total,total assists_Total,total big chances saved_Total,total direct setpiece goals_Total,total direct corner goals_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate fwd zone pass_p90,total accurate pass_p90,total att assist_p90,total accurate long balls_p90,total aerial won_p90,total attempt_p90,total attempts ibox_p90,total contest_p90,total dribbles attempted_p90,total duels won_p90,total effective clearance_p90,total interception_p90,total touches in opposition box_p90,total won contest_p90,total won tackle_p90,total accurate cross_p90,total attempts obox_p90,total blocked scoring att_p90,total goals_p90,total ontarget attempt_p90,total was fouled_p90,total assists_p90,total big chances saved_p90,total direct setpiece goals_p90,total direct corner goals_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate fwd zone pass_TotalPR,total accurate pass_TotalPR,total att assist_TotalPR,total accurate long balls_TotalPR,total aerial won_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total duels won_TotalPR,total effective clearance_TotalPR,total interception_TotalPR,total touches in opposition box_TotalPR,total won contest_TotalPR,total won tackle_TotalPR,total accurate cross_TotalPR,total attempts obox_TotalPR,total blocked scoring att_TotalPR,total goals_TotalPR,total ontarget attempt_TotalPR,total was fouled_TotalPR,total assists_TotalPR,total big chances saved_TotalPR,total direct setpiece goals_TotalPR,total direct corner goals_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate fwd zone pass_p90PR,total accurate pass_p90PR,total att assist_p90PR,total accurate long balls_p90PR,total aerial won_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total duels won_p90PR,total effective clearance_p90PR,total interception_p90PR,total touches in opposition box_p90PR,total won contest_p90PR,total won tackle_p90PR,total accurate cross_p90PR,total attempts obox_p90PR,total blocked scoring att_p90PR,total goals_p90PR,total ontarget attempt_p90PR,total was fouled_p90PR,total assists_p90PR,total big chances saved_p90PR,total direct setpiece goals_p90PR,total direct corner goals_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Erzurumspor,ea2gyhkv6vwmxbxevdb4u3796,8b5btfsouiim92fg7gk4s1wd0,A. Gërxhaliu,Amar Gërxhaliu,24,Defender,Kosovo,Defender,163.0,100.0,263.0,1.0,540.0,28.0,4.0,2.0,0.0,0.0,0.0,12.0,28.0,7.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.26,50.0,0.0,0.0,0.0,75.0,80.0,50.0,0.0641459105483549,0.0668884579577213,2.0,1.0,0.0241224,1.0,25.0,27.0,0.4917315099999998,166.0,27.166666666666668,16.666666666666668,43.833333333333336,0.1666666666666666,4.666666666666667,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,2.0,4.666666666666667,1.1666666666666667,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.26,50.0,0.0,0.0,0.0,75.0,80.0,50.0,0.0106909850913924,0.0111480763262868,0.3333333333333333,0.1666666666666666,0.0040203999999999,0.1666666666666666,4.166666666666667,4.5,0.0819552516666666,27.666666666666668,RB/RCB,85,82,85,22,90,45,45,12,12,10,15,80,82,5,18,48,22,82,35,42,22,10,40,48,52,52,75,50,22,18,22,100,95,38,15,30,82,12,20,32,95,90,45,95,75,72,80,22,90,35,32,12,12,10,10,70,70,5,18,35,22,80,35,42,22,10,40,48,52,52,75,50,22,18,22,100,95,38,15,30,80,5,5,30,95,90,40,90,Süper Lig
Erzurumspor,ea2gyhkv6vwmxbxevdb4u3796,a6kw1x4kpkio8ua2zxaz7v6c5,M. Rodríguez,Martín Rodríguez,32,Midfielder,Chile,Midfielder,72.0,90.0,157.0,7.0,447.0,8.0,1.0,6.0,3.0,10.0,11.0,16.0,1.0,6.0,15.0,4.0,1.0,5.0,3.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,80.93,66.67,27.78,40.0,0.0,33.33,25.0,33.33,0.3607720424512664,0.5523694757221382,3.0,19.0,0.4778805200000001,7.0,13.0,18.0,0.5861359700000003,75.0,14.496644295302014,18.12080536912752,31.61073825503356,1.4093959731543624,1.610738255033557,0.2013422818791946,1.2080536912751678,0.6040268456375839,2.013422818791946,2.214765100671141,3.221476510067114,0.2013422818791946,1.2080536912751678,3.02013422818792,0.8053691275167785,0.2013422818791946,1.006711409395973,0.6040268456375839,0.6040268456375839,0.0,0.0,1.610738255033557,0.0,0.0,0.0,0.0,80.93,66.67,27.78,40.0,0.0,33.33,25.0,33.33,0.0726386662653556,0.1112153306823097,0.6040268456375839,3.825503355704698,0.0962175543624161,1.4093959731543624,2.61744966442953,3.624161073825504,0.1180139536912752,15.100671140939596,CM/AM,86,36,43,50,50,29,36,54,93,96,50,21,93,86,86,14,61,36,61,25,18,89,29,54,50,54,29,54,50,32,18,7,32,14,21,50,57,100,100,86,36,50,50,43,71,29,36,14,43,29,21,50,79,86,29,14,86,64,71,14,57,29,57,25,18,79,29,54,50,54,29,54,50,32,18,7,32,14,21,43,50,93,100,86,21,29,50,36,Süper Lig
Erzurumspor,ea2gyhkv6vwmxbxevdb4u3796,ag74mepy9fnmlykodxo0oxhwp,B. Baiye,Brandon Baiye,25,Midfielder,Belgium,Midfielder,154.0,114.0,268.0,4.0,540.0,10.0,1.0,1.0,1.0,4.0,4.0,22.0,5.0,6.0,4.0,2.0,9.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,91.47,83.33,0.0,50.0,100.0,52.38,50.0,60.0,0.1187218398089023,0.1924588845559378,0.0,10.0,0.21426689,6.0,12.0,10.0,0.21410719,128.0,25.666666666666668,19.0,44.66666666666666,0.6666666666666666,1.6666666666666667,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.6666666666666666,0.6666666666666666,3.6666666666666665,0.8333333333333334,1.0,0.6666666666666666,0.3333333333333333,1.5,0.0,0.0,0.0,0.0,0.1666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,91.47,83.33,0.0,50.0,100.0,52.38,50.0,60.0,0.0197869733014837,0.0320764807593229,0.0,1.6666666666666667,0.0357111483333333,1.0,2.0,1.6666666666666667,0.0356845316666666,21.33333333333333,DM/CM,97,74,86,66,33,19,23,44,60,57,70,44,71,59,59,96,33,13,23,41,59,36,40,51,51,51,86,94,33,40,96,43,60,60,29,46,17,80,77,86,33,30,23,77,74,51,63,41,17,11,14,33,39,36,34,23,46,46,43,80,33,13,23,41,40,21,40,51,51,51,86,94,33,40,96,43,60,60,23,40,17,74,71,80,14,14,11,54,Süper Lig
Erzurumspor,ea2gyhkv6vwmxbxevdb4u3796,bqocnixeu841gq09mmg774xcl,M. Yumlu,Mustafa Yumlu,38,Defender,Türkiye,Defender,78.0,18.0,96.0,1.0,360.0,5.0,5.0,2.0,2.0,0.0,0.0,8.0,17.0,2.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,84.96,31.25,0.0,0.0,0.0,53.33,50.0,50.0,0.2082490564432148,0.1425628344605234,0.0,0.0,0.0,0.0,1.0,1.0,0.12208015,70.0,19.5,4.5,24.0,0.25,1.25,1.25,0.5,0.5,0.0,0.0,2.0,4.25,0.5,1.25,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,84.96,31.25,0.0,0.0,0.0,53.33,50.0,50.0,0.0520622641108037,0.0356407086151308,0.0,0.0,0.0,0.0,0.25,0.25,0.0305200375,17.5,CB,17,3,8,40,11,26,43,58,21,21,7,38,8,69,25,11,42,31,79,40,25,21,42,47,51,51,14,6,42,25,25,36,31,33,44,64,32,18,18,24,12,12,14,29,17,3,6,46,8,31,46,60,21,21,6,47,7,81,25,11,42,31,85,40,25,24,42,47,51,51,14,6,42,25,25,36,31,33,42,75,32,18,18,24,11,14,14,25,Süper Lig
Erzurumspor,ea2gyhkv6vwmxbxevdb4u3796,ebx4h86svfnvegspalqgxqfah,E. Owusu,Elisha Owusu,28,Midfielder,Ghana,Midfielder,66.0,72.0,138.0,1.0,418.0,3.0,0.0,1.0,0.0,1.0,1.0,11.0,5.0,9.0,2.0,1.0,6.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,85.19,30.0,0.0,100.0,0.0,36.67,0.0,100.0,0.0623063312809022,0.046601697984898,0.0,3.0,0.05612477,3.0,13.0,10.0,0.2329068799999999,72.0,14.210526315789473,15.502392344497606,29.71291866028708,0.2153110047846889,0.6459330143540669,0.0,0.2153110047846889,0.0,0.2153110047846889,0.2153110047846889,2.3684210526315788,1.076555023923445,1.9377990430622007,0.4306220095693779,0.2153110047846889,1.2918660287081338,0.0,0.2153110047846889,0.2153110047846889,0.0,0.0,0.8612440191387559,0.0,0.0,0.0,0.0,85.19,30.0,0.0,100.0,0.0,36.67,0.0,100.0,0.0134152387925387,0.010033858417801,0.0,0.6459330143540669,0.0120842806220095,0.6459330143540669,2.799043062200957,2.15311004784689,0.0501474143540669,15.502392344497606,DM/CM,23,46,31,17,6,6,23,16,16,14,11,44,90,31,30,67,33,41,60,41,20,36,40,51,51,51,43,3,33,91,20,6,7,99,20,17,17,24,17,59,37,30,29,31,20,37,20,11,3,6,17,16,9,9,6,43,97,31,29,66,33,46,63,41,20,40,40,51,51,51,43,3,33,91,20,6,7,99,17,14,17,20,17,54,31,23,17,26,Süper Lig
Eyüpspor,bmgtxgipsznlb1j20zwjti3xh,22nxw2a3w3cmhh1mdyvi2q1w4,C. Raux-Yao,Charles-André Raux Yao,24,Midfielder,France,Midfielder,62.0,71.0,131.0,10.0,422.0,10.0,2.0,5.0,2.0,8.0,8.0,29.0,2.0,3.0,6.0,5.0,1.0,2.0,3.0,2.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,83.97,62.5,25.0,62.5,20.0,52.73,18.18,33.33,0.3980609937089339,0.7107044363525268,2.0,18.0,0.38380413,5.0,17.0,14.0,0.4707360299999998,65.0,13.222748815165875,15.14218009478673,27.938388625592417,2.132701421800948,2.132701421800948,0.4265402843601895,1.066350710900474,0.4265402843601895,1.706161137440758,1.706161137440758,6.184834123222749,0.4265402843601895,0.6398104265402843,1.2796208530805686,1.066350710900474,0.2132701421800947,0.4265402843601895,0.6398104265402843,0.4265402843601895,0.0,0.2132701421800947,4.052132701421801,0.0,0.0,0.0,0.0,83.97,62.5,25.0,62.5,20.0,52.73,18.18,33.33,0.0848945247246541,0.1515720361889275,0.4265402843601895,3.838862559241706,0.0818539613744075,1.066350710900474,3.625592417061611,2.985781990521327,0.1003939400473933,13.86255924170616,DM/CM,20,43,26,97,33,41,69,71,96,96,94,10,27,74,94,13,84,73,81,41,59,100,40,51,51,51,29,60,67,51,43,49,14,19,63,91,71,99,97,76,56,46,60,29,9,34,11,97,40,34,80,74,97,97,89,9,14,77,94,11,86,71,86,41,60,100,40,51,51,51,29,60,67,51,43,49,14,19,74,94,69,100,97,86,43,29,66,17,Süper Lig
Eyüpspor,bmgtxgipsznlb1j20zwjti3xh,32eg012xx2vsvjotzlntoqzje,A. Yaşar,Anil Yasar,24,Defender,Türkiye,Defender,67.0,18.0,85.0,0.0,209.0,11.0,1.0,2.0,2.0,0.0,0.0,5.0,8.0,5.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,87.63,73.33,0.0,0.0,50.0,27.78,16.67,100.0,0.2304816654318075,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.1073780899999999,46.0,28.851674641148325,7.751196172248803,36.602870813397125,0.0,4.7368421052631575,0.4306220095693779,0.8612440191387559,0.8612440191387559,0.0,0.0,2.15311004784689,3.444976076555024,2.15311004784689,0.8612440191387559,0.0,1.2918660287081338,0.0,0.0,0.4306220095693779,0.0,0.4306220095693779,0.4306220095693779,0.0,0.0,0.0,0.0,87.63,73.33,0.0,0.0,50.0,27.78,16.67,100.0,0.0992504779371419,0.0,0.0,0.0,0.0,0.0,1.2918660287081338,0.8612440191387559,0.0462393688995214,19.808612440191386,LB/LCB,50,7,27,5,70,9,41,61,7,5,9,9,64,27,14,32,16,20,66,41,61,16,39,50,52,52,91,100,16,14,89,9,9,95,50,7,20,7,7,14,11,9,14,27,100,9,82,5,91,23,59,86,7,5,9,77,91,45,14,66,16,20,82,41,91,36,39,50,52,52,91,100,16,14,89,9,9,95,86,7,20,7,7,14,18,9,18,82,Süper Lig
Eyüpspor,bmgtxgipsznlb1j20zwjti3xh,36t3t3863x53d25qcgrto1vc9,K. Michalak,Konrad Michalak,29,Attacker,Poland,Striker,22.0,56.0,76.0,3.0,471.0,4.0,0.0,7.0,5.0,15.0,17.0,13.0,3.0,2.0,20.0,6.0,1.0,2.0,2.0,2.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,85.39,80.0,10.0,40.0,14.29,37.14,0.0,100.0,0.4988489312053877,0.1893892785557488,2.0,7.0,0.27238448,2.0,2.0,2.0,0.15404322,24.0,4.203821656050955,10.70063694267516,14.522292993630574,0.5732484076433121,0.7643312101910827,0.0,1.3375796178343948,0.9554140127388536,2.8662420382165603,3.248407643312102,2.484076433121019,0.5732484076433121,0.3821656050955413,3.821656050955414,1.1464968152866242,0.1910828025477706,0.3821656050955413,0.3821656050955413,0.3821656050955413,0.0,0.1910828025477706,1.1464968152866242,0.0,0.0,0.0,0.0,85.39,80.0,10.0,40.0,14.29,37.14,0.0,100.0,0.0953214518226855,0.0361890341189328,0.3821656050955413,1.3375796178343948,0.0520479898089171,0.3821656050955413,0.3821656050955413,0.3821656050955413,0.0294350101910828,4.585987261146497,ST,55,75,71,41,79,7,23,23,93,95,23,64,82,57,79,38,80,48,48,16,9,68,34,52,52,52,96,80,54,48,9,21,7,88,4,29,43,79,89,50,25,23,39,75,39,71,57,29,64,7,7,11,86,93,18,54,68,46,79,36,71,36,32,16,4,61,34,52,52,52,96,80,54,48,9,21,7,88,4,25,32,68,71,43,14,21,29,57,Süper Lig
Eyüpspor,bmgtxgipsznlb1j20zwjti3xh,49nhfe5zbad64dm3yna8nw7h1,B. Boutobba,Bilal Boutobba,28,Attacker,France,Striker,38.0,53.0,89.0,2.0,331.0,4.0,1.0,13.0,7.0,17.0,17.0,16.0,0.0,0.0,13.0,10.0,0.0,2.0,6.0,4.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,82.41,50.0,11.11,58.82,23.08,41.03,25.0,0.0,1.0408152823447394,0.1646136340799089,7.0,14.0,0.3518487,6.0,5.0,7.0,0.14334994,34.0,10.332326283987916,14.410876132930516,24.19939577039275,0.5438066465256798,1.0876132930513596,0.2719033232628399,3.5347432024169185,1.9033232628398795,4.622356495468278,4.622356495468278,4.350453172205438,0.0,0.0,3.5347432024169185,2.719033232628399,0.0,0.5438066465256798,1.6314199395770397,1.0876132930513596,0.0,0.8157099697885197,1.0876132930513596,0.0,0.0,0.0,0.0,82.41,50.0,11.11,58.82,23.08,41.03,25.0,0.0,0.2830011341722857,0.0447589941607003,1.9033232628398795,3.806646525679759,0.0956688308157099,1.6314199395770397,1.3595166163141994,1.9033232628398795,0.0389773250755287,9.244712990936556,RW,40,13,20,7,27,40,87,77,80,77,20,17,13,60,80,17,37,77,93,20,47,30,33,53,53,53,67,47,33,67,33,20,40,17,67,7,87,53,53,57,27,20,7,20,60,33,27,7,47,47,87,87,93,87,27,17,13,73,93,17,40,93,93,20,53,27,33,53,53,53,67,47,33,67,33,20,40,17,80,13,93,73,73,67,27,27,13,40,Süper Lig
Eyüpspor,bmgtxgipsznlb1j20zwjti3xh,4kpo70fwdpxraer1j1m1zlhey,C. Massanga,Chandrel Massanga,27,Midfielder,Congo,Midfielder,153.0,136.0,288.0,4.0,540.0,16.0,3.0,8.0,1.0,4.0,4.0,19.0,9.0,5.0,2.0,3.0,6.0,1.0,7.0,2.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,88.07,50.0,33.33,75.0,25.0,52.78,37.5,85.71,0.4938674984741722,0.3612818957343953,5.0,13.0,0.25650323,7.0,33.0,30.0,0.8100414900000001,184.0,25.5,22.666666666666668,48.0,0.6666666666666666,2.6666666666666665,0.5,1.3333333333333333,0.1666666666666666,0.6666666666666666,0.6666666666666666,3.1666666666666665,1.5,0.8333333333333334,0.3333333333333333,0.5,1.0,0.1666666666666666,1.1666666666666667,0.3333333333333333,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,88.07,50.0,33.33,75.0,25.0,52.78,37.5,85.71,0.0823112497456953,0.0602136492890658,0.8333333333333334,2.1666666666666665,0.0427505383333333,1.1666666666666667,5.5,5.0,0.135006915,30.666666666666668,DM/CM,94,86,97,66,63,63,90,44,60,57,50,81,59,31,74,67,73,93,81,41,83,63,40,51,51,51,63,29,80,70,51,51,44,89,77,74,90,84,80,93,93,94,97,97,71,71,74,41,46,47,83,33,39,36,21,69,34,23,63,51,66,86,74,41,77,46,40,51,51,51,63,29,80,70,51,51,44,89,71,57,86,83,77,89,74,80,91,89,Süper Lig
Eyüpspor,bmgtxgipsznlb1j20zwjti3xh,59wstv80ln55vyuubbv4u54wk,David Costa,David José Soares Oliveira Furtado Costa,22,Midfielder,Cabo Verde,Midfielder,67.0,62.0,129.0,3.0,370.0,4.0,2.0,4.0,0.0,3.0,3.0,20.0,4.0,3.0,2.0,2.0,1.0,0.0,4.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,84.87,57.14,0.0,66.67,0.0,57.14,50.0,25.0,0.2416970476341375,0.1182450169265989,2.0,5.0,0.1259505799999999,2.0,12.0,5.0,0.1293403099999999,53.0,16.2972972972973,15.081081081081082,31.378378378378383,0.7297297297297298,0.972972972972973,0.4864864864864865,0.972972972972973,0.0,0.7297297297297298,0.7297297297297298,4.864864864864865,0.972972972972973,0.7297297297297298,0.4864864864864865,0.4864864864864865,0.2432432432432432,0.0,0.972972972972973,0.2432432432432432,0.0,0.0,2.91891891891892,0.0,0.0,0.0,0.0,84.87,57.14,0.0,66.67,0.0,57.14,50.0,25.0,0.0587911737488442,0.0287623014145781,0.4864864864864865,1.2162162162162162,0.0306366275675675,0.4864864864864865,2.91891891891892,1.2162162162162162,0.0314611564864864,12.891891891891891,DM/CM,26,31,23,49,13,41,60,16,40,36,57,30,27,31,59,13,33,80,60,41,20,86,40,51,51,51,37,47,33,60,20,70,60,11,46,34,71,57,60,44,33,11,9,20,31,31,23,49,11,43,69,16,51,46,67,37,26,34,60,14,33,83,66,41,20,89,40,51,51,51,37,47,33,60,20,70,60,11,49,37,74,47,60,43,37,11,9,11,Süper Lig
Eyüpspor,bmgtxgipsznlb1j20zwjti3xh,81egd7oua1lfq2j8lke5z0ueh,J. El Yamiq,Jawad El Yamiq,34,Defender,Morocco,Defender,111.0,56.0,167.0,2.0,405.0,22.0,6.0,8.0,7.0,1.0,1.0,13.0,18.0,6.0,10.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,86.08,57.89,0.0,100.0,25.0,61.9,66.67,50.0,0.8656272366821114,0.0732167329300839,0.0,1.0,0.01935132,0.0,15.0,17.0,0.3524725099999998,103.0,24.666666666666668,12.444444444444445,37.11111111111112,0.4444444444444444,4.888888888888889,1.3333333333333333,1.7777777777777777,1.5555555555555556,0.2222222222222222,0.2222222222222222,2.888888888888889,4.0,1.3333333333333333,2.2222222222222223,0.2222222222222222,0.4444444444444444,0.0,0.2222222222222222,0.2222222222222222,0.0,0.4444444444444444,0.4444444444444444,0.0,0.0,0.0,0.0,86.08,57.89,0.0,100.0,25.0,61.9,66.67,50.0,0.1923616081515803,0.0162703850955742,0.0,0.2222222222222222,0.0043002933333333,0.0,3.333333333333333,3.7777777777777777,0.0783272244444444,22.88888888888889,CB,36,42,39,68,82,38,100,100,51,51,24,44,65,97,61,25,42,72,79,40,86,40,42,47,51,51,31,64,42,88,58,72,60,33,100,58,32,38,38,24,57,58,47,42,25,36,31,72,92,33,97,100,61,61,17,42,67,97,67,28,42,75,81,40,92,42,42,47,51,51,31,64,42,88,58,72,60,33,100,58,32,39,39,24,61,67,42,42,Süper Lig
Eyüpspor,bmgtxgipsznlb1j20zwjti3xh,96biphxqiig7j3tjpncib9l3o,T. Ülvan,Talha Ülvan,25,Defender,Türkiye,Defender,96.0,84.0,174.0,9.0,527.0,11.0,0.0,5.0,1.0,6.0,6.0,11.0,10.0,6.0,2.0,3.0,3.0,6.0,4.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,91.58,61.11,31.58,50.0,40.0,32.35,0.0,50.0,0.271187625707429,0.9881006437983676,3.0,11.0,0.24921756,5.0,17.0,19.0,0.6976457299999999,95.0,16.394686907020873,14.345351043643264,29.71537001897533,1.537001897533207,1.8785578747628084,0.0,0.8538899430740039,0.1707779886148007,1.0246679316888043,1.0246679316888043,1.8785578747628084,1.7077798861480078,1.0246679316888043,0.3415559772296015,0.5123339658444023,0.5123339658444023,1.0246679316888043,0.683111954459203,0.3415559772296015,0.0,0.3415559772296015,0.3415559772296015,0.0,0.0,0.0,0.0,91.58,61.11,31.58,50.0,40.0,32.35,0.0,50.0,0.0463128772555381,0.1687458404968749,0.5123339658444023,1.8785578747628084,0.0425608736242884,0.8538899430740039,2.903225806451613,3.2447817836812147,0.1191425345351043,16.223908918406075,RB/RCB,55,62,60,88,45,10,82,35,72,72,10,32,60,22,62,28,90,90,92,42,85,32,40,48,52,52,95,95,75,48,70,5,10,38,65,85,90,98,90,88,60,55,75,68,30,40,35,80,30,10,75,35,70,70,5,25,60,20,65,25,90,90,95,42,85,35,40,48,52,52,95,95,75,48,70,5,10,38,55,90,90,100,90,90,50,55,70,50,Süper Lig
Eyüpspor,bmgtxgipsznlb1j20zwjti3xh,9r28zj6fz3z8dzojktwambsut,Z. Jules,Zak Jules,29,Defender,Scotland,Defender,209.0,64.0,272.0,2.0,540.0,11.0,10.0,4.0,4.0,1.0,1.0,22.0,30.0,1.0,8.0,1.0,5.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,93.79,55.0,100.0,100.0,50.0,57.89,58.82,45.45,0.5543071628070131,0.1852520785822711,0.0,3.0,0.0542772599999999,2.0,18.0,15.0,0.55469693,167.0,34.833333333333336,10.666666666666666,45.333333333333336,0.3333333333333333,1.8333333333333333,1.6666666666666667,0.6666666666666666,0.6666666666666666,0.1666666666666666,0.1666666666666666,3.6666666666666665,5.0,0.1666666666666666,1.3333333333333333,0.1666666666666666,0.8333333333333334,0.1666666666666666,0.0,0.0,0.1666666666666666,0.3333333333333333,0.0,0.1666666666666666,0.0,0.0,0.0,93.79,55.0,100.0,100.0,50.0,57.89,58.82,45.45,0.0923845271345021,0.0308753464303785,0.0,0.5,0.0090462099999999,0.3333333333333333,3.0,2.5,0.0924494883333333,27.83333333333333,CB,78,50,69,68,50,60,69,76,51,51,61,85,3,89,61,75,86,31,33,90,86,7,92,47,51,51,86,58,99,88,88,64,50,22,78,75,32,62,53,81,68,56,72,62,58,33,50,54,28,47,56,69,46,46,42,67,3,83,54,53,83,31,33,82,75,7,86,47,51,51,86,58,99,88,88,64,50,22,64,67,32,44,42,65,49,44,67,50,Süper Lig
Eyüpspor,bmgtxgipsznlb1j20zwjti3xh,bdslzeqnm2a3o9yr1tsxuoydw,A. Abdullahi,Ahmed Abdullahi,22,Attacker,Nigeria,Striker,28.0,21.0,49.0,3.0,469.0,3.0,14.0,6.0,3.0,11.0,11.0,30.0,2.0,1.0,15.0,5.0,2.0,0.0,3.0,1.0,1.0,3.0,10.0,0.0,0.0,0.0,0.0,75.38,75.0,0.0,45.45,50.0,41.1,42.42,100.0,0.52425666002948,0.2011720475070499,5.0,1.0,0.02385149,3.0,2.0,4.0,0.0745065899999999,12.0,5.3731343283582085,4.029850746268656,9.402985074626866,0.5756929637526652,0.5756929637526652,2.686567164179104,1.1513859275053304,0.5756929637526652,2.11087420042644,2.11087420042644,5.756929637526652,0.3837953091684435,0.1918976545842217,2.878464818763326,0.9594882729211088,0.3837953091684435,0.0,0.5756929637526652,0.1918976545842217,0.1918976545842217,0.5756929637526652,1.9189765458422168,0.0,0.0,0.0,0.0,75.38,75.0,0.0,45.45,50.0,41.1,42.42,100.0,0.1006036234598149,0.0386044440845085,0.9594882729211088,0.1918976545842217,0.004577044989339,0.5756929637526652,0.3837953091684435,0.767590618336887,0.0142976398720682,2.302771855010661,ST,71,14,50,41,62,80,14,7,73,71,91,45,54,36,70,59,27,64,21,43,43,88,34,52,52,52,46,73,27,66,77,57,54,88,11,36,82,12,7,70,25,46,21,23,61,4,21,32,54,75,4,4,57,57,68,39,50,21,57,50,27,54,14,32,32,79,34,52,52,52,46,73,27,66,77,57,54,88,7,32,75,11,7,61,18,32,14,4,Süper Lig
