Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate fwd zone pass_Total,total accurate pass_Total,total duels won_Total,total mins played,total touches in opposition box_Total,total accurate long balls_Total,total aerial won_Total,total assists_Total,total att assist_Total,total attempt_Total,total attempts ibox_Total,total attempts obox_Total,total blocked scoring att_Total,total contest_Total,total dribbles attempted_Total,total effective clearance_Total,total goals_Total,total ontarget attempt_Total,total was fouled_Total,total won contest_Total,total interception_Total,total won tackle_Total,total big chances saved_Total,total accurate cross_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate fwd zone pass_p90,total accurate pass_p90,total duels won_p90,total touches in opposition box_p90,total accurate long balls_p90,total aerial won_p90,total assists_p90,total att assist_p90,total attempt_p90,total attempts ibox_p90,total attempts obox_p90,total blocked scoring att_p90,total contest_p90,total dribbles attempted_p90,total effective clearance_p90,total goals_p90,total ontarget attempt_p90,total was fouled_p90,total won contest_p90,total interception_p90,total won tackle_p90,total big chances saved_p90,total accurate cross_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate fwd zone pass_TotalPR,total accurate pass_TotalPR,total duels won_TotalPR,total touches in opposition box_TotalPR,total accurate long balls_TotalPR,total aerial won_TotalPR,total assists_TotalPR,total att assist_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total attempts obox_TotalPR,total blocked scoring att_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total effective clearance_TotalPR,total goals_TotalPR,total ontarget attempt_TotalPR,total was fouled_TotalPR,total won contest_TotalPR,total interception_TotalPR,total won tackle_TotalPR,total big chances saved_TotalPR,total accurate cross_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate fwd zone pass_p90PR,total accurate pass_p90PR,total duels won_p90PR,total touches in opposition box_p90PR,total accurate long balls_p90PR,total aerial won_p90PR,total assists_p90PR,total att assist_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total attempts obox_p90PR,total blocked scoring att_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total effective clearance_p90PR,total goals_p90PR,total ontarget attempt_p90PR,total was fouled_p90PR,total won contest_p90PR,total interception_p90PR,total won tackle_p90PR,total big chances saved_p90PR,total accurate cross_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Porto,66bsnl0zjb7l5akwo00h0y5me,vja0xo3xiuax8eh0b6q3y09,P. Rosario,Pablo Rosario,29.0,Midfielder,Dominican Republic,Midfielder,97.0,95.0,192.0,27.0,572.0,9.0,9.0,5.0,1.0,4.0,6.0,2.0,4.0,3.0,7.0,7.0,8.0,0.0,1.0,6.0,2.0,10.0,8.0,0.0,0.0,84.58,56.25,0.0,28.57,16.67,52.94,55.56,57.14,0.5294697832177919,0.3571399911453694,2.0,7.0,0.38682823,2.0,23.0,21.0,0.7936899,99.0,15.262237762237763,14.947552447552448,30.20979020979021,4.248251748251748,1.4160839160839165,1.4160839160839165,0.7867132867132868,0.1573426573426573,0.6293706293706294,0.944055944055944,0.3146853146853147,0.6293706293706294,0.472027972027972,1.1013986013986017,1.1013986013986017,1.2587412587412588,0.0,0.1573426573426573,0.944055944055944,0.3146853146853147,1.5734265734265735,1.2587412587412588,0.0,0.0,84.58,56.25,0.0,28.57,16.67,52.94,55.56,57.14,0.0833081826741281,0.0561933552501455,0.3146853146853147,1.1013986013986017,0.0608645816433566,0.3146853146853147,3.618881118881119,3.3041958041958046,0.1248812779720279,15.576923076923078,DM/CM,68,62,62,71,95,61,57,85,70,83,81,87,96,77,76,62,43,62,64,57,88,80,50,33,33,51,33,31,50,55,63,50,86,76,67,63,98,48,74,74,98,60,21,43,31,29,88,31,38,76,48,67,64,74,93,57,55,57,43,50,40,40,74,55,50,33,33,51,33,31,50,55,63,50,81,52,48,48,86,33,52,52,76,38,Liga Portugal
Estoril,22mo7qbsnyi8wtucpvhgvhw2q,2imz9ikcnqdhrbdwmb8un53ze,A. Tsoungui,Antef Tsoungui,23.0,Defender,Belgium,Defender,60.0,44.0,104.0,20.0,413.0,2.0,7.0,2.0,0.0,3.0,4.0,2.0,2.0,2.0,5.0,5.0,5.0,0.0,1.0,8.0,2.0,6.0,5.0,0.0,0.0,73.24,35.0,0.0,40.0,25.0,48.78,40.0,62.5,0.2970424206284413,0.2065900235902161,1.0,2.0,0.03620728,2.0,9.0,8.0,0.1594390299999999,43.0,13.075060532687653,9.588377723970943,22.6634382566586,4.358353510895884,0.4358353510895884,1.5254237288135597,0.4358353510895884,0.0,0.6537530266343826,0.8716707021791769,0.4358353510895884,0.4358353510895884,0.4358353510895884,1.089588377723971,1.089588377723971,1.089588377723971,0.0,0.2179176755447942,1.7433414043583535,0.4358353510895884,1.3075060532687652,1.089588377723971,0.0,0.0,73.24,35.0,0.0,40.0,25.0,48.78,40.0,62.5,0.0647307938415489,0.045019617731524,0.2179176755447942,0.4358353510895884,0.0078902062953995,0.4358353510895884,1.961259079903148,1.7433414043583535,0.0347445828087166,9.370460048426152,CB,6,21,7,46,22,10,9,47,88,81,59,94,96,96,96,6,40,75,100,81,62,63,46,44,3,16,44,44,71,18,12,56,68,94,81,41,41,76,29,24,15,15,3,26,6,65,29,15,9,47,94,91,74,100,100,94,94,6,40,88,100,88,71,85,46,44,3,16,44,44,71,18,12,56,79,94,85,47,44,85,32,21,18,15,Liga Portugal
Estoril,22mo7qbsnyi8wtucpvhgvhw2q,3khjldonug93pcmztu04ytobu,Ricard Sánchez,Ricard Sánchez,26.0,Defender,Spain,Defender,69.0,69.0,138.0,23.0,528.0,5.0,4.0,4.0,0.0,4.0,2.0,2.0,0.0,0.0,6.0,7.0,16.0,1.0,1.0,3.0,3.0,4.0,10.0,3.0,0.0,79.31,25.0,0.0,50.0,50.0,46.94,36.36,71.43,0.3823066430422989,0.323423456383196,0.0,8.0,0.21459499,6.0,7.0,9.0,0.4196069099999999,73.0,11.761363636363637,11.761363636363637,23.52272727272728,3.920454545454546,0.8522727272727273,0.6818181818181819,0.6818181818181819,0.0,0.6818181818181819,0.3409090909090909,0.3409090909090909,0.0,0.0,1.0227272727272727,1.1931818181818183,2.7272727272727275,0.1704545454545454,0.1704545454545454,0.5113636363636364,0.5113636363636364,0.6818181818181819,1.7045454545454546,0.5113636363636364,0.0,79.31,25.0,0.0,50.0,50.0,46.94,36.36,71.43,0.0651659050640282,0.0551289982471356,0.0,1.3636363636363638,0.0365786914772727,1.0227272727272727,1.1931818181818183,1.5340909090909092,0.0715239051136363,12.443181818181818,RB/RCB,32,36,27,39,34,18,48,39,55,41,50,34,27,55,61,48,89,61,41,66,34,84,100,9,27,9,9,52,80,16,23,68,73,45,32,59,68,66,25,18,18,39,18,23,23,27,36,14,41,39,45,36,41,34,27,59,64,41,77,55,32,55,27,77,100,9,27,9,9,52,80,16,23,68,68,41,32,41,50,55,18,14,27,32,Liga Portugal
Estoril,22mo7qbsnyi8wtucpvhgvhw2q,513jimgihzk9w1kuad57jrnxl,R. Guitane,Rafik Guitane,27.0,Midfielder,Algeria,Midfielder,22.0,72.0,93.0,21.0,278.0,29.0,1.0,0.0,0.0,7.0,7.0,5.0,2.0,4.0,22.0,24.0,1.0,0.0,2.0,4.0,10.0,2.0,4.0,0.0,1.0,79.49,100.0,7.69,45.45,28.57,46.67,0.0,57.14,0.5250433635436342,0.5939157586956649,5.0,13.0,0.39715118,5.0,3.0,8.0,0.52125373,32.0,7.122302158273381,23.30935251798561,30.107913669064747,6.798561151079136,9.388489208633093,0.3237410071942446,0.0,0.0,2.2661870503597124,2.2661870503597124,1.618705035971223,0.6474820143884892,1.2949640287769784,7.122302158273381,7.76978417266187,0.3237410071942446,0.0,0.6474820143884892,1.2949640287769784,3.237410071942446,0.6474820143884892,1.2949640287769784,0.0,0.3237410071942446,79.49,100.0,7.69,45.45,28.57,46.67,0.0,57.14,0.16997806733427,0.1922748859086685,1.618705035971223,4.2086330935251794,0.1285741230215827,1.618705035971223,0.9712230215827338,2.5899280575539567,0.1687512075539568,10.359712230215829,RM/RCM,25,69,38,62,100,38,25,44,94,56,69,38,88,88,88,19,38,62,25,88,69,69,56,38,25,100,12,62,62,38,25,50,62,100,88,81,88,56,44,44,88,50,38,100,75,75,100,50,25,44,100,75,75,62,100,100,100,25,38,88,38,100,88,75,56,50,25,100,12,62,62,38,25,50,75,100,100,100,100,75,50,50,100,50,Liga Portugal
Estoril,22mo7qbsnyi8wtucpvhgvhw2q,8esvhatpiwl4amussu6wmamfo,André Lacximicant,André Filipe Ferreira Lacximicant,25.0,Attacker,Portugal,Striker,19.0,44.0,62.0,26.0,392.0,17.0,2.0,8.0,0.0,6.0,10.0,8.0,2.0,0.0,8.0,11.0,5.0,0.0,6.0,9.0,5.0,0.0,3.0,0.0,1.0,75.61,50.0,16.67,62.5,60.0,56.52,50.0,75.0,1.1275366709525072,0.4048648094272015,4.0,7.0,0.23502636,2.0,5.0,4.0,0.4030460899999998,21.0,4.362244897959184,10.102040816326532,14.234693877551022,5.969387755102042,3.903061224489796,0.4591836734693878,1.8367346938775515,0.0,1.3775510204081634,2.295918367346939,1.8367346938775515,0.4591836734693878,0.0,1.8367346938775515,2.525510204081633,1.1479591836734695,0.0,1.3775510204081634,2.066326530612245,1.1479591836734695,0.0,0.6887755102040817,0.0,0.2295918367346939,75.61,50.0,16.67,62.5,60.0,56.52,50.0,75.0,0.2588732152697083,0.092953655225633,0.9183673469387756,1.6071428571428572,0.0539601336734693,0.4591836734693878,1.1479591836734695,0.9183673469387756,0.0925360920918366,4.821428571428572,LW,35,47,47,82,65,29,100,29,56,74,91,32,12,21,47,71,32,91,79,53,12,50,53,41,47,68,35,88,100,76,71,76,88,47,56,41,47,41,53,18,41,29,12,24,18,65,59,29,100,29,53,71,71,24,12,24,35,65,32,94,71,47,12,47,53,35,47,68,35,88,100,76,71,76,82,41,47,41,47,29,41,12,29,12,Liga Portugal
Estoril,22mo7qbsnyi8wtucpvhgvhw2q,bv6u6k40izwaoyzyahynyfqax,Fernando Medrano,Fernando Medrano,26.0,Defender,Spain,Defender,81.0,57.0,138.0,21.0,406.0,1.0,7.0,4.0,1.0,5.0,2.0,0.0,2.0,2.0,8.0,8.0,8.0,0.0,0.0,3.0,4.0,1.0,3.0,0.0,0.0,82.63,46.67,0.0,50.0,0.0,53.85,57.14,30.0,0.1320088475034412,0.3022641542655926,2.0,5.0,0.1014713699999999,3.0,14.0,9.0,0.3539862199999999,64.0,17.95566502463054,12.635467980295566,30.59113300492611,4.655172413793103,0.2216748768472906,1.5517241379310345,0.8866995073891626,0.2216748768472906,1.1083743842364533,0.4433497536945813,0.0,0.4433497536945813,0.4433497536945813,1.7733990147783252,1.7733990147783252,1.7733990147783252,0.0,0.0,0.6650246305418719,0.8866995073891626,0.2216748768472906,0.6650246305418719,0.0,0.0,82.63,46.67,0.0,50.0,0.0,53.85,57.14,30.0,0.029263045013078,0.0670043691721757,0.4433497536945813,1.1083743842364533,0.0224936534482758,0.6650246305418719,3.103448275862069,1.995073891625616,0.0784698517241379,14.1871921182266,LB/LCB,54,42,50,62,21,50,50,90,65,50,25,60,83,65,60,29,44,33,46,79,10,31,50,17,46,62,17,71,33,50,56,12,50,58,69,65,58,58,73,42,46,54,67,29,50,67,21,58,46,88,71,54,25,71,92,79,75,25,44,33,46,88,8,29,50,17,46,62,17,71,33,50,56,12,54,58,75,62,58,62,62,33,46,67,Liga Portugal
Estoril,22mo7qbsnyi8wtucpvhgvhw2q,bvugj4shhvjqfhzyobkbup34k,Isma Sierra,Ismael Sierra,23.0,Defender,Spain,Defender,257.0,87.0,344.0,36.0,630.0,9.0,29.0,25.0,0.0,1.0,9.0,7.0,2.0,2.0,1.0,1.0,47.0,0.0,1.0,6.0,1.0,15.0,4.0,0.0,0.0,85.57,44.62,0.0,100.0,11.11,55.38,59.52,80.0,0.8487312542833887,0.0,2.0,6.0,0.11427101,1.0,19.0,20.0,0.5584159699999998,219.0,36.71428571428572,12.428571428571429,49.142857142857146,5.142857142857143,1.2857142857142858,4.142857142857143,3.571428571428572,0.0,0.1428571428571428,1.2857142857142858,1.0,0.2857142857142857,0.2857142857142857,0.1428571428571428,0.1428571428571428,6.714285714285714,0.0,0.1428571428571428,0.8571428571428571,0.1428571428571428,2.142857142857143,0.5714285714285714,0.0,0.0,85.57,44.62,0.0,100.0,11.11,55.38,59.52,80.0,0.121247322040484,0.0,0.2857142857142857,0.8571428571428571,0.01632443,0.1428571428571428,2.7142857142857144,2.857142857142857,0.0797737099999999,31.285714285714285,CB,63,56,65,100,94,78,97,47,46,100,100,94,96,46,46,88,40,75,93,56,94,49,46,44,26,41,44,85,56,32,47,71,100,22,96,76,82,63,59,54,65,65,41,41,38,91,91,65,97,47,38,100,100,88,93,34,34,82,40,62,88,43,90,35,46,44,26,41,44,85,56,32,47,71,97,22,91,69,71,57,53,47,56,56,Liga Portugal
Estoril,22mo7qbsnyi8wtucpvhgvhw2q,dyeuxixz75ematbmtiwzcvhzp,João Carvalho,João António Antunes Carvalho,29.0,Midfielder,Portugal,Midfielder,70.0,116.0,183.0,29.0,620.0,14.0,14.0,2.0,0.0,11.0,11.0,4.0,7.0,2.0,15.0,17.0,4.0,0.0,3.0,14.0,4.0,1.0,5.0,0.0,3.0,78.21,56.0,15.79,26.67,27.27,46.77,28.57,55.56,0.8545427493860502,1.0917076657711784,6.0,8.0,0.27822998,5.0,25.0,31.0,0.7361471199999998,95.0,10.161290322580644,16.838709677419352,26.564516129032256,4.209677419354838,2.032258064516129,2.032258064516129,0.2903225806451612,0.0,1.596774193548387,1.596774193548387,0.5806451612903225,1.0161290322580645,0.2903225806451612,2.177419354838709,2.467741935483871,0.5806451612903225,0.0,0.4354838709677419,2.032258064516129,0.5806451612903225,0.1451612903225806,0.7258064516129031,0.0,0.4354838709677419,78.21,56.0,15.79,26.67,27.27,46.77,28.57,55.56,0.1240465281366847,0.1584736934183968,0.8709677419354839,1.161290322580645,0.0403882229032258,0.7258064516129031,3.629032258064516,4.5,0.1068600658064515,13.79032258064516,CM/AM,89,89,89,81,70,100,44,31,93,83,65,93,65,83,85,65,26,72,89,59,26,57,52,57,37,56,30,30,44,59,41,41,70,81,94,50,63,52,89,91,67,94,52,52,56,52,48,96,22,31,67,67,59,78,48,67,67,52,26,48,81,52,19,30,52,48,37,56,30,30,44,59,41,41,63,67,85,30,44,30,78,81,52,70,Liga Portugal
Estoril,22mo7qbsnyi8wtucpvhgvhw2q,e65zqndnze1xzef4qlkhd1v4l,Ferro,Francisco Reis Ferreira,29.0,Defender,Portugal,Defender,192.0,91.0,283.0,32.0,513.0,2.0,23.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,1.0,0.0,14.0,8.0,0.0,0.0,84.98,50.0,0.0,0.0,0.0,61.54,60.0,40.0,0.0,0.1090448553275825,0.0,2.0,0.04070745,1.0,15.0,21.0,0.4426162199999997,153.0,33.68421052631579,15.964912280701752,49.64912280701754,5.614035087719298,0.3508771929824561,4.035087719298246,2.1052631578947367,0.0,0.3508771929824561,0.0,0.0,0.0,0.0,0.0,0.0,6.140350877192982,0.0,0.0,0.175438596491228,0.0,2.456140350877193,1.4035087719298245,0.0,0.0,84.98,50.0,0.0,0.0,0.0,61.54,60.0,40.0,0.0,0.01913067637326,0.0,0.3508771929824561,0.0071416578947368,0.175438596491228,2.631578947368421,3.684210526315789,0.0776519684210525,26.84210526315789,CB,29,59,38,96,22,63,68,47,69,13,13,34,38,16,16,69,40,28,19,21,88,99,46,44,24,68,44,21,28,66,50,19,10,62,37,41,44,63,47,59,53,38,26,56,41,97,18,62,65,47,71,13,13,34,38,16,16,74,40,28,24,21,97,94,46,44,24,68,44,21,28,66,50,19,10,59,37,38,41,68,50,65,53,35,Liga Portugal
Estoril,22mo7qbsnyi8wtucpvhgvhw2q,egf4oc47whxf2hmrjjddvtxbd,J. Holsgrove,Jordan Holsgrove,27.0,Midfielder,Scotland,Midfielder,94.0,104.0,193.0,15.0,297.0,1.0,17.0,3.0,1.0,10.0,5.0,0.0,5.0,1.0,5.0,5.0,3.0,0.0,2.0,5.0,1.0,10.0,5.0,0.0,5.0,87.33,65.38,33.33,20.0,40.0,50.0,50.0,83.33,0.2219172775648503,0.9530964505633654,3.0,8.0,0.17123912,5.0,22.0,20.0,0.5773058300000002,121.0,28.484848484848488,31.51515151515152,58.48484848484849,4.545454545454546,0.303030303030303,5.151515151515151,0.9090909090909092,0.303030303030303,3.0303030303030303,1.5151515151515151,0.0,1.5151515151515151,0.303030303030303,1.5151515151515151,1.5151515151515151,0.9090909090909092,0.0,0.6060606060606061,1.5151515151515151,0.303030303030303,3.0303030303030303,1.5151515151515151,0.0,1.5151515151515151,87.33,65.38,33.33,20.0,40.0,50.0,50.0,83.33,0.0672476598681364,0.2888171062313229,0.9090909090909092,2.4242424242424243,0.0518906424242424,1.5151515151515151,6.666666666666667,6.0606060606060606,0.1749411606060606,36.66666666666667,DM/CM,57,70,64,29,30,89,37,85,98,77,20,93,64,62,61,35,43,87,52,33,88,50,50,100,52,68,75,21,76,44,49,92,64,100,86,73,62,86,69,68,79,83,88,83,83,45,33,100,48,88,100,93,20,100,71,71,71,50,43,100,67,38,98,69,50,100,52,68,75,21,76,44,49,92,74,100,93,88,83,93,81,86,93,90,Liga Portugal
Estoril,22mo7qbsnyi8wtucpvhgvhw2q,en42iersp8me42z7r4lzhwiga,Y. Begraoui,Yanis Begraoui,25.0,Attacker,Morocco,Striker,40.0,48.0,88.0,17.0,630.0,24.0,4.0,3.0,0.0,7.0,17.0,12.0,5.0,6.0,8.0,12.0,8.0,2.0,7.0,8.0,4.0,1.0,1.0,0.0,0.0,78.57,100.0,0.0,50.0,41.18,39.53,20.0,50.0,1.6361220506563408,0.4660181167111288,3.0,8.0,0.28029346,7.0,6.0,9.0,0.2689482699999999,40.0,5.714285714285714,6.857142857142857,12.571428571428571,2.4285714285714284,3.4285714285714284,0.5714285714285714,0.4285714285714285,0.0,1.0,2.4285714285714284,1.7142857142857142,0.7142857142857143,0.8571428571428571,1.1428571428571428,1.7142857142857142,1.1428571428571428,0.2857142857142857,1.0,1.1428571428571428,0.5714285714285714,0.1428571428571428,0.1428571428571428,0.0,0.0,78.57,100.0,0.0,50.0,41.18,39.53,20.0,50.0,0.2337317215223344,0.0665740166730184,0.4285714285714285,1.1428571428571428,0.0400419228571428,1.0,0.8571428571428571,1.2857142857142858,0.0384211814285714,5.714285714285714,ST,83,63,73,48,68,70,30,28,82,80,67,85,98,58,77,98,57,78,58,62,52,17,52,35,68,93,35,72,55,43,15,27,70,70,63,82,77,90,65,78,57,80,70,37,43,10,37,53,13,28,60,60,50,70,87,37,63,87,43,53,23,43,37,10,52,35,68,93,35,72,55,43,15,27,47,53,43,63,67,90,50,60,43,70,Liga Portugal
Gil Vicente,bwt8yfk8rkcwiwyr0mopd7wqd,10k53pv13mw9hzllv70umgzbp,Ricardo Esgaio,Ricardo de Sousa Esgaio,33.0,Defender,Portugal,Defender,115.0,119.0,230.0,24.0,513.0,4.0,8.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,5.0,5.0,18.0,0.0,0.0,4.0,3.0,4.0,10.0,0.0,4.0,81.85,33.33,33.33,60.0,0.0,47.06,22.22,66.67,0.0,0.5968927873724988,0.0,17.0,0.3832560400000001,6.0,17.0,26.0,1.09875036,123.0,20.175438596491222,20.87719298245614,40.35087719298245,4.2105263157894735,0.7017543859649122,1.4035087719298245,0.3508771929824561,0.0,1.0526315789473684,0.0,0.0,0.0,0.0,0.8771929824561403,0.8771929824561403,3.1578947368421053,0.0,0.0,0.7017543859649122,0.5263157894736842,0.7017543859649122,1.7543859649122806,0.0,0.7017543859649122,81.85,33.33,33.33,60.0,0.0,47.06,22.22,66.67,0.0,0.1047180328723682,0.0,2.982456140350877,0.0672379017543859,1.0526315789473684,2.982456140350877,4.56140350877193,0.1927632210526315,21.57894736842105,RB/RCB,59,73,73,52,23,50,23,39,82,7,7,34,27,45,39,59,39,23,57,66,34,84,43,77,55,32,64,66,23,23,14,59,7,77,32,95,91,66,57,86,86,77,59,68,68,55,27,45,18,39,73,7,7,34,27,41,36,50,39,23,41,59,32,86,43,68,55,32,64,66,23,23,14,59,7,77,32,95,86,59,64,91,77,73,Liga Portugal
Gil Vicente,bwt8yfk8rkcwiwyr0mopd7wqd,1bpopqr7cuikh6s6sk4ij31ed,Héctor Hernández,Héctor Hernández,31.0,Attacker,Spain,Striker,22.0,41.0,63.0,11.0,393.0,24.0,0.0,3.0,1.0,4.0,17.0,16.0,1.0,4.0,5.0,5.0,6.0,3.0,6.0,1.0,3.0,1.0,3.0,0.0,0.0,77.78,0.0,0.0,60.0,35.29,30.56,23.08,75.0,1.8817368805300507,0.2704672392244482,2.0,1.0,0.05491138,0.0,4.0,2.0,0.11771659,17.0,5.0381679389312986,9.389312977099236,14.427480916030536,2.5190839694656493,5.496183206106871,0.0,0.6870229007633588,0.2290076335877862,0.9160305343511452,3.893129770992367,3.664122137404581,0.2290076335877862,0.9160305343511452,1.1450381679389314,1.1450381679389314,1.3740458015267176,0.6870229007633588,1.3740458015267176,0.2290076335877862,0.6870229007633588,0.2290076335877862,0.6870229007633588,0.0,0.0,77.78,0.0,0.0,60.0,35.29,30.56,23.08,75.0,0.4309321100450498,0.0619390624178125,0.4580152671755725,0.2290076335877862,0.0125751251908396,0.0,0.9160305343511452,0.4580152671755725,0.0269579977099236,3.893129770992367,ST,43,50,47,13,68,8,30,73,42,80,90,23,78,33,32,80,72,63,7,43,52,60,52,35,60,8,35,87,43,23,27,63,73,47,38,15,35,15,47,23,33,40,60,53,63,17,87,8,33,87,50,90,97,23,93,40,37,97,80,83,7,60,60,63,52,35,60,8,35,87,43,23,27,63,87,50,50,17,33,15,57,23,30,47,Liga Portugal
Gil Vicente,bwt8yfk8rkcwiwyr0mopd7wqd,3ca3uctce3rk29scnh57clbmc,M. Elimbi,Marvin Elimbi,23.0,Defender,France,Defender,214.0,106.0,320.0,28.0,538.0,5.0,13.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,5.0,32.0,0.0,0.0,1.0,5.0,4.0,6.0,0.0,0.0,90.4,43.33,0.0,100.0,0.0,65.12,61.11,54.55,0.0833597219594954,0.0,0.0,6.0,0.11297556,3.0,29.0,29.0,0.6128481799999999,199.0,35.79925650557621,17.732342007434944,53.531598513011154,4.684014869888475,0.8364312267657993,2.174721189591078,1.8401486988847584,0.0,0.0,0.1672862453531598,0.1672862453531598,0.0,0.0,0.8364312267657993,0.8364312267657993,5.353159851301116,0.0,0.0,0.1672862453531598,0.8364312267657993,0.6691449814126395,1.003717472118959,0.0,0.0,90.4,43.33,0.0,100.0,0.0,65.12,61.11,54.55,0.0139449349002873,0.0,0.0,1.003717472118959,0.0188992572490706,0.5018587360594795,4.851301115241635,4.851301115241635,0.1025210710037174,33.28996282527881,CB,38,68,53,84,69,32,62,47,18,31,38,34,38,96,96,53,40,28,19,97,38,82,46,44,68,38,44,85,28,82,54,44,24,22,37,76,76,88,72,78,71,59,32,65,53,76,68,24,56,47,18,32,35,34,38,88,88,50,40,28,18,97,32,79,46,44,68,38,44,85,28,82,54,44,24,22,37,82,79,91,74,76,71,62,Liga Portugal
Gil Vicente,bwt8yfk8rkcwiwyr0mopd7wqd,3p3i8f3iz2t0tqui5uihqt2zu,Santi García,Santi García,25.0,Midfielder,Spain,Midfielder,37.0,59.0,96.0,17.0,304.0,9.0,3.0,1.0,0.0,6.0,7.0,3.0,4.0,3.0,12.0,12.0,3.0,0.0,2.0,7.0,8.0,2.0,0.0,0.0,0.0,91.43,100.0,0.0,66.67,28.57,43.59,20.0,0.0,0.392831924914478,0.568141508604926,6.0,5.0,0.19165808,9.0,10.0,13.0,0.3137122600000001,45.0,10.953947368421051,17.467105263157894,28.42105263157895,5.032894736842105,2.664473684210526,0.8881578947368421,0.2960526315789473,0.0,1.7763157894736843,2.0723684210526314,0.8881578947368421,1.1842105263157894,0.8881578947368421,3.5526315789473686,3.5526315789473686,0.8881578947368421,0.0,0.5921052631578947,2.0723684210526314,2.3684210526315788,0.5921052631578947,0.0,0.0,0.0,91.43,100.0,0.0,66.67,28.57,43.59,20.0,0.0,0.1162989251391546,0.1681997887317215,1.7763157894736843,1.480263157894737,0.0567408789473684,2.664473684210526,2.960526315789474,3.848684210526316,0.0928753401315789,13.322368421052632,CM/AM,33,33,30,33,43,44,20,31,35,63,57,70,76,74,70,54,26,54,59,87,46,4,52,13,100,98,13,85,50,41,22,4,48,33,94,26,48,89,46,48,19,33,70,59,63,70,56,56,30,31,74,81,67,85,85,100,100,70,26,70,85,100,63,4,52,13,100,98,13,85,50,41,22,4,52,70,100,37,67,93,67,70,41,67,Liga Portugal
Gil Vicente,bwt8yfk8rkcwiwyr0mopd7wqd,7qn3h79plsslojw5d2w347wx6,Diogo Prioste,Diogo Ferreira Prioste,22.0,Midfielder,Portugal,Midfielder,109.0,123.0,228.0,10.0,300.0,2.0,16.0,1.0,0.0,7.0,3.0,1.0,2.0,0.0,2.0,3.0,3.0,0.0,1.0,3.0,2.0,0.0,2.0,0.0,4.0,93.44,76.19,66.67,100.0,33.33,52.63,50.0,50.0,0.1864396035959958,0.6193920357582973,2.0,7.0,0.21119203,5.0,22.0,31.0,0.91587046,103.0,32.7,36.9,68.39999999999999,3.0,0.6,4.8,0.3,0.0,2.1,0.8999999999999999,0.3,0.6,0.0,0.6,0.8999999999999999,0.8999999999999999,0.0,0.3,0.8999999999999999,0.6,0.0,0.6,0.0,1.2,93.44,76.19,66.67,100.0,33.33,52.63,50.0,50.0,0.0559318810787987,0.1858176107274891,0.6,2.1,0.063357609,1.5,6.6,9.3,0.274761138,30.9,DM/CM,79,83,81,8,43,85,12,37,87,55,56,56,24,30,38,35,43,62,25,57,6,18,50,95,98,81,100,95,68,52,49,36,52,90,67,63,76,86,69,98,100,62,93,88,90,12,57,95,12,37,98,64,62,69,24,36,48,48,43,71,36,67,6,19,50,98,98,81,100,95,68,52,49,36,64,98,79,76,90,90,79,100,100,76,Liga Portugal
