Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate fwd zone pass_Total,total accurate long balls_Total,total accurate pass_Total,total aerial won_Total,total att assist_Total,total attempt_Total,total attempts ibox_Total,total attempts obox_Total,total blocked scoring att_Total,total contest_Total,total dribbles attempted_Total,total duels won_Total,total effective clearance_Total,total goals_Total,total interception_Total,total mins played,total ontarget attempt_Total,total touches in opposition box_Total,total was fouled_Total,total won contest_Total,total won tackle_Total,total accurate cross_Total,total assists_Total,total big chances saved_Total,total direct setpiece goals_Total,total direct corner goals_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate fwd zone pass_p90,total accurate long balls_p90,total accurate pass_p90,total aerial won_p90,total att assist_p90,total attempt_p90,total attempts ibox_p90,total attempts obox_p90,total blocked scoring att_p90,total contest_p90,total dribbles attempted_p90,total duels won_p90,total effective clearance_p90,total goals_p90,total interception_p90,total ontarget attempt_p90,total touches in opposition box_p90,total was fouled_p90,total won contest_p90,total won tackle_p90,total accurate cross_p90,total assists_p90,total big chances saved_p90,total direct setpiece goals_p90,total direct corner goals_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate fwd zone pass_TotalPR,total accurate long balls_TotalPR,total accurate pass_TotalPR,total aerial won_TotalPR,total att assist_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total attempts obox_TotalPR,total blocked scoring att_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total duels won_TotalPR,total effective clearance_TotalPR,total goals_TotalPR,total interception_TotalPR,total ontarget attempt_TotalPR,total touches in opposition box_TotalPR,total was fouled_TotalPR,total won contest_TotalPR,total won tackle_TotalPR,total accurate cross_TotalPR,total assists_TotalPR,total big chances saved_TotalPR,total direct setpiece goals_TotalPR,total direct corner goals_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate fwd zone pass_p90PR,total accurate long balls_p90PR,total accurate pass_p90PR,total aerial won_p90PR,total att assist_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total attempts obox_p90PR,total blocked scoring att_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total duels won_p90PR,total effective clearance_p90PR,total goals_p90PR,total interception_p90PR,total ontarget attempt_p90PR,total touches in opposition box_p90PR,total was fouled_p90PR,total won contest_p90PR,total won tackle_p90PR,total accurate cross_p90PR,total assists_p90PR,total big chances saved_p90PR,total direct setpiece goals_p90PR,total direct corner goals_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Kaiserslautern,dmw05a03pgt48fnf9ikxs6i1o,61y9awl0aagb8pavsgixt0dn8,I. Kanaté,Ibrahim Kanaté,19,Attacker,Mali,Striker,10.0,37.0,1.0,45.0,0.0,4.0,6.0,5.0,1.0,1.0,14.0,16.0,15.0,0.0,0.0,4.0,263.0,3.0,13.0,6.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,73.77,33.33,50.0,42.86,50.0,28.3,0.0,66.67,0.6233548529161508,0.3665352318710476,2.0,5.0,0.13882164,2.0,6.0,8.0,0.3038126999999999,22.0,3.422053231939164,12.661596958174906,0.3422053231939164,15.399239543726235,0.0,1.3688212927756656,2.0532319391634983,1.711026615969582,0.3422053231939164,0.3422053231939164,4.790874524714829,5.475285171102662,5.133079847908745,0.0,0.0,1.3688212927756656,1.0266159695817492,4.448669201520913,2.0532319391634983,2.0532319391634983,0.6844106463878328,0.6844106463878328,0.0,0.0,0.0,0.0,73.77,33.33,50.0,42.86,50.0,28.3,0.0,66.67,0.2133153489066676,0.1254303074843889,0.6844106463878328,1.711026615969582,0.0475055041825095,0.6844106463878328,2.0532319391634983,2.737642585551331,0.1039663231939163,7.52851711026616,LW,8,17,12,8,8,33,25,33,29,17,42,50,33,8,25,83,42,33,71,42,33,58,21,50,50,50,17,12,100,42,54,17,8,54,33,25,25,17,17,21,58,42,25,25,17,42,17,17,8,42,67,75,33,25,92,92,58,8,25,100,67,58,92,58,67,58,21,50,50,50,17,12,100,42,54,17,8,54,67,33,33,17,17,42,75,67,33,42,2. Bundesliga
Kaiserslautern,dmw05a03pgt48fnf9ikxs6i1o,7ar1ei23cs1bli4v1rg5iegru,S. Şahin,Semih Sahin,26,Midfielder,Germany,Midfielder,90.0,143.0,15.0,228.0,0.0,12.0,9.0,2.0,7.0,2.0,12.0,12.0,23.0,7.0,0.0,7.0,534.0,2.0,8.0,5.0,6.0,6.0,5.0,3.0,0.0,0.0,0.0,78.08,50.0,26.32,50.0,22.22,48.94,0.0,50.0,0.5558522771572583,1.191937027660655,6.0,13.0,0.36465959,1.0,26.0,26.0,1.44747319,122.0,15.168539325842696,24.101123595505616,2.528089887640449,38.42696629213483,0.0,2.02247191011236,1.5168539325842696,0.3370786516853932,1.1797752808988764,0.3370786516853932,2.02247191011236,2.02247191011236,3.8764044943820224,1.1797752808988764,0.0,1.1797752808988764,0.3370786516853932,1.348314606741573,0.8426966292134831,1.0112359550561798,1.0112359550561798,0.8426966292134831,0.5056179775280899,0.0,0.0,0.0,78.08,50.0,26.32,50.0,22.22,48.94,0.0,50.0,0.093682968060212,0.2008882630888744,1.0112359550561798,2.191011235955056,0.0614594814606741,0.1685393258426966,4.382022471910112,4.382022471910112,0.2439561556179775,20.56179775280899,DM/CM,47,84,78,72,3,100,86,45,94,61,97,97,47,39,25,67,62,70,50,94,52,98,100,52,52,52,19,48,72,56,39,44,5,30,62,100,94,89,97,28,81,88,100,75,34,84,62,56,3,97,78,34,88,47,94,91,34,16,25,50,50,53,34,94,38,100,100,52,52,52,19,48,72,56,39,44,5,30,56,100,84,81,88,22,78,78,100,59,2. Bundesliga
Kaiserslautern,dmw05a03pgt48fnf9ikxs6i1o,81yqeo02okqakoiura0wnxv1m,P. Joly,Paul Joly,26,Defender,France,Defender,31.0,57.0,6.0,84.0,3.0,4.0,4.0,2.0,2.0,1.0,7.0,10.0,12.0,6.0,0.0,4.0,284.0,2.0,8.0,1.0,5.0,2.0,4.0,0.0,0.0,0.0,0.0,65.12,26.09,23.53,71.43,50.0,31.58,37.5,66.67,0.2663201053789034,0.3809343894716976,2.0,4.0,0.0925134799999999,4.0,13.0,13.0,0.5418334499999999,50.0,9.823943661971832,18.06338028169014,1.9014084507042253,26.61971830985916,0.9507042253521129,1.267605633802817,1.267605633802817,0.6338028169014085,0.6338028169014085,0.3169014084507042,2.218309859154929,3.1690140845070425,3.802816901408451,1.9014084507042253,0.0,1.267605633802817,0.6338028169014085,2.535211267605634,0.3169014084507042,1.5845070422535212,0.6338028169014085,1.267605633802817,0.0,0.0,0.0,0.0,65.12,26.09,23.53,71.43,50.0,31.58,37.5,66.67,0.0843972164933144,0.1207186445508901,0.6338028169014085,1.267605633802817,0.029317652112676,1.267605633802817,4.119718309859155,4.119718309859155,0.1717077834507042,15.845070422535212,RB/RCB,12,35,25,13,31,73,62,60,62,65,77,85,21,13,42,44,85,75,17,90,17,81,38,42,52,52,4,15,69,85,83,4,25,50,54,69,65,58,54,67,50,35,62,31,15,65,65,35,46,81,88,77,81,73,85,96,35,27,42,77,96,96,15,96,21,88,38,42,52,52,4,15,69,85,83,4,25,50,69,81,81,73,69,85,85,69,85,58,2. Bundesliga
Kaiserslautern,dmw05a03pgt48fnf9ikxs6i1o,9o83lsxfn8bdtljxekx42xq6t,M. Ritter,Marlon Ritter,31,Midfielder,Germany,Midfielder,16.0,82.0,15.0,94.0,0.0,4.0,13.0,7.0,6.0,5.0,5.0,5.0,12.0,2.0,0.0,0.0,402.0,3.0,10.0,9.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,70.68,62.5,13.79,20.0,23.08,41.38,0.0,50.0,0.800502156349066,0.5630891022811721,5.0,3.0,0.06268938,4.0,15.0,20.0,0.4475418299999999,41.0,3.582089552238806,18.35820895522388,3.3582089552238803,21.044776119402982,0.0,0.8955223880597015,2.9104477611940296,1.5671641791044777,1.343283582089552,1.1194029850746268,1.1194029850746268,1.1194029850746268,2.686567164179104,0.4477611940298507,0.0,0.0,0.6716417910447761,2.238805970149253,2.014925373134328,0.2238805970149253,0.2238805970149253,0.8955223880597015,0.0,0.0,0.0,0.0,70.68,62.5,13.79,20.0,23.08,41.38,0.0,50.0,0.179216900675164,0.1260647243913072,1.1194029850746268,0.6716417910447761,0.0140349358208955,0.8955223880597015,3.3582089552238803,4.477611940298507,0.1001959320895522,9.17910447761194,CM/AM,22,46,100,37,17,15,80,78,83,83,20,20,19,44,37,9,61,44,74,7,22,57,22,52,50,52,11,59,41,4,41,26,20,46,63,37,69,7,7,33,50,56,37,30,7,48,100,15,17,7,70,78,70,74,22,15,15,48,37,9,56,37,70,7,22,59,22,52,50,52,11,59,41,4,41,26,20,46,59,30,59,4,4,26,63,59,33,22,2. Bundesliga
Kaiserslautern,dmw05a03pgt48fnf9ikxs6i1o,b9sg12k0kbh2u3frtmsf6074k,T. Tazemeta,Thierry Tazemeta,19,Midfielder,Austria,Midfielder,14.0,58.0,0.0,72.0,8.0,4.0,13.0,9.0,4.0,1.0,25.0,25.0,35.0,4.0,2.0,3.0,303.0,7.0,17.0,4.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,83.72,0.0,0.0,56.0,53.85,50.0,44.44,66.67,1.054457887416803,0.2817437492574579,6.0,13.0,0.36117742,4.0,5.0,7.0,0.1343120999999999,26.0,4.158415841584159,17.22772277227723,0.0,21.386138613861387,2.376237623762376,1.188118811881188,3.861386138613861,2.6732673267326734,1.188118811881188,0.297029702970297,7.425742574257426,7.425742574257426,10.396039603960396,1.188118811881188,0.594059405940594,0.8910891089108911,2.07920792079208,5.0495049504950495,1.188118811881188,4.158415841584159,1.7821782178217822,0.0,0.0,0.0,0.0,0.0,83.72,0.0,0.0,56.0,53.85,50.0,44.44,66.67,0.3132053130940999,0.0836862621556805,1.7821782178217822,3.861386138613861,0.1072804217821782,1.188118811881188,1.4851485148514851,2.07920792079208,0.0398946831683168,7.722772277227722,CM/AM,9,30,4,22,96,15,80,93,44,15,100,100,96,78,89,50,89,76,24,100,85,15,22,52,50,52,81,4,15,78,93,67,70,70,78,11,80,63,67,33,15,9,7,11,11,33,4,22,100,26,85,89,63,19,100,100,100,85,93,70,96,89,37,100,93,15,22,52,50,52,81,4,15,78,93,67,70,70,81,15,93,81,85,56,15,7,7,11,2. Bundesliga
Kaiserslautern,dmw05a03pgt48fnf9ikxs6i1o,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,Jacob Rasmussen,29,Defender,Denmark,Defender,131.0,101.0,25.0,231.0,22.0,4.0,2.0,2.0,0.0,0.0,1.0,1.0,30.0,41.0,0.0,7.0,450.0,1.0,4.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,79.38,49.02,20.0,0.0,50.0,63.83,70.97,33.33,0.3256329256299454,0.3266458622986192,0.0,3.0,0.05669074,4.0,23.0,31.0,0.6758687299999998,138.0,26.2,20.2,5.0,46.2,4.4,0.8,0.4,0.4,0.0,0.0,0.2,0.2,6.0,8.2,0.0,1.4,0.2,0.8,0.6,0.0,0.4,0.2,0.0,0.0,0.0,0.0,79.38,49.02,20.0,0.0,50.0,63.83,70.97,33.33,0.065126585125989,0.0653291724597238,0.0,0.6,0.011338148,0.8,4.6,6.2,0.1351737459999999,27.6,LB/LCB,89,68,96,82,100,57,32,57,18,23,16,16,93,100,45,80,59,43,39,12,20,32,39,46,52,52,32,79,38,12,80,89,82,11,64,50,18,25,25,70,86,89,64,86,82,61,96,75,100,46,25,54,18,23,14,14,86,100,45,68,64,29,36,12,14,25,39,46,52,52,32,79,38,12,80,89,82,11,64,32,18,18,18,54,86,96,57,86,2. Bundesliga
Kaiserslautern,dmw05a03pgt48fnf9ikxs6i1o,bydicw8aoqtybqxs9vxes7a0a,M. Gyamfi,Maxwell Gyamfi,26,Defender,Germany,Defender,139.0,45.0,5.0,184.0,14.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,33.0,35.0,0.0,5.0,534.0,0.0,6.0,9.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,85.19,25.0,0.0,0.0,0.0,70.21,60.87,50.0,0.0732842431246882,0.080820210287827,0.0,1.0,0.0199707,0.0,5.0,7.0,0.19183681,103.0,23.426966292134832,7.584269662921348,0.8426966292134831,31.01123595505618,2.359550561797753,0.1685393258426966,0.1685393258426966,0.1685393258426966,0.0,0.0,0.0,0.0,5.561797752808989,5.8988764044943816,0.0,0.8426966292134831,0.0,1.0112359550561798,1.5168539325842696,0.0,0.8426966292134831,0.0,0.0,0.1685393258426966,0.0,0.0,85.19,25.0,0.0,0.0,0.0,70.21,60.87,50.0,0.0123512769311272,0.0136213837563753,0.0,0.1685393258426966,0.0033658483146067,0.0,0.8426966292134831,1.1797752808988764,0.0323320466292134,17.359550561797754,CB,30,12,11,16,75,25,17,25,30,33,19,19,91,73,41,36,17,69,97,30,67,47,42,94,52,52,28,5,47,30,17,97,75,28,19,38,30,28,36,23,5,3,3,12,9,3,6,6,62,16,16,19,30,33,19,19,78,66,41,19,17,66,94,30,53,47,42,94,52,52,28,5,47,30,17,97,75,28,19,34,30,22,28,23,3,3,3,6,2. Bundesliga
Kaiserslautern,dmw05a03pgt48fnf9ikxs6i1o,cx771rvpay5m6ltl3gk0u3g4q,S. Asta,Simon Asta,25,Defender,Germany,Defender,16.0,35.0,3.0,51.0,3.0,3.0,1.0,1.0,0.0,0.0,5.0,6.0,11.0,3.0,0.0,1.0,255.0,0.0,7.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,69.86,42.86,0.0,20.0,0.0,36.67,37.5,100.0,0.1133852072767974,0.2465359520301548,0.0,1.0,0.02122129,1.0,2.0,5.0,0.0902734299999999,16.0,5.647058823529411,12.352941176470589,1.0588235294117647,18.0,1.0588235294117647,1.0588235294117647,0.3529411764705882,0.3529411764705882,0.0,0.0,1.7647058823529411,2.117647058823529,3.882352941176471,1.0588235294117647,0.0,0.3529411764705882,0.0,2.4705882352941173,1.7647058823529411,0.3529411764705882,0.7058823529411764,0.0,0.0,0.0,0.0,0.0,69.86,42.86,0.0,20.0,0.0,36.67,37.5,100.0,0.0400183084506343,0.0870126889518193,0.0,0.3529411764705882,0.0074898670588235,0.3529411764705882,0.7058823529411764,1.7647058823529411,0.0318612105882352,5.647058823529411,RB/RCB,4,8,12,4,31,54,13,37,13,27,63,69,12,4,42,13,21,67,75,31,17,23,38,42,52,52,8,52,23,21,21,8,25,98,23,46,17,10,8,33,6,8,4,4,4,27,15,4,54,65,23,42,13,27,77,81,38,8,42,23,21,92,92,46,31,23,38,42,52,52,8,52,23,21,21,8,25,98,35,62,17,19,19,42,4,12,4,4,2. Bundesliga
Kaiserslautern,dmw05a03pgt48fnf9ikxs6i1o,cz1x6wxet4gw70j9p2t7991hx,J. Elvedi,Jan Elvedi,29,Defender,Switzerland,Defender,108.0,90.0,13.0,196.0,15.0,3.0,6.0,5.0,1.0,0.0,4.0,4.0,35.0,37.0,0.0,6.0,540.0,2.0,9.0,4.0,2.0,9.0,2.0,0.0,0.0,0.0,0.0,83.76,54.17,66.67,50.0,33.33,61.4,60.0,64.29,0.7013019895154138,0.2502907253725143,1.0,3.0,0.05883681,1.0,21.0,25.0,0.4959500399999996,104.0,18.0,15.0,2.1666666666666665,32.666666666666664,2.5,0.5,1.0,0.8333333333333334,0.1666666666666666,0.0,0.6666666666666666,0.6666666666666666,5.833333333333333,6.166666666666667,0.0,1.0,0.3333333333333333,1.5,0.6666666666666666,0.3333333333333333,1.5,0.3333333333333333,0.0,0.0,0.0,0.0,83.76,54.17,66.67,50.0,33.33,61.4,60.0,64.29,0.1168836649192356,0.041715120895419,0.1666666666666666,0.5,0.009806135,0.1666666666666666,3.5,4.166666666666667,0.0826583399999999,17.333333333333332,RB/RCB,81,77,88,81,96,54,85,96,37,27,48,44,92,96,42,73,85,83,58,58,73,62,38,42,52,52,73,81,100,73,67,92,73,46,100,50,42,40,42,33,79,85,42,81,65,42,77,58,96,42,73,96,29,27,33,29,85,92,42,58,75,69,46,42,58,54,38,42,52,52,73,81,100,73,67,92,73,46,96,46,37,33,38,23,65,73,31,62,2. Bundesliga
Kaiserslautern,dmw05a03pgt48fnf9ikxs6i1o,d7rzuhjvst3evprsco50069lg,M. Haas,Mika Haas,21,Defender,Germany,Defender,72.0,66.0,6.0,129.0,7.0,6.0,3.0,2.0,1.0,1.0,6.0,6.0,25.0,20.0,0.0,4.0,463.0,1.0,13.0,5.0,3.0,6.0,9.0,0.0,1.0,0.0,0.0,80.12,85.71,47.37,50.0,33.33,51.02,53.85,60.0,0.3159746819535233,0.5595640552734841,0.0,7.0,0.21870281,7.0,5.0,11.0,0.5882789399999999,69.0,13.995680345572351,12.829373650107993,1.1663066954643628,25.0755939524838,1.3606911447084231,1.1663066954643628,0.5831533477321814,0.3887688984881209,0.1943844492440604,0.1943844492440604,1.1663066954643628,1.1663066954643628,4.859611231101511,3.887688984881209,0.0,0.7775377969762418,0.1943844492440604,2.526997840172786,0.9719222462203024,0.5831533477321814,1.1663066954643628,1.749460043196544,0.0,0.1943844492440604,0.0,0.0,80.12,85.71,47.37,50.0,33.33,51.02,53.85,60.0,0.0614205645266027,0.1087705507011092,0.0,1.3606911447084231,0.0425124252699784,1.3606911447084231,0.9719222462203024,2.138228941684665,0.1143522777537796,13.412526997840173,LB/LCB,54,46,38,43,82,77,57,57,45,57,66,66,77,84,45,45,59,95,68,62,71,96,39,96,52,52,39,96,89,61,66,29,57,48,61,75,18,66,79,96,9,34,61,43,43,18,25,21,71,64,36,50,39,50,61,61,68,79,45,39,61,89,54,57,50,93,39,93,52,52,39,96,89,61,66,29,57,48,61,68,18,50,61,86,4,18,39,25,2. Bundesliga
Kaiserslautern,dmw05a03pgt48fnf9ikxs6i1o,d9jj0525pm3nu9vqewtpo2rpx,M. Berisha,Mërgim Berisha,28,Attacker,Germany,Striker,14.0,25.0,0.0,39.0,3.0,2.0,11.0,7.0,4.0,3.0,3.0,3.0,13.0,4.0,1.0,0.0,240.0,4.0,9.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,76.47,0.0,0.0,100.0,36.36,46.43,37.5,75.0,1.5871806120625005,0.1466128366474043,3.0,0.0,0.0,0.0,4.0,5.0,0.0713677099999999,15.0,5.25,9.375,0.0,14.625,1.125,0.75,4.125,2.625,1.5,1.125,1.125,1.125,4.875,1.5,0.375,0.0,1.5,3.375,1.125,1.125,1.125,0.0,0.0,0.0,0.0,0.0,76.47,0.0,0.0,100.0,36.36,46.43,37.5,75.0,0.5951927295234377,0.0549798137427766,1.125,0.0,0.0,0.0,1.5,1.875,0.0267628912499999,5.625,ST,38,25,18,30,27,14,57,36,77,71,29,27,30,59,34,36,48,14,36,64,84,34,34,52,52,52,86,18,34,96,29,79,41,79,68,14,71,5,5,14,62,59,29,39,64,61,18,57,32,25,89,61,89,93,43,39,71,86,50,36,68,29,57,79,100,34,34,52,52,52,86,18,34,96,29,79,41,79,96,32,82,5,5,14,79,71,36,64,2. Bundesliga
Kaiserslautern,dmw05a03pgt48fnf9ikxs6i1o,o5vd32oa837a8vttimjoaw2d,F. Kunze,Fabian Kunze,28,Midfielder,Germany,Midfielder,74.0,88.0,6.0,162.0,9.0,3.0,5.0,1.0,4.0,2.0,7.0,8.0,30.0,8.0,0.0,6.0,444.0,1.0,7.0,7.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,83.08,40.0,0.0,42.86,20.0,51.72,52.94,81.82,0.4361698984871213,0.1269499986828933,4.0,4.0,0.08667653,3.0,21.0,23.0,0.3081124500000001,80.0,15.0,17.83783783783784,1.2162162162162162,32.83783783783784,1.8243243243243243,0.6081081081081081,1.0135135135135134,0.2027027027027027,0.8108108108108107,0.4054054054054054,1.4189189189189189,1.6216216216216215,6.081081081081081,1.6216216216216215,0.0,1.2162162162162162,0.2027027027027027,1.4189189189189189,1.4189189189189189,0.6081081081081081,1.8243243243243243,0.0,0.0,0.0,0.0,0.0,83.08,40.0,0.0,42.86,20.0,51.72,52.94,81.82,0.0884128172609029,0.025733107841127,0.8108108108108107,0.8108108108108107,0.0175695668918918,0.6081081081081081,4.256756756756756,4.662162162162162,0.0624552263513513,16.216216216216214,DM/CM,30,47,31,34,73,42,42,22,78,61,81,84,78,48,25,55,34,58,73,75,89,33,38,52,52,52,34,23,33,48,34,56,50,80,47,25,80,34,25,69,66,75,28,39,25,44,34,31,78,38,44,20,75,62,83,84,72,38,25,56,39,59,77,81,91,33,38,52,52,52,34,23,33,48,34,56,50,80,41,22,78,34,28,66,72,88,25,34,2. Bundesliga
Magdeburg,7tsc39uwtnq238hrx6d9zi3xy,2nrkoyk72b7zd62cknp8ytln9,T. Müller,Tobias Müller,32,Defender,Germany,Defender,154.0,85.0,22.0,239.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,18.0,0.0,1.0,367.0,0.0,1.0,1.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,94.47,78.57,0.0,100.0,0.0,42.31,20.0,62.5,0.0,0.0513327805572748,0.0,7.0,0.13655675,2.0,15.0,16.0,0.3707943699999997,146.0,37.76566757493188,20.84468664850136,5.395095367847412,58.61035422343325,0.2452316076294278,0.2452316076294278,0.0,0.0,0.0,0.0,0.2452316076294278,0.2452316076294278,2.697547683923706,4.4141689373297,0.0,0.2452316076294278,0.0,0.2452316076294278,0.2452316076294278,0.2452316076294278,1.226158038147139,0.0,0.2452316076294278,0.0,0.0,0.0,94.47,78.57,0.0,100.0,0.0,42.31,20.0,62.5,0.0,0.0125884203001491,0.0,1.7166212534059946,0.0334880313351498,0.4904632152588556,3.678474114441417,3.923705722070845,0.0909304994550408,35.80381471389646,CB,44,62,86,44,3,25,6,8,30,33,50,48,9,33,41,5,17,8,20,62,67,47,92,44,52,52,100,100,47,91,17,6,3,45,6,28,30,83,81,81,42,44,38,50,69,78,100,72,3,28,6,8,30,33,56,53,12,31,41,3,17,6,22,62,84,47,94,44,52,52,100,100,47,91,17,6,3,45,6,31,30,88,88,88,69,69,56,69,2. Bundesliga
Magdeburg,7tsc39uwtnq238hrx6d9zi3xy,3fhqq4991etzowo979yey5ega,F. Michel,Falko Michel,25,Midfielder,Germany,Midfielder,130.0,120.0,24.0,249.0,8.0,2.0,9.0,6.0,3.0,4.0,5.0,5.0,28.0,20.0,1.0,9.0,516.0,1.0,7.0,12.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,86.46,61.54,100.0,20.0,11.11,50.0,57.14,62.5,0.691307860579467,0.0336515526352348,3.0,6.0,0.12597008,2.0,23.0,24.0,0.3688728199999999,147.0,22.67441860465116,20.930232558139533,4.186046511627907,43.43023255813954,1.3953488372093024,0.3488372093023256,1.569767441860465,1.0465116279069768,0.5232558139534884,0.6976744186046512,0.872093023255814,0.872093023255814,4.883720930232558,3.488372093023256,0.1744186046511628,1.569767441860465,0.1744186046511628,1.2209302325581397,2.0930232558139537,0.1744186046511628,0.872093023255814,0.1744186046511628,0.0,0.0,0.0,0.0,86.46,61.54,100.0,20.0,11.11,50.0,57.14,62.5,0.1205769524266512,0.0058694568549828,0.5232558139534884,1.0465116279069768,0.0219715255813953,0.3488372093023256,4.011627906976744,4.186046511627907,0.0643382825581395,25.63953488372093,DM/CM,84,81,100,88,67,25,86,94,61,94,61,56,67,91,69,83,34,58,95,31,34,75,38,52,52,52,72,73,100,23,22,50,61,64,75,3,72,52,44,47,70,80,41,88,81,72,97,75,62,16,84,94,56,91,56,50,59,91,59,72,25,47,88,22,31,69,38,52,52,52,72,73,100,23,22,50,61,64,66,3,66,44,41,44,62,75,28,91,2. Bundesliga
Magdeburg,7tsc39uwtnq238hrx6d9zi3xy,3mlkkejvytvm1ng7oo7nfinyt,H. Bockhorn,Herbert Bockhorn,31,Defender,Uganda,Defender,51.0,60.0,10.0,111.0,2.0,2.0,1.0,0.0,1.0,0.0,12.0,12.0,19.0,7.0,0.0,4.0,270.0,0.0,3.0,4.0,5.0,6.0,0.0,1.0,0.0,0.0,0.0,88.1,66.67,0.0,41.67,0.0,48.72,66.67,75.0,0.0372764407114349,0.1244467705988595,0.0,12.0,0.2402704699999999,1.0,9.0,11.0,0.25210198,33.0,17.0,20.0,3.333333333333333,37.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,4.0,4.0,6.333333333333333,2.333333333333333,0.0,1.3333333333333333,0.0,1.0,1.3333333333333333,1.6666666666666667,2.0,0.0,0.3333333333333333,0.0,0.0,0.0,88.1,66.67,0.0,41.67,0.0,48.72,66.67,75.0,0.0124254802371449,0.0414822568662865,0.0,4.0,0.0800901566666666,0.3333333333333333,3.0,3.6666666666666665,0.0840339933333333,11.0,RB/RCB,23,40,73,38,17,33,13,13,37,27,88,88,56,21,42,44,21,29,58,90,65,23,87,42,52,52,96,98,23,58,21,31,88,65,8,35,17,100,96,33,29,29,19,8,58,85,90,77,31,50,13,13,46,27,100,100,98,38,42,87,21,48,77,100,85,23,96,42,52,52,96,98,23,58,21,31,88,65,12,42,17,100,100,38,48,46,35,19,2. Bundesliga
