Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate cross_Total,total accurate fwd zone pass_Total,total accurate long balls_Total,total accurate pass_Total,total att assist_Total,total contest_Total,total dribbles attempted_Total,total duels won_Total,total effective clearance_Total,total interception_Total,total mins played,total was fouled_Total,total won contest_Total,total won tackle_Total,total aerial won_Total,total assists_Total,total attempt_Total,total attempts ibox_Total,total attempts obox_Total,total blocked scoring att_Total,total goals_Total,total ontarget attempt_Total,total touches in opposition box_Total,total big chances saved_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate cross_p90,total accurate fwd zone pass_p90,total accurate long balls_p90,total accurate pass_p90,total att assist_p90,total contest_p90,total dribbles attempted_p90,total duels won_p90,total effective clearance_p90,total interception_p90,total was fouled_p90,total won contest_p90,total won tackle_p90,total aerial won_p90,total assists_p90,total attempt_p90,total attempts ibox_p90,total attempts obox_p90,total blocked scoring att_p90,total goals_p90,total ontarget attempt_p90,total touches in opposition box_p90,total big chances saved_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate cross_TotalPR,total accurate fwd zone pass_TotalPR,total accurate long balls_TotalPR,total accurate pass_TotalPR,total att assist_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total duels won_TotalPR,total effective clearance_TotalPR,total interception_TotalPR,total was fouled_TotalPR,total won contest_TotalPR,total won tackle_TotalPR,total aerial won_TotalPR,total assists_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total attempts obox_TotalPR,total blocked scoring att_TotalPR,total goals_TotalPR,total ontarget attempt_TotalPR,total touches in opposition box_TotalPR,total big chances saved_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate cross_p90PR,total accurate fwd zone pass_p90PR,total accurate long balls_p90PR,total accurate pass_p90PR,total att assist_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total duels won_p90PR,total effective clearance_p90PR,total interception_p90PR,total was fouled_p90PR,total won contest_p90PR,total won tackle_p90PR,total aerial won_p90PR,total assists_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total attempts obox_p90PR,total blocked scoring att_p90PR,total goals_p90PR,total ontarget attempt_p90PR,total touches in opposition box_p90PR,total big chances saved_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Napoli,gi0l1habji5hpgar77dl5jqe,7ax7vrumfwlxb8a4tchkho650,Alisson Santos,Alisson de Almeida Santos,23,Attacker,Brazil,Striker,4.0,1.0,27.0,0.0,30.0,2.0,5.0,6.0,5.0,3.0,0.0,180.0,1.0,2.0,2.0,0.0,0.0,8.0,3.0,5.0,4.0,0.0,1.0,6.0,0.0,76.92,0.0,8.33,40.0,12.5,45.45,0.0,100.0,0.4080762480123775,0.1364529271078981,6.0,12.0,0.3292121199999999,3.0,0.0,2.0,0.26129588,4.0,2.0,0.5,13.5,0.0,15.0,1.0,2.5,3.0,2.5,1.5,0.0,0.5,1.0,1.0,0.0,0.0,4.0,1.5,2.5,2.0,0.0,0.5,3.0,0.0,76.92,0.0,8.33,40.0,12.5,45.45,0.0,100.0,0.2040381240061887,0.068226463553949,3.0,6.0,0.1646060599999999,1.5,0.0,1.0,0.13064794,2.0,LW,25,50,25,38,25,25,38,50,25,100,38,25,25,75,50,62,38,25,62,50,50,38,25,62,25,38,50,75,38,75,50,100,75,75,100,75,75,75,50,75,100,75,25,50,25,38,25,38,50,50,25,100,38,25,25,100,50,62,75,50,100,75,50,50,25,62,25,38,50,75,38,75,50,100,100,75,100,100,75,75,50,75,100,75,Serie A
Napoli,gi0l1habji5hpgar77dl5jqe,9bba1hgnx5mzpkzeazsoikn9x,M. Politano,Matteo Politano,33,Attacker,Italy,Striker,18.0,4.0,46.0,7.0,60.0,3.0,1.0,1.0,6.0,3.0,1.0,219.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,0.0,1.0,1.0,2.0,5.0,0.0,84.51,63.64,26.67,100.0,66.67,40.0,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.397260273972603,1.6438356164383563,18.9041095890411,2.876712328767124,24.657534246575345,1.2328767123287672,0.4109589041095891,0.4109589041095891,2.4657534246575343,1.2328767123287672,0.4109589041095891,0.4109589041095891,0.4109589041095891,0.4109589041095891,0.4109589041095891,0.0,1.2328767123287672,1.2328767123287672,0.0,0.4109589041095891,0.4109589041095891,0.8219178082191781,2.054794520547945,0.0,84.51,63.64,26.67,100.0,66.67,40.0,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RW,56,62,38,81,25,25,12,12,19,88,44,38,12,44,44,38,31,50,19,56,81,31,25,56,62,62,50,100,94,50,62,38,31,31,31,31,31,31,31,31,31,31,62,62,62,88,50,25,12,12,12,88,50,38,12,50,38,38,38,50,19,62,75,38,25,56,62,62,50,100,94,50,62,38,31,31,31,31,31,31,31,31,31,31,Serie A
Napoli,gi0l1habji5hpgar77dl5jqe,9ka7y81b5kst146mhq7mom5ed,L. Spinazzola,Leonardo Spinazzola,33,Defender,Italy,Defender,39.0,1.0,73.0,5.0,111.0,3.0,3.0,3.0,0.0,2.0,1.0,214.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,5.0,0.0,86.05,55.56,100.0,0.0,50.0,0.0,0.0,0.0,0.1358480674000007,0.1765712147993063,0.0,9.0,0.24535666,3.0,8.0,16.0,0.3344810099999999,45.0,16.401869158878505,0.4205607476635514,30.70093457943925,2.102803738317757,46.6822429906542,1.2616822429906542,1.2616822429906542,1.2616822429906542,0.0,0.8411214953271028,0.4205607476635514,0.0,0.0,0.0,0.0,0.0,0.8411214953271028,0.4205607476635514,0.4205607476635514,0.4205607476635514,0.0,0.4205607476635514,2.102803738317757,0.0,86.05,55.56,100.0,0.0,50.0,0.0,0.0,0.0,0.0571323647943928,0.0742589221118577,0.0,3.785046728971962,0.1031873803738317,1.2616822429906542,3.364485981308411,6.728971962616822,0.1406695836448597,18.92523364485981,LB/LCB,38,45,86,62,52,60,71,71,5,10,21,24,26,7,7,38,45,40,57,79,43,60,64,48,52,69,100,26,76,5,14,7,57,57,36,98,100,86,71,95,71,69,33,48,95,76,71,67,81,81,5,10,29,24,26,7,7,38,67,38,67,81,43,76,90,48,52,69,100,26,76,5,14,7,62,57,36,100,100,86,81,100,86,76,Serie A
Napoli,gi0l1habji5hpgar77dl5jqe,9y8fnvazj02vy31ljx3du0d79,S. Lobotka,Stanislav Lobotka,31,Midfielder,Slovakia,Midfielder,46.0,0.0,93.0,3.0,139.0,1.0,1.0,1.0,10.0,5.0,2.0,259.0,4.0,1.0,2.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,1.0,2.0,0.0,92.67,60.0,0.0,100.0,33.33,50.0,0.0,40.0,0.2279823040623861,0.0518831873066176,3.0,2.0,0.04852272,1.0,13.0,13.0,0.2976052700000001,66.0,15.984555984555984,0.0,32.316602316602314,1.0424710424710424,48.3011583011583,0.3474903474903475,0.3474903474903475,0.3474903474903475,3.474903474903475,1.7374517374517375,0.694980694980695,1.38996138996139,0.3474903474903475,0.694980694980695,0.0,0.0,1.0424710424710424,0.0,1.0424710424710424,0.3474903474903475,0.0,0.3474903474903475,0.694980694980695,0.0,92.67,60.0,0.0,100.0,33.33,50.0,0.0,40.0,0.0792216500602886,0.0180289067860833,1.0424710424710424,0.694980694980695,0.0168611768339768,0.3474903474903475,4.517374517374518,4.517374517374518,0.1034149586872587,22.93436293436293,DM/CM,32,30,80,32,56,18,30,30,36,68,40,80,46,34,26,40,56,30,72,60,46,72,32,52,84,64,30,96,76,30,32,20,68,48,92,58,60,58,70,72,72,64,20,30,72,32,60,20,36,36,32,76,40,80,48,32,26,40,60,30,76,64,46,80,36,52,84,64,30,96,76,30,32,20,72,48,92,56,56,52,72,72,72,68,Serie A
Napoli,gi0l1habji5hpgar77dl5jqe,d27r61wcc9az0shpevisc4iga,Rafa Marín,Rafa Marín,24,Defender,Spain,Defender,74.0,0.0,63.0,10.0,137.0,1.0,0.0,0.0,9.0,15.0,3.0,261.0,3.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,93.2,71.43,0.0,0.0,0.0,34.62,14.29,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.517241379310345,0.0,21.724137931034484,3.4482758620689657,47.241379310344826,0.3448275862068966,0.0,0.0,3.103448275862069,5.172413793103448,1.0344827586206895,1.0344827586206895,0.0,1.0344827586206895,0.3448275862068966,0.0,0.3448275862068966,0.3448275862068966,0.0,0.0,0.0,0.0,0.3448275862068966,0.0,93.2,71.43,0.0,0.0,0.0,34.62,14.29,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CB,46,38,76,89,59,35,24,24,23,70,50,78,31,43,9,41,32,39,45,43,46,28,16,49,62,91,38,31,28,5,8,34,26,24,43,31,31,31,22,22,22,22,41,38,78,86,54,35,24,24,22,62,51,78,31,38,11,41,36,42,45,43,46,28,11,49,62,91,38,31,28,5,8,34,26,24,43,31,31,31,22,22,22,22,Serie A
Napoli,gi0l1habji5hpgar77dl5jqe,d364lpc0km51psy3zwc4a6zca,R. Højlund,Rasmus Højlund,23,Attacker,Denmark,Striker,5.0,0.0,11.0,0.0,16.0,1.0,7.0,7.0,7.0,3.0,0.0,230.0,2.0,1.0,0.0,4.0,0.0,4.0,2.0,2.0,0.0,2.0,3.0,6.0,0.0,61.54,0.0,0.0,14.29,75.0,29.17,30.77,0.0,0.4530499082047675,0.0381766992646963,2.0,0.0,0.0,0.0,1.0,2.0,0.0341952599999997,5.0,1.956521739130435,0.0,4.304347826086957,0.0,6.260869565217392,0.391304347826087,2.739130434782609,2.739130434782609,2.739130434782609,1.173913043478261,0.0,0.782608695652174,0.391304347826087,0.0,1.565217391304348,0.0,1.565217391304348,0.782608695652174,0.782608695652174,0.0,0.782608695652174,1.173913043478261,2.347826086956522,0.0,61.54,0.0,0.0,14.29,75.0,29.17,30.77,0.0,0.1772803988627351,0.0149387084079246,0.782608695652174,0.0,0.0,0.0,0.391304347826087,0.782608695652174,0.0133807539130433,1.956521739130435,ST,12,38,8,25,8,15,63,62,8,92,29,10,29,21,69,42,17,10,79,17,81,48,13,48,4,25,38,19,96,12,50,21,46,42,69,19,19,25,52,56,42,40,12,38,8,25,8,15,73,69,8,96,29,8,31,21,69,42,19,12,77,17,85,58,12,48,4,25,38,19,96,12,50,21,46,42,65,19,19,25,50,58,42,38,Serie A
Torino,7gnly6999wao1xarwct4p8fe9,59ujnkvl7rlffomi2bqpsmbpx,C. Adams,Ché Adams,30,Attacker,Scotland,Striker,15.0,0.0,25.0,0.0,40.0,2.0,1.0,2.0,7.0,2.0,0.0,193.0,2.0,1.0,0.0,4.0,0.0,3.0,3.0,0.0,0.0,2.0,3.0,6.0,0.0,83.33,0.0,0.0,100.0,100.0,36.84,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.994818652849741,0.0,11.658031088082902,0.0,18.652849740932645,0.932642487046632,0.466321243523316,0.932642487046632,3.2642487046632125,0.932642487046632,0.0,0.932642487046632,0.466321243523316,0.0,1.865284974093264,0.0,1.3989637305699485,1.3989637305699485,0.0,0.0,0.932642487046632,1.3989637305699485,2.7979274611398965,0.0,83.33,0.0,0.0,100.0,100.0,36.84,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ST,75,38,46,25,62,31,13,21,8,62,29,10,29,21,69,42,10,19,10,17,81,48,13,48,85,25,38,98,100,27,87,21,17,21,23,19,19,25,23,19,17,17,81,38,65,25,77,42,15,31,23,85,29,15,38,21,73,42,12,23,10,17,92,73,15,48,85,25,38,98,100,27,87,21,17,21,23,19,19,25,23,19,17,17,Serie A
Torino,7gnly6999wao1xarwct4p8fe9,6egg2gwvxxqv2i9hrr0zg4yz8,G. Gineitis,Gvidas Gineitis,22,Midfielder,Lithuania,Midfielder,27.0,1.0,31.0,4.0,57.0,1.0,2.0,2.0,11.0,2.0,0.0,227.0,6.0,0.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,81.43,44.44,16.67,0.0,0.0,55.0,0.0,100.0,0.1108438333004881,0.1222005498086236,0.0,2.0,0.05508396,0.0,7.0,6.0,0.0911402099999999,20.0,10.704845814977974,0.3964757709251101,12.290748898678414,1.5859030837004406,22.59911894273128,0.3964757709251101,0.7929515418502203,0.7929515418502203,4.361233480176211,0.7929515418502203,0.0,2.378854625550661,0.0,1.9823788546255507,0.0,0.3964757709251101,0.3964757709251101,0.3964757709251101,0.0,0.0,0.0,0.0,0.7929515418502203,0.0,81.43,44.44,16.67,0.0,0.0,55.0,0.0,100.0,0.0439468942601054,0.0484495571928463,0.0,0.7929515418502203,0.0218394555066079,0.0,2.775330396475771,2.378854625550661,0.0361348850220263,7.929515418502203,LM/LCM,17,50,17,50,17,17,17,17,17,58,25,67,17,92,33,75,25,58,25,25,50,42,25,58,33,17,50,17,42,67,42,92,83,67,42,83,83,42,83,83,67,67,33,67,17,67,17,17,17,17,50,67,25,83,17,100,33,75,25,58,25,25,50,42,33,58,33,17,50,17,42,67,42,92,83,67,42,83,83,42,83,83,67,67,Serie A
Torino,7gnly6999wao1xarwct4p8fe9,7gdfooe2sa90g72nddjazusd0,A. Cacciamani,Alessio Cacciamani,19,Midfielder,Italy,Midfielder,28.0,3.0,39.0,1.0,64.0,2.0,8.0,10.0,13.0,4.0,1.0,227.0,5.0,4.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,87.67,100.0,25.0,50.0,0.0,59.09,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.101321585903085,1.1894273127753303,15.462555066079297,0.3964757709251101,25.37444933920705,0.7929515418502203,3.1718061674008813,3.9647577092511015,5.154185022026432,1.5859030837004406,0.3964757709251101,1.9823788546255507,1.5859030837004406,1.1894273127753303,0.0,0.3964757709251101,0.3964757709251101,0.3964757709251101,0.0,0.3964757709251101,0.0,0.0,1.1894273127753303,0.0,87.67,100.0,25.0,50.0,0.0,59.09,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LM/LCM,33,83,33,17,33,42,50,75,58,92,50,50,75,50,33,75,25,58,25,67,50,42,50,58,67,100,67,83,42,83,42,67,33,33,42,33,33,42,33,33,33,33,50,100,33,17,33,50,83,100,100,100,50,67,83,67,33,75,25,58,25,83,50,42,50,58,67,100,67,83,42,83,42,67,33,33,42,33,33,42,33,33,33,33,Serie A
Torino,7gnly6999wao1xarwct4p8fe9,7vykym3hy0qf1rxw3yv58kxgq,Saúl Coco,Saúl Coco,27,Defender,Equatorial Guinea,Defender,122.0,0.0,47.0,9.0,169.0,1.0,1.0,1.0,7.0,16.0,0.0,220.0,0.0,1.0,2.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,94.41,60.0,0.0,100.0,50.0,53.85,60.0,66.67,0.2229560439821238,0.0469931264182609,0.0,1.0,0.02385149,1.0,10.0,5.0,0.18856817,84.0,49.90909090909091,0.0,19.227272727272727,3.6818181818181817,69.13636363636363,0.409090909090909,0.409090909090909,0.409090909090909,2.863636363636364,6.545454545454545,0.0,0.0,0.409090909090909,0.8181818181818181,1.227272727272727,0.0,0.8181818181818181,0.8181818181818181,0.0,0.0,0.0,0.409090909090909,0.8181818181818181,0.0,94.41,60.0,0.0,100.0,50.0,53.85,60.0,66.67,0.0912092907199597,0.0192244608074703,0.0,0.409090909090909,0.0097574277272727,0.409090909090909,4.090909090909091,2.0454545454545454,0.077141524090909,34.36363636363636,CB,76,38,57,82,70,35,58,58,15,74,5,12,74,23,38,41,65,70,45,43,46,77,35,49,78,77,38,88,76,41,54,47,70,51,43,65,66,70,84,64,65,82,89,38,62,95,89,43,68,68,19,89,5,12,84,30,43,41,73,81,45,43,46,89,46,49,78,77,38,88,76,41,54,47,81,57,43,68,68,70,86,68,68,89,Serie A
Torino,7gnly6999wao1xarwct4p8fe9,9srjp22oprs2tkcutb2g4o2dw,P. Comuzzo,Pietro Comuzzo,21,Defender,Italy,Defender,81.0,0.0,53.0,4.0,134.0,1.0,1.0,1.0,14.0,7.0,2.0,245.0,0.0,1.0,4.0,3.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,3.0,0.0,93.71,57.14,0.0,100.0,50.0,53.85,37.5,40.0,0.2617763476776209,0.0725975885469268,0.0,0.0,0.0,1.0,7.0,12.0,0.13814736,46.0,29.755102040816325,0.0,19.46938775510204,1.469387755102041,49.224489795918366,0.3673469387755101,0.3673469387755101,0.3673469387755101,5.142857142857142,2.571428571428571,0.7346938775510203,0.0,0.3673469387755101,1.469387755102041,1.1020408163265305,0.0,0.7346938775510203,0.7346938775510203,0.0,0.0,0.3673469387755101,0.3673469387755101,1.1020408163265305,0.0,93.71,57.14,0.0,100.0,50.0,53.85,37.5,40.0,0.0961627399632076,0.0266685019151976,0.0,0.0,0.0,0.3673469387755101,2.571428571428571,4.408163265306122,0.0507480097959183,16.897959183673468,CB,54,38,66,42,57,35,58,58,57,24,28,12,74,69,38,41,65,70,45,43,96,77,51,49,70,65,38,88,76,41,16,14,84,62,43,31,31,70,74,85,51,59,51,38,65,35,57,38,62,62,70,24,38,12,78,73,41,41,62,70,45,43,97,81,54,49,70,65,38,88,76,41,16,14,84,62,43,31,31,65,73,84,54,62,Serie A
Torino,7gnly6999wao1xarwct4p8fe9,b8ixf31bdyfqqcwoy4ulai73e,K. Fitz-Jim,Kian Fitz-Jim,23,Midfielder,Netherlands,Midfielder,69.0,0.0,64.0,5.0,133.0,5.0,9.0,10.0,13.0,2.0,2.0,270.0,3.0,7.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,89.26,50.0,0.0,77.78,0.0,65.0,0.0,66.67,0.0773670712754407,0.5361206256010889,2.0,10.0,0.2212311899999998,4.0,12.0,10.0,0.5543177399999999,64.0,23.0,0.0,21.33333333333333,1.6666666666666667,44.333333333333336,1.6666666666666667,3.0,3.333333333333333,4.333333333333333,0.6666666666666666,0.6666666666666666,1.0,2.333333333333333,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,89.26,50.0,0.0,77.78,0.0,65.0,0.0,66.67,0.0257890237584802,0.1787068752003629,0.6666666666666666,3.333333333333333,0.0737437299999999,1.3333333333333333,4.0,3.333333333333333,0.1847725799999999,21.33333333333333,LM/LCM,100,17,67,75,83,67,75,75,58,58,67,17,100,25,33,33,58,25,75,25,50,42,25,58,100,58,17,100,42,100,42,25,67,100,92,100,100,100,100,100,100,100,100,17,83,83,100,83,67,67,33,50,67,17,100,17,33,33,67,25,83,25,50,42,17,58,100,58,17,100,42,100,42,25,67,100,83,100,100,100,100,100,100,100,Serie A
Torino,7gnly6999wao1xarwct4p8fe9,ebgkv548xih19m8uza7bgrvmd,N. Vlašić,Nikola Vlasic,28,Midfielder,Croatia,Midfielder,36.0,0.0,53.0,1.0,89.0,1.0,4.0,5.0,11.0,0.0,0.0,270.0,3.0,2.0,1.0,5.0,0.0,4.0,3.0,1.0,2.0,0.0,2.0,8.0,0.0,88.12,100.0,0.0,50.0,50.0,36.67,55.56,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,17.666666666666668,0.3333333333333333,29.666666666666668,0.3333333333333333,1.3333333333333333,1.6666666666666667,3.6666666666666665,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,1.6666666666666667,0.0,1.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,2.6666666666666665,0.0,88.12,100.0,0.0,50.0,50.0,36.67,55.56,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CM/AM,29,18,41,21,35,12,47,53,41,15,12,47,44,21,100,35,53,71,44,74,41,68,71,53,59,100,18,62,85,12,82,88,15,12,29,12,12,12,12,12,12,12,29,18,35,15,29,18,47,53,47,15,12,44,47,18,100,35,47,76,41,71,41,65,71,53,59,100,18,62,85,12,82,88,15,12,29,12,12,12,12,12,12,12,Serie A
Lecce,bi1fxjrncd0ram0oi7ja1jyuo,1lisq580zw4yfk6id6f1dwr56,Danilo Veiga,Danilo Filipe de Melo Veiga,23,Defender,Portugal,Defender,47.0,1.0,38.0,1.0,84.0,1.0,3.0,3.0,10.0,7.0,4.0,270.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,75.68,11.11,16.67,0.0,0.0,38.46,66.67,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.666666666666666,0.3333333333333333,12.666666666666666,0.3333333333333333,28.0,0.3333333333333333,1.0,1.0,3.333333333333333,2.333333333333333,1.3333333333333333,1.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,75.68,11.11,16.67,0.0,0.0,38.46,66.67,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB/RCB,39,61,24,21,26,26,53,47,37,47,79,76,21,42,55,39,16,21,37,37,50,42,24,50,21,16,63,21,42,8,79,42,29,26,47,29,29,29,24,24,24,24,50,55,26,16,26,21,53,50,45,53,82,76,21,42,50,39,16,21,37,37,50,42,26,50,21,16,63,21,42,8,79,42,29,26,47,29,29,29,24,24,24,24,Serie A
Lecce,bi1fxjrncd0ram0oi7ja1jyuo,2izep8yz4gavm10cvf82py5pm,J. Siebert,Jamil Siebert,24,Defender,Germany,Defender,36.0,1.0,24.0,3.0,59.0,2.0,2.0,2.0,10.0,13.0,5.0,204.0,2.0,2.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,77.63,27.27,100.0,100.0,0.0,58.82,66.67,75.0,0.1339266596568692,0.2287102976752972,1.0,3.0,0.0696660599999999,1.0,1.0,2.0,0.2844963899999999,26.0,15.882352941176473,0.4411764705882353,10.588235294117649,1.3235294117647058,26.029411764705884,0.8823529411764706,0.8823529411764706,0.8823529411764706,4.411764705882353,5.735294117647059,2.2058823529411766,0.8823529411764706,0.8823529411764706,1.3235294117647058,0.8823529411764706,0.0,0.4411764705882353,0.4411764705882353,0.0,0.0,0.0,0.0,0.4411764705882353,0.0,77.63,27.27,100.0,100.0,0.0,58.82,66.67,75.0,0.0590852910250893,0.1009016019155722,0.4411764705882353,1.3235294117647058,0.0307350264705881,0.4411764705882353,0.4411764705882353,0.8823529411764706,0.125513113235294,11.470588235294118,CB,16,82,23,27,11,64,78,76,35,58,81,59,93,43,20,41,32,39,45,43,46,28,16,49,8,14,96,88,28,59,70,65,57,81,91,77,78,70,46,49,78,43,22,86,27,30,16,70,81,81,51,76,86,68,95,54,24,41,49,51,45,43,46,28,19,49,8,14,96,88,28,59,70,65,68,89,92,78,81,76,49,54,81,49,Serie A
Lecce,bi1fxjrncd0ram0oi7ja1jyuo,6udrxynn6611j9tjm258iu80k,Kialonda Gaspar,Esmevânio Kialonda Gaspar,28,Defender,Angola,Defender,85.0,0.0,20.0,1.0,105.0,0.0,0.0,0.0,17.0,21.0,2.0,246.0,3.0,0.0,5.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,86.78,8.33,0.0,0.0,100.0,68.0,60.0,45.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.09756097560976,0.0,7.317073170731708,0.3658536585365853,38.41463414634146,0.0,0.0,0.0,6.219512195121951,7.682926829268292,0.7317073170731707,1.0975609756097562,0.0,1.829268292682927,1.0975609756097562,0.0,0.3658536585365853,0.3658536585365853,0.0,0.0,0.0,0.3658536585365853,0.3658536585365853,0.0,86.78,8.33,0.0,0.0,100.0,68.0,60.0,45.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CB,59,38,11,5,35,11,24,24,81,89,28,78,31,88,38,41,32,39,45,43,46,77,16,49,24,3,38,31,95,86,54,19,26,24,43,31,31,31,22,22,22,22,59,38,3,5,32,11,24,24,84,95,35,84,31,89,38,41,41,46,45,43,46,78,14,49,24,3,38,31,95,86,54,19,26,24,43,31,31,31,22,22,22,22,Serie A
Lecce,bi1fxjrncd0ram0oi7ja1jyuo,7pg1pu4ptby6hi0rp29hv4jxl,L. Coulibaly,Lassana Coulibaly,30,Midfielder,Mali,Midfielder,50.0,0.0,54.0,1.0,104.0,5.0,7.0,7.0,14.0,3.0,3.0,270.0,6.0,3.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,5.0,0.0,83.87,14.29,0.0,42.86,50.0,53.85,66.67,33.33,0.2313614363541874,0.2323839890465648,0.0,3.0,0.06009809,2.0,12.0,13.0,0.21715559,49.0,16.666666666666668,0.0,18.0,0.3333333333333333,34.666666666666664,1.6666666666666667,2.333333333333333,2.333333333333333,4.666666666666667,1.0,1.0,2.0,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,1.6666666666666667,0.0,83.87,14.29,0.0,42.86,50.0,53.85,66.67,33.33,0.0771204787847291,0.0774613296821882,0.0,1.0,0.0200326966666666,0.6666666666666666,4.0,4.333333333333333,0.0723851966666666,16.333333333333332,CM/AM,65,18,47,21,47,82,74,74,76,62,82,88,71,21,74,82,32,47,21,26,41,50,41,53,24,6,18,47,85,68,88,21,41,53,29,35,35,44,65,82,71,53,62,18,41,15,41,79,79,79,82,62,82,88,71,18,71,79,35,44,21,26,41,47,41,53,24,6,18,47,85,68,88,21,41,53,29,38,41,41,71,76,59,53,Serie A
