Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate cross_Total,total accurate fwd zone pass_Total,total accurate long balls_Total,total accurate pass_Total,total att assist_Total,total contest_Total,total dribbles attempted_Total,total duels won_Total,total effective clearance_Total,total interception_Total,total mins played,total was fouled_Total,total won contest_Total,total won tackle_Total,total aerial won_Total,total assists_Total,total attempt_Total,total attempts ibox_Total,total attempts obox_Total,total blocked scoring att_Total,total goals_Total,total ontarget attempt_Total,total touches in opposition box_Total,total big chances saved_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate cross_p90,total accurate fwd zone pass_p90,total accurate long balls_p90,total accurate pass_p90,total att assist_p90,total contest_p90,total dribbles attempted_p90,total duels won_p90,total effective clearance_p90,total interception_p90,total was fouled_p90,total won contest_p90,total won tackle_p90,total aerial won_p90,total assists_p90,total attempt_p90,total attempts ibox_p90,total attempts obox_p90,total blocked scoring att_p90,total goals_p90,total ontarget attempt_p90,total touches in opposition box_p90,total big chances saved_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate cross_TotalPR,total accurate fwd zone pass_TotalPR,total accurate long balls_TotalPR,total accurate pass_TotalPR,total att assist_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total duels won_TotalPR,total effective clearance_TotalPR,total interception_TotalPR,total was fouled_TotalPR,total won contest_TotalPR,total won tackle_TotalPR,total aerial won_TotalPR,total assists_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total attempts obox_TotalPR,total blocked scoring att_TotalPR,total goals_TotalPR,total ontarget attempt_TotalPR,total touches in opposition box_TotalPR,total big chances saved_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate cross_p90PR,total accurate fwd zone pass_p90PR,total accurate long balls_p90PR,total accurate pass_p90PR,total att assist_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total duels won_p90PR,total effective clearance_p90PR,total interception_p90PR,total was fouled_p90PR,total won contest_p90PR,total won tackle_p90PR,total aerial won_p90PR,total assists_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total attempts obox_p90PR,total blocked scoring att_p90PR,total goals_p90PR,total ontarget attempt_p90PR,total touches in opposition box_p90PR,total big chances saved_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Atalanta,e75syeuawg3ql8nwpi3vr2btz,2fsgc0b4mvwpenawmit0q0bmd,M. Pašalić,Mario Pasalic,31,Midfielder,Croatia,Midfielder,39.0,0.0,64.0,0.0,103.0,2.0,3.0,3.0,1.0,2.0,1.0,178.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,89.57,0.0,0.0,33.33,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.719101123595504,0.0,32.359550561797754,0.0,52.07865168539325,1.0112359550561798,1.5168539325842696,1.5168539325842696,0.5056179775280899,1.0112359550561798,0.5056179775280899,0.0,0.5056179775280899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5168539325842696,0.0,89.57,0.0,0.0,33.33,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DM/CM,20,30,42,8,32,42,56,54,4,30,18,6,46,6,26,40,10,30,18,24,46,26,54,52,60,8,30,38,26,4,32,6,24,24,36,24,24,26,20,20,20,20,44,30,76,8,68,64,76,76,4,44,28,6,60,6,26,40,10,30,18,24,46,26,80,52,60,8,30,38,26,4,32,6,24,24,36,24,24,26,20,20,20,20,Serie A
Atalanta,e75syeuawg3ql8nwpi3vr2btz,4aqkgskbra4wsoo7a8uw7xl9l,Éderson,Éderson José dos Santos Lourenço da Silva,27,Midfielder,Brazil,Midfielder,75.0,0.0,87.0,2.0,162.0,2.0,3.0,3.0,12.0,3.0,2.0,327.0,9.0,1.0,1.0,0.0,0.0,4.0,1.0,3.0,1.0,1.0,3.0,4.0,0.0,88.04,28.57,0.0,33.33,75.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.642201834862387,0.0,23.94495412844037,0.5504587155963303,44.58715596330276,0.5504587155963303,0.8256880733944955,0.8256880733944955,3.302752293577982,0.8256880733944955,0.5504587155963303,2.477064220183486,0.2752293577981651,0.2752293577981651,0.0,0.0,1.1009174311926606,0.2752293577981651,0.8256880733944955,0.2752293577981651,0.2752293577981651,0.8256880733944955,1.1009174311926606,0.0,88.04,28.57,0.0,33.33,75.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DM/CM,72,30,72,20,72,42,56,54,56,48,40,96,46,16,26,40,78,72,72,60,96,100,76,52,40,22,30,38,92,30,32,40,24,24,36,24,24,26,20,20,20,20,48,30,48,20,40,28,48,44,28,36,32,92,32,12,26,40,64,68,62,50,92,96,60,52,40,22,30,38,92,30,32,40,24,24,36,24,24,26,20,20,20,20,Serie A
Atalanta,e75syeuawg3ql8nwpi3vr2btz,4cejhrr3ji36591xf54jue3ca,G. Scalvini,Giorgio Scalvini,22,Defender,Italy,Defender,181.0,0.0,72.0,7.0,253.0,0.0,1.0,1.0,16.0,13.0,2.0,360.0,2.0,0.0,5.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,96.2,70.0,0.0,0.0,0.0,53.33,61.54,83.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.25,0.0,18.0,1.75,63.25,0.0,0.25,0.25,4.0,3.25,0.5,0.5,0.0,1.25,2.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.75,0.0,96.2,70.0,0.0,0.0,0.0,53.33,61.54,83.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CB,97,38,86,68,97,11,58,58,74,58,28,59,31,88,78,41,32,39,45,43,46,28,51,49,100,86,38,31,28,35,59,78,26,24,43,31,31,31,22,22,22,22,84,38,57,47,76,11,51,51,46,35,15,51,31,51,69,41,18,23,45,43,46,28,39,49,100,86,38,31,28,35,59,78,26,24,43,31,31,31,22,22,22,22,Serie A
Atalanta,e75syeuawg3ql8nwpi3vr2btz,4ml8pyt3rxwxakjxslg0c8kb9,G. Scamacca,Gianluca Scamacca,27,Attacker,Italy,Striker,19.0,0.0,33.0,0.0,52.0,4.0,1.0,1.0,11.0,1.0,0.0,241.0,6.0,0.0,2.0,3.0,0.0,6.0,5.0,1.0,0.0,1.0,4.0,10.0,0.0,74.29,0.0,0.0,0.0,66.67,39.29,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.095435684647304,0.0,12.323651452282158,0.0,19.419087136929463,1.4937759336099583,0.3734439834024896,0.3734439834024896,4.107883817427386,0.3734439834024896,0.0,2.240663900414938,0.0,0.7468879668049793,1.120331950207469,0.0,2.240663900414938,1.867219917012448,0.3734439834024896,0.0,0.3734439834024896,1.4937759336099583,3.734439834024896,0.0,74.29,0.0,0.0,0.0,66.67,39.29,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ST,85,38,73,25,77,63,13,12,44,27,29,81,10,81,58,42,38,40,42,17,52,77,31,48,46,25,38,10,90,35,87,90,17,21,23,19,19,25,23,19,17,17,85,38,73,25,81,54,12,12,38,23,29,77,10,81,62,42,35,35,46,17,54,81,35,48,46,25,38,10,90,35,87,90,17,21,23,19,19,25,23,19,17,17,Serie A
Atalanta,e75syeuawg3ql8nwpi3vr2btz,7ox43isyywsnrfcd56nm65be,C. De Ketelaere,Charles De Ketelaere,25,Attacker,Belgium,Striker,15.0,3.0,63.0,2.0,75.0,7.0,13.0,14.0,18.0,1.0,1.0,265.0,4.0,5.0,4.0,5.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,9.0,0.0,72.12,40.0,37.5,38.46,0.0,45.0,55.56,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.094339622641509,1.018867924528302,21.39622641509434,0.6792452830188679,25.471698113207545,2.3773584905660377,4.415094339622641,4.754716981132075,6.113207547169811,0.3396226415094339,0.3396226415094339,1.3584905660377358,1.6981132075471697,1.3584905660377358,1.6981132075471697,0.3396226415094339,0.3396226415094339,0.3396226415094339,0.0,0.3396226415094339,0.0,0.0,3.056603773584905,0.0,72.12,40.0,37.5,38.46,0.0,45.0,55.56,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RW,38,50,88,38,62,88,81,81,100,44,44,88,62,94,88,81,12,19,19,56,38,12,56,56,12,38,88,25,12,62,75,94,31,31,31,31,31,31,31,31,31,31,25,50,75,38,62,75,75,75,88,38,25,88,62,88,88,75,12,12,19,38,38,12,50,56,12,38,88,25,12,62,75,94,31,31,31,31,31,31,31,31,31,31,Serie A
Atalanta,e75syeuawg3ql8nwpi3vr2btz,9j742o5vdc7d54x1xdz4t9ck5,S. Kolašinac,Sead Kolasinac,33,Defender,Bosnia and Herzegovina,Defender,49.0,0.0,42.0,6.0,91.0,0.0,0.0,0.0,5.0,4.0,1.0,238.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,85.85,54.55,0.0,0.0,0.0,41.67,33.33,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.529411764705884,0.0,15.882352941176473,2.26890756302521,34.411764705882355,0.0,0.0,0.0,1.8907563025210083,1.512605042016807,0.3781512605042016,0.7563025210084033,0.0,0.7563025210084033,0.3781512605042016,0.0,0.3781512605042016,0.0,0.3781512605042016,0.0,0.0,0.0,0.0,0.0,85.85,54.55,0.0,0.0,0.0,41.67,33.33,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LB/LCB,48,17,48,71,40,10,12,12,17,21,21,69,26,45,24,38,24,14,57,38,43,21,7,48,48,60,17,26,21,14,31,98,26,26,36,24,24,26,24,24,24,24,52,17,48,81,48,10,12,12,14,24,24,71,26,52,33,38,24,14,57,38,43,21,7,48,48,60,17,26,21,14,31,98,26,26,36,24,24,26,24,24,24,24,Serie A
Atalanta,e75syeuawg3ql8nwpi3vr2btz,a69r2pf2w8da4dl0zl4k5vil1,D. Zappacosta,Davide Zappacosta,34,Defender,Italy,Defender,52.0,0.0,43.0,1.0,95.0,0.0,2.0,3.0,2.0,3.0,0.0,197.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,5.0,0.0,90.48,16.67,0.0,0.0,0.0,33.33,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.75634517766497,0.0,19.64467005076142,0.4568527918781725,43.40101522842639,0.0,0.9137055837563453,1.3705583756345177,0.9137055837563453,1.3705583756345177,0.0,0.0,0.0,0.9137055837563453,0.0,0.0,0.9137055837563453,0.4568527918781725,0.4568527918781725,0.4568527918781725,0.0,0.0,2.284263959390863,0.0,90.48,16.67,0.0,0.0,0.0,33.33,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CB,24,38,50,5,28,11,78,88,3,7,5,12,31,23,4,41,65,39,93,93,46,28,72,49,49,8,38,31,28,3,4,92,26,24,43,31,31,31,22,22,22,22,35,38,68,8,46,11,84,95,3,8,5,12,31,32,4,41,76,54,95,100,46,28,89,49,49,8,38,31,28,3,4,92,26,24,43,31,31,31,22,22,22,22,Serie A
Atalanta,e75syeuawg3ql8nwpi3vr2btz,aripnzu9yo2wlr8ud93ufdhih,R. Bellanova,Raoul Bellanova,26,Defender,Italy,Defender,40.0,0.0,54.0,3.0,94.0,1.0,2.0,2.0,8.0,11.0,3.0,192.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,92.16,60.0,0.0,50.0,0.0,47.06,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,0.0,25.3125,1.40625,44.0625,0.46875,0.9375,0.9375,3.75,5.15625,1.40625,0.9375,0.46875,0.9375,0.46875,0.0,0.46875,0.0,0.46875,0.0,0.0,0.0,0.9375,0.0,92.16,60.0,0.0,50.0,0.0,47.06,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB/RCB,32,21,53,55,42,26,42,37,18,76,61,53,50,18,26,39,45,21,79,37,50,42,24,50,95,76,21,58,42,32,58,34,29,26,47,29,29,29,24,24,24,24,68,21,84,74,79,32,47,42,53,95,89,68,58,32,37,39,58,21,79,37,50,42,37,50,95,76,21,58,42,32,58,34,29,26,47,29,29,29,24,24,24,24,Serie A
Atalanta,e75syeuawg3ql8nwpi3vr2btz,bl76cebhta912vfi9z7ky32p6,L. Samardžić,Lazar Samardzic,24,Midfielder,Serbia,Midfielder,27.0,2.0,75.0,5.0,100.0,4.0,10.0,10.0,13.0,2.0,2.0,194.0,1.0,5.0,3.0,1.0,0.0,7.0,4.0,3.0,3.0,1.0,1.0,12.0,0.0,85.47,62.5,40.0,50.0,14.29,48.15,33.33,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.525773195876289,0.9278350515463918,34.79381443298969,2.31958762886598,46.39175257731959,1.855670103092784,4.639175257731959,4.639175257731959,6.030927835051546,0.9278350515463918,0.9278350515463918,0.4639175257731959,2.31958762886598,1.3917525773195878,0.4639175257731959,0.0,3.247422680412371,1.855670103092784,1.3917525773195878,1.3917525773195878,0.4639175257731959,0.4639175257731959,5.567010309278351,0.0,85.47,62.5,40.0,50.0,14.29,48.15,33.33,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RM/RCM,50,50,67,67,67,22,100,100,78,39,78,22,100,89,44,39,89,78,89,89,83,39,100,56,56,56,50,72,33,67,67,56,33,33,39,33,33,33,33,33,33,33,56,33,100,100,100,22,100,100,100,33,89,22,100,89,44,39,89,78,89,89,67,44,100,56,56,56,50,72,33,67,67,56,33,33,39,33,33,33,33,33,33,33,Serie A
Atalanta,e75syeuawg3ql8nwpi3vr2btz,cis0z72hgahfnfjduk7hdnz3e,O. Kossounou,Odilon Kossounou,25,Defender,Côte d'Ivoire,Defender,194.0,0.0,83.0,3.0,277.0,0.0,0.0,0.0,7.0,11.0,4.0,360.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,97.19,60.0,0.0,0.0,0.0,43.75,25.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.5,0.0,20.75,0.75,69.25,0.0,0.0,0.0,1.75,2.75,1.0,0.25,0.0,0.5,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.5,0.0,97.19,60.0,0.0,0.0,0.0,43.75,25.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB/RCB,100,21,84,55,100,8,11,11,11,76,79,29,21,18,26,39,45,55,37,37,50,42,24,50,100,76,21,21,42,21,21,24,29,26,47,29,29,29,24,24,24,24,100,21,53,47,100,8,11,11,11,63,61,21,21,5,11,39,32,42,37,37,50,42,13,50,100,76,21,21,42,21,21,24,29,26,47,29,29,29,24,24,24,24,Serie A
Bologna,ej5er0oyngdw138yuumwqbyqt,1t7nph4960rjzu7rgi47sf8ix,J. Odgaard,Jens Odgaard,27,Attacker,Denmark,Striker,14.0,0.0,22.0,0.0,36.0,2.0,8.0,8.0,10.0,1.0,1.0,195.0,6.0,3.0,0.0,0.0,0.0,6.0,5.0,1.0,1.0,0.0,1.0,5.0,0.0,80.0,0.0,0.0,37.5,16.67,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.461538461538462,0.0,10.153846153846157,0.0,16.615384615384617,0.9230769230769232,3.692307692307693,3.692307692307693,4.615384615384616,0.4615384615384615,0.4615384615384615,2.7692307692307696,1.3846153846153848,0.0,0.0,0.0,2.7692307692307696,2.307692307692308,0.4615384615384615,0.4615384615384615,0.0,0.4615384615384615,2.307692307692308,0.0,80.0,0.0,0.0,37.5,16.67,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ST,67,38,38,25,56,31,75,69,33,27,75,81,73,21,13,42,38,40,42,44,19,10,8,48,69,25,38,46,4,38,13,21,17,21,23,19,19,25,23,19,17,17,73,38,62,25,69,38,77,77,58,31,88,92,77,21,13,42,62,58,58,50,19,12,8,48,69,25,38,46,4,38,13,21,17,21,23,19,19,25,23,19,17,17,Serie A
Bologna,ej5er0oyngdw138yuumwqbyqt,31b0dvddmki2b2zvumesyrx4a,R. Piccoli,Roberto Piccoli,25,Attacker,Italy,Striker,7.0,0.0,11.0,0.0,18.0,1.0,2.0,2.0,7.0,2.0,1.0,210.0,4.0,2.0,0.0,1.0,0.0,7.0,6.0,1.0,1.0,1.0,2.0,11.0,0.0,94.74,0.0,0.0,100.0,28.57,43.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.714285714285714,0.0,7.7142857142857135,0.4285714285714285,0.8571428571428571,0.8571428571428571,3.0,0.8571428571428571,0.4285714285714285,1.7142857142857142,0.8571428571428571,0.0,0.4285714285714285,0.0,3.0,2.571428571428571,0.4285714285714285,0.4285714285714285,0.4285714285714285,0.8571428571428571,4.714285714285714,0.0,94.74,0.0,0.0,100.0,28.57,43.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ST,23,38,8,25,13,15,23,21,8,62,75,35,54,21,31,42,52,52,42,44,52,27,38,48,100,25,38,98,27,54,42,21,17,21,23,19,19,25,23,19,17,17,31,38,12,25,15,19,27,23,19,69,85,58,65,21,35,42,65,69,54,46,58,35,46,48,100,25,38,98,27,54,42,21,17,21,23,19,19,25,23,19,17,17,Serie A
Bologna,ej5er0oyngdw138yuumwqbyqt,5gf24ds4ejjztxyj8b5rs3tnt,T. Heggem,Torbjørn Heggem,27,Defender,Norway,Defender,194.0,0.0,70.0,11.0,264.0,3.0,0.0,0.0,7.0,10.0,2.0,270.0,2.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,96.0,73.33,0.0,0.0,0.0,46.67,80.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.66666666666667,0.0,23.33333333333333,3.6666666666666665,88.0,1.0,0.0,0.0,2.333333333333333,3.333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,1.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,1.6666666666666667,0.0,96.0,73.33,0.0,0.0,0.0,46.67,80.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CB,100,38,82,95,100,82,24,24,15,42,28,59,31,9,54,41,32,39,45,93,46,28,72,49,97,95,38,31,28,22,92,92,26,24,43,31,31,31,22,22,22,22,97,38,84,92,100,76,24,24,14,38,26,57,31,8,49,41,30,35,45,93,46,28,73,49,97,95,38,31,28,22,92,92,26,24,43,31,31,31,22,22,22,22,Serie A
Bologna,ej5er0oyngdw138yuumwqbyqt,6kms3ctf8joymna289onk9lg5,F. Bernardeschi,Federico Bernardeschi,32,Attacker,Italy,Striker,34.0,7.0,61.0,7.0,88.0,6.0,6.0,6.0,6.0,2.0,0.0,206.0,3.0,2.0,0.0,1.0,0.0,7.0,3.0,4.0,1.0,0.0,4.0,5.0,0.0,90.72,77.78,38.89,33.33,57.14,46.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.854368932038836,3.058252427184466,26.65048543689321,3.058252427184466,38.44660194174757,2.621359223300971,2.621359223300971,2.621359223300971,2.621359223300971,0.8737864077669903,0.0,1.3106796116504855,0.8737864077669903,0.0,0.4368932038834952,0.0,3.058252427184466,1.3106796116504855,1.7475728155339807,0.4368932038834952,0.0,1.7475728155339807,2.184466019417476,0.0,90.72,77.78,38.89,33.33,57.14,46.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RW,88,100,75,81,88,62,38,38,19,69,12,69,25,12,44,38,75,50,81,56,38,88,25,56,100,75,100,12,75,75,19,12,31,31,31,31,31,31,31,31,31,31,88,100,88,100,100,88,50,50,25,75,12,75,25,12,50,38,75,62,88,75,38,88,38,56,100,75,100,12,75,75,19,12,31,31,31,31,31,31,31,31,31,31,Serie A
Bologna,ej5er0oyngdw138yuumwqbyqt,ahe00hzfpxhe742i5db3mpe6s,E. Helland,Eivind Helland,21,Defender,Norway,Defender,135.0,0.0,20.0,3.0,155.0,0.0,0.0,0.0,11.0,9.0,4.0,180.0,1.0,0.0,4.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,95.68,42.86,0.0,0.0,50.0,73.33,60.0,57.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.5,0.0,10.0,1.5,77.5,0.0,0.0,0.0,5.5,4.5,2.0,0.5,0.0,2.0,1.5,0.0,1.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,95.68,42.86,0.0,0.0,50.0,73.33,60.0,57.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CB,81,38,11,27,65,11,24,24,46,35,66,38,31,69,38,41,65,70,45,43,46,77,35,49,92,24,38,31,76,89,54,30,26,24,43,31,31,31,22,22,22,22,100,38,24,39,97,11,24,24,73,50,81,51,31,95,57,41,85,88,45,43,46,97,51,49,92,24,38,31,76,89,54,30,26,24,43,31,31,31,22,22,22,22,Serie A
Bologna,ej5er0oyngdw138yuumwqbyqt,awf3x41nsz8m73bhte5wlz6ui,E. Holm,Emil Holm,26,Defender,Sweden,Defender,53.0,1.0,45.0,4.0,97.0,1.0,5.0,5.0,18.0,4.0,0.0,183.0,4.0,4.0,6.0,1.0,0.0,3.0,2.0,1.0,2.0,0.0,0.0,5.0,0.0,88.99,80.0,14.29,80.0,0.0,78.26,0.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.06557377049181,0.4918032786885246,22.13114754098361,1.9672131147540983,47.704918032786885,0.4918032786885246,2.459016393442623,2.459016393442623,8.852459016393443,1.9672131147540983,0.0,1.9672131147540983,1.9672131147540983,2.950819672131148,0.4918032786885246,0.0,1.475409836065574,0.9836065573770492,0.4918032786885246,0.9836065573770492,0.0,0.0,2.459016393442623,0.0,88.99,80.0,14.29,80.0,0.0,78.26,0.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB/RCB,66,61,32,71,50,26,79,74,84,21,8,92,97,82,26,39,76,76,79,92,50,42,66,50,74,100,50,89,42,100,11,50,29,26,47,29,29,29,24,24,24,24,89,79,63,84,84,37,95,95,100,32,8,95,100,100,42,39,95,89,84,100,50,42,79,50,74,100,50,89,42,100,11,50,29,26,47,29,29,29,24,24,24,24,Serie A
Bologna,ej5er0oyngdw138yuumwqbyqt,bdb6j168crcrwje9k0titxv55,L. Ferguson,Lewis Ferguson,27,Midfielder,Scotland,Midfielder,142.0,1.0,163.0,3.0,304.0,5.0,1.0,1.0,13.0,2.0,2.0,270.0,2.0,1.0,4.0,1.0,0.0,3.0,1.0,2.0,0.0,0.0,1.0,3.0,0.0,92.97,30.0,33.33,100.0,33.33,56.52,50.0,44.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.333333333333336,0.3333333333333333,54.333333333333336,1.0,101.33333333333331,1.6666666666666667,0.3333333333333333,0.3333333333333333,4.333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.3333333333333333,0.3333333333333333,0.0,1.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,1.0,0.0,92.97,30.0,33.33,100.0,33.33,56.52,50.0,44.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DM/CM,100,66,100,32,100,86,30,30,68,30,40,40,46,68,62,40,56,72,54,24,46,72,54,52,88,28,80,96,76,64,80,24,24,24,36,24,24,26,20,20,20,20,100,66,100,28,100,84,28,28,64,20,36,36,42,70,60,40,54,76,52,24,46,68,50,52,88,28,80,96,76,64,80,24,24,24,36,24,24,26,20,20,20,20,Serie A
Bologna,ej5er0oyngdw138yuumwqbyqt,d5m5q6dlc7vnbs634dinbsuwa,N. Cambiaghi,Nicolò Cambiaghi,25,Attacker,Italy,Striker,14.0,0.0,52.0,1.0,66.0,3.0,5.0,5.0,16.0,0.0,2.0,216.0,8.0,4.0,2.0,0.0,0.0,8.0,4.0,4.0,5.0,0.0,1.0,18.0,0.0,85.71,50.0,0.0,80.0,12.5,47.06,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.833333333333334,0.0,21.666666666666668,0.4166666666666667,27.5,1.25,2.083333333333333,2.083333333333333,6.666666666666667,0.0,0.8333333333333334,3.333333333333333,1.6666666666666667,0.8333333333333334,0.0,0.0,3.333333333333333,1.6666666666666667,1.6666666666666667,2.083333333333333,0.0,0.4166666666666667,7.5,0.0,85.71,50.0,0.0,80.0,12.5,47.06,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LW,50,25,50,88,50,62,38,25,88,38,75,100,50,75,50,62,38,62,25,88,50,38,75,62,75,75,25,100,38,100,50,62,38,38,38,38,38,38,50,38,38,38,50,25,75,100,75,100,25,25,100,38,75,100,88,75,50,62,50,75,50,100,50,25,100,62,75,75,25,100,38,100,50,62,38,38,38,38,38,38,50,38,38,38,Serie A
