Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate fwd zone pass_Total,total accurate long balls_Total,total accurate pass_Total,total aerial won_Total,total assists_Total,total att assist_Total,total attempt_Total,total attempts ibox_Total,total attempts obox_Total,total duels won_Total,total effective clearance_Total,total goals_Total,total mins played,total ontarget attempt_Total,total touches in opposition box_Total,total was fouled_Total,total won tackle_Total,total accurate cross_Total,total blocked scoring att_Total,total contest_Total,total dribbles attempted_Total,total won contest_Total,total interception_Total,total big chances saved_Total,total direct setpiece goals_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate fwd zone pass_p90,total accurate long balls_p90,total accurate pass_p90,total aerial won_p90,total assists_p90,total att assist_p90,total attempt_p90,total attempts ibox_p90,total attempts obox_p90,total duels won_p90,total effective clearance_p90,total goals_p90,total ontarget attempt_p90,total touches in opposition box_p90,total was fouled_p90,total won tackle_p90,total accurate cross_p90,total blocked scoring att_p90,total contest_p90,total dribbles attempted_p90,total won contest_p90,total interception_p90,total big chances saved_p90,total direct setpiece goals_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate fwd zone pass_TotalPR,total accurate long balls_TotalPR,total accurate pass_TotalPR,total aerial won_TotalPR,total assists_TotalPR,total att assist_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total attempts obox_TotalPR,total duels won_TotalPR,total effective clearance_TotalPR,total goals_TotalPR,total ontarget attempt_TotalPR,total touches in opposition box_TotalPR,total was fouled_TotalPR,total won tackle_TotalPR,total accurate cross_TotalPR,total blocked scoring att_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total won contest_TotalPR,total interception_TotalPR,total big chances saved_TotalPR,total direct setpiece goals_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate fwd zone pass_p90PR,total accurate long balls_p90PR,total accurate pass_p90PR,total aerial won_p90PR,total assists_p90PR,total att assist_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total attempts obox_p90PR,total duels won_p90PR,total effective clearance_p90PR,total goals_p90PR,total ontarget attempt_p90PR,total touches in opposition box_p90PR,total was fouled_p90PR,total won tackle_p90PR,total accurate cross_p90PR,total blocked scoring att_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total won contest_p90PR,total interception_p90PR,total big chances saved_p90PR,total direct setpiece goals_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Radnik Surdulica,c3uvbv6uzqxzqqqm7hw86885g,z3qgzbqn6di8wty7skg3cwh6,V. Bogdanović,Vukasin Bogdanovic,23.0,Attacker,Serbia,Striker,46.0,81.0,3.0,127.0,22.0,0.0,9.0,24.0,21.0,3.0,57.0,7.0,5.0,708.0,11.0,48.0,25.0,5.0,0.0,8.0,8.0,8.0,4.0,1.0,0.0,0.0,77.44,100.0,0.0,50.0,45.83,47.9,47.83,83.33,2.5615041021405505,0.5872805143066814,2.0,7.0,0.19800746,5.0,5.0,7.0,0.25792823,30.0,5.8474576271186445,10.296610169491526,0.3813559322033898,16.14406779661017,2.796610169491525,0.0,1.1440677966101696,3.050847457627119,2.669491525423729,0.3813559322033898,7.245762711864407,0.8898305084745763,0.6355932203389831,1.3983050847457628,6.101694915254238,3.1779661016949152,0.6355932203389831,0.0,1.0169491525423728,1.0169491525423728,1.0169491525423728,0.5084745762711864,0.1271186440677966,0.0,0.0,77.44,100.0,0.0,50.0,45.83,47.9,47.83,83.33,0.3256149282382056,0.0746543026661035,0.2542372881355932,0.8898305084745763,0.0251704398305084,0.6355932203389831,0.6355932203389831,0.8898305084745763,0.0327874868644067,3.8135593220338975,ST,91,83,66,89,91,33,76,93,97,56,94,80,97,99,100,97,77,31,94,60,59,69,47,50,51,83,90,31,73,73,66,60,76,86,74,39,69,66,84,56,57,49,71,74,71,46,77,71,33,51,74,80,46,77,60,91,91,91,91,60,31,89,34,34,49,43,50,51,83,90,31,73,73,66,60,76,69,37,26,43,37,71,31,37,29,31,Serbian SuperLeague
Radnički Kragujevac,3z0tiyynmxdyozfrpasdbpm0p,2wh8nza2u4px1l6cpyre87ka2,M. Cissé,Mohamed Cissé,25.0,Attacker,France,Striker,14.0,69.0,1.0,78.0,3.0,1.0,11.0,18.0,11.0,7.0,41.0,0.0,4.0,544.0,6.0,36.0,20.0,4.0,5.0,6.0,23.0,25.0,12.0,2.0,0.0,0.0,73.58,50.0,29.41,52.17,33.33,50.62,20.0,66.67,1.306954919063604,1.1444032030139883,11.0,19.0,0.68907139,7.0,3.0,12.0,1.43577974,36.0,2.3161764705882355,11.415441176470589,0.1654411764705882,12.904411764705882,0.4963235294117647,0.1654411764705882,1.8198529411764703,2.9779411764705883,1.8198529411764703,1.1580882352941178,6.783088235294118,0.0,0.6617647058823529,0.9926470588235294,5.955882352941177,3.308823529411765,0.6617647058823529,0.8272058823529412,0.9926470588235294,3.8051470588235294,4.136029411764706,1.9852941176470589,0.3308823529411764,0.0,0.0,73.58,50.0,29.41,52.17,33.33,50.62,20.0,66.67,0.216224159403905,0.1893314122633436,1.8198529411764703,3.1433823529411766,0.1140007814338235,1.1580882352941178,0.4963235294117647,1.9852941176470589,0.2375370893382353,5.955882352941177,RW,11,68,14,39,54,68,93,100,86,86,86,11,96,82,93,100,46,86,93,68,68,71,54,54,54,57,61,64,50,61,71,43,57,79,93,96,79,79,82,14,54,93,54,7,50,14,21,50,50,71,86,79,86,93,11,100,71,71,100,21,79,86,50,50,50,43,54,54,57,61,64,50,61,71,43,57,64,71,93,50,64,57,14,50,93,36,Serbian SuperLeague
Radnički Kragujevac,3z0tiyynmxdyozfrpasdbpm0p,31cd32e2yteigp8uax3xbij8p,D. Buchta,David Buchta,27.0,Midfielder,Czechia,Midfielder,21.0,23.0,1.0,44.0,1.0,1.0,3.0,11.0,8.0,3.0,4.0,0.0,3.0,204.0,9.0,10.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,80.0,33.33,0.0,100.0,81.82,40.0,50.0,0.0,1.3671238174200897,0.230902846843436,4.0,3.0,0.06732521,3.0,3.0,4.0,0.13899368,21.0,9.264705882352942,10.147058823529411,0.4411764705882353,19.411764705882355,0.4411764705882353,0.4411764705882353,1.3235294117647058,4.852941176470589,3.5294117647058822,1.3235294117647058,1.7647058823529411,0.0,1.3235294117647058,3.9705882352941178,4.411764705882353,0.4411764705882353,0.0,0.0,0.4411764705882353,0.4411764705882353,0.4411764705882353,0.4411764705882353,0.4411764705882353,0.0,0.0,80.0,33.33,0.0,100.0,81.82,40.0,50.0,0.0,0.6031428606265101,0.1018689030191629,1.7647058823529411,1.3235294117647058,0.0297022985294117,1.3235294117647058,1.3235294117647058,1.7647058823529411,0.0613207411764705,9.264705882352942,CM/AM,21,4,8,8,17,58,10,52,77,25,4,8,88,92,54,6,4,15,23,6,6,25,25,52,48,54,12,15,98,100,15,71,4,75,8,56,10,12,27,6,8,12,12,46,17,8,25,29,96,21,96,96,75,4,8,100,100,92,4,4,15,38,12,12,46,46,52,48,54,12,15,98,100,15,71,4,100,21,88,29,25,88,12,17,21,29,Serbian SuperLeague
Radnički Kragujevac,3z0tiyynmxdyozfrpasdbpm0p,5uddkhbb8dyilqjybrjuyzg2c,S. Alić,Semir Alic,22.0,Midfielder,Serbia,Midfielder,19.0,52.0,3.0,69.0,4.0,0.0,7.0,3.0,1.0,2.0,18.0,9.0,1.0,333.0,1.0,10.0,5.0,2.0,2.0,1.0,10.0,11.0,2.0,2.0,0.0,0.0,71.88,42.86,33.33,20.0,33.33,34.62,28.57,28.57,0.2197610904659955,0.4463084227601803,1.0,8.0,0.25987356,2.0,5.0,9.0,0.4834695199999999,42.0,5.135135135135135,14.054054054054053,0.8108108108108107,18.64864864864865,1.081081081081081,0.0,1.891891891891892,0.8108108108108107,0.2702702702702702,0.5405405405405405,4.864864864864865,2.4324324324324325,0.2702702702702702,0.2702702702702702,2.702702702702702,1.351351351351351,0.5405405405405405,0.5405405405405405,0.2702702702702702,2.702702702702702,2.972972972972973,0.5405405405405405,0.5405405405405405,0.0,0.0,71.88,42.86,33.33,20.0,33.33,34.62,28.57,28.57,0.0593948893151339,0.1206238980432919,0.2702702702702702,2.162162162162162,0.0702360972972973,0.5405405405405405,1.351351351351351,2.4324324324324325,0.1306674378378378,11.35135135135135,CM,50,100,75,100,50,75,100,50,75,50,50,100,100,100,100,100,50,100,75,100,100,75,50,75,75,50,100,50,50,100,50,50,50,50,100,50,100,100,100,100,100,100,100,50,100,100,100,50,75,100,50,100,50,100,100,100,100,100,100,50,100,100,100,100,100,50,75,75,50,100,50,50,100,50,50,50,100,100,50,100,100,100,100,100,100,100,Serbian SuperLeague
Radnički Kragujevac,3z0tiyynmxdyozfrpasdbpm0p,5ujf1qwekbimtowyzv3euju1h,M. Kuzmanović,Mico Kuzmanovic,30.0,Defender,Bosnia and Herzegovina,Defender,21.0,25.0,1.0,45.0,1.0,0.0,2.0,1.0,0.0,1.0,15.0,4.0,0.0,226.0,1.0,6.0,7.0,2.0,1.0,0.0,9.0,9.0,4.0,3.0,0.0,0.0,73.77,20.0,50.0,44.44,100.0,44.12,20.0,66.67,0.0444545682880961,0.1560537921394846,1.0,6.0,0.17080029,4.0,2.0,0.0,0.20755191,21.0,8.36283185840708,9.95575221238938,0.3982300884955752,17.920353982300885,0.3982300884955752,0.0,0.7964601769911505,0.3982300884955752,0.0,0.3982300884955752,5.9734513274336285,1.592920353982301,0.0,0.3982300884955752,2.3893805309734515,2.7876106194690267,0.7964601769911505,0.3982300884955752,0.0,3.584070796460177,3.584070796460177,1.592920353982301,1.1946902654867255,0.0,0.0,73.77,20.0,50.0,44.44,100.0,44.12,20.0,66.67,0.0177031466634011,0.062145315453777,0.3982300884955752,2.3893805309734515,0.0680178146017699,1.592920353982301,0.7964601769911505,0.0,0.0826534154867256,8.36283185840708,LB/LCB,5,5,5,5,12,40,25,18,18,48,32,10,45,68,57,62,20,28,25,80,75,72,25,52,52,30,10,95,40,100,15,25,55,15,20,45,48,50,62,5,5,5,10,15,30,5,20,10,40,50,20,18,80,90,10,45,85,95,100,30,40,25,95,95,100,55,52,52,30,10,95,40,100,15,25,55,15,40,80,90,95,100,10,5,30,10,Serbian SuperLeague
Radnički Kragujevac,3z0tiyynmxdyozfrpasdbpm0p,5uo1gs2j84w8c3mhj1uwy18t1,N. Glavčić,Nemanja Glavcic,29.0,Midfielder,Serbia,Midfielder,77.0,201.0,7.0,263.0,11.0,1.0,20.0,13.0,4.0,9.0,45.0,8.0,1.0,671.0,3.0,17.0,12.0,12.0,15.0,5.0,12.0,13.0,8.0,6.0,0.0,0.0,78.74,30.43,42.86,66.67,23.08,57.69,57.89,85.71,1.2700570501560384,1.6964834112966645,7.0,19.0,0.44676802,6.0,39.0,48.0,1.5540291400000004,146.0,10.327868852459016,26.959761549925485,0.9388971684053652,35.27570789865872,1.4754098360655736,0.1341281669150521,2.682563338301043,1.743666169895678,0.5365126676602087,1.2071535022354694,6.0357675111773474,1.073025335320417,0.1341281669150521,0.4023845007451564,2.2801788375558867,1.609538002980626,1.609538002980626,2.011922503725782,0.6706408345752608,1.609538002980626,1.743666169895678,1.073025335320417,0.8047690014903129,0.0,0.0,78.74,30.43,42.86,66.67,23.08,57.69,57.89,85.71,0.1703504240149679,0.2275462101590161,0.9388971684053652,2.548435171385991,0.0599241755588673,0.8047690014903129,5.230998509687034,6.438152011922504,0.208439079880775,19.582712369597616,CM/AM,75,88,46,83,96,58,92,65,56,71,92,94,48,50,69,71,96,100,75,81,83,88,83,52,48,46,8,81,88,25,92,88,79,67,83,75,79,75,65,83,88,88,83,71,88,21,83,92,46,83,38,46,67,88,83,33,25,50,62,96,83,67,58,54,75,71,52,48,46,8,81,88,25,92,88,79,50,79,62,71,58,38,79,83,83,88,Serbian SuperLeague
Radnički Kragujevac,3z0tiyynmxdyozfrpasdbpm0p,6ovwfmtohoxhz56q962x2t149,B. Nikčević,Bojica Nikcevic,26.0,Defender,Montenegro,Defender,69.0,120.0,10.0,185.0,3.0,2.0,10.0,13.0,4.0,9.0,21.0,10.0,0.0,792.0,4.0,20.0,5.0,3.0,4.0,5.0,18.0,19.0,8.0,9.0,0.0,0.0,71.98,43.48,11.11,44.44,30.77,36.21,33.33,60.0,0.9346429906772824,1.1689698763232768,4.0,21.0,0.55670215,5.0,26.0,29.0,1.98400947,96.0,7.84090909090909,13.636363636363637,1.1363636363636362,21.02272727272727,0.3409090909090909,0.2272727272727272,1.1363636363636362,1.477272727272727,0.4545454545454545,1.0227272727272727,2.386363636363636,1.1363636363636362,0.0,0.4545454545454545,2.2727272727272725,0.5681818181818181,0.3409090909090909,0.4545454545454545,0.5681818181818181,2.0454545454545454,2.1590909090909087,0.9090909090909092,1.0227272727272727,0.0,0.0,71.98,43.48,11.11,44.44,30.77,36.21,33.33,60.0,0.106209430758782,0.1328374859458269,0.4545454545454545,2.386363636363636,0.0632616079545454,0.5681818181818181,2.954545454545454,3.295454545454545,0.225455621590909,10.909090909090908,RB/RCB,47,79,56,71,18,100,94,100,91,100,53,47,47,97,100,29,26,71,100,94,94,91,74,47,53,29,53,15,62,76,6,21,32,94,94,91,100,100,91,85,76,100,71,24,53,24,29,12,100,71,100,88,100,6,6,47,94,94,12,18,53,100,94,94,88,35,47,53,29,53,15,62,76,6,21,32,100,76,71,94,88,65,53,47,88,29,Serbian SuperLeague
Radnički Kragujevac,3z0tiyynmxdyozfrpasdbpm0p,7hzwkvpglkqwz1g6ox2x2fg9g,U. Sremčević,Uros Sremcevic,20.0,Attacker,Serbia,Striker,24.0,47.0,1.0,71.0,19.0,1.0,6.0,19.0,19.0,0.0,36.0,13.0,3.0,565.0,5.0,38.0,10.0,2.0,0.0,7.0,7.0,7.0,4.0,0.0,0.0,0.0,64.55,33.33,0.0,57.14,26.32,51.43,55.88,66.67,2.423296453813172,0.3640864171834463,1.0,7.0,0.18045727,3.0,6.0,7.0,0.2477342299999999,23.0,3.8230088495575214,7.486725663716815,0.1592920353982301,11.309734513274336,3.026548672566372,0.1592920353982301,0.9557522123893806,3.026548672566372,3.026548672566372,0.0,5.734513274336283,2.070796460176992,0.4778761061946903,0.7964601769911505,6.053097345132744,1.592920353982301,0.3185840707964602,0.0,1.1150442477876106,1.1150442477876106,1.1150442477876106,0.6371681415929203,0.0,0.0,0.0,64.55,33.33,0.0,57.14,26.32,51.43,55.88,66.67,0.3860118245012132,0.0579960664540002,0.1592920353982301,1.1150442477876106,0.0287454058407079,0.4778761061946903,0.9557522123893806,1.1150442477876106,0.0394620897345132,3.663716814159292,ST,61,61,29,60,81,74,57,79,94,14,79,99,86,77,91,70,50,31,89,54,51,69,20,50,51,20,36,31,79,36,83,83,57,83,40,26,69,57,64,67,57,46,57,31,40,17,37,74,74,31,69,89,14,63,94,83,49,89,43,37,31,94,40,37,60,20,50,51,20,36,31,79,36,83,83,57,80,26,20,60,46,54,54,54,37,29,Serbian SuperLeague
Radnički Kragujevac,3z0tiyynmxdyozfrpasdbpm0p,9s6tngm50l92s35bu4zt1fv8p,A. Marušić,Aleksa Marusic,27.0,Attacker,Montenegro,Striker,12.0,22.0,0.0,34.0,4.0,0.0,2.0,6.0,5.0,1.0,9.0,1.0,0.0,201.0,1.0,11.0,3.0,0.0,0.0,0.0,6.0,7.0,2.0,0.0,0.0,0.0,80.95,0.0,0.0,33.33,16.67,34.62,40.0,0.0,0.6787504781666224,0.1602519002419935,0.0,2.0,0.0575652,0.0,1.0,2.0,0.02913901,11.0,5.3731343283582085,9.850746268656716,0.0,15.223880597014926,1.791044776119403,0.0,0.8955223880597015,2.686567164179104,2.238805970149253,0.4477611940298507,4.029850746268656,0.4477611940298507,0.0,0.4477611940298507,4.925373134328358,1.343283582089552,0.0,0.0,0.0,2.686567164179104,3.134328358208955,0.8955223880597015,0.0,0.0,0.0,80.95,0.0,0.0,33.33,16.67,34.62,40.0,0.0,0.3039181245522189,0.0717545821979075,0.0,0.8955223880597015,0.0257754626865671,0.0,0.4477611940298507,0.8955223880597015,0.0130473179104477,4.925373134328358,ST,21,21,9,20,21,33,13,17,24,37,11,20,24,10,21,11,11,31,6,46,51,44,20,50,51,96,9,31,47,6,17,40,11,26,20,10,23,26,11,10,24,6,17,66,66,9,71,46,33,26,63,66,51,29,29,24,29,71,37,11,31,6,86,89,74,20,50,51,96,9,31,47,6,17,40,11,63,34,10,46,40,11,23,40,17,60,Serbian SuperLeague
Radnički Kragujevac,3z0tiyynmxdyozfrpasdbpm0p,bx9j7zlcib4gzax226s9ee5ed,S. Simović,Slobodan Simovic,37.0,Defender,Serbia,Defender,194.0,97.0,33.0,291.0,11.0,1.0,1.0,7.0,6.0,1.0,34.0,32.0,1.0,521.0,5.0,9.0,11.0,7.0,0.0,0.0,2.0,2.0,1.0,8.0,0.0,0.0,85.84,60.0,0.0,50.0,71.43,62.96,52.38,63.64,0.9012430679284668,0.1059870340007581,1.0,14.0,0.28456761,5.0,24.0,35.0,0.5534242999999999,179.0,33.51247600767754,16.75623800383877,5.700575815738964,50.26871401151632,1.9001919385796544,0.1727447216890595,0.1727447216890595,1.2092130518234163,1.0364683301343571,0.1727447216890595,5.873320537428024,5.527831094049904,0.1727447216890595,0.8637236084452975,1.5547024952015356,1.9001919385796544,1.2092130518234163,0.0,0.0,0.345489443378119,0.345489443378119,0.1727447216890595,1.381957773512476,0.0,0.0,85.84,60.0,0.0,50.0,71.43,62.96,52.38,63.64,0.1556849829434971,0.0183087006911098,0.1727447216890595,2.418426103646833,0.0491575525911708,0.8637236084452975,4.1458733205374285,6.046065259117083,0.0956011266794625,30.92130518234165,CB,55,55,89,55,37,95,38,93,92,70,57,53,84,99,82,87,79,42,30,55,54,51,57,46,51,71,89,42,53,89,76,29,54,92,53,68,95,95,88,64,75,58,55,84,79,92,82,26,97,45,92,95,76,89,71,89,100,87,95,79,42,30,58,58,58,79,46,51,71,89,42,53,89,76,29,54,92,61,68,97,100,89,74,92,68,82,Serbian SuperLeague
Radnički Kragujevac,3z0tiyynmxdyozfrpasdbpm0p,ccqxc13lyqta2wtrkd4qteane,J. Ilić,Jovan Ilic,26.0,Midfielder,Bosnia and Herzegovina,Midfielder,48.0,85.0,6.0,124.0,4.0,0.0,7.0,6.0,2.0,4.0,19.0,3.0,0.0,369.0,2.0,5.0,6.0,5.0,9.0,2.0,9.0,9.0,4.0,3.0,0.0,0.0,83.22,66.67,50.0,44.44,33.33,48.72,33.33,100.0,0.8355214751686357,0.8922132870990434,4.0,9.0,0.23394867,6.0,9.0,15.0,0.3524133,59.0,11.707317073170731,20.731707317073173,1.4634146341463417,30.243902439024392,0.9756097560975612,0.0,1.707317073170732,1.4634146341463417,0.4878048780487805,0.9756097560975612,4.634146341463415,0.7317073170731708,0.0,0.4878048780487805,1.2195121951219514,1.4634146341463417,1.2195121951219514,2.1951219512195124,0.4878048780487805,2.1951219512195124,2.1951219512195124,0.9756097560975612,0.7317073170731708,0.0,0.0,83.22,66.67,50.0,44.44,33.33,48.72,33.33,100.0,0.2037857256508868,0.2176129968534252,0.9756097560975612,2.1951219512195124,0.0570606512195122,1.4634146341463417,2.1951219512195124,3.658536585365854,0.0859544634146341,14.390243902439028,CM/AM,62,50,35,54,60,23,35,21,29,38,38,58,15,31,23,48,54,75,44,67,67,67,54,52,48,83,81,92,54,52,71,42,94,46,50,56,44,46,65,29,46,29,44,75,71,46,71,71,23,50,29,38,46,54,71,15,46,29,58,71,92,46,79,75,71,67,52,48,83,81,92,54,52,71,42,94,62,75,67,54,54,96,38,50,33,62,Serbian SuperLeague
Radnički Kragujevac,3z0tiyynmxdyozfrpasdbpm0p,d681f54qps1fop6a5pvhkpbzd,M. Ristić,Milos Ristic,31.0,Midfielder,Serbia,Midfielder,92.0,106.0,8.0,195.0,10.0,0.0,7.0,8.0,1.0,7.0,26.0,14.0,0.0,530.0,1.0,7.0,3.0,8.0,3.0,2.0,1.0,2.0,0.0,7.0,0.0,0.0,80.91,36.36,30.0,0.0,12.5,54.17,66.67,61.54,0.5066331546307942,0.5448538855756375,4.0,6.0,0.11103807,3.0,12.0,13.0,0.6005045899999997,101.0,15.62264150943396,18.0,1.3584905660377358,33.11320754716981,1.6981132075471697,0.0,1.1886792452830188,1.3584905660377358,0.1698113207547169,1.1886792452830188,4.415094339622641,2.3773584905660377,0.0,0.1698113207547169,1.1886792452830188,0.5094339622641509,1.3584905660377358,0.5094339622641509,0.3396226415094339,0.1698113207547169,0.3396226415094339,0.0,1.1886792452830188,0.0,0.0,80.91,36.36,30.0,0.0,12.5,54.17,66.67,61.54,0.0860320451259839,0.0925223579279384,0.6792452830188679,1.018867924528302,0.0188555213207547,0.5094339622641509,2.037735849056604,2.2075471698113205,0.1019724775471697,17.150943396226413,DM/CM,41,59,24,52,78,41,69,78,33,87,35,81,39,43,80,11,57,76,70,6,7,7,54,52,50,52,22,63,7,26,48,74,56,67,67,70,39,37,48,20,13,48,48,52,52,19,63,81,41,81,85,37,93,30,81,39,44,85,11,74,78,74,4,7,7,78,52,50,52,22,63,7,26,48,74,56,78,78,89,37,37,63,22,19,59,56,Serbian SuperLeague
Radnički Kragujevac,3z0tiyynmxdyozfrpasdbpm0p,dkh1cmti3y1tvg3tuyuqb3omi,I. Bah,Issa Bah,24.0,Attacker,Luxembourg,Striker,12.0,26.0,2.0,38.0,3.0,0.0,2.0,9.0,7.0,2.0,17.0,5.0,2.0,271.0,6.0,22.0,5.0,4.0,0.0,0.0,11.0,13.0,2.0,2.0,0.0,0.0,73.08,50.0,0.0,18.18,66.67,36.96,25.0,57.14,0.7575312794858877,0.1794032233406237,4.0,5.0,0.22453301,2.0,1.0,1.0,0.1936775899999999,16.0,3.985239852398524,8.634686346863468,0.6642066420664207,12.619926199261991,0.996309963099631,0.0,0.6642066420664207,2.988929889298893,2.3247232472324724,0.6642066420664207,5.645756457564576,1.6605166051660516,0.6642066420664207,1.992619926199262,7.306273062730628,1.6605166051660516,1.328413284132841,0.0,0.0,3.653136531365314,4.317343173431734,0.6642066420664207,0.6642066420664207,0.0,0.0,73.08,50.0,0.0,18.18,66.67,36.96,25.0,57.14,0.2515786537038003,0.0595804062754838,1.328413284132841,1.6605166051660516,0.074568158302583,0.6642066420664207,0.3321033210332103,0.3321033210332103,0.0643209708487084,5.313653136531365,LW,10,10,25,10,35,25,10,30,60,20,10,55,90,75,60,20,30,10,20,10,10,10,35,55,55,40,80,10,10,100,10,30,30,40,10,35,10,20,20,10,10,10,10,20,20,40,10,70,25,10,80,100,30,40,90,100,100,100,40,70,10,20,90,90,20,70,55,55,40,80,10,10,100,10,30,30,80,10,70,20,50,20,10,10,10,20,Serbian SuperLeague
Radnički Kragujevac,3z0tiyynmxdyozfrpasdbpm0p,el3oddwdsic90982ksyqu1kwk,J. Živković,Jovan Zivkovic,20.0,Attacker,Austria,Striker,18.0,51.0,2.0,62.0,0.0,2.0,9.0,12.0,6.0,6.0,20.0,5.0,1.0,277.0,2.0,19.0,4.0,6.0,7.0,5.0,13.0,14.0,8.0,0.0,0.0,0.0,76.54,50.0,46.67,61.54,16.67,47.62,0.0,75.0,1.240401914911229,1.1367221748171328,6.0,15.0,0.6009247999999999,7.0,3.0,12.0,1.3397105700000005,34.0,5.8483754512635375,16.570397111913355,0.6498194945848376,20.14440433212996,0.0,0.6498194945848376,2.9241877256317688,3.898916967509025,1.9494584837545128,1.9494584837545128,6.498194945848375,1.624548736462094,0.3249097472924188,0.6498194945848376,6.1732851985559565,1.2996389891696751,1.9494584837545128,2.274368231046932,1.624548736462094,4.223826714801444,4.548736462093863,2.5992779783393503,0.0,0.0,0.0,76.54,50.0,46.67,61.54,16.67,47.62,0.0,75.0,0.4030186727148397,0.3693321145615232,1.9494584837545128,4.873646209386282,0.1952463249097472,2.274368231046932,0.9747292418772564,3.898916967509025,0.4352850227436824,11.046931407942235,LW,30,20,25,20,10,70,45,50,45,45,20,55,50,25,45,10,40,70,70,35,35,60,10,55,55,80,80,80,100,10,60,10,80,50,50,50,50,60,70,20,50,70,40,60,80,30,80,10,100,100,100,90,100,90,80,90,60,90,10,100,100,100,100,100,100,10,55,55,80,80,80,100,10,60,10,80,100,100,100,100,100,100,30,90,100,90,Serbian SuperLeague
Radnički Kragujevac,3z0tiyynmxdyozfrpasdbpm0p,ew74ruh9073colibnzr6qteui,H. Hilo,Hassan Hilo,26.0,Defender,Israel,Defender,100.0,48.0,27.0,148.0,6.0,0.0,0.0,1.0,1.0,0.0,19.0,18.0,0.0,344.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,75.51,45.0,0.0,0.0,0.0,44.19,40.0,44.44,0.0893603652744053,0.0,1.0,2.0,0.03620728,0.0,17.0,21.0,0.4395398499999999,82.0,26.162790697674417,12.55813953488372,7.063953488372093,38.72093023255814,1.569767441860465,0.0,0.0,0.2616279069767441,0.2616279069767441,0.0,4.970930232558139,4.709302325581395,0.0,0.0,0.2616279069767441,1.0465116279069766,1.0465116279069766,0.0,0.0,0.0,0.0,0.0,0.7848837209302325,0.0,0.0,75.51,45.0,0.0,0.0,0.0,44.19,40.0,44.44,0.0233791653334199,0.0,0.2616279069767441,0.5232558139534883,0.0094728348837209,0.0,4.447674418604651,5.494186046511628,0.114995890988372,21.453488372093023,CB,26,24,78,24,17,45,13,16,20,29,28,30,36,16,9,50,43,42,30,14,14,20,28,46,51,18,61,42,20,16,16,14,21,11,17,68,24,21,17,42,51,39,24,45,47,100,47,18,45,13,26,34,29,66,45,36,16,11,71,76,42,30,14,14,20,32,46,51,18,61,42,20,16,16,14,21,21,17,82,29,26,17,82,79,82,42,Serbian SuperLeague
