Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate fwd zone pass_Total,total accurate long balls_Total,total accurate pass_Total,total aerial won_Total,total assists_Total,total att assist_Total,total attempt_Total,total attempts ibox_Total,total attempts obox_Total,total duels won_Total,total effective clearance_Total,total goals_Total,total mins played,total ontarget attempt_Total,total touches in opposition box_Total,total was fouled_Total,total won tackle_Total,total accurate cross_Total,total blocked scoring att_Total,total contest_Total,total dribbles attempted_Total,total won contest_Total,total interception_Total,total big chances saved_Total,total direct setpiece goals_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate fwd zone pass_p90,total accurate long balls_p90,total accurate pass_p90,total aerial won_p90,total assists_p90,total att assist_p90,total attempt_p90,total attempts ibox_p90,total attempts obox_p90,total duels won_p90,total effective clearance_p90,total goals_p90,total ontarget attempt_p90,total touches in opposition box_p90,total was fouled_p90,total won tackle_p90,total accurate cross_p90,total blocked scoring att_p90,total contest_p90,total dribbles attempted_p90,total won contest_p90,total interception_p90,total big chances saved_p90,total direct setpiece goals_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate fwd zone pass_TotalPR,total accurate long balls_TotalPR,total accurate pass_TotalPR,total aerial won_TotalPR,total assists_TotalPR,total att assist_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total attempts obox_TotalPR,total duels won_TotalPR,total effective clearance_TotalPR,total goals_TotalPR,total ontarget attempt_TotalPR,total touches in opposition box_TotalPR,total was fouled_TotalPR,total won tackle_TotalPR,total accurate cross_TotalPR,total blocked scoring att_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total won contest_TotalPR,total interception_TotalPR,total big chances saved_TotalPR,total direct setpiece goals_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate fwd zone pass_p90PR,total accurate long balls_p90PR,total accurate pass_p90PR,total aerial won_p90PR,total assists_p90PR,total att assist_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total attempts obox_p90PR,total duels won_p90PR,total effective clearance_p90PR,total goals_p90PR,total ontarget attempt_p90PR,total touches in opposition box_p90PR,total was fouled_p90PR,total won tackle_p90PR,total accurate cross_p90PR,total blocked scoring att_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total won contest_p90PR,total interception_p90PR,total big chances saved_p90PR,total direct setpiece goals_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Mačva Šabac,ajxqiqjev2oopks7tsbxqx9ar,8lodq1t7arl3hu8j3jg437joq,M. Ergelaš,Mitar Ergelas,24.0,Attacker,Serbia,Striker,24.0,35.0,4.0,54.0,3.0,1.0,6.0,6.0,2.0,4.0,12.0,5.0,0.0,350.0,1.0,2.0,7.0,1.0,5.0,2.0,4.0,5.0,1.0,3.0,0.0,0.0,63.53,28.57,25.0,25.0,16.67,44.44,50.0,50.0,0.3349047617306286,0.4211885491513091,3.0,2.0,0.05168552,2.0,5.0,9.0,0.2118441199999999,24.0,6.171428571428572,9.0,1.0285714285714287,13.885714285714286,0.7714285714285715,0.2571428571428572,1.542857142857143,1.542857142857143,0.5142857142857143,1.0285714285714287,3.085714285714286,1.2857142857142858,0.0,0.2571428571428572,0.5142857142857143,1.8,0.2571428571428572,1.2857142857142858,0.5142857142857143,1.0285714285714287,1.2857142857142858,0.2571428571428572,0.7714285714285715,0.0,0.0,63.53,28.57,25.0,25.0,16.67,44.44,50.0,50.0,0.0861183673021616,0.1083056269246223,0.7714285714285715,0.5142857142857143,0.0132905622857142,0.5142857142857143,1.2857142857142858,2.3142857142857145,0.0544742022857142,6.171428571428572,ST,61,46,76,54,17,74,57,17,7,64,14,66,24,10,3,37,31,91,44,31,37,30,77,50,51,14,24,80,34,6,54,67,31,9,51,57,23,20,50,56,70,43,60,80,60,89,57,17,80,74,23,6,80,11,80,24,3,3,54,34,91,60,37,40,31,80,50,51,14,24,80,34,6,54,67,31,9,63,69,17,14,60,74,89,46,71,Serbian SuperLeague
Mačva Šabac,ajxqiqjev2oopks7tsbxqx9ar,9jqyga5a8fh7mb50dqhtdn47o,L. Pejović,Luka Pejovic,27.0,Attacker,Serbia,Striker,60.0,62.0,9.0,115.0,10.0,0.0,7.0,16.0,9.0,7.0,55.0,10.0,1.0,775.0,4.0,17.0,14.0,13.0,7.0,5.0,21.0,22.0,9.0,7.0,0.0,0.0,69.28,42.86,33.33,42.86,25.0,45.08,38.46,59.09,1.2595625085292343,0.7097644737687138,9.0,11.0,0.3266349,1.0,11.0,10.0,1.19518175,58.0,6.967741935483871,7.2,1.0451612903225806,13.35483870967742,1.1612903225806452,0.0,0.8129032258064517,1.8580645161290323,1.0451612903225806,0.8129032258064517,6.387096774193549,1.1612903225806452,0.1161290322580645,0.4645161290322581,1.974193548387097,1.6258064516129034,1.5096774193548388,0.8129032258064517,0.5806451612903226,2.438709677419355,2.55483870967742,1.0451612903225806,0.8129032258064517,0.0,0.0,69.28,42.86,33.33,42.86,25.0,45.08,38.46,59.09,0.1462717751840401,0.0824242614699151,1.0451612903225806,1.2774193548387098,0.0379317948387096,0.1161290322580645,1.2774193548387098,1.1612903225806452,0.1387953,6.735483870967742,LW,80,40,65,40,95,25,20,70,75,70,90,90,50,50,30,60,95,70,70,85,80,75,95,55,55,10,50,70,50,40,30,50,40,60,30,80,30,30,10,60,40,50,60,80,10,60,20,80,25,20,40,40,50,80,60,30,20,10,30,80,50,60,30,30,40,90,55,55,10,50,70,50,40,30,50,40,40,20,50,10,10,10,60,30,50,30,Serbian SuperLeague
Mačva Šabac,ajxqiqjev2oopks7tsbxqx9ar,9llyw739ny1hjiztduz70gaok,S. Sladojević,Slobodan Sladojevic,23.0,Midfielder,Serbia,Midfielder,225.0,38.0,23.0,263.0,30.0,1.0,1.0,3.0,3.0,0.0,48.0,73.0,0.0,900.0,2.0,6.0,7.0,5.0,0.0,1.0,4.0,4.0,2.0,12.0,0.0,0.0,76.01,31.51,0.0,50.0,66.67,51.61,55.56,55.56,0.3947237970504363,0.1908313441454553,1.0,1.0,0.0199707,0.0,6.0,8.0,0.4960184199999998,152.0,22.5,3.8,2.3,26.3,3.0,0.1,0.1,0.3,0.3,0.0,4.8,7.3,0.0,0.2,0.6,0.7,0.5,0.0,0.1,0.4,0.4,0.2,1.2,0.0,0.0,76.01,31.51,0.0,50.0,66.67,51.61,55.56,55.56,0.0394723797050436,0.0190831344145455,0.1,0.1,0.00199707,0.0,0.6,0.8,0.0496018419999999,15.2,LM/LCM,100,27,100,100,100,68,9,9,32,9,91,100,32,27,9,55,73,18,18,27,27,23,100,50,55,36,27,18,50,100,36,64,73,18,18,9,9,9,14,59,50,55,100,100,9,100,82,91,55,9,9,9,9,36,100,32,18,9,18,55,18,9,9,9,18,100,50,55,36,27,18,50,100,36,64,73,9,9,9,9,9,14,18,9,18,100,Serbian SuperLeague
Mačva Šabac,ajxqiqjev2oopks7tsbxqx9ar,dj18x0ufj4eufuugl6l9nakq2,M. Vidakov,Milan Vidakov,26.0,Attacker,Serbia,Striker,44.0,39.0,5.0,83.0,33.0,0.0,6.0,19.0,13.0,6.0,62.0,10.0,3.0,668.0,5.0,29.0,18.0,7.0,0.0,5.0,9.0,10.0,4.0,3.0,0.0,0.0,58.04,33.33,0.0,44.44,26.32,43.66,40.24,87.5,1.9994169212692745,0.0468402254552152,5.0,6.0,0.12292908,2.0,4.0,4.0,0.0858911699999999,19.0,5.92814371257485,5.254491017964072,0.6736526946107784,11.182634730538922,4.446107784431137,0.0,0.8083832335329341,2.559880239520958,1.751497005988024,0.8083832335329341,8.353293413173652,1.3473053892215567,0.404191616766467,0.6736526946107784,3.907185628742514,2.4251497005988023,0.9431137724550898,0.0,0.6736526946107784,1.2125748502994012,1.3473053892215567,0.5389221556886228,0.404191616766467,0.0,0.0,58.04,33.33,0.0,44.44,26.32,43.66,40.24,87.5,0.2693825193326867,0.0063108088188164,0.6736526946107784,0.8083832335329341,0.0165623011976047,0.2694610778443114,0.5389221556886228,0.5389221556886228,0.0115721636227544,2.559880239520958,ST,89,51,86,69,97,33,57,79,74,81,97,84,86,77,76,94,97,31,81,66,69,69,77,50,51,9,36,31,66,36,51,43,80,80,11,73,57,46,50,44,46,20,47,77,9,66,34,91,33,23,51,51,69,91,86,80,43,43,71,83,31,66,43,51,54,60,50,51,9,36,31,66,36,51,43,80,54,11,54,29,20,34,29,26,14,14,Serbian SuperLeague
Mačva Šabac,ajxqiqjev2oopks7tsbxqx9ar,e9gfnmxx1ruo96kgyq0msdm1h,I. Ristivojević,Igor Ristivojevic,38.0,Defender,Serbia,Defender,143.0,29.0,26.0,172.0,18.0,0.0,2.0,3.0,2.0,1.0,27.0,63.0,0.0,662.0,0.0,3.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,68.25,30.59,0.0,0.0,0.0,50.0,51.43,83.33,0.2879309093440652,0.1470741016051615,1.0,0.0,0.0,0.0,6.0,8.0,0.4252288199999999,93.0,19.441087613293053,3.9425981873111775,3.5347432024169185,23.38368580060423,2.447129909365559,0.0,0.2719033232628399,0.4078549848942598,0.2719033232628399,0.1359516616314199,3.6706948640483374,8.564954682779456,0.0,0.0,0.4078549848942598,0.4078549848942598,0.6797583081570997,0.0,0.1359516616314199,0.0,0.0,0.0,1.0876132930513596,0.1359516616314199,0.0,68.25,30.59,0.0,0.0,0.0,50.0,51.43,83.33,0.0391446855603714,0.0199949684961699,0.1359516616314199,0.0,0.0,0.0,0.8157099697885197,1.0876132930513596,0.0578105646525679,12.643504531722057,CB,39,12,72,34,59,45,61,51,42,70,45,97,36,16,29,38,58,42,71,14,14,20,57,96,51,8,11,42,20,16,24,26,79,50,63,68,8,8,17,22,16,37,29,21,5,63,13,53,45,58,50,37,66,16,97,36,16,24,34,47,42,68,14,14,20,47,97,51,8,11,42,20,16,24,26,79,39,63,61,8,8,17,13,11,29,18,Serbian SuperLeague
Mačva Šabac,ajxqiqjev2oopks7tsbxqx9ar,eyf43sg2ktg85c9a50qey14b8,D. Terzić,Darko Terzić,27.0,Midfielder,Serbia,Midfielder,117.0,42.0,15.0,159.0,3.0,0.0,4.0,7.0,2.0,5.0,13.0,11.0,0.0,473.0,0.0,6.0,3.0,2.0,0.0,5.0,6.0,6.0,4.0,4.0,0.0,0.0,75.0,44.12,0.0,66.67,0.0,31.71,27.27,66.67,0.5529015523650709,0.1953571118147015,3.0,2.0,0.0399414,0.0,9.0,13.0,0.3122337500000001,77.0,22.26215644820296,7.99154334038055,2.854122621564482,30.25369978858351,0.5708245243128964,0.0,0.7610993657505285,1.331923890063425,0.3805496828752642,0.9513742071881608,2.473572938689218,2.0930232558139537,0.0,0.0,1.1416490486257929,0.5708245243128964,0.3805496828752642,0.0,0.9513742071881608,1.1416490486257929,1.1416490486257929,0.7610993657505285,0.7610993657505285,0.0,0.0,75.0,44.12,0.0,66.67,0.0,31.71,27.27,66.67,0.1052032552068845,0.0371715434742561,0.5708245243128964,0.3805496828752642,0.007599843551797,0.0,1.7124735729386893,2.473572938689218,0.0594102272727272,14.651162790697674,DM/CM,59,7,61,30,13,41,50,67,69,70,6,65,39,13,69,11,9,22,96,41,39,52,26,52,50,11,37,22,67,13,4,4,63,70,37,54,13,15,7,7,13,11,26,85,11,85,44,19,41,56,81,81,85,4,67,39,13,81,15,7,22,100,44,44,59,30,52,50,11,37,22,67,13,4,4,63,85,37,67,19,15,7,11,22,15,33,Serbian SuperLeague
Mladost Lučani,16agx0zka9x8hdd5t3xyn1goq,1oiugm9rbf9v8o5h2u3atfyeh,J. Uzuegbunam,John Mary,33.0,Attacker,Cameroon,Striker,28.0,44.0,1.0,72.0,16.0,0.0,3.0,12.0,8.0,4.0,32.0,10.0,0.0,550.0,2.0,24.0,8.0,1.0,0.0,2.0,13.0,14.0,5.0,0.0,0.0,0.0,69.23,50.0,0.0,38.46,16.67,38.55,44.44,33.33,1.1990276968488078,0.1926966290378484,5.0,10.0,0.29233489,3.0,2.0,2.0,0.0887625,15.0,4.581818181818182,7.2,0.1636363636363636,11.781818181818185,2.618181818181818,0.0,0.4909090909090909,1.963636363636364,1.309090909090909,0.6545454545454545,5.236363636363636,1.6363636363636365,0.0,0.3272727272727272,3.927272727272728,1.309090909090909,0.1636363636363636,0.0,0.3272727272727272,2.1272727272727274,2.290909090909091,0.8181818181818182,0.0,0.0,0.0,69.23,50.0,0.0,38.46,16.67,38.55,44.44,33.33,0.1962045322116231,0.0315321756607388,0.8181818181818182,1.6363636363636365,0.0478366183636363,0.4909090909090909,0.3272727272727272,0.3272727272727272,0.0145247727272727,2.4545454545454546,ST,69,57,29,64,77,33,26,59,57,64,66,84,24,24,60,46,31,31,44,86,84,84,20,50,51,39,50,31,54,6,31,57,23,57,26,73,86,77,64,23,24,23,41,49,33,20,40,66,33,17,37,31,57,54,89,24,9,46,34,29,31,29,77,77,69,20,50,51,39,50,31,54,6,31,57,23,34,17,74,77,74,57,9,14,20,11,Serbian SuperLeague
Mladost Lučani,16agx0zka9x8hdd5t3xyn1goq,21xo32s6twsqs2ysnwf8v7hsl,V. Jovanović,Vukasin Jovanovic,30.0,Defender,Serbia,Defender,63.0,22.0,5.0,85.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,13.0,0.0,225.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,78.7,27.78,0.0,0.0,0.0,57.14,75.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2,8.8,2.0,34.0,2.4,0.0,0.0,0.0,0.0,0.0,3.2,5.2,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,78.7,27.78,0.0,0.0,0.0,57.14,75.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CB,16,5,13,16,17,45,13,5,5,29,3,20,36,16,4,16,11,42,30,14,14,20,34,46,51,24,5,42,20,16,53,92,95,5,17,26,8,8,17,4,4,4,4,34,24,29,32,49,45,13,5,5,29,13,61,36,16,4,29,20,42,30,14,14,20,84,46,51,24,5,42,20,16,53,92,95,5,17,26,8,8,17,4,4,4,4,Serbian SuperLeague
Mladost Lučani,16agx0zka9x8hdd5t3xyn1goq,3vqr9812pnx0kikih6vzmh4ut,M. Cvetković,Milos Cvetkovic,36.0,Defender,Serbia,Defender,80.0,31.0,14.0,111.0,0.0,0.0,3.0,0.0,0.0,0.0,15.0,16.0,0.0,334.0,0.0,1.0,3.0,5.0,0.0,0.0,2.0,2.0,2.0,6.0,0.0,0.0,83.46,51.85,0.0,100.0,0.0,65.22,0.0,50.0,0.0,0.200399534896474,0.0,2.0,0.04534369,4.0,3.0,7.0,0.30768456,41.0,21.556886227544908,8.353293413173652,3.772455089820359,29.91017964071856,0.0,0.0,0.8083832335329341,0.0,0.0,0.0,4.04191616766467,4.311377245508982,0.0,0.0,0.2694610778443114,0.8083832335329341,1.3473053892215567,0.0,0.0,0.5389221556886228,0.5389221556886228,0.5389221556886228,1.616766467065868,0.0,0.0,83.46,51.85,0.0,100.0,0.0,65.22,0.0,50.0,0.0,0.0539998746727025,0.0,0.5389221556886228,0.0122183595808383,1.0778443113772456,0.8083832335329341,1.8862275449101795,0.0829090131736527,11.047904191616766,LB/LCB,50,15,60,40,5,40,40,8,18,18,32,48,45,22,15,35,48,10,25,25,22,50,55,52,52,85,80,10,92,22,85,12,22,8,30,15,18,20,62,10,12,20,30,80,15,95,75,5,40,55,8,18,18,20,95,45,22,20,45,80,10,25,30,30,50,100,52,52,85,80,10,92,22,85,12,22,8,35,15,25,25,85,15,25,35,40,Serbian SuperLeague
Mladost Lučani,16agx0zka9x8hdd5t3xyn1goq,4293mvh11wls7fe7os25kt10q,V. Kijevčanin,Veljko Kijevčanin,27.0,Midfielder,Serbia,Midfielder,101.0,87.0,13.0,187.0,9.0,2.0,6.0,6.0,2.0,4.0,39.0,9.0,0.0,617.0,2.0,6.0,11.0,7.0,1.0,1.0,9.0,10.0,4.0,3.0,0.0,0.0,77.92,50.0,33.33,44.44,33.33,45.35,69.23,46.67,0.3001934039029544,0.4582679370211873,4.0,4.0,0.08664806,3.0,25.0,21.0,0.7748097500000004,105.0,14.73257698541329,12.690437601296598,1.896272285251216,27.27714748784441,1.312803889789303,0.2917341977309562,0.8752025931928687,0.8752025931928687,0.2917341977309562,0.5834683954619125,5.688816855753647,1.312803889789303,0.0,0.2917341977309562,0.8752025931928687,1.6045380875202595,1.0210696920583469,0.1458670988654781,0.1458670988654781,1.312803889789303,1.4586709886547813,0.5834683954619125,0.4376012965964344,0.0,0.0,77.92,50.0,33.33,44.44,33.33,45.35,69.23,46.67,0.0437883409258766,0.0668462144763482,0.5834683954619125,0.5834683954619125,0.0126391011345218,0.4376012965964344,3.646677471636953,3.063209076175041,0.1130192504051864,15.316045380875204,DM/CM,48,35,35,44,74,98,61,59,69,59,69,48,39,69,69,69,44,50,43,63,69,52,20,52,50,22,48,80,37,61,15,78,13,44,63,70,31,30,48,54,44,70,52,37,26,41,26,63,100,63,59,70,59,74,44,39,63,63,67,30,48,48,56,67,52,15,52,50,22,48,80,37,61,15,78,13,26,56,81,30,30,48,59,30,67,44,Serbian SuperLeague
Mladost Lučani,16agx0zka9x8hdd5t3xyn1goq,7df38kmznofllg5uc81ohdjpw,V. Tašovski,Vasil Tašovski,19.0,Attacker,Serbia,Striker,53.0,68.0,3.0,121.0,1.0,0.0,5.0,17.0,11.0,6.0,48.0,7.0,4.0,675.0,8.0,23.0,18.0,10.0,0.0,0.0,31.0,33.0,15.0,9.0,0.0,0.0,80.67,25.0,0.0,48.39,47.06,49.48,5.26,66.67,1.8498041649212915,0.2998904153894299,9.0,6.0,0.12950815,5.0,7.0,11.0,0.2330859499999998,40.0,7.066666666666666,9.066666666666666,0.4,16.133333333333333,0.1333333333333333,0.0,0.6666666666666666,2.2666666666666666,1.4666666666666666,0.8,6.4,0.9333333333333332,0.5333333333333333,1.0666666666666669,3.066666666666667,2.4,1.3333333333333333,0.0,0.0,4.133333333333334,4.4,2.0,1.2,0.0,0.0,80.67,25.0,0.0,48.39,47.06,49.48,5.26,66.67,0.2466405553228388,0.0399853887185906,1.2,0.8,0.0172677533333333,0.6666666666666666,0.9333333333333332,1.4666666666666666,0.0310781266666666,5.333333333333333,RW,93,54,54,93,25,25,29,86,86,68,93,89,96,93,50,93,96,7,18,89,86,86,93,54,54,71,32,7,43,86,64,29,57,100,29,82,21,7,46,46,43,14,71,79,29,43,50,21,25,21,64,64,50,79,79,93,79,36,93,71,7,18,64,64,57,93,54,54,71,32,7,43,86,64,29,57,79,21,64,7,7,29,29,43,14,29,Serbian SuperLeague
Mladost Lučani,16agx0zka9x8hdd5t3xyn1goq,7e2jffj0b5794c14m2jcla3o4,M. Todosijević,Mihailo Todosijević,18.0,Defender,Serbia,Defender,24.0,50.0,5.0,71.0,20.0,0.0,6.0,14.0,7.0,7.0,42.0,3.0,3.0,643.0,5.0,19.0,7.0,4.0,3.0,5.0,13.0,16.0,7.0,3.0,0.0,0.0,63.96,41.67,30.0,53.85,35.71,36.84,35.09,50.0,1.1688672700457383,0.4827352995483341,8.0,7.0,0.21468792,2.0,4.0,8.0,0.45257212,26.0,3.359253499222395,6.998444790046656,0.6998444790046656,9.937791601866252,2.7993779160186625,0.0,0.8398133748055987,1.959564541213064,0.9797822706065318,0.9797822706065318,5.878693623639191,0.4199066874027993,0.4199066874027993,0.6998444790046656,2.6594090202177294,0.9797822706065318,0.5598755832037324,0.4199066874027993,0.6998444790046656,1.8195956454121305,2.2395023328149297,0.9797822706065318,0.4199066874027993,0.0,0.0,63.96,41.67,30.0,53.85,35.71,36.84,35.09,50.0,0.1636050611261531,0.067567926841913,1.1197511664074649,0.9797822706065318,0.030049631104199,0.2799377916018662,0.5598755832037324,1.1197511664074649,0.0633460199066874,3.639191290824261,CB,3,29,13,8,70,45,97,100,99,100,78,3,100,99,100,67,43,100,100,100,100,100,28,46,51,3,46,89,61,55,5,8,30,100,97,100,67,87,61,14,16,45,11,3,11,3,3,79,45,92,97,92,100,92,3,97,95,97,66,29,100,100,100,100,100,13,46,51,3,46,89,61,55,5,8,30,95,97,100,68,87,58,8,13,32,8,Serbian SuperLeague
Mladost Lučani,16agx0zka9x8hdd5t3xyn1goq,amuy3aajjrtr1lgdeaazy45w5,N. Andrić,Nikola Andric,34.0,Defender,Serbia,Defender,187.0,65.0,22.0,252.0,21.0,0.0,2.0,4.0,4.0,0.0,40.0,64.0,0.0,900.0,1.0,4.0,6.0,8.0,0.0,0.0,1.0,1.0,0.0,14.0,0.0,0.0,80.51,43.14,0.0,0.0,25.0,55.56,55.26,61.54,0.53107909072238,0.056229147668649,0.0,0.0,0.0,1.0,16.0,19.0,0.4386544999999998,144.0,18.7,6.5,2.2,25.2,2.1,0.0,0.2,0.4,0.4,0.0,4.0,6.4,0.0,0.1,0.4,0.6,0.8,0.0,0.0,0.1,0.1,0.0,1.4,0.0,0.0,80.51,43.14,0.0,0.0,25.0,55.56,55.26,61.54,0.053107909072238,0.0056229147668648,0.0,0.0,0.0,0.1,1.6,1.9,0.0438654499999999,14.4,RB/RCB,94,53,94,82,94,38,18,74,91,21,82,100,47,65,50,53,79,6,29,9,9,12,94,47,53,65,47,6,12,62,76,59,41,88,6,21,6,6,12,47,56,18,82,88,12,71,59,88,38,6,41,76,21,53,100,47,59,24,18,41,6,29,6,6,12,71,47,53,65,47,6,12,62,76,59,41,65,6,21,6,6,12,12,18,12,71,Serbian SuperLeague
Mladost Lučani,16agx0zka9x8hdd5t3xyn1goq,b268aocn5m2swiupslpdpwclx,N. Ćirković,Nikola Cirkovic,34.0,Midfielder,Serbia,Midfielder,214.0,53.0,14.0,267.0,18.0,0.0,1.0,2.0,2.0,0.0,38.0,68.0,2.0,900.0,2.0,2.0,6.0,9.0,0.0,0.0,3.0,4.0,2.0,9.0,0.0,0.0,79.94,26.92,0.0,66.67,100.0,67.86,60.0,75.0,0.243024034197727,0.0893365942699448,0.0,1.0,0.01685596,0.0,11.0,10.0,0.3229561999999998,178.0,21.4,5.3,1.4,26.7,1.8,0.0,0.1,0.2,0.2,0.0,3.8,6.8,0.2,0.2,0.2,0.6,0.9,0.0,0.0,0.3,0.4,0.2,0.9,0.0,0.0,79.94,26.92,0.0,66.67,100.0,67.86,60.0,75.0,0.0243024034197727,0.0089336594269944,0.0,0.1,0.001685596,0.0,1.1,1.0,0.0322956199999999,17.8,DM/CM,93,11,50,78,98,41,9,9,69,6,63,100,96,69,20,35,67,22,15,20,28,28,83,52,50,48,4,22,67,98,89,59,81,22,19,7,6,4,7,13,7,15,93,78,4,22,19,89,41,4,4,44,6,19,100,89,52,11,19,26,22,15,11,11,19,41,52,50,48,4,22,67,98,89,59,81,4,11,7,4,4,7,4,4,7,70,Serbian SuperLeague
Mladost Lučani,16agx0zka9x8hdd5t3xyn1goq,buc11s6kueqgbm7czxeoxyfx0,J. Ćirić,Jovan Ciric,19.0,Midfielder,Serbia,Midfielder,42.0,40.0,1.0,81.0,2.0,2.0,5.0,18.0,9.0,9.0,23.0,2.0,1.0,592.0,8.0,24.0,12.0,3.0,1.0,6.0,24.0,28.0,6.0,4.0,0.0,0.0,75.0,33.33,9.09,25.0,44.44,36.51,22.22,100.0,1.1975216002383098,0.5507779471107401,10.0,10.0,0.28758489,8.0,3.0,8.0,0.7999722199999999,34.0,6.385135135135135,6.081081081081082,0.152027027027027,12.31418918918919,0.304054054054054,0.304054054054054,0.7601351351351352,2.7364864864864864,1.3682432432432432,1.3682432432432432,3.496621621621622,0.304054054054054,0.152027027027027,1.2162162162162162,3.6486486486486487,1.8243243243243243,0.4560810810810811,0.152027027027027,0.9121621621621622,3.6486486486486487,4.256756756756757,0.9121621621621622,0.6081081081081081,0.0,0.0,75.0,33.33,9.09,25.0,44.44,36.51,22.22,100.0,0.1820556486848782,0.0837331338512949,1.5202702702702704,1.5202702702702704,0.0437206758445945,1.2162162162162162,0.4560810810810811,1.2162162162162162,0.1216173983108108,5.168918918918919,LM/LCM,73,36,14,55,36,95,32,91,73,91,64,41,73,91,77,82,59,45,100,91,91,64,68,50,55,27,41,41,18,73,9,36,95,73,55,100,45,45,91,23,50,73,64,36,18,9,18,27,73,27,64,64,91,18,9,64,73,55,64,45,45,91,82,82,36,55,50,55,27,41,41,18,73,9,36,95,55,36,91,27,36,64,9,18,55,9,Serbian SuperLeague
Mladost Lučani,16agx0zka9x8hdd5t3xyn1goq,demj0v7b3jqe4on3nsjsmb55h,M. Joksimović,Milan Joksimović,36.0,Defender,Serbia,Defender,136.0,74.0,22.0,208.0,10.0,0.0,3.0,0.0,0.0,0.0,13.0,41.0,0.0,670.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0,77.04,37.29,40.0,100.0,0.0,35.14,52.63,50.0,0.0,0.3458858360201218,0.0,4.0,0.07296637,0.0,26.0,34.0,0.7985220099999997,132.0,18.26865671641791,9.940298507462686,2.955223880597015,27.94029850746269,1.343283582089552,0.0,0.4029850746268656,0.0,0.0,0.0,1.7462686567164178,5.507462686567164,0.0,0.0,0.1343283582089552,0.0,0.1343283582089552,0.2686567164179104,0.0,0.1343283582089552,0.1343283582089552,0.1343283582089552,0.6716417910447761,0.0,0.0,77.04,37.29,40.0,100.0,0.0,35.14,52.63,50.0,0.0,0.0464622764803148,0.0,0.5373134328358209,0.0098014526865671,0.0,3.492537313432836,4.567164179104478,0.1072641505970148,17.73134328358209,LB/LCB,85,55,82,70,80,40,40,8,18,18,22,100,45,22,15,10,10,42,25,15,12,25,50,52,52,50,45,85,92,22,5,50,22,8,50,15,40,30,10,88,92,65,80,70,25,70,55,65,40,20,8,18,18,5,100,45,22,10,10,5,30,25,15,10,20,15,52,52,50,45,85,92,22,5,50,22,8,20,15,20,10,10,70,80,55,70,Serbian SuperLeague
