Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate fwd zone pass_Total,total accurate long balls_Total,total accurate pass_Total,total aerial won_Total,total attempt_Total,total attempts ibox_Total,total big chances saved_Total,total duels won_Total,total effective clearance_Total,total mins played,total touches in opposition box_Total,total was fouled_Total,total accurate cross_Total,total att assist_Total,total attempts obox_Total,total blocked scoring att_Total,total contest_Total,total dribbles attempted_Total,total interception_Total,total ontarget attempt_Total,total won contest_Total,total won tackle_Total,total goals_Total,total assists_Total,total direct setpiece goals_Total,total direct corner goals_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate fwd zone pass_p90,total accurate long balls_p90,total accurate pass_p90,total aerial won_p90,total attempt_p90,total attempts ibox_p90,total big chances saved_p90,total duels won_p90,total effective clearance_p90,total touches in opposition box_p90,total was fouled_p90,total accurate cross_p90,total att assist_p90,total attempts obox_p90,total blocked scoring att_p90,total contest_p90,total dribbles attempted_p90,total interception_p90,total ontarget attempt_p90,total won contest_p90,total won tackle_p90,total goals_p90,total assists_p90,total direct setpiece goals_p90,total direct corner goals_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate fwd zone pass_TotalPR,total accurate long balls_TotalPR,total accurate pass_TotalPR,total aerial won_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total big chances saved_TotalPR,total duels won_TotalPR,total effective clearance_TotalPR,total touches in opposition box_TotalPR,total was fouled_TotalPR,total accurate cross_TotalPR,total att assist_TotalPR,total attempts obox_TotalPR,total blocked scoring att_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total interception_TotalPR,total ontarget attempt_TotalPR,total won contest_TotalPR,total won tackle_TotalPR,total goals_TotalPR,total assists_TotalPR,total direct setpiece goals_TotalPR,total direct corner goals_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate fwd zone pass_p90PR,total accurate long balls_p90PR,total accurate pass_p90PR,total aerial won_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total big chances saved_p90PR,total duels won_p90PR,total effective clearance_p90PR,total touches in opposition box_p90PR,total was fouled_p90PR,total accurate cross_p90PR,total att assist_p90PR,total attempts obox_p90PR,total blocked scoring att_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total interception_p90PR,total ontarget attempt_p90PR,total won contest_p90PR,total won tackle_p90PR,total goals_p90PR,total assists_p90PR,total direct setpiece goals_p90PR,total direct corner goals_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Mechelen,b7jmo07lqav0wfe2mtlzyspak,36u3tovqdi3885wk3139wczfu,L. Marijnissen,Luc Marijnissen,23.0,Defender,Netherlands,Defender,151.0,71.0,22.0,222.0,27.0,6.0,6.0,0.0,35.0,32.0,435.0,8.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,83.77,55.0,0.0,0.0,0.0,61.4,72.97,57.14,0.9474273137196788,0.0,0.0,0.0,0.0,0.0,9.0,10.0,0.17430758,79.0,31.24137931034483,14.689655172413794,4.551724137931035,45.93103448275863,5.586206896551724,1.2413793103448276,1.2413793103448276,0.0,7.241379310344828,6.620689655172415,1.6551724137931036,0.4137931034482759,0.0,0.2068965517241379,0.0,0.0,0.0,0.0,0.6206896551724138,0.0,0.0,0.8275862068965518,0.0,0.0,0.0,0.0,83.77,55.0,0.0,0.0,0.0,61.4,72.97,57.14,0.1960194442178646,0.0,0.0,0.0,0.0,0.0,1.862068965517241,2.0689655172413794,0.0360636372413793,16.344827586206897,RB/RCB,90,45,88,75,100,90,95,52,90,90,60,30,22,25,28,25,8,8,22,30,15,25,38,42,52,52,75,85,22,15,30,65,85,38,100,18,30,15,15,20,45,50,25,70,80,40,90,75,100,90,95,52,80,90,60,25,22,20,28,25,8,8,20,30,15,20,38,42,52,52,75,85,22,15,30,65,85,38,100,18,30,15,15,20,45,45,25,70,Pro League
Mechelen,b7jmo07lqav0wfe2mtlzyspak,4ilyw37ebyvszpfjk65mddm38,M. Decoene,Massimo Decoene,22.0,Midfielder,Belgium,Midfielder,80.0,44.0,7.0,123.0,4.0,1.0,1.0,0.0,11.0,13.0,271.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,6.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,81.46,35.0,16.67,100.0,0.0,44.0,44.44,60.0,0.1132209979777954,0.0905462267436326,0.0,1.0,0.04066992,3.0,5.0,10.0,0.234585,73.0,26.568265682656826,14.612546125461256,2.3247232472324724,40.84870848708487,1.328413284132841,0.3321033210332103,0.3321033210332103,0.0,3.653136531365314,4.317343173431734,0.996309963099631,0.3321033210332103,0.3321033210332103,0.3321033210332103,0.0,0.0,0.3321033210332103,0.3321033210332103,1.992619926199262,0.0,0.3321033210332103,0.996309963099631,0.0,0.0,0.0,0.0,81.46,35.0,16.67,100.0,0.0,44.0,44.44,60.0,0.0376010694391202,0.0300707026085864,0.0,0.3321033210332103,0.0135066154981549,0.996309963099631,1.6605166051660516,3.321033210332103,0.0779064575645756,24.24354243542436,RM/RCM,100,40,100,80,40,30,30,60,20,90,40,20,60,50,30,20,20,20,100,30,20,40,40,40,60,60,80,60,60,100,30,20,20,60,40,60,40,30,40,60,60,60,60,100,100,40,100,100,80,20,20,60,20,80,40,20,60,40,30,20,20,20,100,30,20,60,40,40,60,60,80,60,60,100,30,20,20,60,40,60,40,20,40,60,80,60,60,100,Pro League
Mechelen,b7jmo07lqav0wfe2mtlzyspak,7szg0lek1xzuwyeo4zl38oxzo,M. Lohunanu-Mbasi,Malcolm Lohunanu-Mbasi,18.0,Attacker,Belgium,Striker,7.0,15.0,0.0,21.0,4.0,5.0,5.0,0.0,16.0,2.0,253.0,15.0,9.0,1.0,2.0,0.0,1.0,3.0,3.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,75.0,0.0,50.0,33.33,0.0,41.03,44.44,100.0,0.5646816791951847,0.1158014925812699,1.0,3.0,0.1394551799999999,1.0,1.0,1.0,0.07565248,7.0,2.490118577075099,5.335968379446641,0.0,7.470355731225297,1.4229249011857708,1.7786561264822136,1.7786561264822136,0.0,5.691699604743083,0.7114624505928854,5.335968379446641,3.2015810276679844,0.3557312252964427,0.7114624505928854,0.0,0.3557312252964427,1.067193675889328,1.067193675889328,0.0,0.0,0.3557312252964427,0.7114624505928854,0.0,0.3557312252964427,0.0,0.0,75.0,0.0,50.0,33.33,0.0,41.03,44.44,100.0,0.2008749056425558,0.041194206847092,0.3557312252964427,1.067193675889328,0.0496085620553359,0.3557312252964427,0.3557312252964427,0.3557312252964427,0.0269119494071146,2.490118577075099,ST,6,10,14,8,53,21,35,51,41,56,31,90,65,23,21,28,24,23,21,5,24,64,22,77,51,51,53,14,100,38,5,44,62,92,38,26,46,37,49,40,24,19,28,22,10,15,14,3,54,31,41,51,67,62,64,97,72,31,21,36,28,26,21,5,28,74,22,87,51,51,53,14,100,38,5,44,62,92,49,31,54,46,67,51,26,18,33,28,Pro League
Mechelen,b7jmo07lqav0wfe2mtlzyspak,8erbr3ewwl0o6ib0q4r7tmp9m,F. Hammar,Fredrik Hammar,25.0,Midfielder,Sweden,Midfielder,73.0,79.0,7.0,152.0,15.0,0.0,0.0,1.0,48.0,10.0,495.0,7.0,9.0,0.0,2.0,0.0,0.0,4.0,4.0,9.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,76.77,35.0,0.0,0.0,0.0,48.98,45.45,42.31,0.0,0.1556194147589229,0.0,2.0,0.14872094,1.0,19.0,12.0,0.33260596,86.0,13.272727272727272,14.363636363636363,1.2727272727272727,27.63636363636364,2.727272727272727,0.0,0.0,0.1818181818181818,8.727272727272727,1.818181818181818,1.2727272727272727,1.6363636363636365,0.0,0.3636363636363636,0.0,0.0,0.7272727272727273,0.7272727272727273,1.6363636363636365,0.0,0.0,2.0,0.0,0.0,0.0,0.0,76.77,35.0,0.0,0.0,0.0,48.98,45.45,42.31,0.0,0.0282944390470768,0.0,0.3636363636363636,0.0270401709090909,0.1818181818181818,3.4545454545454546,2.1818181818181817,0.0604738109090909,15.636363636363637,DM/CM,36,52,32,42,97,5,23,98,100,61,68,89,26,33,9,24,61,58,80,26,15,95,42,41,52,52,12,18,26,15,26,33,52,15,11,42,20,30,82,42,76,47,52,67,24,27,24,24,92,5,23,97,97,52,64,79,26,27,9,24,39,36,76,26,15,79,42,41,52,52,12,18,26,15,26,33,52,15,11,39,20,27,70,30,58,30,42,42,Pro League
Mechelen,b7jmo07lqav0wfe2mtlzyspak,8k74pobko1dbwj30bx57ln7dg,C. Van Meirvenne,Cedric Van Meirvenne,21.0,Attacker,Belgium,Striker,27.0,62.0,5.0,84.0,0.0,2.0,1.0,0.0,22.0,1.0,259.0,7.0,6.0,5.0,8.0,1.0,1.0,12.0,12.0,1.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,83.17,62.5,38.46,50.0,0.0,53.66,0.0,60.0,0.1886858084203544,0.914410633834008,1.0,16.0,0.44828764,3.0,6.0,6.0,0.94924448,35.0,9.382239382239382,21.544401544401545,1.7374517374517375,29.18918918918919,0.0,0.694980694980695,0.3474903474903475,0.0,7.644787644787645,0.3474903474903475,2.4324324324324325,2.0849420849420848,1.7374517374517375,2.77992277992278,0.3474903474903475,0.3474903474903475,4.1698841698841695,4.1698841698841695,0.3474903474903475,0.0,2.0849420849420848,2.0849420849420848,0.0,0.0,0.0,0.0,83.17,62.5,38.46,50.0,0.0,53.66,0.0,60.0,0.065566497134486,0.3177488688998483,0.3474903474903475,5.55984555984556,0.1557756277992278,1.0424710424710424,2.0849420849420848,2.0849420849420848,0.3298532942084942,12.16216216216216,RW,58,58,75,58,25,12,8,54,67,38,8,92,71,71,25,33,71,67,42,12,75,83,29,25,50,54,92,83,83,71,12,83,29,67,17,75,29,83,75,50,62,46,83,58,67,92,83,100,25,8,17,54,100,42,25,92,75,92,25,42,75,75,50,12,83,100,29,25,50,54,92,83,83,71,12,83,29,67,17,83,33,92,92,67,83,42,100,92,Pro League
Mechelen,b7jmo07lqav0wfe2mtlzyspak,8prtj2o0lz1zbzpuw4ah4qhud,D. Praet,Dennis Praet,32.0,Midfielder,Belgium,Midfielder,75.0,91.0,11.0,166.0,4.0,1.0,0.0,0.0,34.0,5.0,489.0,1.0,13.0,0.0,2.0,1.0,0.0,5.0,5.0,8.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,80.98,40.74,0.0,80.0,0.0,69.39,80.0,50.0,0.0723781402760952,0.1829675077196787,1.0,2.0,0.04852272,1.0,8.0,12.0,0.39363619,54.0,13.803680981595091,16.74846625766871,2.0245398773006134,30.552147239263803,0.7361963190184049,0.1840490797546012,0.0,0.0,6.257668711656441,0.920245398773006,0.1840490797546012,2.392638036809816,0.0,0.3680981595092024,0.1840490797546012,0.0,0.920245398773006,0.920245398773006,1.4723926380368098,0.0,0.7361963190184049,1.2883435582822085,0.0,0.0,0.0,0.0,80.98,40.74,0.0,80.0,0.0,69.39,80.0,50.0,0.0133211301121647,0.0336750014207997,0.1840490797546012,0.3680981595092024,0.0089305619631901,0.1840490797546012,1.4723926380368098,2.2085889570552144,0.0724483785276073,9.938650306748466,DM/CM,39,62,55,55,44,21,23,48,86,23,26,100,26,33,36,24,77,77,73,26,92,70,42,41,52,52,36,24,26,94,26,94,98,33,30,48,50,30,33,42,32,47,64,38,27,48,45,30,36,12,23,48,76,9,18,94,26,30,27,24,61,58,61,26,85,55,42,41,52,52,36,24,26,94,26,94,98,33,30,45,42,30,24,33,27,33,45,27,Pro League
Mechelen,b7jmo07lqav0wfe2mtlzyspak,8q7c0yi5x7vh7032jgbeytal1,B. Raman,Benito Raman,31.0,Attacker,Belgium,Striker,6.0,12.0,0.0,18.0,0.0,3.0,3.0,0.0,3.0,0.0,182.0,8.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,66.67,33.33,23.08,0.0,0.0,0.2717944049383956,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.02623151,3.0,2.967032967032967,5.934065934065934,0.0,8.901098901098901,0.0,1.4835164835164836,1.4835164835164836,0.0,1.4835164835164836,0.0,3.956043956043956,0.0,0.0,0.0,0.0,0.4945054945054945,1.4835164835164836,1.4835164835164836,0.4945054945054945,0.4945054945054945,0.989010989010989,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,66.67,33.33,23.08,0.0,0.0,0.1344038266178879,0.0,0.0,0.0,0.0,0.0,0.4945054945054945,0.4945054945054945,0.0129716258241758,1.4835164835164836,ST,3,8,14,3,5,5,18,51,3,10,5,5,31,5,21,28,24,23,55,17,42,12,22,35,51,51,8,14,31,86,50,3,5,12,23,12,19,9,9,13,24,19,18,15,18,18,14,8,5,23,33,51,3,10,26,5,31,5,21,47,38,33,76,31,62,12,22,35,51,51,8,14,31,86,50,3,5,12,38,12,19,9,9,13,36,28,23,15,Pro League
Mechelen,b7jmo07lqav0wfe2mtlzyspak,a1ahtfrvwqyva1m1q7fjew6ei,José Marsà,José Marsà,24.0,Defender,Spain,Defender,133.0,117.0,33.0,247.0,9.0,5.0,4.0,0.0,20.0,26.0,514.0,7.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,7.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,78.41,43.42,30.0,100.0,0.0,58.82,56.25,85.71,0.5003645618314374,0.1477614958928986,2.0,5.0,0.1257007499999999,4.0,29.0,33.0,0.5884857699999999,137.0,23.28793774319066,20.4863813229572,5.778210116731517,43.249027237354085,1.575875486381323,0.8754863813229572,0.7003891050583657,0.0,3.501945525291829,4.552529182879377,1.22568093385214,0.3501945525291828,0.5252918287937743,0.1750972762645914,0.1750972762645914,0.3501945525291828,0.3501945525291828,0.3501945525291828,1.22568093385214,0.0,0.3501945525291828,1.050583657587549,0.0,0.0,0.0,0.0,78.41,43.42,30.0,100.0,0.0,58.82,56.25,85.71,0.0876124719160104,0.0258726354676281,0.3501945525291828,0.8754863813229572,0.0220098589494163,0.7003891050583657,5.077821011673152,5.778210116731517,0.1030422554474708,23.988326848249027,LB/LCB,89,89,100,78,89,69,83,50,58,100,69,47,47,17,42,78,33,31,67,28,61,69,42,42,53,53,44,61,72,94,28,89,67,100,83,33,78,56,61,53,89,89,56,78,67,78,100,72,78,50,78,50,28,100,61,28,44,17,33,67,28,22,56,28,44,50,42,42,53,53,44,61,72,94,28,89,67,100,72,33,61,50,56,44,78,83,50,72,Pro League
Mechelen,b7jmo07lqav0wfe2mtlzyspak,cemaq52s9nulnqsnvs93450mi,K. Van Rafelghem,Keano Van Rafelghem,23.0,Attacker,Belgium,Striker,5.0,32.0,1.0,36.0,2.0,4.0,4.0,0.0,8.0,1.0,184.0,10.0,5.0,1.0,3.0,0.0,0.0,6.0,6.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,72.0,33.33,14.29,16.67,25.0,32.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4456521739130435,15.65217391304348,0.4891304347826087,17.608695652173914,0.9782608695652176,1.956521739130435,1.956521739130435,0.0,3.91304347826087,0.4891304347826087,4.891304347826087,2.4456521739130435,0.4891304347826087,1.4673913043478262,0.0,0.0,2.9347826086956523,2.9347826086956523,0.0,0.4891304347826087,0.4891304347826087,0.0,0.0,0.4891304347826087,0.0,0.0,72.0,33.33,14.29,16.67,25.0,32.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RW,8,29,25,17,62,25,50,54,17,38,42,75,38,33,12,8,25,25,17,29,17,12,29,62,50,54,17,42,33,8,42,8,92,12,8,8,8,8,8,8,8,8,8,8,8,67,50,42,83,42,75,54,33,50,75,100,50,42,12,8,50,42,17,42,25,12,29,83,50,54,17,42,33,8,42,8,92,12,8,8,8,8,8,8,8,8,8,8,Pro League
Mechelen,b7jmo07lqav0wfe2mtlzyspak,dbfyqig1hbzbbzsdbtzyzg7pw,T. Koudou,Thérence Koudou,21.0,Midfielder,France,Midfielder,62.0,87.0,5.0,143.0,5.0,6.0,2.0,0.0,25.0,3.0,440.0,8.0,9.0,6.0,7.0,4.0,1.0,13.0,15.0,4.0,1.0,5.0,4.0,1.0,0.0,0.0,0.0,74.09,29.41,23.08,38.46,16.67,48.08,55.56,66.67,0.4599884539107723,0.6511347168795033,3.0,10.0,0.2842195599999999,7.0,8.0,21.0,0.8382114300000001,64.0,12.681818181818182,17.795454545454543,1.0227272727272727,29.25,1.0227272727272727,1.227272727272727,0.409090909090909,0.0,5.113636363636363,0.6136363636363635,1.6363636363636362,1.8409090909090908,1.227272727272727,1.4318181818181817,0.8181818181818181,0.2045454545454545,2.6590909090909087,3.068181818181818,0.8181818181818181,0.2045454545454545,1.0227272727272727,0.8181818181818181,0.2045454545454545,0.0,0.0,0.0,74.09,29.41,23.08,38.46,16.67,48.08,55.56,66.67,0.0940885473908397,0.1331866466344438,0.6136363636363635,2.0454545454545454,0.058135819090909,1.4318181818181817,1.6363636363636362,4.295454545454545,0.1714523379545454,13.09090909090909,RM/RCM,70,100,80,100,70,60,60,60,70,50,80,100,80,80,90,50,80,80,80,60,80,80,90,40,60,60,60,40,80,60,60,50,50,100,60,80,80,80,80,90,80,100,80,80,60,100,60,60,20,60,60,60,40,40,80,100,80,80,60,40,80,80,80,60,80,40,80,40,60,60,60,40,80,60,60,50,50,100,60,80,80,80,80,80,60,100,80,80,Pro League
Mechelen,b7jmo07lqav0wfe2mtlzyspak,ubuh5wgnl0o5bn3wirdmectm,M. Eerdhuijzen,Mike Eerdhuijzen,26.0,Defender,Netherlands,Defender,111.0,62.0,18.0,172.0,13.0,3.0,3.0,0.0,20.0,20.0,260.0,5.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,88.66,52.94,100.0,0.0,33.33,74.07,76.47,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.42307692307693,21.461538461538463,6.230769230769231,59.53846153846154,4.5,1.0384615384615383,1.0384615384615383,0.0,6.923076923076923,6.923076923076923,1.7307692307692308,0.3461538461538461,0.3461538461538461,1.0384615384615383,0.0,0.0,0.0,0.0,0.6923076923076923,0.3461538461538461,0.0,1.0384615384615383,0.0,0.0,0.0,0.0,88.66,52.94,100.0,0.0,33.33,74.07,76.47,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CB,38,45,75,30,75,57,66,44,52,34,49,24,79,84,32,22,19,19,8,65,28,26,41,48,51,51,62,62,98,28,68,92,95,26,16,26,35,21,21,28,18,16,16,16,70,72,95,72,100,78,88,44,95,68,78,35,80,88,32,22,19,19,15,80,28,45,41,48,51,51,62,62,98,28,68,92,95,26,16,26,35,21,21,28,18,16,16,16,Pro League
Westerlo,2nhn3ikl1ciq34w3hcp883d6p,23xcat4jb30vva9tvmpk6juac,R. Laalaloui,Reda Laalaoui,21.0,Midfielder,Morocco,Midfielder,42.0,43.0,2.0,85.0,6.0,6.0,6.0,0.0,12.0,8.0,198.0,9.0,2.0,0.0,4.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,82.52,33.33,0.0,50.0,33.33,52.17,60.0,0.0,0.6274140399507663,0.3957621546709545,0.0,3.0,0.09811419,1.0,8.0,10.0,0.25599576,42.0,19.09090909090909,19.545454545454543,0.9090909090909092,38.63636363636363,2.727272727272727,2.727272727272727,2.727272727272727,0.0,5.454545454545454,3.636363636363636,4.090909090909091,0.9090909090909092,0.0,1.818181818181818,0.0,0.4545454545454545,0.9090909090909092,0.9090909090909092,0.4545454545454545,0.9090909090909092,0.4545454545454545,0.0,0.0,0.0,0.0,0.0,82.52,33.33,0.0,50.0,33.33,52.17,60.0,0.0,0.285188199977621,0.1798918884867975,0.0,1.3636363636363635,0.044597359090909,0.4545454545454545,3.636363636363636,4.545454545454545,0.1163617090909091,19.09090909090909,DM/CM,21,14,11,18,55,89,97,48,18,47,82,17,26,68,9,65,27,27,5,92,41,3,42,41,52,52,45,14,26,64,73,42,74,3,91,82,20,44,52,42,32,38,33,27,61,61,12,55,92,100,100,48,58,91,98,45,26,94,9,97,58,55,9,100,61,3,42,41,52,52,45,14,26,64,73,42,74,3,100,97,20,76,85,70,67,73,79,70,Pro League
Westerlo,2nhn3ikl1ciq34w3hcp883d6p,2gheip9j20aq9iisgxc16pses,I. Sakamoto,Isa Sakamoto,23.0,Attacker,Japan,Striker,59.0,74.0,2.0,133.0,3.0,10.0,5.0,0.0,14.0,2.0,433.0,17.0,4.0,0.0,10.0,5.0,3.0,8.0,9.0,0.0,2.0,3.0,4.0,1.0,2.0,0.0,0.0,84.18,66.67,0.0,37.5,20.0,43.75,50.0,100.0,0.8378495428528268,0.8333731648731961,6.0,11.0,0.3489898299999999,2.0,11.0,12.0,0.57968595,51.0,12.263279445727484,15.3810623556582,0.4157043879907621,27.64434180138568,0.6235565819861432,2.07852193995381,1.039260969976905,0.0,2.909930715935335,0.4157043879907621,3.533487297921478,0.8314087759815243,0.0,2.07852193995381,1.039260969976905,0.6235565819861432,1.6628175519630486,1.8706697459584296,0.0,0.4157043879907621,0.6235565819861432,0.8314087759815243,0.207852193995381,0.4157043879907621,0.0,0.0,84.18,66.67,0.0,37.5,20.0,43.75,50.0,100.0,0.174148865719987,0.1732184407357682,1.2471131639722863,2.286374133949192,0.072538301847575,0.4157043879907621,2.286374133949192,2.4942263279445727,0.1204889965357967,10.600461893764434,ST,100,87,53,92,44,68,35,51,35,56,42,36,31,90,95,71,50,53,21,36,56,87,56,90,51,51,92,68,31,56,22,58,68,92,49,87,92,82,82,63,94,86,77,92,97,79,46,87,31,46,28,51,13,49,18,28,31,92,90,67,49,46,21,18,49,82,51,90,51,51,92,68,31,56,22,58,68,92,44,79,87,79,79,59,92,77,74,82,Pro League
Westerlo,2nhn3ikl1ciq34w3hcp883d6p,3ol164v8de7km3keco2x2a6ms,S. Saito,Shunsuke Saito,21.0,Attacker,Japan,Striker,50.0,80.0,2.0,126.0,0.0,11.0,8.0,0.0,25.0,1.0,447.0,19.0,5.0,4.0,8.0,3.0,3.0,21.0,22.0,0.0,5.0,9.0,7.0,3.0,0.0,1.0,0.0,79.75,20.0,21.05,42.86,45.45,48.08,0.0,63.64,0.9945203482309048,0.7963610854931472,3.0,15.0,0.45671339,3.0,12.0,16.0,1.20480294,54.0,10.06711409395973,16.10738255033557,0.4026845637583892,25.369127516778523,0.0,2.214765100671141,1.610738255033557,0.0,5.033557046979865,0.2013422818791946,3.825503355704698,1.006711409395973,0.8053691275167785,1.610738255033557,0.6040268456375839,0.6040268456375839,4.228187919463087,4.429530201342282,0.0,1.006711409395973,1.812080536912752,1.4093959731543624,0.6040268456375839,0.0,0.2013422818791946,0.0,79.75,20.0,21.05,42.86,45.45,48.08,0.0,63.64,0.2002389962881016,0.1603411581529826,0.6040268456375839,3.02013422818792,0.0919557161073825,0.6040268456375839,2.416107382550336,3.221476510067114,0.2425777731543624,10.872483221476507,RW,92,83,54,92,25,75,79,54,92,38,75,75,58,71,62,83,92,96,17,79,92,92,92,25,100,54,75,25,50,54,67,50,29,75,75,67,54,75,83,50,92,79,92,92,75,75,25,58,25,58,58,54,50,25,50,42,58,67,50,67,83,83,17,75,75,58,92,25,100,54,75,25,50,54,67,50,29,75,58,58,50,75,67,33,92,83,83,83,Pro League
Westerlo,2nhn3ikl1ciq34w3hcp883d6p,5mi7tfw92j72ztsmfdxewack4,D. Ourega,Dylan Ourega,21.0,Defender,France,Defender,92.0,56.0,9.0,143.0,1.0,7.0,5.0,0.0,33.0,9.0,505.0,13.0,10.0,5.0,4.0,2.0,3.0,23.0,23.0,5.0,3.0,12.0,5.0,1.0,0.0,0.0,0.0,77.3,33.33,38.46,52.17,42.86,51.56,14.29,50.0,0.5037139680227403,0.4344788150871556,2.0,5.0,0.0982858499999999,4.0,9.0,13.0,0.5095638099999998,64.0,16.396039603960396,9.98019801980198,1.603960396039604,25.48514851485149,0.1782178217821782,1.2475247524752475,0.8910891089108911,0.0,5.881188118811882,1.603960396039604,2.316831683168317,1.7821782178217822,0.8910891089108911,0.712871287128713,0.3564356435643565,0.5346534653465347,4.099009900990099,4.099009900990099,0.8910891089108911,0.5346534653465347,2.1386138613861387,0.8910891089108911,0.1782178217821782,0.0,0.0,0.0,77.3,33.33,38.46,52.17,42.86,51.56,14.29,50.0,0.0897708061822705,0.0774318680353346,0.3564356435643565,0.8910891089108911,0.0175162900990098,0.712871287128713,1.603960396039604,2.316831683168317,0.0908133522772277,11.405940594059407,LB/LCB,58,33,50,36,14,86,92,50,100,22,94,100,83,58,64,94,100,100,50,100,100,56,89,42,53,53,22,33,94,61,83,50,6,42,89,61,78,56,50,53,42,56,44,50,28,11,33,22,6,78,89,50,94,11,89,100,72,50,50,83,100,100,22,94,100,39,83,42,53,53,22,33,94,61,83,50,6,42,78,61,67,56,50,50,33,50,39,39,Pro League
