Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate fwd zone pass_Total,total accurate long balls_Total,total accurate pass_Total,total aerial won_Total,total big chances saved_Total,total duels won_Total,total effective clearance_Total,total mins played,total was fouled_Total,total accurate cross_Total,total assists_Total,total att assist_Total,total attempt_Total,total attempts ibox_Total,total attempts obox_Total,total blocked scoring att_Total,total contest_Total,total dribbles attempted_Total,total goals_Total,total interception_Total,total ontarget attempt_Total,total touches in opposition box_Total,total won contest_Total,total won tackle_Total,total direct setpiece goals_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate fwd zone pass_p90,total accurate long balls_p90,total accurate pass_p90,total aerial won_p90,total big chances saved_p90,total duels won_p90,total effective clearance_p90,total was fouled_p90,total accurate cross_p90,total assists_p90,total att assist_p90,total attempt_p90,total attempts ibox_p90,total attempts obox_p90,total blocked scoring att_p90,total contest_p90,total dribbles attempted_p90,total goals_p90,total interception_p90,total ontarget attempt_p90,total touches in opposition box_p90,total won contest_p90,total won tackle_p90,total direct setpiece goals_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate fwd zone pass_TotalPR,total accurate long balls_TotalPR,total accurate pass_TotalPR,total aerial won_TotalPR,total big chances saved_TotalPR,total duels won_TotalPR,total effective clearance_TotalPR,total was fouled_TotalPR,total accurate cross_TotalPR,total assists_TotalPR,total att assist_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total attempts obox_TotalPR,total blocked scoring att_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total goals_TotalPR,total interception_TotalPR,total ontarget attempt_TotalPR,total touches in opposition box_TotalPR,total won contest_TotalPR,total won tackle_TotalPR,total direct setpiece goals_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate fwd zone pass_p90PR,total accurate long balls_p90PR,total accurate pass_p90PR,total aerial won_p90PR,total big chances saved_p90PR,total duels won_p90PR,total effective clearance_p90PR,total was fouled_p90PR,total accurate cross_p90PR,total assists_p90PR,total att assist_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total attempts obox_p90PR,total blocked scoring att_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total goals_p90PR,total interception_p90PR,total ontarget attempt_p90PR,total touches in opposition box_p90PR,total won contest_p90PR,total won tackle_p90PR,total direct setpiece goals_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Legia Warszawa,d7udukc1t631drge83p7ucqws,8dobtgd3g7hv6avj3z81rq9nu,R. Adamski,Rafal Adamski,24,Attacker,Poland,Striker,14.0,21.0,0.0,35.0,5.0,0.0,20.0,3.0,355.0,10.0,0.0,0.0,1.0,10.0,9.0,1.0,0.0,13.0,14.0,3.0,1.0,5.0,18.0,3.0,1.0,0.0,72.92,0.0,0.0,23.08,50.0,31.25,21.74,50.0,1.216175713362878,0.077067606404644,1.0,3.0,0.10004331,0.0,4.0,4.0,0.14156869,14.0,3.549295774647887,5.323943661971831,0.0,8.873239436619718,1.2676056338028168,0.0,5.070422535211267,0.7605633802816901,2.535211267605633,0.0,0.0,0.2535211267605634,2.535211267605633,2.2816901408450705,0.2535211267605634,0.0,3.295774647887324,3.549295774647887,0.7605633802816901,0.2535211267605634,1.2676056338028168,4.563380281690141,0.7605633802816901,0.2535211267605634,0.0,72.92,0.0,0.0,23.08,50.0,31.25,21.74,50.0,0.3083262371905888,0.0195382664124449,0.2535211267605634,0.7605633802816901,0.0253630926760563,0.0,1.0140845070422535,1.0140845070422535,0.0358906538028169,3.549295774647887,ST,37,22,13,28,25,50,40,25,83,33,35,5,28,32,37,7,85,87,75,58,55,23,55,38,52,60,13,33,20,92,10,13,33,33,13,27,35,37,12,57,45,30,37,43,17,13,30,27,50,47,27,97,33,35,3,37,47,37,7,93,93,92,68,68,23,67,47,52,60,13,33,20,92,10,13,33,43,13,23,53,43,12,63,63,40,53,Ekstraklasa
Legia Warszawa,d7udukc1t631drge83p7ucqws,917ymyrnr0x9jesn60woc6j56,Ł. Zjawiński,Lukasz Zjawinski,25,Attacker,Poland,Striker,14.0,37.0,2.0,51.0,20.0,0.0,33.0,3.0,523.0,11.0,0.0,0.0,6.0,20.0,20.0,0.0,5.0,1.0,2.0,3.0,2.0,6.0,33.0,1.0,1.0,0.0,64.56,100.0,0.0,100.0,30.0,45.83,43.48,100.0,2.442725681699418,0.2831944862123406,1.0,6.0,0.16803236,3.0,4.0,4.0,0.13824903,18.0,2.4091778202676863,6.367112810707457,0.3441682600382409,8.776290630975144,3.4416826003824093,0.0,5.678776290630975,0.5162523900573613,1.892925430210325,0.0,0.0,1.032504780114723,3.4416826003824093,3.4416826003824093,0.0,0.8604206500956023,0.1720841300191204,0.3441682600382409,0.5162523900573613,0.3441682600382409,1.032504780114723,5.678776290630975,0.1720841300191204,0.1720841300191204,0.0,64.56,100.0,0.0,100.0,30.0,45.83,43.48,100.0,0.4203543238106073,0.0487332767860624,0.1720841300191204,1.032504780114723,0.0289157024856596,0.5162523900573613,0.6883365200764818,0.6883365200764818,0.0237904640535372,3.0975143403441683,ST,37,60,60,53,87,50,82,25,87,33,35,72,77,90,13,92,12,22,75,80,65,73,28,38,52,33,87,33,97,33,77,53,87,80,33,27,83,70,78,57,45,27,60,13,40,53,27,83,50,70,20,63,33,35,50,80,97,13,77,10,13,73,80,37,57,23,30,52,33,87,33,97,33,77,53,87,77,27,13,70,50,70,37,33,27,30,Ekstraklasa
Legia Warszawa,d7udukc1t631drge83p7ucqws,9onmrqelh9c9aarob7y9aw991,P. Wszołek,Pawel Wszolek,34,Defender,Poland,Defender,47.0,144.0,0.0,178.0,13.0,0.0,26.0,17.0,673.0,4.0,13.0,5.0,14.0,6.0,5.0,1.0,1.0,4.0,4.0,1.0,6.0,3.0,29.0,1.0,5.0,0.0,76.72,0.0,27.66,25.0,50.0,46.43,65.0,62.5,0.651993378098501,1.6042700010992252,1.0,11.0,0.3132232,10.0,15.0,21.0,1.45516376,81.0,6.285289747399703,19.25705794947994,0.0,23.803863298662705,1.7384843982169391,0.0,3.4769687964338782,2.273402674591382,0.5349182763744428,1.7384843982169391,0.6686478454680534,1.8722139673105496,0.8023774145616642,0.6686478454680534,0.1337295690936107,0.1337295690936107,0.5349182763744428,0.5349182763744428,0.1337295690936107,0.8023774145616642,0.4011887072808321,3.8781575037147102,0.1337295690936107,0.6686478454680534,0.0,76.72,0.0,27.66,25.0,50.0,46.43,65.0,62.5,0.0871907935050001,0.2145383359568057,0.1337295690936107,1.4710252600297176,0.0418872035661218,1.337295690936107,2.0059435364041605,2.8083209509658245,0.1945984225854383,10.832095096582467,RB/RCB,20,73,3,47,83,47,45,48,42,100,100,97,78,77,58,65,55,55,92,50,92,100,35,45,52,13,3,53,27,90,20,83,60,80,97,60,58,63,93,50,62,93,43,3,67,3,20,77,47,27,20,20,100,100,97,63,70,57,67,40,40,90,40,90,100,27,23,52,13,3,53,27,90,20,83,60,73,97,57,53,60,83,27,50,73,23,Ekstraklasa
Legia Warszawa,d7udukc1t631drge83p7ucqws,agyszanu4n5mffzuen16mu28l,B. Kapustka,Bartosz Kapustka,29,Midfielder,Poland,Midfielder,132.0,198.0,21.0,325.0,6.0,0.0,50.0,10.0,780.0,13.0,5.0,0.0,12.0,15.0,5.0,10.0,7.0,12.0,12.0,2.0,3.0,4.0,12.0,8.0,10.0,0.0,85.53,65.62,31.25,66.67,26.67,60.98,75.0,43.48,0.8385566113090295,1.0581535405541769,8.0,21.0,0.55077348,19.0,23.0,34.0,1.0501611999999994,155.0,15.230769230769232,22.846153846153847,2.423076923076924,37.5,0.6923076923076924,0.0,5.76923076923077,1.153846153846154,1.5,0.576923076923077,0.0,1.3846153846153848,1.7307692307692308,0.576923076923077,1.153846153846154,0.8076923076923077,1.3846153846153848,1.3846153846153848,0.2307692307692307,0.3461538461538462,0.4615384615384615,1.3846153846153848,0.9230769230769232,1.153846153846154,0.0,85.53,65.62,31.25,66.67,26.67,60.98,75.0,43.48,0.0967565320741187,0.1220946392947127,0.9230769230769232,2.423076923076924,0.0635507861538461,2.1923076923076925,2.653846153846154,3.9230769230769234,0.121172446153846,17.884615384615387,LM/LCM,89,100,100,94,75,47,100,78,89,78,33,94,83,64,86,83,53,50,94,67,75,44,78,100,50,83,83,72,94,50,94,97,39,61,94,81,67,56,100,89,94,67,89,89,94,100,89,44,47,72,39,67,56,33,56,50,22,61,72,22,22,56,39,50,22,33,89,50,83,83,72,94,50,94,97,39,28,56,50,33,33,89,83,94,39,83,Ekstraklasa
Legia Warszawa,d7udukc1t631drge83p7ucqws,b696z8tm11j8bt8k9e3y5k251,R. Augustyniak,Rafal Augustyniak,32,Defender,Poland,Defender,277.0,192.0,31.0,469.0,38.0,0.0,73.0,49.0,810.0,12.0,0.0,2.0,7.0,16.0,10.0,6.0,1.0,7.0,7.0,4.0,8.0,5.0,20.0,6.0,10.0,0.0,90.72,62.0,0.0,85.71,31.25,67.59,73.08,58.82,1.2672063790469248,0.6836774312803982,5.0,15.0,0.34647294,7.0,41.0,48.0,0.7695244199999999,307.0,30.77777777777778,21.33333333333333,3.4444444444444446,52.11111111111112,4.222222222222222,0.0,8.11111111111111,5.444444444444445,1.3333333333333333,0.0,0.2222222222222222,0.7777777777777778,1.7777777777777777,1.1111111111111112,0.6666666666666666,0.1111111111111111,0.7777777777777778,0.7777777777777778,0.4444444444444444,0.8888888888888888,0.5555555555555556,2.2222222222222223,0.6666666666666666,1.1111111111111112,0.0,90.72,62.0,0.0,85.71,31.25,67.59,73.08,58.82,0.1408007087829916,0.0759641590311553,0.5555555555555556,1.6666666666666667,0.0384969933333333,0.7777777777777778,4.555555555555555,5.333333333333333,0.0855027133333333,34.111111111111114,CB,87,97,97,95,94,44,100,79,97,40,96,97,100,97,100,65,96,96,100,71,99,90,97,95,51,79,92,40,74,64,92,85,49,95,97,97,85,92,91,96,97,79,95,62,87,87,74,94,44,100,46,97,40,94,90,100,95,100,54,92,92,100,40,97,82,97,85,51,79,92,40,74,64,92,85,49,95,95,97,77,79,82,87,92,64,82,Ekstraklasa
Legia Warszawa,d7udukc1t631drge83p7ucqws,bhh6z1ezmsngsu3isbsur2mp6,K. Piątkowski,Kamil Piatkowski,26,Defender,Poland,Defender,171.0,188.0,26.0,350.0,21.0,0.0,47.0,31.0,718.0,11.0,9.0,1.0,10.0,7.0,6.0,1.0,1.0,6.0,8.0,0.0,10.0,1.0,16.0,2.0,10.0,0.0,85.57,55.32,47.37,33.33,14.29,65.28,75.0,71.43,0.7098071946272266,1.191425659059412,1.0,26.0,0.61059197,17.0,34.0,52.0,2.1897552400000007,210.0,21.434540389972145,23.56545961002785,3.2590529247910864,43.871866295264624,2.632311977715877,0.0,5.891364902506964,3.885793871866295,1.3788300835654597,1.128133704735376,0.1253481894150417,1.2534818941504178,0.8774373259052924,0.7520891364902507,0.1253481894150417,0.1253481894150417,0.7520891364902507,1.0027855153203342,0.0,1.2534818941504178,0.1253481894150417,2.0055710306406684,0.2506963788300835,1.2534818941504178,0.0,85.57,55.32,47.37,33.33,14.29,65.28,75.0,71.43,0.088973046680293,0.1493430491857201,0.1253481894150417,3.2590529247910864,0.0765365979108635,2.13091922005571,4.26183844011142,6.518105849582173,0.2744818545961003,26.323119777158773,RB/RCB,83,97,95,93,90,47,97,83,98,95,73,92,88,85,58,65,65,70,42,90,70,87,58,87,52,67,93,90,35,57,90,100,73,83,93,60,97,97,100,90,97,97,93,70,87,97,77,87,47,80,67,83,83,60,73,70,77,53,63,57,60,42,67,63,73,43,70,52,67,93,90,35,57,90,100,73,77,83,53,93,93,100,80,97,97,87,Ekstraklasa
Legia Warszawa,d7udukc1t631drge83p7ucqws,cdlaj2gkmujqbd8ramh2490d0,W. Urbański,Wojciech Urbanski,21,Midfielder,Poland,Midfielder,61.0,120.0,4.0,179.0,4.0,0.0,28.0,5.0,514.0,9.0,2.0,0.0,5.0,7.0,1.0,6.0,3.0,14.0,14.0,0.0,1.0,1.0,10.0,7.0,4.0,0.0,84.83,30.77,40.0,50.0,14.29,41.18,28.57,44.44,0.718319578084332,0.3671725703239605,4.0,12.0,0.26492071,5.0,22.0,20.0,0.57590026,97.0,10.680933852140075,21.011673151750973,0.7003891050583657,31.342412451361863,0.7003891050583657,0.0,4.90272373540856,0.8754863813229572,1.575875486381323,0.3501945525291828,0.0,0.8754863813229572,1.22568093385214,0.1750972762645914,1.050583657587549,0.5252918287937743,2.45136186770428,2.45136186770428,0.0,0.1750972762645914,0.1750972762645914,1.7509727626459144,1.22568093385214,0.7003891050583657,0.0,84.83,30.77,40.0,50.0,14.29,41.18,28.57,44.44,0.125775801610097,0.0642909169827946,0.7003891050583657,2.1011673151750974,0.0463868947470817,0.8754863813229572,3.852140077821012,3.501945525291829,0.10083856692607,16.98443579766537,CM/AM,58,58,23,58,59,50,56,36,60,38,27,38,47,16,69,60,81,78,32,14,36,40,73,49,51,73,7,89,41,27,22,20,20,53,29,59,49,44,47,69,49,33,58,49,47,16,49,58,50,51,38,58,36,27,33,38,9,78,58,78,76,32,9,29,29,76,42,51,73,7,89,41,27,22,20,20,53,27,58,47,36,38,73,44,33,60,Ekstraklasa
Legia Warszawa,d7udukc1t631drge83p7ucqws,ddm4fhd76z8q200loyjq0k9p0,R. Deziel,Robert Deziel,21,Midfielder,USA,Midfielder,175.0,154.0,10.0,329.0,16.0,1.0,32.0,34.0,704.0,4.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,2.0,1.0,7.0,0.0,86.35,32.26,0.0,100.0,0.0,53.33,44.44,63.64,0.183572510069437,0.1282505249968908,1.0,12.0,0.22532659,8.0,35.0,19.0,0.53426601,186.0,22.37215909090909,19.6875,1.278409090909091,42.05965909090909,2.0454545454545454,0.1278409090909091,4.090909090909091,4.346590909090909,0.5113636363636364,0.0,0.0,0.3835227272727273,0.2556818181818182,0.1278409090909091,0.1278409090909091,0.1278409090909091,0.1278409090909091,0.1278409090909091,0.0,0.3835227272727273,0.0,0.2556818181818182,0.1278409090909091,0.8948863636363636,0.0,86.35,32.26,0.0,100.0,0.0,53.33,44.44,63.64,0.0234680765713768,0.0163956637069888,0.1278409090909091,1.5340909090909092,0.0288059561079545,1.0227272727272727,4.474431818181818,2.428977272727273,0.0683010524147727,23.77840909090909,LM/LCM,100,89,83,100,94,94,78,100,22,6,33,28,11,11,25,28,11,11,22,67,11,6,19,89,50,89,22,6,100,11,78,50,83,11,17,22,33,28,72,100,72,28,100,94,72,72,100,89,94,33,94,11,6,33,17,11,11,17,17,11,11,22,50,11,6,22,78,50,89,22,6,100,11,78,50,83,11,17,17,17,11,56,100,44,11,100,Ekstraklasa
Legia Warszawa,d7udukc1t631drge83p7ucqws,ia3hjam4mh5lb75luc8mrnbp,D. Szymański,Damian Szymanski,31,Midfielder,Poland,Midfielder,117.0,99.0,5.0,213.0,6.0,0.0,18.0,7.0,323.0,4.0,3.0,0.0,5.0,3.0,2.0,1.0,0.0,2.0,2.0,0.0,3.0,1.0,6.0,2.0,1.0,0.0,84.52,27.78,60.0,100.0,33.33,60.0,60.0,16.67,0.2962591646007094,0.4949694525674131,1.0,17.0,0.36930509,7.0,17.0,18.0,0.3908642599999999,107.0,32.60061919504644,27.58513931888545,1.393188854489164,59.34984520123839,1.671826625386997,0.0,5.015479876160991,1.9504643962848296,1.1145510835913313,0.8359133126934984,0.0,1.393188854489164,0.8359133126934984,0.5572755417956656,0.2786377708978328,0.0,0.5572755417956656,0.5572755417956656,0.0,0.8359133126934984,0.2786377708978328,1.671826625386997,0.5572755417956656,0.2786377708978328,0.0,84.52,27.78,60.0,100.0,33.33,60.0,60.0,16.67,0.0825489932323958,0.1379171849259045,0.2786377708978328,4.7368421052631575,0.1029023470588235,1.9504643962848296,4.7368421052631575,5.015479876160991,0.1089095461300309,29.81424148606811,DM/CM,60,32,20,40,62,50,32,32,36,70,40,48,26,66,16,10,26,26,44,10,38,66,48,8,52,44,4,88,96,74,76,68,8,32,60,26,66,76,72,32,44,28,36,100,72,20,92,68,50,56,44,56,84,40,72,36,80,16,10,48,48,44,20,44,92,72,8,52,44,4,88,96,74,76,68,8,56,76,36,100,100,92,64,68,36,88,Ekstraklasa
Górnik Zabrze,awc8tinkh5u7cy58a00ohg6al,1pydinjl2lotah04k7jp0uthx,R. Janicki,Rafal Janicki,34,Defender,Poland,Defender,214.0,168.0,22.0,382.0,38.0,0.0,55.0,73.0,810.0,7.0,0.0,2.0,4.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0,10.0,2.0,11.0,0.0,3.0,0.0,86.43,34.38,0.0,0.0,33.33,73.33,76.0,30.0,0.8661474729963944,0.3346195599262735,0.0,8.0,0.15197711,4.0,24.0,29.0,0.7818715199999998,264.0,23.77777777777778,18.666666666666668,2.4444444444444446,42.44444444444444,4.222222222222222,0.0,6.111111111111111,8.11111111111111,0.7777777777777778,0.0,0.2222222222222222,0.4444444444444444,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.1111111111111111,1.1111111111111112,0.2222222222222222,1.2222222222222223,0.0,0.3333333333333333,0.0,86.43,34.38,0.0,0.0,33.33,73.33,76.0,30.0,0.0962386081107104,0.0371799511029192,0.0,0.8888888888888888,0.0168863455555555,0.4444444444444444,2.6666666666666665,3.2222222222222223,0.0868746133333333,29.33333333333333,CB,64,90,85,82,94,44,94,97,90,40,96,87,72,77,35,27,17,14,77,88,77,72,26,47,51,44,21,40,26,72,100,90,8,82,85,32,65,62,74,73,85,87,87,28,72,59,41,94,44,92,92,79,40,94,82,56,69,35,27,17,14,64,65,58,55,26,29,51,44,21,40,26,72,100,90,8,74,77,32,54,51,64,54,59,67,69,Ekstraklasa
Górnik Zabrze,awc8tinkh5u7cy58a00ohg6al,4m5xmjs8kblkhu9n3ytkub3kl,L. Sadílek,Lukás Sadílek,30,Midfielder,Czechia,Midfielder,29.0,68.0,2.0,96.0,5.0,0.0,15.0,5.0,307.0,4.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,5.0,1.0,9.0,1.0,3.0,0.0,82.76,40.0,20.0,50.0,50.0,57.69,0.0,60.0,0.1949906754602977,0.0687218990147793,1.0,4.0,0.12744931,5.0,10.0,8.0,0.3933996399999999,49.0,8.501628664495115,19.93485342019544,0.5863192182410424,28.143322475570034,1.4657980456026058,0.0,4.397394136807818,1.4657980456026058,1.1726384364820848,0.2931596091205212,0.0,0.2931596091205212,0.5863192182410424,0.2931596091205212,0.2931596091205212,0.0,0.5863192182410424,0.5863192182410424,0.2931596091205212,1.4657980456026058,0.2931596091205212,2.638436482084691,0.2931596091205212,0.8794788273615636,0.0,82.76,40.0,20.0,50.0,50.0,57.69,0.0,60.0,0.0571633902000872,0.0201464850531926,0.2931596091205212,1.1726384364820848,0.0373629899022801,1.4657980456026058,2.931596091205212,2.345276872964169,0.1153288846905537,14.364820846905538,RM/RCM,52,39,37,43,76,52,30,67,24,17,33,4,4,4,13,11,7,7,65,65,22,17,15,35,52,65,48,37,70,98,85,9,54,4,4,15,11,17,59,65,28,17,48,70,87,48,78,96,52,39,70,26,22,33,4,4,9,17,11,9,9,70,87,30,30,13,57,52,65,48,37,70,98,85,9,54,9,4,17,13,17,78,87,43,30,78,Ekstraklasa
Górnik Zabrze,awc8tinkh5u7cy58a00ohg6al,4mpaydsy85orfjp4huen0ahd6,O. Zmrzlý,Ondrej Zmrzly,27,Defender,Czechia,Defender,34.0,81.0,6.0,110.0,3.0,0.0,13.0,18.0,297.0,2.0,5.0,0.0,3.0,4.0,1.0,3.0,0.0,6.0,7.0,0.0,3.0,1.0,7.0,2.0,3.0,0.0,78.01,30.0,41.67,33.33,25.0,43.33,33.33,50.0,0.2481325265461256,0.343363958489117,2.0,13.0,0.3587662299999999,7.0,6.0,11.0,0.6671958999999998,46.0,10.303030303030305,24.545454545454547,1.8181818181818183,33.333333333333336,0.9090909090909092,0.0,3.939393939393939,5.454545454545455,0.6060606060606061,1.5151515151515151,0.0,0.9090909090909092,1.2121212121212122,0.303030303030303,0.9090909090909092,0.0,1.8181818181818183,2.121212121212121,0.0,0.9090909090909092,0.303030303030303,2.121212121212121,0.6060606060606061,0.9090909090909092,0.0,78.01,30.0,41.67,33.33,25.0,43.33,33.33,50.0,0.0751916747109471,0.1040496843906415,0.6060606060606061,3.939393939393939,0.1087170393939393,2.121212121212121,1.8181818181818183,3.333333333333333,0.2021805757575757,13.93939393939394,LB/LCB,8,29,27,12,33,50,10,40,21,65,33,21,37,25,69,17,62,60,38,35,50,37,48,17,52,31,23,88,40,60,8,25,29,38,27,67,69,65,65,8,15,31,12,12,96,62,58,46,50,35,85,46,88,33,38,62,50,92,17,88,92,38,58,62,62,77,40,52,31,23,88,40,60,8,25,29,54,50,81,100,100,100,23,54,81,31,Ekstraklasa
Górnik Zabrze,awc8tinkh5u7cy58a00ohg6al,4y3cnggbwb92ajx8a01p03ydx,Josema,José Manuel Sánchez Guillén,30,Defender,Spain,Defender,167.0,157.0,44.0,323.0,13.0,0.0,36.0,49.0,720.0,4.0,1.0,0.0,1.0,3.0,3.0,0.0,1.0,7.0,7.0,1.0,21.0,2.0,4.0,5.0,9.0,0.0,80.15,47.83,25.0,71.43,66.67,62.07,54.17,64.29,0.2784651880402765,0.1346303471232363,1.0,15.0,0.3173118299999999,11.0,57.0,56.0,0.8598083899999998,226.0,20.875,19.625,5.5,40.375,1.625,0.0,4.5,6.125,0.5,0.125,0.0,0.125,0.375,0.375,0.0,0.125,0.875,0.875,0.125,2.625,0.25,0.5,0.625,1.125,0.0,80.15,47.83,25.0,71.43,66.67,62.07,54.17,64.29,0.0348081485050345,0.0168287933904045,0.125,1.875,0.0396639787499999,1.375,7.125,7.0,0.1074760487499999,28.25,CB,49,87,100,59,55,44,74,79,68,87,40,35,50,55,35,65,96,96,77,100,77,33,95,92,51,8,64,79,69,94,74,46,51,41,64,76,85,85,97,100,100,92,72,15,82,100,38,29,44,63,54,44,83,40,26,37,42,35,59,95,95,71,100,71,22,95,87,51,8,64,79,69,94,74,46,51,33,62,65,82,82,95,100,100,85,62,Ekstraklasa
Górnik Zabrze,awc8tinkh5u7cy58a00ohg6al,5qkrvap53rnhyuujxc4yb597t,M. Sáček,Michal Sácek,30,Defender,Czechia,Defender,129.0,152.0,7.0,276.0,3.0,1.0,37.0,29.0,719.0,8.0,5.0,0.0,6.0,1.0,0.0,1.0,1.0,9.0,10.0,0.0,14.0,0.0,8.0,3.0,17.0,0.0,85.71,25.0,35.71,33.33,0.0,56.92,30.0,73.91,0.0289457513285741,0.5435174205401633,0.0,16.0,0.35047705,8.0,23.0,24.0,0.7331945799999999,125.0,16.14742698191933,19.026425591098747,0.8762169680111266,34.54798331015299,0.3755215577190542,0.125173852573018,4.631432545201669,3.630041724617525,1.0013908205841446,0.6258692628650904,0.0,0.7510431154381085,0.125173852573018,0.0,0.125173852573018,0.125173852573018,1.1265646731571628,1.2517385257301807,0.0,1.7524339360222532,0.0,1.0013908205841446,0.3755215577190542,2.1279554937413074,0.0,85.71,25.0,35.71,33.33,0.0,56.92,30.0,73.91,0.0036232512094181,0.0680341694695614,0.0,2.0027816411682893,0.0438705625869262,1.0013908205841446,2.878998609179416,3.004172461752434,0.0917767902642559,15.64673157162726,RB/RCB,67,78,52,77,35,97,72,75,73,82,30,80,25,17,58,65,77,78,42,100,27,60,68,100,52,70,18,80,35,27,67,22,77,20,73,27,80,73,90,63,73,50,63,47,63,27,53,7,97,57,63,57,63,30,43,20,17,50,60,67,67,42,93,27,33,60,97,52,70,18,80,35,27,67,22,77,20,47,27,67,63,73,53,57,23,50,Ekstraklasa
Górnik Zabrze,awc8tinkh5u7cy58a00ohg6al,6jhb608ylhctgevyeknf9pjo5,E. Janža,Erik Janza,33,Defender,Slovenia,Defender,68.0,138.0,12.0,193.0,5.0,0.0,22.0,22.0,519.0,6.0,13.0,2.0,16.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,9.0,1.0,8.0,0.0,5.0,0.0,78.14,48.0,32.5,0.0,100.0,51.16,38.46,45.45,0.0669018687607488,1.807696655834075,0.0,9.0,0.2565006199999999,9.0,21.0,31.0,1.53483051,96.0,11.791907514450868,23.930635838150287,2.0809248554913293,33.46820809248555,0.8670520231213873,0.0,3.815028901734104,3.815028901734104,1.0404624277456649,2.254335260115607,0.3468208092485549,2.77456647398844,0.1734104046242774,0.1734104046242774,0.0,0.0,0.1734104046242774,0.1734104046242774,0.0,1.560693641618497,0.1734104046242774,1.3872832369942196,0.0,0.8670520231213873,0.0,78.14,48.0,32.5,0.0,100.0,51.16,38.46,45.45,0.0116014801319217,0.3134734085261402,0.0,1.560693641618497,0.044479876300578,1.560693641618497,3.6416184971098255,5.375722543352601,0.2661555797687861,16.647398843930635,LB/LCB,33,81,77,50,56,50,42,54,62,92,92,96,10,25,15,17,19,19,38,75,50,44,13,42,52,35,77,65,13,100,42,42,17,8,96,15,56,50,88,69,87,100,50,27,85,69,62,42,50,23,62,58,96,92,96,4,23,15,17,12,12,38,92,50,38,13,31,52,35,77,65,13,100,42,42,17,4,96,15,58,58,88,73,77,100,58,Ekstraklasa
