Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate fwd zone pass_Total,total accurate long balls_Total,total accurate pass_Total,total aerial won_Total,total big chances saved_Total,total duels won_Total,total effective clearance_Total,total mins played,total was fouled_Total,total accurate cross_Total,total att assist_Total,total attempt_Total,total attempts ibox_Total,total attempts obox_Total,total blocked scoring att_Total,total contest_Total,total dribbles attempted_Total,total ontarget attempt_Total,total touches in opposition box_Total,total won contest_Total,total won tackle_Total,total assists_Total,total interception_Total,total goals_Total,total direct setpiece goals_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate fwd zone pass_p90,total accurate long balls_p90,total accurate pass_p90,total aerial won_p90,total big chances saved_p90,total duels won_p90,total effective clearance_p90,total was fouled_p90,total accurate cross_p90,total att assist_p90,total attempt_p90,total attempts ibox_p90,total attempts obox_p90,total blocked scoring att_p90,total contest_p90,total dribbles attempted_p90,total ontarget attempt_p90,total touches in opposition box_p90,total won contest_p90,total won tackle_p90,total assists_p90,total interception_p90,total goals_p90,total direct setpiece goals_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate fwd zone pass_TotalPR,total accurate long balls_TotalPR,total accurate pass_TotalPR,total aerial won_TotalPR,total big chances saved_TotalPR,total duels won_TotalPR,total effective clearance_TotalPR,total was fouled_TotalPR,total accurate cross_TotalPR,total att assist_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total attempts obox_TotalPR,total blocked scoring att_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total ontarget attempt_TotalPR,total touches in opposition box_TotalPR,total won contest_TotalPR,total won tackle_TotalPR,total assists_TotalPR,total interception_TotalPR,total goals_TotalPR,total direct setpiece goals_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate fwd zone pass_p90PR,total accurate long balls_p90PR,total accurate pass_p90PR,total aerial won_p90PR,total big chances saved_p90PR,total duels won_p90PR,total effective clearance_p90PR,total was fouled_p90PR,total accurate cross_p90PR,total att assist_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total attempts obox_p90PR,total blocked scoring att_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total ontarget attempt_p90PR,total touches in opposition box_p90PR,total won contest_p90PR,total won tackle_p90PR,total assists_p90PR,total interception_p90PR,total goals_p90PR,total direct setpiece goals_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Asteras Tripolis,c53eublb5ds9v1rlscm8x39pq,603w7gqz9xm0ines0oq74qwb8,Ricardinho,Ricardo Viana Filho,25,Attacker,Brazil,Striker,13.0,18.0,2.0,30.0,14.0,0.0,21.0,1.0,244.0,6.0,1.0,2.0,3.0,3.0,0.0,0.0,1.0,1.0,2.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,63.83,40.0,33.33,0.0,66.67,46.67,43.75,0.0,0.3637298222981716,0.2379618808997912,0.0,2.0,0.13190251,1.0,4.0,0.0,0.2214708699999999,9.0,4.795081967213115,6.639344262295082,0.7377049180327868,11.065573770491802,5.163934426229508,0.0,7.745901639344262,0.3688524590163934,2.2131147540983607,0.3688524590163934,0.7377049180327868,1.1065573770491803,1.1065573770491803,0.0,0.0,0.3688524590163934,0.3688524590163934,0.7377049180327868,3.6885245901639343,0.0,0.0,0.3688524590163934,0.0,0.0,0.0,63.83,40.0,33.33,0.0,66.67,46.67,43.75,0.0,0.1341626393722764,0.0877728249220541,0.0,0.7377049180327868,0.0486525651639344,0.3688524590163934,1.4754098360655736,0.0,0.0816900749999999,3.319672131147541,ST,42,30,72,30,90,52,65,32,52,80,48,12,18,15,10,12,12,30,28,15,20,92,30,25,52,35,48,90,15,90,75,65,20,20,50,22,42,80,45,65,10,65,32,55,45,75,45,90,52,90,35,70,85,55,20,25,15,10,15,15,30,45,15,20,95,30,25,52,35,48,90,15,90,75,65,20,30,60,22,55,90,50,75,10,70,40,Greek Super League
Asteras Tripolis,c53eublb5ds9v1rlscm8x39pq,adf0kuzhmx6ywoyamymmvcyjt,J. Bartolo,Julián Bartolo,30,Midfielder,Argentina,Midfielder,10.0,67.0,4.0,72.0,1.0,0.0,14.0,2.0,307.0,3.0,5.0,10.0,8.0,3.0,5.0,1.0,16.0,16.0,5.0,13.0,7.0,2.0,0.0,2.0,1.0,0.0,75.0,57.14,18.52,43.75,62.5,32.56,12.5,66.67,0.544065035905422,1.1618931025318937,4.0,9.0,0.24671291,4.0,12.0,11.0,0.4449178399999998,40.0,2.931596091205212,19.64169381107492,1.1726384364820848,21.107491856677527,0.2931596091205212,0.0,4.1042345276872965,0.5863192182410424,0.8794788273615636,1.4657980456026058,2.931596091205212,2.345276872964169,0.8794788273615636,1.4657980456026058,0.2931596091205212,4.690553745928339,4.690553745928339,1.4657980456026058,3.811074918566776,2.052117263843648,0.5863192182410424,0.0,0.5863192182410424,0.2931596091205212,0.0,75.0,57.14,18.52,43.75,62.5,32.56,12.5,66.67,0.1594978932621758,0.3406201277780796,1.1726384364820848,2.638436482084691,0.0723262602605863,1.1726384364820848,3.5179153094462543,3.224755700325733,0.1304319400651465,11.726384364820849,CM/AM,4,57,35,17,22,52,37,59,22,78,91,78,67,85,37,96,96,93,76,91,46,43,61,76,52,17,35,39,57,96,17,28,72,74,91,85,59,74,67,59,30,65,35,4,52,35,17,17,52,35,61,17,78,91,74,61,87,43,96,96,100,74,91,48,43,57,70,52,17,35,39,57,96,17,28,72,70,91,83,65,70,74,57,30,65,35,Greek Super League
Asteras Tripolis,c53eublb5ds9v1rlscm8x39pq,alz2d8m21pj6fvvpml5kgpr84,D. Laskaris,Dimitris Laskaris,20,Defender,Greece,Defender,48.0,26.0,17.0,74.0,12.0,0.0,19.0,14.0,270.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,71.15,48.57,0.0,100.0,0.0,76.0,92.31,50.0,0.0008749218010836,0.0,0.0,0.0,0.0,0.0,8.0,7.0,0.14238836,37.0,16.0,8.666666666666666,5.666666666666667,24.666666666666668,4.0,0.0,6.333333333333333,4.666666666666667,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,71.15,48.57,0.0,100.0,0.0,76.0,92.31,50.0,0.0002916406003612,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,2.333333333333333,0.0474627866666666,12.333333333333334,RB/RCB,31,6,94,19,88,53,56,50,34,19,16,6,9,25,22,22,22,31,6,41,22,47,16,47,53,12,56,19,91,31,94,100,38,12,16,25,9,9,12,44,28,12,31,62,12,94,38,94,53,88,88,53,19,16,6,9,25,22,34,34,31,6,56,22,47,31,47,53,12,56,19,91,31,94,100,38,12,16,25,9,9,12,69,41,19,44,Greek Super League
Asteras Tripolis,c53eublb5ds9v1rlscm8x39pq,b1o797a6gxohsv92t5ebw4lm2,Alex Méndez,Alejandro Méndez García,25,Defender,Spain,Defender,80.0,67.0,12.0,145.0,6.0,0.0,20.0,13.0,450.0,8.0,2.0,1.0,5.0,4.0,1.0,0.0,4.0,4.0,1.0,9.0,1.0,4.0,1.0,4.0,0.0,0.0,83.82,66.67,13.33,25.0,20.0,58.82,66.67,80.0,0.377427974359194,0.1385721606093749,1.0,5.0,0.1039726199999999,1.0,15.0,15.0,0.3237738299999999,60.0,16.0,13.4,2.4,29.0,1.2,0.0,4.0,2.6,1.6,0.4,0.2,1.0,0.8,0.2,0.0,0.8,0.8,0.2,1.8,0.2,0.8,0.2,0.8,0.0,0.0,83.82,66.67,13.33,25.0,20.0,58.82,66.67,80.0,0.0754855948718388,0.0277144321218749,0.2,1.0,0.0207945239999999,0.2,3.0,3.0,0.0647547659999999,12.0,LB/LCB,63,70,90,60,87,53,63,87,77,47,17,87,97,63,43,60,57,77,87,47,40,67,37,47,53,67,100,27,37,70,57,87,73,93,20,67,50,47,17,93,80,53,47,53,33,87,53,53,53,43,73,63,37,7,83,93,47,43,53,53,70,87,33,20,50,20,47,53,67,100,27,37,70,57,87,73,93,20,60,40,40,13,93,63,20,33,Greek Super League
Asteras Tripolis,c53eublb5ds9v1rlscm8x39pq,bry8rw5hvwptdub271s176tat,D. Kourbelis,Dimitrios Kourbelis,32,Midfielder,Greece,Midfielder,92.0,111.0,18.0,202.0,17.0,0.0,39.0,19.0,434.0,9.0,1.0,5.0,5.0,4.0,1.0,3.0,4.0,4.0,1.0,8.0,2.0,8.0,0.0,4.0,0.0,0.0,84.17,62.07,50.0,50.0,20.0,58.21,85.0,72.73,0.4926538461103937,0.3517382434680601,1.0,11.0,0.23429521,7.0,31.0,33.0,0.67586306,128.0,19.07834101382489,23.018433179723505,3.7327188940092166,41.88940092165899,3.525345622119816,0.0,8.087557603686637,3.940092165898618,1.8663594470046083,0.2073732718894009,1.036866359447005,1.036866359447005,0.8294930875576038,0.2073732718894009,0.6221198156682028,0.8294930875576038,0.8294930875576038,0.2073732718894009,1.6589861751152075,0.4147465437788019,1.6589861751152075,0.0,0.8294930875576038,0.0,0.0,84.17,62.07,50.0,50.0,20.0,58.21,85.0,72.73,0.1021632399768097,0.0729411103966023,0.2073732718894009,2.28110599078341,0.0485865642857142,1.4516129032258065,6.428571428571429,6.84331797235023,0.1401559341013825,26.54377880184332,DM/CM,81,86,90,86,100,52,100,100,88,64,81,81,95,38,100,52,50,62,90,52,90,36,69,38,50,43,57,90,45,48,71,100,95,86,76,45,90,90,95,100,98,90,90,57,76,76,76,95,52,100,90,76,52,81,76,95,33,90,43,43,52,86,48,86,36,52,38,50,43,57,90,45,48,71,100,95,81,57,38,76,71,90,95,100,76,81,Greek Super League
Asteras Tripolis,c53eublb5ds9v1rlscm8x39pq,ctbam05ooiz884acji3rlokx5,K. Ketu,Kalvin Ketu,29,Attacker,Cameroon,Striker,23.0,47.0,2.0,70.0,8.0,0.0,22.0,5.0,354.0,8.0,0.0,6.0,6.0,5.0,1.0,0.0,5.0,7.0,5.0,13.0,3.0,2.0,0.0,4.0,1.0,0.0,76.92,40.0,0.0,60.0,83.33,42.31,44.44,66.67,0.4896626750324975,0.5615652299259418,0.0,5.0,0.18030332,2.0,6.0,7.0,0.4038577899999999,22.0,5.8474576271186445,11.949152542372882,0.5084745762711864,17.796610169491526,2.0338983050847457,0.0,5.593220338983051,1.2711864406779665,2.0338983050847457,0.0,1.5254237288135597,1.5254237288135597,1.2711864406779665,0.2542372881355932,0.0,1.2711864406779665,1.779661016949153,1.2711864406779665,3.305084745762712,0.7627118644067797,0.5084745762711864,0.0,1.0169491525423728,0.2542372881355932,0.0,76.92,40.0,0.0,60.0,83.33,42.31,44.44,66.67,0.1244905106014824,0.1427708211676123,0.0,1.2711864406779665,0.045839827118644,0.5084745762711864,1.5254237288135597,1.779661016949153,0.1026757093220338,5.593220338983051,ST,85,90,72,90,65,52,78,90,70,38,82,32,40,45,10,60,70,75,52,78,65,42,100,52,52,75,48,38,88,100,40,70,68,30,85,22,82,90,68,85,82,80,80,85,90,70,85,65,52,60,85,60,38,80,30,30,35,10,50,70,70,35,80,65,42,100,55,52,75,48,38,88,100,40,70,68,25,85,22,80,85,65,85,75,75,75,Greek Super League
Asteras Tripolis,c53eublb5ds9v1rlscm8x39pq,vedvtrbkojprkkfhm6wrhm1h,F. Macheda,Federico Macheda,35,Attacker,Italy,Striker,12.0,22.0,0.0,34.0,3.0,0.0,6.0,1.0,223.0,1.0,0.0,1.0,11.0,10.0,1.0,5.0,1.0,1.0,2.0,18.0,1.0,1.0,1.0,0.0,2.0,0.0,79.07,0.0,0.0,100.0,18.18,27.27,21.43,100.0,0.8929449891479568,0.1181920054339906,0.0,1.0,0.0241224,1.0,3.0,2.0,0.046463,9.0,4.84304932735426,8.878923766816143,0.0,13.721973094170403,1.210762331838565,0.0,2.42152466367713,0.4035874439461883,0.4035874439461883,0.0,0.4035874439461883,4.439461883408072,4.035874439461884,0.4035874439461883,2.0179372197309418,0.4035874439461883,0.4035874439461883,0.8071748878923767,7.26457399103139,0.4035874439461883,0.4035874439461883,0.4035874439461883,0.0,0.8071748878923767,0.0,79.07,0.0,0.0,100.0,18.18,27.27,21.43,100.0,0.3603813857547808,0.0477008093679782,0.0,0.4035874439461883,0.0097354977578475,0.4035874439461883,1.210762331838565,0.8071748878923767,0.0187518834080717,3.632286995515695,ST,35,45,12,45,25,52,8,32,15,38,28,70,80,45,98,12,12,30,80,42,48,92,30,70,52,80,12,38,100,25,15,20,92,55,30,22,22,25,45,50,38,25,32,60,60,12,70,30,52,5,40,15,38,35,95,95,55,100,20,20,45,95,50,55,100,30,80,52,80,12,38,100,25,15,20,92,75,45,22,30,25,55,70,45,30,45,Greek Super League
Iraklis 1908,ab4q2bo4gqoamuoco75ps4c2c,1b6riegm2mjycj1xviisubw0l,Ivi López,Iván López Álvarez,32,Midfielder,Spain,Midfielder,35.0,53.0,7.0,84.0,0.0,0.0,8.0,1.0,236.0,2.0,4.0,5.0,7.0,2.0,5.0,2.0,7.0,7.0,1.0,6.0,4.0,1.0,0.0,0.0,1.0,0.0,84.85,87.5,50.0,57.14,14.29,26.67,0.0,50.0,0.3329418654796843,0.5418350699184993,3.0,10.0,0.2389324999999998,5.0,7.0,11.0,0.3137255299999998,40.0,13.347457627118644,20.21186440677966,2.669491525423729,32.03389830508475,0.0,0.0,3.0508474576271185,0.3813559322033898,0.7627118644067796,1.5254237288135593,1.9067796610169487,2.669491525423729,0.7627118644067796,1.9067796610169487,0.7627118644067796,2.669491525423729,2.669491525423729,0.3813559322033898,2.288135593220339,1.5254237288135593,0.3813559322033898,0.0,0.0,0.3813559322033898,0.0,84.85,87.5,50.0,57.14,14.29,26.67,0.0,50.0,0.1269693554795406,0.2066320181892582,1.1440677966101696,3.8135593220338975,0.0911183262711863,1.9067796610169487,2.669491525423729,4.194915254237288,0.1196410919491524,15.254237288135592,CM/AM,59,30,59,39,9,52,11,35,11,61,48,65,41,85,63,63,61,41,26,78,24,43,11,76,52,70,83,89,74,26,4,13,43,39,57,70,70,65,83,24,30,39,35,65,65,74,61,9,52,9,39,13,83,74,87,48,100,78,74,74,48,30,83,26,43,11,83,52,70,83,89,74,26,4,13,43,57,78,78,83,83,87,30,57,61,57,Greek Super League
Iraklis 1908,ab4q2bo4gqoamuoco75ps4c2c,1n33x5m6se8w4s3njb0qibh05,Y. Roche,Yohan Roche,29,Defender,Benin,Defender,113.0,41.0,16.0,154.0,8.0,0.0,18.0,31.0,360.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,1.0,5.0,1.0,6.0,0.0,0.0,84.62,55.17,0.0,25.0,0.0,48.65,44.44,83.33,0.0,0.0931286729083252,0.0,0.0,0.0,0.0,7.0,8.0,0.2643460199999999,75.0,28.25,10.25,4.0,38.5,2.0,0.0,4.5,7.75,1.25,0.0,0.25,0.0,0.0,0.0,0.0,1.0,1.25,0.0,0.0,0.25,1.25,0.25,1.5,0.0,0.0,84.62,55.17,0.0,25.0,0.0,48.65,44.44,83.33,0.0,0.0232821682270813,0.0,0.0,0.0,0.0,1.75,2.0,0.0660865049999999,18.75,LB/LCB,93,27,100,73,97,53,53,100,60,13,17,20,37,23,43,60,70,33,13,47,73,67,70,47,53,73,87,13,37,33,20,33,80,20,13,30,7,7,7,37,30,33,80,93,20,100,73,97,53,53,93,53,13,13,20,37,23,43,70,73,33,13,43,70,70,73,47,53,73,87,13,37,33,20,33,80,20,13,30,7,7,7,33,27,40,80,Greek Super League
Iraklis 1908,ab4q2bo4gqoamuoco75ps4c2c,2ww6zsdjkbfxvwsobrn122jf9,E. Koljić,Elvir Koljic,31,Attacker,Bosnia and Herzegovina,Striker,16.0,12.0,1.0,28.0,9.0,0.0,10.0,2.0,261.0,1.0,0.0,1.0,6.0,4.0,2.0,1.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,66.67,100.0,0.0,0.0,0.0,30.3,47.37,0.0,0.7886645585559019,0.0474251595012249,0.0,1.0,0.01685596,0.0,0.0,1.0,0.0106375599999999,9.0,5.517241379310345,4.137931034482759,0.3448275862068966,9.655172413793103,3.103448275862069,0.0,3.4482758620689657,0.6896551724137931,0.3448275862068966,0.0,0.3448275862068966,2.0689655172413794,1.3793103448275863,0.6896551724137931,0.3448275862068966,0.3448275862068966,0.3448275862068966,0.0,2.0689655172413794,0.0,0.0,0.0,0.0,0.0,0.0,66.67,100.0,0.0,0.0,0.0,30.3,47.37,0.0,0.2719532960537593,0.0163535032762844,0.0,0.3448275862068966,0.0058124,0.0,0.0,0.3448275862068966,0.003668124137931,3.103448275862069,ST,60,5,45,20,78,52,18,57,15,38,28,32,32,72,35,12,12,10,12,15,20,42,30,25,52,45,90,38,15,10,20,80,20,50,25,22,22,15,18,12,25,5,32,75,10,50,20,85,52,20,65,10,38,30,45,45,80,45,10,10,10,10,15,20,42,30,25,52,45,90,38,15,10,20,80,20,50,25,22,20,15,18,12,30,5,35,Greek Super League
Iraklis 1908,ab4q2bo4gqoamuoco75ps4c2c,4rdnl9ce3rbt4ionnkciunis5,Iñigo Piña,Iñigo Sebastián Magaña,31,Defender,Spain,Defender,109.0,23.0,6.0,132.0,7.0,0.0,20.0,36.0,441.0,9.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,4.0,0.0,3.0,0.0,0.0,87.42,46.15,0.0,50.0,0.0,55.56,58.33,100.0,0.0867839869147609,0.0,2.0,0.0,0.0,0.0,5.0,4.0,0.1638004399999999,104.0,22.24489795918367,4.693877551020408,1.2244897959183672,26.93877551020408,1.4285714285714284,0.0,4.081632653061225,7.346938775510203,1.8367346938775508,0.0,0.0,0.4081632653061224,0.0,0.4081632653061224,0.0,0.4081632653061224,0.4081632653061224,0.0,0.0,0.2040816326530612,0.8163265306122448,0.0,0.6122448979591836,0.0,0.0,87.42,46.15,0.0,50.0,0.0,55.56,58.33,100.0,0.0177110177377063,0.0,0.4081632653061224,0.0,0.0,0.0,1.020408163265306,0.8163265306122448,0.0334286612244897,21.22448979591837,CB,44,9,20,30,33,41,67,96,96,46,20,52,15,96,37,83,83,39,7,76,72,50,43,50,52,59,37,46,70,39,44,37,94,26,26,94,17,17,26,24,17,26,56,22,7,11,11,22,41,48,85,96,46,20,52,15,96,37,81,81,39,7,70,63,50,33,50,52,59,37,46,70,39,44,37,94,22,26,93,17,17,26,22,15,19,37,Greek Super League
Iraklis 1908,ab4q2bo4gqoamuoco75ps4c2c,66jgw85uti6qsgxmlkzz2726t,Nanu,Eulânio Ângelo Chipela Gomes,32,Defender,Guinea-Bissau,Defender,42.0,38.0,1.0,79.0,5.0,0.0,25.0,10.0,371.0,5.0,1.0,3.0,2.0,0.0,2.0,1.0,15.0,18.0,1.0,3.0,7.0,4.0,0.0,3.0,1.0,0.0,80.61,16.67,16.67,46.67,50.0,58.14,83.33,50.0,0.0975813200213251,0.2190104153787276,2.0,8.0,0.2910904199999999,3.0,10.0,5.0,0.19367989,34.0,10.18867924528302,9.21832884097035,0.2425876010781671,19.164420485175203,1.2129380053908356,0.0,6.064690026954178,2.425876010781672,1.2129380053908356,0.2425876010781671,0.7277628032345014,0.4851752021563343,0.0,0.4851752021563343,0.2425876010781671,3.6388140161725073,4.366576819407008,0.2425876010781671,0.7277628032345014,1.69811320754717,0.9703504043126686,0.0,0.7277628032345014,0.2425876010781671,0.0,80.61,16.67,16.67,46.67,50.0,58.14,83.33,50.0,0.0236720183340141,0.0531292112778584,0.4851752021563343,1.9407008086253368,0.0706149266846361,0.7277628032345014,2.425876010781672,1.2129380053908356,0.0469843398921832,8.247978436657682,LB/LCB,27,20,7,20,70,53,80,53,60,30,53,67,37,90,90,100,100,77,50,93,40,23,13,97,53,40,7,33,60,87,47,100,20,53,40,87,67,80,53,70,10,20,20,27,13,7,13,60,53,87,53,47,27,40,67,37,93,87,100,100,80,47,93,33,23,13,93,53,40,7,33,60,87,47,100,20,53,33,87,73,87,33,80,7,7,7,Greek Super League
Iraklis 1908,ab4q2bo4gqoamuoco75ps4c2c,a3hraho1lbnm3ga3ffkahlqi2,V. Sourlis,Vasilis Sourlis,23,Midfielder,Greece,Midfielder,46.0,53.0,2.0,99.0,2.0,0.0,24.0,4.0,404.0,9.0,0.0,2.0,1.0,0.0,1.0,1.0,5.0,5.0,0.0,5.0,4.0,5.0,0.0,2.0,0.0,0.0,88.39,66.67,0.0,80.0,0.0,51.06,20.0,55.56,0.0501212491928466,0.1341075801481534,1.0,5.0,0.11726224,4.0,4.0,5.0,0.0870102699999999,21.0,10.247524752475249,11.806930693069306,0.4455445544554455,22.054455445544555,0.4455445544554455,0.0,5.346534653465347,0.8910891089108911,2.004950495049505,0.0,0.4455445544554455,0.2227722772277227,0.0,0.2227722772277227,0.2227722772277227,1.113861386138614,1.113861386138614,0.0,1.113861386138614,0.8910891089108911,1.113861386138614,0.0,0.4455445544554455,0.0,0.0,88.39,66.67,0.0,80.0,0.0,51.06,20.0,55.56,0.0111656248201885,0.0298754510231034,0.2227722772277227,1.113861386138614,0.0261227762376237,0.8910891089108911,0.8910891089108911,1.113861386138614,0.0193834759900989,4.678217821782178,DM/CM,38,52,14,38,26,52,76,36,88,21,38,31,29,38,69,81,79,24,81,79,81,36,33,38,50,81,62,21,69,24,43,19,57,29,29,45,55,52,79,21,19,10,10,14,29,14,19,24,52,52,24,86,21,19,29,29,38,71,67,62,24,81,76,67,36,24,38,50,81,62,21,69,24,43,19,57,29,14,43,38,38,71,10,10,10,10,Greek Super League
Iraklis 1908,ab4q2bo4gqoamuoco75ps4c2c,braao2i4dvtaf4kwjnt34ugvd,Carles Soria,Carles Soria,29,Defender,Spain,Defender,65.0,82.0,4.0,144.0,2.0,0.0,21.0,10.0,438.0,8.0,3.0,6.0,2.0,0.0,2.0,1.0,8.0,8.0,0.0,3.0,5.0,4.0,0.0,2.0,0.0,0.0,82.76,36.36,13.64,62.5,0.0,44.68,33.33,66.67,0.1493108887328679,0.3275943954201425,2.0,13.0,0.34516459,5.0,10.0,12.0,0.5482421299999999,68.0,13.356164383561644,16.84931506849315,0.8219178082191781,29.58904109589041,0.4109589041095891,0.0,4.315068493150685,2.054794520547945,1.6438356164383563,0.6164383561643836,1.2328767123287672,0.4109589041095891,0.0,0.4109589041095891,0.2054794520547945,1.6438356164383563,1.6438356164383563,0.0,0.6164383561643836,1.0273972602739727,0.8219178082191781,0.0,0.4109589041095891,0.0,0.0,82.76,36.36,13.64,62.5,0.0,44.68,33.33,66.67,0.030680319602644,0.0673139168671525,0.4109589041095891,2.671232876712329,0.0709242308219178,1.0273972602739727,2.054794520547945,2.4657534246575343,0.1126524924657534,13.972602739726028,RB/RCB,50,88,38,69,25,53,69,38,94,78,88,41,9,69,56,88,88,31,34,94,56,47,16,47,53,50,50,44,62,31,31,25,56,31,56,72,84,88,75,59,59,62,56,38,69,25,62,25,53,53,31,94,75,78,38,9,66,44,88,88,31,38,94,50,47,12,47,53,50,50,44,62,31,31,25,56,31,56,69,81,88,75,53,56,62,56,Greek Super League
Iraklis 1908,ab4q2bo4gqoamuoco75ps4c2c,d02uxudioxez972krliidzyzt,K. Kaïboué,Kylian Kaïboué,28,Defender,France,Defender,43.0,37.0,22.0,80.0,3.0,0.0,12.0,6.0,221.0,4.0,0.0,1.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,76.92,73.33,0.0,0.0,0.0,52.17,42.86,40.0,0.1557246324579625,0.0547409189679269,3.0,4.0,0.07546173,0.0,9.0,8.0,0.1447186899999999,41.0,17.51131221719457,15.06787330316742,8.959276018099548,32.57918552036199,1.2217194570135743,0.0,4.886877828054298,2.443438914027149,1.6289592760180995,0.0,0.4072398190045249,1.2217194570135743,0.0,1.2217194570135743,0.4072398190045249,0.0,0.0,0.0,0.4072398190045249,0.0,0.8144796380090498,0.0,1.2217194570135743,0.0,0.0,76.92,73.33,0.0,0.0,0.0,52.17,42.86,40.0,0.0634172711367268,0.0222926819326399,1.2217194570135743,1.6289592760180995,0.0307310212669683,0.0,3.665158371040724,3.257918552036199,0.0589352131221719,16.696832579185518,CB,4,31,91,7,11,41,20,4,67,46,59,74,15,100,85,28,28,39,20,33,33,50,43,50,52,7,96,46,33,39,33,15,28,37,63,100,70,74,26,46,33,19,15,11,67,100,22,11,41,70,6,93,46,89,89,15,100,96,28,28,39,30,33,59,50,74,50,52,7,96,46,33,39,33,15,28,63,70,100,89,85,26,80,59,48,26,Greek Super League
Iraklis 1908,ab4q2bo4gqoamuoco75ps4c2c,e7hk7ppr45xnldr3dsnmbto4q,R. Nizet,Rob Nizet,24,Defender,Belgium,Defender,41.0,45.0,2.0,84.0,0.0,0.0,28.0,3.0,386.0,17.0,2.0,6.0,4.0,1.0,3.0,3.0,10.0,12.0,0.0,5.0,8.0,1.0,0.0,1.0,0.0,0.0,88.42,66.67,12.5,80.0,0.0,47.46,0.0,33.33,0.2062466209298782,0.4175814675497188,4.0,6.0,0.1673889399999999,3.0,5.0,4.0,0.4342922199999999,31.0,9.55958549222798,10.492227979274611,0.466321243523316,19.58549222797928,0.0,0.0,6.528497409326425,0.6994818652849741,3.963730569948187,0.466321243523316,1.3989637305699485,0.932642487046632,0.233160621761658,0.6994818652849741,0.6994818652849741,2.3316062176165806,2.7979274611398965,0.0,1.1658031088082903,1.865284974093264,0.233160621761658,0.0,0.233160621761658,0.0,0.0,88.42,66.67,12.5,80.0,0.0,47.46,0.0,33.33,0.0480885903722514,0.097363554610038,0.932642487046632,1.3989637305699485,0.0390285093264248,0.6994818652849741,1.1658031088082903,0.932642487046632,0.1012598440414507,7.227979274611399,RB/RCB,16,38,6,25,9,53,94,6,100,53,88,62,41,84,100,100,100,31,56,100,9,47,6,47,53,94,100,38,75,31,44,12,12,56,81,94,53,50,66,22,12,50,25,19,31,6,12,9,53,94,6,100,56,88,62,50,88,100,100,100,31,56,100,6,47,6,47,53,94,100,38,75,31,44,12,12,56,75,94,50,56,69,19,12,44,12,Greek Super League
