Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate fwd zone pass_Total,total accurate long balls_Total,total accurate pass_Total,total aerial won_Total,total big chances saved_Total,total duels won_Total,total effective clearance_Total,total mins played,total was fouled_Total,total accurate cross_Total,total att assist_Total,total attempt_Total,total attempts ibox_Total,total attempts obox_Total,total blocked scoring att_Total,total contest_Total,total dribbles attempted_Total,total ontarget attempt_Total,total touches in opposition box_Total,total won contest_Total,total won tackle_Total,total assists_Total,total interception_Total,total goals_Total,total direct setpiece goals_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate fwd zone pass_p90,total accurate long balls_p90,total accurate pass_p90,total aerial won_p90,total big chances saved_p90,total duels won_p90,total effective clearance_p90,total was fouled_p90,total accurate cross_p90,total att assist_p90,total attempt_p90,total attempts ibox_p90,total attempts obox_p90,total blocked scoring att_p90,total contest_p90,total dribbles attempted_p90,total ontarget attempt_p90,total touches in opposition box_p90,total won contest_p90,total won tackle_p90,total assists_p90,total interception_p90,total goals_p90,total direct setpiece goals_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate fwd zone pass_TotalPR,total accurate long balls_TotalPR,total accurate pass_TotalPR,total aerial won_TotalPR,total big chances saved_TotalPR,total duels won_TotalPR,total effective clearance_TotalPR,total was fouled_TotalPR,total accurate cross_TotalPR,total att assist_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total attempts obox_TotalPR,total blocked scoring att_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total ontarget attempt_TotalPR,total touches in opposition box_TotalPR,total won contest_TotalPR,total won tackle_TotalPR,total assists_TotalPR,total interception_TotalPR,total goals_TotalPR,total direct setpiece goals_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate fwd zone pass_p90PR,total accurate long balls_p90PR,total accurate pass_p90PR,total aerial won_p90PR,total big chances saved_p90PR,total duels won_p90PR,total effective clearance_p90PR,total was fouled_p90PR,total accurate cross_p90PR,total att assist_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total attempts obox_p90PR,total blocked scoring att_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total ontarget attempt_p90PR,total touches in opposition box_p90PR,total won contest_p90PR,total won tackle_p90PR,total assists_p90PR,total interception_p90PR,total goals_p90PR,total direct setpiece goals_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Iraklis 1908,ab4q2bo4gqoamuoco75ps4c2c,njrt7o0x8s2ibv1j6fjrzjkl,P. Vouros,Praxitelis Vouros,31,Defender,Greece,Defender,100.0,43.0,4.0,143.0,5.0,0.0,13.0,25.0,450.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,5.0,0.0,7.0,0.0,0.0,85.63,21.05,0.0,100.0,0.0,43.33,50.0,83.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.6,0.8,28.6,1.0,0.0,2.6,5.0,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.2,0.2,0.0,0.4,0.2,1.0,0.0,1.4,0.0,0.0,85.63,21.05,0.0,100.0,0.0,43.33,50.0,83.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB/RCB,88,25,38,62,62,53,19,100,12,19,16,22,41,25,22,22,22,31,22,41,72,47,94,47,53,75,6,19,91,31,25,53,94,6,16,25,9,9,12,6,6,6,6,69,6,19,56,53,53,6,94,6,19,16,16,22,25,22,6,6,31,19,28,62,47,81,47,53,75,6,19,91,31,25,53,94,6,16,25,9,9,12,6,6,6,6,Greek Super League
Kifisia,8vht8t1pm8z9gkkeuzxtkfatn,122anap3tylub61438n9lpiei,Gerson Sousa,Gerson Liliano Sanches de Sousa,24,Attacker,Portugal,Striker,11.0,27.0,0.0,35.0,2.0,0.0,11.0,3.0,240.0,6.0,3.0,4.0,2.0,2.0,0.0,1.0,7.0,7.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,79.55,0.0,60.0,42.86,0.0,34.38,22.22,0.0,0.2083199093998352,0.4484987051941196,2.0,7.0,0.19749667,2.0,3.0,5.0,0.15925581,18.0,4.125,10.125,0.0,13.125,0.75,0.0,4.125,1.125,2.25,1.125,1.5,0.75,0.75,0.0,0.375,2.625,2.625,0.0,2.25,1.125,0.0,0.0,0.0,0.0,0.0,79.55,0.0,60.0,42.86,0.0,34.38,22.22,0.0,0.0781199660249382,0.1681870144477948,0.75,2.625,0.07406125125,0.75,1.125,1.875,0.05972092875,6.75,RW,33,17,17,17,33,58,25,58,67,75,50,25,42,25,33,33,33,17,33,42,17,50,25,50,58,67,17,100,50,17,33,17,17,33,50,42,58,50,42,33,33,17,33,17,17,17,17,50,58,33,83,83,83,67,17,33,25,33,67,67,17,33,33,17,50,25,50,58,67,17,100,50,17,33,17,17,33,67,83,83,83,50,50,33,17,33,Greek Super League
Kifisia,8vht8t1pm8z9gkkeuzxtkfatn,210xmaquqj9ouxnxm0bwbiwyy,Tiago Manso,Tiago Miguel Silva Manso,26,Defender,Portugal,Defender,41.0,34.0,9.0,73.0,4.0,0.0,10.0,9.0,270.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,5.0,0.0,0.0,81.11,64.29,33.33,0.0,100.0,45.45,57.14,50.0,0.1784073461998988,0.1444955237120083,0.0,5.0,0.09947694,1.0,6.0,7.0,0.2990178600000001,30.0,13.666666666666666,11.333333333333334,3.0,24.33333333333333,1.3333333333333333,0.0,3.333333333333333,3.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.0,1.6666666666666667,0.0,0.0,81.11,64.29,33.33,0.0,100.0,45.45,57.14,50.0,0.0594691153999662,0.0481651745706694,0.0,1.6666666666666667,0.03315898,0.3333333333333333,2.0,2.333333333333333,0.09967262,10.0,RB/RCB,16,16,69,12,47,53,9,31,34,53,31,22,41,25,22,22,22,75,12,12,22,47,69,47,53,38,94,84,12,100,38,75,38,44,38,25,44,44,34,34,28,25,19,50,44,78,31,69,53,38,41,53,88,31,31,62,25,22,34,34,88,12,12,22,47,94,47,53,38,94,84,12,100,38,75,38,62,44,25,56,44,44,38,41,38,31,Greek Super League
Kifisia,8vht8t1pm8z9gkkeuzxtkfatn,21higjbuosup8vmwumtqt4q5m,K. Roukounakis,Konstantinos Roukounakis,25,Midfielder,Greece,Midfielder,96.0,99.0,21.0,194.0,4.0,0.0,19.0,12.0,445.0,7.0,1.0,4.0,2.0,0.0,2.0,0.0,5.0,5.0,1.0,1.0,2.0,3.0,0.0,9.0,0.0,0.0,84.35,72.41,7.69,40.0,50.0,43.18,57.14,50.0,0.0966439692494784,0.3753616915478639,2.0,8.0,0.15109767,2.0,19.0,20.0,0.6612256500000001,104.0,19.41573033707865,20.02247191011236,4.247191011235955,39.235955056179776,0.8089887640449438,0.0,3.842696629213483,2.426966292134831,1.4157303370786516,0.2022471910112359,0.8089887640449438,0.4044943820224719,0.0,0.4044943820224719,0.0,1.0112359550561798,1.0112359550561798,0.2022471910112359,0.2022471910112359,0.4044943820224719,0.6067415730337078,0.0,1.820224719101124,0.0,0.0,84.35,72.41,7.69,40.0,50.0,43.18,57.14,50.0,0.0195459713088832,0.0759158477287814,0.4044943820224719,1.6179775280898876,0.0305590793258426,0.4044943820224719,3.842696629213483,4.044943820224719,0.1337310303370786,21.033707865168537,DM/CM,86,71,95,81,57,52,64,86,79,64,76,48,29,60,29,81,79,62,31,52,55,36,98,38,50,52,81,43,29,83,24,52,38,38,81,69,74,62,52,67,69,81,76,67,52,90,67,43,52,29,76,43,48,67,38,29,48,29,57,52,48,24,43,33,36,95,38,50,52,81,43,29,83,24,52,38,33,62,62,67,43,48,62,57,67,71,Greek Super League
Kifisia,8vht8t1pm8z9gkkeuzxtkfatn,2bmmri2dc6de6cnzn24oj5d5h,Hugo Sousa,Hugo Filipe Gonçalves Martins de Sousa,34,Defender,Portugal,Defender,143.0,50.0,7.0,193.0,7.0,1.0,17.0,12.0,442.0,5.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,8.0,0.0,0.0,90.19,41.18,0.0,0.0,0.0,45.95,43.75,40.0,0.3127583334119962,0.0272425078937094,0.0,0.0,0.0,1.0,12.0,12.0,0.2536396999999998,102.0,29.11764705882353,10.180995475113122,1.425339366515837,39.29864253393665,1.425339366515837,0.2036199095022624,3.461538461538461,2.443438914027149,1.0180995475113122,0.0,0.2036199095022624,0.6108597285067873,0.6108597285067873,0.0,0.0,0.0,0.0,0.0,1.0180995475113122,0.0,0.4072398190045249,0.0,1.6289592760180995,0.0,0.0,90.19,41.18,0.0,0.0,0.0,45.95,43.75,40.0,0.063683823545429,0.0055471169919317,0.0,0.0,0.0,0.2036199095022624,2.443438914027149,2.443438914027149,0.0516460927601809,20.769230769230766,CB,78,52,26,65,33,91,52,11,85,46,59,74,80,41,37,28,28,39,78,33,33,50,83,50,52,78,15,46,33,39,15,19,28,70,52,41,17,17,63,67,52,48,48,59,37,19,52,19,85,33,6,81,46,54,67,78,41,37,28,28,39,74,33,30,50,81,50,52,78,15,46,33,39,15,19,28,67,52,41,17,17,59,48,44,33,33,Greek Super League
Kifisia,8vht8t1pm8z9gkkeuzxtkfatn,3mgrqgq3eobnu941j3q4yeuol,Á. Sagal,Ángelo Sagal,33,Attacker,Chile,Striker,22.0,27.0,4.0,49.0,4.0,0.0,16.0,3.0,371.0,10.0,0.0,1.0,12.0,8.0,4.0,5.0,9.0,11.0,2.0,17.0,2.0,0.0,0.0,1.0,0.0,0.0,81.67,80.0,0.0,22.22,16.67,42.11,36.36,0.0,1.5627677862156517,0.0465625056389849,7.0,4.0,0.10054112,3.0,4.0,6.0,0.0768914699999999,19.0,5.336927223719677,6.549865229110512,0.9703504043126686,11.88679245283019,0.9703504043126686,0.0,3.8814016172506745,0.7277628032345014,2.425876010781672,0.0,0.2425876010781671,2.911051212938005,1.9407008086253368,0.9703504043126686,1.2129380053908356,2.183288409703504,2.6684636118598384,0.4851752021563343,4.123989218328841,0.4851752021563343,0.0,0.0,0.2425876010781671,0.0,0.0,81.67,80.0,0.0,22.22,16.67,42.11,36.36,0.0,0.3791080883002929,0.0112954865431499,1.69811320754717,0.9703504043126686,0.0243900291105121,0.7277628032345014,0.9703504043126686,1.4555256064690028,0.0186529172506738,4.609164420485175,ST,80,50,85,65,35,52,38,75,85,38,28,82,62,98,98,85,95,30,75,62,20,42,70,25,52,95,75,38,35,20,35,48,20,90,20,100,70,65,85,65,68,30,68,65,35,85,55,25,52,25,70,80,38,20,60,55,90,90,80,90,25,50,60,20,42,70,25,52,95,75,38,35,20,35,48,20,85,20,95,65,60,75,60,60,25,60,Greek Super League
Kifisia,8vht8t1pm8z9gkkeuzxtkfatn,ageous8x40a5qja50md060ull,L. Abanda,Leroy Abanda,26,Midfielder,France,Midfielder,58.0,71.0,4.0,125.0,3.0,0.0,9.0,17.0,416.0,0.0,4.0,6.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,5.0,1.0,2.0,0.0,1.0,0.0,0.0,76.22,26.67,22.22,50.0,100.0,30.0,33.33,40.0,0.0272425078937094,0.6747513676073164,1.0,4.0,0.0788727499999999,4.0,13.0,10.0,0.8049049399999997,88.0,12.548076923076923,15.360576923076923,0.8653846153846154,27.04326923076924,0.6490384615384616,0.0,1.9471153846153848,3.677884615384616,0.0,0.8653846153846154,1.2980769230769231,0.2163461538461538,0.0,0.2163461538461538,0.0,0.4326923076923077,0.4326923076923077,0.2163461538461538,1.0817307692307694,0.2163461538461538,0.4326923076923077,0.0,0.2163461538461538,0.0,0.0,76.22,26.67,22.22,50.0,100.0,30.0,33.33,40.0,0.0058938118039275,0.1459798631842752,0.2163461538461538,0.8653846153846154,0.0170638161057692,0.8653846153846154,2.8125000000000004,2.1634615384615388,0.1741380879807691,19.03846153846154,LM/LCM,80,100,40,80,70,60,20,100,20,100,100,30,20,60,30,40,40,80,60,50,30,50,20,60,60,40,40,80,80,90,20,60,20,20,100,70,40,20,80,90,50,80,80,60,80,40,60,60,60,20,100,20,100,100,20,20,60,30,40,40,60,40,60,20,50,20,60,60,40,40,80,80,90,20,60,20,20,80,60,40,20,80,80,40,80,80,Greek Super League
Kifisia,8vht8t1pm8z9gkkeuzxtkfatn,ah47n5k05k6kaw8812l2tu02x,Benny,Bernardo Sousa Pereira Brites Martins,28,Midfielder,Portugal,Midfielder,50.0,68.0,14.0,118.0,2.0,0.0,19.0,0.0,233.0,6.0,0.0,1.0,4.0,1.0,3.0,2.0,5.0,5.0,1.0,7.0,5.0,2.0,0.0,3.0,1.0,0.0,85.51,70.0,0.0,100.0,25.0,51.35,40.0,33.33,0.3119333004938403,0.0915333509618176,3.0,7.0,0.15496959,2.0,15.0,15.0,0.6705046199999999,62.0,19.313304721030043,26.26609442060085,5.407725321888412,45.5793991416309,0.7725321888412017,0.0,7.339055793991416,0.0,2.317596566523605,0.0,0.3862660944206008,1.5450643776824031,0.3862660944206008,1.1587982832618025,0.7725321888412017,1.931330472103004,1.931330472103004,0.3862660944206008,2.703862660944206,1.931330472103004,0.7725321888412017,0.0,1.1587982832618025,0.3862660944206008,0.0,85.51,70.0,0.0,100.0,25.0,51.35,40.0,33.33,0.1204892577014833,0.0353562299852514,1.1587982832618025,2.703862660944206,0.0598594982832617,0.7725321888412017,5.793991416309012,5.793991416309012,0.258993200858369,23.948497854077253,DM/CM,43,60,81,57,26,52,64,5,67,21,12,74,69,79,90,81,79,62,86,98,38,36,50,86,50,67,67,21,88,55,48,26,12,76,14,88,64,71,52,62,60,86,57,62,86,95,81,38,52,90,5,95,21,14,90,81,95,100,95,95,76,100,95,52,36,62,95,50,67,67,21,88,55,48,26,12,90,19,95,86,86,67,81,71,100,76,Greek Super League
Kifisia,8vht8t1pm8z9gkkeuzxtkfatn,bm0bafkutd9qb9qee06cys9re,I. Jagne,Imam Jagne,22,Midfielder,Sweden,Midfielder,23.0,28.0,3.0,51.0,0.0,0.0,6.0,5.0,287.0,2.0,0.0,3.0,3.0,1.0,2.0,0.0,2.0,2.0,1.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,82.26,60.0,0.0,50.0,33.33,30.0,0.0,33.33,0.2715744478690983,0.2897178674055993,1.0,1.0,0.02953272,1.0,3.0,4.0,0.31794911,24.0,7.212543554006968,8.780487804878048,0.940766550522648,15.993031358885016,0.0,0.0,1.881533101045296,1.56794425087108,0.627177700348432,0.0,0.940766550522648,0.940766550522648,0.313588850174216,0.627177700348432,0.0,0.627177700348432,0.627177700348432,0.313588850174216,0.940766550522648,0.313588850174216,0.313588850174216,0.0,0.627177700348432,0.0,0.0,82.26,60.0,0.0,50.0,33.33,30.0,0.0,33.33,0.0851627188439681,0.0908522929146478,0.313588850174216,0.313588850174216,0.009261131707317,0.313588850174216,0.940766550522648,1.254355400696864,0.0997052958188153,7.526132404181184,DM/CM,5,10,24,5,7,52,5,48,10,21,67,64,69,60,29,29,29,62,62,29,14,36,33,38,50,29,50,21,45,69,5,10,12,71,71,45,14,19,36,12,10,38,14,5,14,19,5,7,52,5,48,5,21,76,67,62,62,29,29,29,67,62,24,14,36,38,38,50,29,50,21,45,69,5,10,12,71,76,48,10,19,33,14,14,38,14,Greek Super League
Kifisia,8vht8t1pm8z9gkkeuzxtkfatn,dgs76xugujyrvpx9yji1rcwyx,C. Jolibois,Clément Jolibois,29,Defender,France,Defender,108.0,32.0,12.0,140.0,7.0,1.0,11.0,34.0,333.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,13.0,0.0,0.0,86.42,50.0,0.0,0.0,0.0,35.48,41.18,100.0,0.0,0.0578707313360868,0.0,1.0,0.01685596,0.0,3.0,8.0,0.20184289,92.0,29.18918918918919,8.648648648648647,3.243243243243243,37.83783783783784,1.891891891891892,0.2702702702702702,2.972972972972973,9.18918918918919,0.8108108108108107,0.0,0.2702702702702702,0.0,0.0,0.0,0.0,0.2702702702702702,0.2702702702702702,0.0,0.5405405405405405,0.0,0.2702702702702702,0.2702702702702702,3.513513513513513,0.0,0.0,86.42,50.0,0.0,0.0,0.0,35.48,41.18,100.0,0.0,0.0156407381989423,0.0,0.2702702702702702,0.0045556648648648,0.0,0.8108108108108107,2.162162162162162,0.0545521324324324,24.864864864864863,CB,41,19,46,33,33,91,15,83,50,46,59,11,15,41,37,67,67,39,37,33,15,100,100,50,52,44,52,46,33,39,4,11,94,11,70,41,39,35,26,17,33,33,41,63,19,52,48,41,100,19,100,52,46,70,11,15,41,37,67,67,39,37,33,15,100,100,50,52,44,52,46,33,39,4,11,94,11,67,41,44,41,26,15,26,41,63,Greek Super League
Kifisia,8vht8t1pm8z9gkkeuzxtkfatn,e5qq606tbm93y3ctjpazg7rv9,Jorge Pombo,Jorge Pombo,32,Midfielder,Spain,Midfielder,33.0,89.0,10.0,120.0,2.0,0.0,30.0,1.0,378.0,8.0,2.0,8.0,14.0,11.0,3.0,3.0,23.0,23.0,6.0,18.0,15.0,4.0,0.0,4.0,2.0,0.0,78.95,62.5,20.0,65.22,42.86,56.6,50.0,80.0,1.232503338005412,0.5481988253044262,5.0,11.0,0.3144940799999999,3.0,22.0,30.0,0.6494113500000002,65.0,7.857142857142857,21.19047619047619,2.380952380952381,28.57142857142857,0.4761904761904761,0.0,7.142857142857142,0.238095238095238,1.9047619047619049,0.4761904761904761,1.9047619047619049,3.333333333333333,2.619047619047619,0.7142857142857143,0.7142857142857143,5.476190476190476,5.476190476190476,1.4285714285714286,4.285714285714286,3.571428571428571,0.9523809523809524,0.0,0.9523809523809524,0.4761904761904761,0.0,78.95,62.5,20.0,65.22,42.86,56.6,50.0,80.0,0.2934531757155743,0.1305235298343872,1.1904761904761905,2.619047619047619,0.0748795428571428,0.7142857142857143,5.238095238095238,7.142857142857142,0.15462175,15.476190476190476,CM/AM,52,83,76,78,46,52,96,35,78,43,78,98,100,54,83,100,100,100,91,100,83,43,83,93,52,48,39,43,83,80,91,67,78,96,61,93,80,78,48,96,93,87,78,43,74,65,48,35,52,100,26,61,43,70,96,100,48,70,100,100,96,83,100,78,43,78,91,52,48,39,43,83,80,91,67,78,96,52,87,61,74,26,87,87,83,61,Greek Super League
Kifisia,8vht8t1pm8z9gkkeuzxtkfatn,ix6hcbfujuw3mgefzpsnp2zu,J. Antonisse,Jeremy Antonisse,24,Attacker,Curaçao,Striker,24.0,54.0,3.0,76.0,3.0,0.0,11.0,8.0,354.0,3.0,2.0,5.0,3.0,2.0,1.0,0.0,9.0,11.0,1.0,10.0,4.0,1.0,0.0,2.0,0.0,0.0,81.72,75.0,40.0,44.44,33.33,35.48,50.0,100.0,0.1827726723792654,0.4267958163575849,2.0,8.0,0.18662507,5.0,8.0,6.0,0.3757952099999999,27.0,6.101694915254238,13.728813559322036,0.7627118644067797,19.322033898305087,0.7627118644067797,0.0,2.796610169491525,2.0338983050847457,0.7627118644067797,0.5084745762711864,1.2711864406779665,0.7627118644067797,0.5084745762711864,0.2542372881355932,0.0,2.288135593220339,2.796610169491525,0.2542372881355932,2.5423728813559325,1.0169491525423728,0.2542372881355932,0.0,0.5084745762711864,0.0,0.0,81.72,75.0,40.0,44.44,33.33,35.48,50.0,100.0,0.0464676285709996,0.108507410938369,0.5084745762711864,2.0338983050847457,0.0474470516949152,1.2711864406779665,2.0338983050847457,1.5254237288135597,0.0955411550847457,6.864406779661017,LW,57,86,86,71,50,57,29,100,14,43,64,29,29,36,14,43,43,36,43,50,36,43,50,50,57,86,93,86,57,57,14,86,93,29,57,43,64,29,71,71,57,57,57,71,71,71,71,57,57,14,100,14,43,57,29,29,29,14,29,43,29,43,43,29,43,43,50,57,86,93,86,57,57,14,86,93,29,57,43,57,57,71,71,57,57,71,Greek Super League
Levadiakos,1j8ifp7frhzci6o6kvnl1glif,1kndk881q0hdfgmelosn1swkp,I. Kosti,Ioannis Kosti,26,Midfielder,Cyprus,Midfielder,98.0,102.0,18.0,198.0,3.0,0.0,32.0,5.0,430.0,12.0,2.0,6.0,6.0,1.0,5.0,4.0,11.0,12.0,0.0,7.0,6.0,9.0,0.0,6.0,0.0,0.0,86.84,69.23,12.5,54.55,0.0,50.79,37.5,81.82,0.4505425749545823,0.3870965022667337,2.0,8.0,0.20163252,2.0,21.0,21.0,0.3563453999999998,81.0,20.511627906976745,21.348837209302324,3.767441860465116,41.44186046511628,0.627906976744186,0.0,6.697674418604652,1.0465116279069768,2.511627906976744,0.4186046511627907,1.255813953488372,1.255813953488372,0.2093023255813953,1.0465116279069768,0.8372093023255814,2.302325581395349,2.511627906976744,0.0,1.4651162790697674,1.255813953488372,1.8837209302325584,0.0,1.255813953488372,0.0,0.0,86.84,69.23,12.5,54.55,0.0,50.79,37.5,81.82,0.0942996087114242,0.0810201981488512,0.4186046511627907,1.6744186046511629,0.0422021553488372,0.4186046511627907,4.395348837209302,4.395348837209302,0.0745839209302325,16.953488372093023,CM/AM,100,91,100,100,74,52,100,85,87,43,57,54,15,85,96,87,87,13,37,87,100,43,93,33,52,83,61,35,70,13,57,48,83,61,48,52,50,48,24,89,85,52,89,96,78,96,87,61,52,91,78,78,35,48,43,9,65,87,70,70,13,22,74,100,43,91,33,52,83,61,35,70,13,57,48,83,35,43,37,35,43,13,74,61,30,70,Greek Super League
Levadiakos,1j8ifp7frhzci6o6kvnl1glif,218id1vq62nnast9v9nhcuajt,G. Kornezos,Giorgos Kornezos,28,Defender,Greece,Defender,44.0,11.0,4.0,55.0,6.0,0.0,15.0,23.0,270.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0,1.0,6.0,1.0,4.0,0.0,4.0,0.0,0.0,75.34,30.77,0.0,100.0,25.0,71.43,66.67,50.0,0.4546778029369104,0.0,2.0,0.0,0.0,0.0,3.0,4.0,0.05038648,32.0,14.666666666666666,3.6666666666666665,1.3333333333333333,18.33333333333333,2.0,0.0,5.0,7.666666666666667,0.0,0.0,0.0,1.3333333333333333,1.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.0,0.3333333333333333,1.3333333333333333,0.0,1.3333333333333333,0.0,0.0,75.34,30.77,0.0,100.0,25.0,71.43,66.67,50.0,0.1515592676456368,0.0,0.6666666666666666,0.0,0.0,0.0,1.0,1.3333333333333333,0.0167954933333333,10.666666666666666,CB,7,4,7,4,24,41,41,46,11,46,20,87,91,41,37,67,67,87,89,76,72,50,65,50,52,4,7,46,91,85,89,80,41,89,26,94,17,17,26,17,17,11,11,4,4,15,4,54,41,74,89,11,46,20,96,96,41,37,76,76,93,96,83,78,50,78,50,52,4,7,46,91,85,89,80,41,96,26,96,17,17,26,19,19,11,11,Greek Super League
Levadiakos,1j8ifp7frhzci6o6kvnl1glif,3fwb5x78f4ho908qi98lx2jv8,M. Cobnan,Moses Cobnan,24,Attacker,Nigeria,Striker,8.0,19.0,1.0,27.0,4.0,0.0,14.0,7.0,278.0,5.0,0.0,1.0,8.0,4.0,4.0,1.0,3.0,4.0,3.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,62.79,16.67,0.0,33.33,37.5,35.0,30.77,50.0,0.635800509732029,0.1232546846666062,5.0,1.0,0.06442595,0.0,0.0,0.0,0.08641106,5.0,2.5899280575539567,6.151079136690647,0.3237410071942446,8.741007194244604,1.2949640287769784,0.0,4.532374100719425,2.2661870503597124,1.618705035971223,0.0,0.3237410071942446,2.5899280575539567,1.2949640287769784,1.2949640287769784,0.3237410071942446,0.9712230215827338,1.2949640287769784,0.9712230215827338,2.913669064748201,0.3237410071942446,0.6474820143884892,0.0,0.0,0.0,0.0,62.79,16.67,0.0,33.33,37.5,35.0,30.77,50.0,0.2058346973952611,0.0399025957553761,1.618705035971223,0.3237410071942446,0.020857321942446,0.0,0.0,0.0,0.0279748035971223,1.618705035971223,ST,18,40,45,15,35,52,28,100,40,38,28,50,32,98,35,45,48,48,20,42,65,42,30,25,52,25,25,38,48,45,25,35,45,35,40,90,22,45,18,12,10,40,15,15,25,45,10,35,52,35,100,40,38,25,50,35,100,35,45,45,55,25,40,70,42,30,25,52,25,25,38,48,45,25,35,45,45,30,90,15,45,18,12,10,40,10,Greek Super League
Levadiakos,1j8ifp7frhzci6o6kvnl1glif,6azl0lha4apwohc4jmbaiosx6,I. Tsivelekidis,Ioannis Tsivelekidis,27,Defender,Greece,Defender,166.0,57.0,16.0,223.0,9.0,0.0,21.0,32.0,440.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,10.0,0.0,0.0,87.45,47.06,0.0,0.0,0.0,65.62,60.0,25.0,0.0,0.0426389128611727,0.0,0.0,0.0,0.0,16.0,13.0,0.28858149,144.0,33.95454545454545,11.659090909090908,3.2727272727272725,45.61363636363636,1.8409090909090908,0.0,4.295454545454545,6.545454545454545,0.0,0.0,0.2045454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6136363636363635,0.0,2.0454545454545454,0.0,0.0,87.45,47.06,0.0,0.0,0.0,65.62,60.0,25.0,0.0,0.0087215958125125,0.0,0.0,0.0,0.0,3.2727272727272725,2.6590909090909087,0.0590280320454545,29.454545454545453,CB,85,61,63,81,56,41,70,76,11,46,59,11,15,41,37,28,28,39,7,33,52,50,93,50,52,63,41,46,33,39,70,52,7,11,59,41,17,17,26,81,57,59,81,74,48,56,67,37,41,52,59,11,46,59,11,15,41,37,28,28,39,7,33,48,50,93,50,52,63,41,46,33,39,70,52,7,11,59,41,17,17,26,70,48,52,67,Greek Super League
